"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",188688.717455821
"Number of cells",550

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
241,0.01310731,0.01073842,0.001730983,0.07710876,0.08115564,0.1420108,0.01502846,0.0006715008,0.8327258,0.001408546,0.2405291,0.01249112,0.0974739,0.0004210768,0.008646823,0.02332048,0.1017784,0.01377272,0.1220432,0.000932569,0.007000385,0.007437246,0.005225617,0.003789294,0.01545727,0.001314762,0.007468409,0.02345237,0.04142768,0.09063511,0.09630501,0.02177406,0.01441453,0.01294746,0.003065306,0.01292004,0.01579088,0.006656587,0.05251739,0.0003169739,0.01494999,0.07619146,0.0330705,0.01100941,0.03694924,1.678798,1.593528,2.242967,0.804028,1.569126,1.35815,0.6679389,0.1273961,4.475668,26.62375,1.834144,0.2420435,0.8479127,2.280066,0.2940954,1.639395,2.871786,3.401224,1.178997,5.78231,26.6683,28.77,24.94978,6.147016,29.38422,5.419289,10.95218,9.26738,0.5510818,5.746678,12.92871,0.3275531,11.77441,28.6046,16.14688,86.80114,141.5186,382.4835
242,0.01280421,0.01042259,0.001723367,0.07289433,0.0806823,0.1333816,0.01473894,0.0004546521,0.592451,0.001286316,0.2236012,0.01202772,0.09249307,0.0003015688,0.008225306,0.02252173,0.1004637,0.01340279,0.1134945,0.0007273299,0.005315912,0.005798027,0.004283269,0.003281626,0.01521213,0.0009637781,0.005547758,0.01787778,0.03260947,0.08134013,0.09244697,0.02153325,0.01445831,0.01256752,0.002658538,0.01181182,0.01581119,0.006652835,0.05215927,0.0001746351,0.01209065,0.07126179,0.03249985,0.009110603,0.0355152,1.530534,1.508373,2.061767,0.7416032,1.370832,1.290284,0.6128902,0.1253555,4.22369,24.72666,1.688778,0.2405631,0.8518232,2.301771,0.2882549,1.498698,2.575621,3.242528,1.105636,5.00037,26.4851,26.74794,23.87219,5.865592,25.24994,5.305968,10.8865,9.276266,0.5376482,4.774798,12.69794,0.3172844,11.71273,28.76589,16.51199,90.82714,144.2148,388.5625
243,0.01273243,0.0103265,0.00171544,0.07184315,0.08075509,0.1313035,0.01473497,0.0005344204,0.5627205,0.001291037,0.2220928,0.01187176,0.09040005,0.002700373,0.008118615,0.02243349,0.1005339,0.01364556,0.113471,0.000710212,0.005284814,0.005794534,0.004280821,0.003263196,0.01519147,0.0009799335,0.005578544,0.01823329,0.03310067,0.07957484,0.09269559,0.02146208,0.01450467,0.01248333,0.002557903,0.01150212,0.01584855,0.006648779,0.05216182,0.0001070067,0.009934742,0.07002836,0.03236499,0.008502199,0.03513109,1.487084,1.484459,2.011149,0.7293167,1.341162,1.278963,0.593293,0.1244246,4.160882,24.20676,1.681831,0.2397642,0.8701696,2.325071,0.2921878,1.494494,2.536173,3.230888,1.127993,4.866382,26.82494,26.58846,24.49688,6.00887,24.46939,5.384066,10.93308,9.460348,0.5577347,4.60153,13.19163,0.3166908,12.51542,29.29862,16.7305,95.57903,143.3562,396.0063
244,0.01272764,0.01028821,0.001707555,0.07160266,0.08092575,0.1307959,0.01478231,0.0005162569,0.5357361,0.001302576,0.2201313,0.01179204,0.08917121,0.002341567,0.008019499,0.02232271,0.1009113,0.01400331,0.1145667,0.000689041,0.005281765,0.005802423,0.004225821,0.003248284,0.01519473,0.000974121,0.005608111,0.01838327,0.03356085,0.07896156,0.09195711,0.02142259,0.01454961,0.01246198,0.002529641,0.01139103,0.01589053,0.006645629,0.05226934,8.687088E-05,0.008627397,0.06977824,0.0324163,0.008239946,0.03505443,1.471099,1.478163,1.995653,0.7275205,1.336972,1.279124,0.5825675,0.123975,4.147195,24.04224,1.71122,0.239313,0.8890007,2.353766,0.2983442,1.511363,2.545013,3.258828,1.157293,4.869145,27.32036,26.76024,25.4156,6.212303,24.451,5.528565,11.18572,9.734572,0.5784092,4.657124,15.15721,0.3182809,13.91188,29.59099,16.61023,100.9832,144.4204,395.3674
245,0.01272218,0.01025841,0.001699857,0.07136127,0.08115271,0.1310825,0.01483196,0.0005335309,0.5102407,0.001296173,0.2171629,0.0117531,0.08836634,0.002106929,0.007892904,0.02214232,0.1014621,0.01413323,0.1141192,0.0006641625,0.005259694,0.005772041,0.004178376,0.003255483,0.01513979,0.0009398917,0.005659995,0.01828381,0.03357344,0.07764118,0.09160905,0.02140531,0.01459344,0.01247863,0.002527185,0.0112568,0.01593257,0.006652162,0.05237057,0.0001556343,0.009533779,0.06986402,0.03252439,0.008124556,0.03508282,1.457745,1.477185,1.992191,0.7248752,1.330478,1.282801,0.5743161,0.1238112,4.14928,24.15008,1.759512,0.239232,0.9006039,2.386968,0.3040473,1.524984,2.549326,3.291203,1.162348,4.890922,27.80704,26.93995,25.97444,6.232021,24.47759,5.741206,11.42307,9.973138,0.5926229,4.880563,18.26765,0.3215469,15.33369,27.3529,15.048,109.6874,150.2012,384.8419
246,0.01255946,0.01018453,0.001692408,0.06990322,0.08124875,0.1285909,0.01472786,0.0004353731,0.4190623,0.00125319,0.2096925,0.0116183,0.08821706,0.001800847,0.007505092,0.02168814,0.1017584,0.01362066,0.1086012,0.0005778864,0.004589415,0.005109581,0.003817104,0.00304263,0.01506795,0.0007539026,0.004842217,0.0159457,0.0298663,0.07052086,0.08766645,0.02138704,0.01463598,0.01241445,0.002366835,0.01096124,0.0159735,0.006675206,0.05244122,0.0003346721,0.01633053,0.06894316,0.03250805,0.007570825,0.03489771,1.393808,1.458879,1.938701,0.6995572,1.232064,1.265271,0.5578151,0.1235061,4.085868,24.0804,1.744084,0.2398864,0.8899379,2.410854,0.3027334,1.479132,2.447431,3.232281,1.081269,4.608443,27.35684,26.2214,24.91613,5.84359,23.58261,5.889797,10.86473,9.916077,0.5772005,5.027957,19.11958,0.3195882,16.49133,26.22843,14.81503,116.1135,156.6349,367.3703
247,0.01226165,0.009738427,0.001685595,0.06508812,0.08009456,0.1217578,0.01424326,0.0003966571,0.3459869,0.001181821,0.1927632,0.01086295,0.08354814,0.001350455,0.006807808,0.01995885,0.09712445,0.01223881,0.0992856,0.0005183423,0.004030149,0.00462418,0.003354956,0.002569199,0.01471013,0.0006637188,0.004300145,0.01391884,0.02596422,0.0635075,0.08063013,0.02087961,0.014667,0.01195017,0.002184567,0.01016107,0.01597645,0.006704106,0.05169936,0.000422847,0.02116741,0.06449555,0.03171023,0.006839021,0.03217323,1.243006,1.357786,1.80958,0.6455341,1.074117,1.204761,0.5148904,0.1227069,3.883889,23.10389,1.663841,0.2392852,0.8541228,2.42451,0.2929014,1.451524,2.245314,3.183572,0.9533165,4.282673,25.59244,24.70571,23.31825,5.31004,22.8704,5.633708,9.898629,9.443025,0.5422263,5.620795,16.89359,0.3079337,17.98392,28.38862,16.85003,120.6344,160.2654,354.3257
248,0.01210593,0.009553386,0.001678265,0.06272841,0.07993985,0.1198886,0.01400841,0.0004152579,0.3429062,0.001189383,0.1895846,0.01050314,0.08222908,0.001168524,0.006133167,0.01949568,0.09593677,0.01137995,0.09504623,0.0005309387,0.003966301,0.004507588,0.00321904,0.002528473,0.01464977,0.0006534818,0.00421255,0.0135239,0.02512662,0.06035319,0.07705145,0.0207398,0.01470191,0.01183083,0.002117179,0.009893329,0.01600242,0.006746885,0.05150418,0.0005027546,0.02387026,0.06295829,0.03146628,0.006525928,0.03105872,1.163432,1.316695,1.749768,0.6178983,1.016782,1.188376,0.4937255,0.1223248,3.808506,23.19817,1.654547,0.2390139,0.8354958,2.440777,0.2863242,1.469394,2.202055,3.191754,0.8933645,4.258192,25.48694,24.3304,23.2802,5.219818,23.5696,5.447751,9.910755,9.138608,0.5520909,7.056451,17.13733,0.306691,20.33448,30.19917,17.17857,127.324,160.7557,356.9921
249,0.01040022,0.007262527,0.001673447,0.0403727,0.07226998,0.08368983,0.01051105,0.0002724697,0.210447,0.0006466976,0.1034433,0.005423486,0.05894862,0.0009163784,0.001692266,0.007606057,0.06358282,0.006500324,0.05330909,0.0003794841,0.002059254,0.002048561,0.001401733,0.001122235,0.01125409,0.0004413271,0.002397645,0.00757906,0.01174653,0.02209467,0.03102857,0.01652438,0.01442844,0.00874067,0.001404663,0.007427206,0.01535027,0.006693247,0.04690246,0.0005320443,0.01614898,0.03912686,0.02574493,0.003595633,0.01528501,0.5774992,0.7773209,1.042879,0.4046918,0.6281319,0.8411132,0.3049852,0.1129247,2.62819,13.06431,1.03848,0.2239418,0.7029392,2.320502,0.222779,1.062414,1.1967,2.864186,0.561561,2.405209,15.84068,16.60659,16.43699,3.705961,15.63035,4.110405,6.778686,6.37757,0.3706984,6.214644,15.97095,0.2202497,23.36258,37.89079,26.06725,136.2797,169.0018,359.7176
250,0.009960128,0.006550175,0.001663942,0.03426211,0.07012594,0.07551222,0.009524352,0.0003077784,0.2097479,0.0006807049,0.09766003,0.004084429,0.05110795,0.003302541,0.001661827,0.007169498,0.05576814,0.005237364,0.0433496,0.0004028369,0.002021986,0.001847784,0.001244622,0.001031089,0.01108904,0.0004242838,0.002225099,0.007071122,0.01113311,0.01968774,0.03003507,0.01548599,0.01434859,0.00801504,0.001123288,0.006356531,0.0151482,0.00669084,0.0453476,0.00076567,0.01558835,0.03262466,0.02405213,0.002713536,0.0112197,0.4206482,0.6247419,0.852348,0.3391978,0.5128182,0.7597173,0.243476,0.1103737,2.32419,11.07219,0.8862739,0.2146728,0.6614087,2.304583,0.2038601,0.986993,0.9971026,2.769272,0.4785324,2.017794,17.93394,14.95744,17.73452,4.416367,14.19864,4.2017,9.842189,8.136536,0.4958428,7.566648,18.92022,0.20397,26.70717,36.59607,20.27671,134.4827,178.2093,413.9886
251,0.009822664,0.006365411,0.001652195,0.03272969,0.06963504,0.07423867,0.009212059,0.0003862166,0.215753,0.0007083815,0.09586845,0.003691686,0.04846697,0.002947652,0.001536667,0.006719501,0.05421601,0.005019522,0.04151661,0.0004050679,0.002027317,0.001775885,0.001198306,0.0009552322,0.01093646,0.0004639247,0.002264742,0.007080831,0.01126535,0.01892924,0.02878134,0.01511262,0.01429448,0.007887107,0.001021573,0.006115013,0.01506958,0.006694613,0.0447784,0.001987726,0.01287786,0.03117739,0.02354395,0.002458892,0.01027819,0.3822775,0.5882226,0.8075117,0.3273214,0.5028995,0.7489615,0.2268022,0.1091446,2.256179,10.8652,0.9161988,0.2105742,0.6574238,2.312001,0.2013726,1.012372,1.028252,2.774971,0.4819596,2.042355,21.39404,15.01298,22.01175,5.809233,15.02494,4.695883,12.41269,10.06073,0.6330468,10.07679,24.16412,0.2042478,28.21453,31.40385,16.5178,115.5567,182.9041,427.1061
252,0.00975752,0.006293317,0.001639788,0.03214113,0.06950044,0.0738204,0.009043721,0.000369134,0.2218522,0.00072783,0.09390745,0.003471926,0.04639126,0.00272208,0.001473519,0.006339121,0.05371346,0.005090716,0.0420963,0.0004149332,0.002037734,0.001727083,0.001181241,0.0008958465,0.01079108,0.0005169205,0.002345927,0.007196462,0.01160075,0.01863463,0.0279194,0.0148181,0.01424168,0.007827198,0.0009546872,0.006042331,0.01502895,0.006689763,0.0444197,0.001528517,0.01013769,0.03070183,0.02330049,0.002347104,0.009865338,0.3678917,0.5754035,0.8009623,0.3303242,0.5109108,0.7479279,0.2186721,0.1081902,2.240987,10.73313,1.053047,0.2083555,0.6776466,2.331965,0.2080156,1.057091,1.095462,2.796756,0.4984604,2.084116,24.59967,15.30948,28.04682,7.261806,16.59184,5.609001,13.65958,12.00602,0.7639,15.88074,32.31518,0.2049421,27.66781,26.76947,13.97616,93.33384,191.4249,394.1066
253,0.009726277,0.006281214,0.001627444,0.03205367,0.06936878,0.07383422,0.008966827,0.0003640263,0.2204038,0.0007477281,0.09200225,0.00337445,0.04470274,0.00260402,0.001421269,0.005937922,0.05375658,0.005387258,0.04504163,0.0004595712,0.002053276,0.001700143,0.001167135,0.0008594046,0.01059022,0.0005827278,0.002402016,0.00756322,0.01188067,0.01859224,0.02727519,0.01461003,0.01417585,0.007793556,0.0008979249,0.006039648,0.01500077,0.006676593,0.04413537,0.001079875,0.008057927,0.03066357,0.023206,0.002304958,0.009759086,0.3673636,0.5791058,0.827265,0.3431818,0.5268493,0.7551249,0.2158738,0.107874,2.262942,10.70942,1.326369,0.2069139,0.7235798,2.362478,0.2252092,1.118343,1.185609,2.826076,0.5174011,2.130585,26.65273,15.84732,35.16182,8.230993,18.06185,6.485795,13.81304,14.26335,0.8577259,21.84615,32.44791,0.2060042,25.06682,24.17379,12.95269,72.9553,201.5738,352.7113
254,0.009705828,0.006291373,0.001615537,0.03215108,0.06923611,0.07406094,0.008929281,0.0003703475,0.2106611,0.0008350866,0.09010503,0.003346631,0.04324257,0.002088077,0.001854445,0.005600544,0.05416717,0.005902681,0.05086274,0.0004921616,0.002066962,0.00174169,0.001149421,0.0008207393,0.01040912,0.0006037511,0.002575219,0.008035871,0.01213038,0.01856418,0.02698767,0.01444249,0.01410488,0.007771174,0.0008523276,0.006066846,0.01497529,0.006659874,0.04387528,0.0007691574,0.006466112,0.03088679,0.0232028,0.002291884,0.009805515,0.3726714,0.5920901,0.8807759,0.3622673,0.5476906,0.7717385,0.2153663,0.1083553,2.320872,10.76713,1.723579,0.2058973,0.7928012,2.407221,0.2528958,1.193408,1.289931,2.860144,0.5367717,2.179918,27.83196,16.57911,41.65716,8.329194,19.10832,6.576894,12.54677,13.88028,0.9063135,29.51336,23.53082,0.2076975,22.29852,23.8884,13.00781,64.41077,199.9248,329.5475
255,0.009688389,0.006309156,0.00160431,0.0323204,0.06909976,0.07449073,0.008908487,0.0003961656,0.1967125,0.0009315691,0.08840337,0.003363418,0.0419816,0.002096162,0.001815597,0.005321653,0.0548499,0.006691165,0.05939042,0.0005623342,0.002124232,0.001756481,0.001139983,0.0007982502,0.01023608,0.0006235549,0.002763635,0.008336954,0.01260164,0.01883955,0.02673087,0.0143006,0.01403395,0.007755377,0.0008181334,0.006107199,0.01495058,0.006645241,0.04362926,0.0006169919,0.005358859,0.03127671,0.02328539,0.002312916,0.009945324,0.3810532,0.612057,0.9541876,0.3852611,0.574225,0.7991198,0.2160428,0.1096768,2.412856,10.93468,2.154976,0.2054681,0.8751858,2.458112,0.2883865,1.281282,1.409938,2.896735,0.553361,2.230776,28.6245,17.23598,44.8603,7.583683,19.94608,6.043968,10.7804,11.33808,0.8663515,37.68268,15.83176,0.2099271,20.01437,23.88732,12.83276,66.17613,186.2104,333.926
256,0.009671318,0.006329834,0.001593898,0.03253271,0.06896777,0.07515971,0.008893698,0.0004443284,0.1820654,0.001088357,0.08714496,0.003415466,0.04102462,0.002113403,0.001783233,0.00508764,0.05570721,0.007464899,0.06714658,0.0006470386,0.002209321,0.001778615,0.001156556,0.0007804241,0.01006766,0.0006368456,0.002967017,0.008566308,0.01321883,0.0193762,0.02657053,0.01418105,0.0139672,0.007748514,0.0007951912,0.006155224,0.01492733,0.006638951,0.04340057,0.0001491003,0.005669886,0.03178636,0.02345548,0.002376274,0.01015261,0.3907292,0.6375632,1.034719,0.4081138,0.6034878,0.8346899,0.2174584,0.1116836,2.529071,11.24434,2.528022,0.2057769,0.9550588,2.502808,0.3246883,1.372166,1.601169,2.934611,0.563691,2.287892,29.16392,17.64794,44.31216,6.609551,20.34719,5.441025,9.197159,9.459716,0.7575769,34.60821,11.62238,0.2118604,18.47522,23.13256,12.19353,72.13571,168.1552,357.6749
257,0.009653798,0.006351819,0.001584329,0.03274899,0.06885036,0.07599996,0.008880835,0.0005040135,0.1687154,0.001262714,0.08627985,0.003497676,0.04053087,0.002123323,0.001756896,0.004880875,0.05661481,0.007911862,0.07186417,0.0007363101,0.002285461,0.001865823,0.00115443,0.0007817436,0.009920423,0.0006428492,0.003087875,0.008725801,0.01370564,0.02034514,0.02636977,0.01408284,0.01390762,0.007753811,0.0007832691,0.006207978,0.01490663,0.006641984,0.04319432,0.0002274471,0.007107669,0.03237024,0.02367555,0.002485992,0.01040405,0.400452,0.6667005,1.111803,0.4270061,0.6310923,0.8726221,0.2193062,0.1140916,2.65265,11.70866,2.80722,0.2065507,1.019664,2.537656,0.3551468,1.454149,1.845154,2.97231,0.5664918,2.344545,29.42125,17.81116,41.31361,5.811095,20.36647,4.926843,7.91234,8.100636,0.636983,26.07679,10.26623,0.2127817,17.45649,22.89025,12.04655,77.48048,150.8929,382.3911
258,0.009635618,0.006374474,0.001575474,0.0329242,0.06875518,0.07691456,0.00886803,0.00056612,0.1573667,0.001461055,0.08549467,0.003605044,0.04059011,0.002064057,0.001787291,0.004693717,0.05745316,0.007970709,0.07426338,0.0007990326,0.002427365,0.001956259,0.00115168,0.0008115739,0.009782085,0.0006032524,0.003204986,0.008710469,0.01408227,0.02162456,0.02624582,0.01400472,0.01385666,0.00777172,0.0007812878,0.006262968,0.01488906,0.006655489,0.04301315,0.0003004172,0.01002022,0.03297354,0.02392449,0.002624673,0.01067265,0.4094502,0.6971507,1.179989,0.439027,0.6512983,0.9079157,0.2213345,0.1165735,2.770848,12.35721,2.98878,0.2075172,1.060707,2.568179,0.3747261,1.517548,2.078876,3.007818,0.559548,2.401324,29.53049,17.8367,37.3387,5.284711,20.36853,4.524333,7.111009,7.098189,0.5385722,18.0303,10.36919,0.2129381,17.37489,22.87789,12.22071,81.53432,137.6172,396.6601
259,0.009601204,0.006391579,0.001567345,0.03285077,0.06867176,0.07699572,0.00884515,0.0005599069,0.1290882,0.001579108,0.08445451,0.00372364,0.04087124,0.001915198,0.00180386,0.004514741,0.05810316,0.007700552,0.07436296,0.0007746547,0.002374246,0.001803551,0.00112506,0.0007880803,0.009673385,0.0004771196,0.002880243,0.00720605,0.01259745,0.02161182,0.02586327,0.01394303,0.01381369,0.007776122,0.000741694,0.006137584,0.01487405,0.006678173,0.0428487,0.0003442174,0.01198181,0.0331757,0.02414599,0.002698381,0.01091175,0.4068515,0.7190853,1.214609,0.438109,0.6126407,0.9256601,0.2214038,0.1186812,2.843957,12.89556,3.006294,0.2085506,1.070223,2.596668,0.3790939,1.519158,2.15671,2.942934,0.5234312,2.29567,29.39894,17.37083,32.93663,4.915892,20.0732,4.236903,6.719913,6.440639,0.4649522,12.01135,11.24473,0.211521,18.16767,23.78976,13.12949,89.11342,129.701,394.5679
260,0.009529706,0.006387762,0.001559886,0.03220579,0.06858312,0.07605972,0.008746919,0.0004403452,0.08505858,0.001514653,0.0820317,0.003810579,0.04121073,0.001553472,0.001537657,0.004313549,0.05843884,0.007171756,0.07062478,0.0006474351,0.002057192,0.001594308,0.001023739,0.000718636,0.009575694,0.0003220583,0.002318716,0.005757421,0.01058591,0.01983681,0.0253544,0.01389408,0.01377659,0.007760142,0.0006950665,0.005959845,0.01486025,0.006706756,0.0426897,0.0004499686,0.01312894,0.03277593,0.02427326,0.002434926,0.01102621,0.3832572,0.7241349,1.187,0.4198974,0.5564743,0.9197476,0.2161791,0.1202215,2.820397,12.98186,2.757041,0.2094681,1.040619,2.617374,0.3661996,1.464937,1.997905,2.897881,0.4890729,2.119751,28.85372,16.65528,28.00079,4.611254,19.01606,4.066541,6.688349,6.126238,0.4133253,7.685294,12.97284,0.210026,20.15117,25.48218,14.85806,96.76172,129.2132,380.8096
261,0.009463243,0.006365431,0.001552876,0.0314442,0.06852307,0.07576966,0.00861977,0.0003085639,0.06677771,0.001264039,0.0803391,0.003824241,0.04138845,0.0003595422,0.002097466,0.004071432,0.05846141,0.0065607,0.06504798,0.0004079683,0.00194913,0.001542276,0.0009050565,0.0007086284,0.009477434,0.0002055097,0.002148074,0.005193234,0.009141096,0.0184929,0.02499077,0.01385247,0.01374266,0.00776101,0.0006668094,0.005924228,0.01484496,0.00673604,0.04251136,0.00063552,0.01370502,0.03248706,0.02432079,0.002133298,0.01098774,0.3562431,0.7190479,1.117833,0.3934813,0.5049847,0.9023724,0.2087739,0.1210549,2.745941,12.97744,2.35405,0.2097164,0.9804102,2.64626,0.3444723,1.336483,1.620874,2.899254,0.4692602,2.023895,27.9964,15.959,23.88519,4.38362,17.89304,4.057094,7.026855,6.147029,0.3904847,5.545258,15.73588,0.2093067,23.26375,27.7452,16.79947,103.4667,133.0396,367.3586
262,0.009417986,0.006360661,0.001546046,0.03110514,0.06848878,0.07601737,0.008533753,0.0002972122,0.07078405,0.001186793,0.07984657,0.003849902,0.04127993,0.0002398927,0.002071562,0.003903272,0.0584486,0.006269816,0.06231896,0.0003820486,0.002021908,0.001641143,0.0009121989,0.0006955881,0.009379689,0.0001886999,0.00211216,0.005122841,0.00913112,0.01863173,0.02491437,0.01381305,0.01370986,0.007774734,0.0006589963,0.005906512,0.01482747,0.006756807,0.04234521,0.0007889922,0.01346538,0.03252815,0.02440483,0.002039588,0.01097123,0.3442551,0.7190515,1.093415,0.3829339,0.4919594,0.9006144,0.2046215,0.1216036,2.741267,13.23005,2.163193,0.2087913,0.9462405,2.67647,0.335317,1.314399,1.547923,2.911554,0.4664072,2.037194,27.56671,15.9867,22.97794,4.715603,18.03344,4.330143,7.798066,6.721227,0.4083943,5.395773,23.27963,0.2096418,26.96853,28.97776,17.21772,104.596,141.9335,358.1378
263,0.009385351,0.006368043,0.00153957,0.03100203,0.06847091,0.07637946,0.008495673,0.0002869979,0.07925682,0.001142266,0.07966482,0.00392569,0.04077502,0.0002100398,0.002061229,0.003761606,0.05860453,0.00645625,0.06290439,0.0003860841,0.002126184,0.001760887,0.000945981,0.0006913421,0.009279532,0.0001780948,0.002103444,0.005167461,0.009105551,0.01870861,0.02491381,0.01378568,0.01367772,0.007796342,0.0006616652,0.005918181,0.0148116,0.006763953,0.04223491,0.00067971,0.01145249,0.03274032,0.0244962,0.002021152,0.01103158,0.3398209,0.7262174,1.097609,0.3848681,0.4972942,0.9092338,0.2029257,0.1220687,2.773069,13.4359,2.091868,0.2072736,0.936021,2.706566,0.3372519,1.333348,1.571218,2.926751,0.4768943,2.079152,28.29373,16.38308,24.42096,5.433636,19.22652,5.197476,9.330544,8.224762,0.4647979,6.30977,33.43253,0.210015,30.03479,29.06459,16.52468,94.70153,160.2702,349.646
264,0.009357562,0.006386252,0.001533404,0.03103278,0.06846501,0.07678677,0.00849474,0.0002726034,0.09099739,0.001116641,0.0795144,0.004043423,0.04011555,0.0002220388,0.002070168,0.003618091,0.05890723,0.006880132,0.06563544,0.0004008339,0.002242705,0.001851902,0.0009652521,0.0007084599,0.009190654,0.0001911779,0.002192192,0.005223254,0.009097522,0.01883553,0.02507595,0.01376951,0.01364608,0.007821999,0.000669516,0.005940662,0.01479665,0.006760049,0.04215404,0.0004727521,0.00957241,0.03304867,0.02458008,0.002034639,0.01116545,0.3397072,0.7384157,1.120114,0.3949507,0.5137409,0.9225235,0.2027522,0.1223521,2.821992,13.60176,2.125418,0.2060074,0.9432516,2.751168,0.3475734,1.374479,1.632386,2.947627,0.4945541,2.1385,29.38681,17.19904,26.90601,6.564852,21.53591,6.409918,11.94558,12.26442,0.5590211,9.371028,30.46354,0.2114529,31.52982,26.83727,14.51541,82.83325,182.7539,343.5195
265,0.009331967,0.0064094,0.001527645,0.03112628,0.06852935,0.07725111,0.008494985,0.0002719702,0.1002273,0.001148307,0.0793507,0.004186122,0.03948989,0.000276633,0.002097183,0.00349317,0.05934417,0.007398395,0.06964402,0.0004331027,0.002375398,0.001931611,0.0009929236,0.0007254112,0.009093151,0.0002173617,0.002297114,0.005306915,0.009420278,0.01860484,0.0253852,0.01374388,0.01360242,0.007849978,0.0006803192,0.005969482,0.01478232,0.00674886,0.04208038,0.0002892262,0.008045238,0.03346759,0.0246473,0.002060685,0.01134917,0.342357,0.7544258,1.157168,0.4098971,0.5384092,0.9391109,0.2033829,0.1225808,2.884067,13.79439,2.293817,0.2053467,0.9668701,2.796822,0.3660166,1.439279,1.733924,2.977635,0.5144569,2.204618,30.25095,18.13376,29.76437,7.354084,24.08513,7.230518,14.11698,26.03696,0.6544033,26.61765,21.67911,0.21328,32.0172,25.60493,13.89154,72.88061,200.7038,339.4218
266,0.009307567,0.006434652,0.00152238,0.03129774,0.06862122,0.077729,0.00851091,0.0002968271,0.1080524,0.001175494,0.07923442,0.00434565,0.03882099,0.0004372403,0.002132301,0.003387004,0.05991,0.007959081,0.07503194,0.0004880156,0.002422021,0.002094242,0.001033027,0.0007441303,0.0090101,0.0002519178,0.002413185,0.005560715,0.009767211,0.0186561,0.02555922,0.01372502,0.01355721,0.007879076,0.0006947919,0.006003956,0.01476956,0.00673281,0.04202066,0.0001766113,0.006700036,0.03402152,0.0247163,0.002087002,0.0115708,0.3472506,0.773865,1.206044,0.4285508,0.5711522,0.96014,0.2044986,0.1228701,2.961758,13.99581,2.722093,0.20517,1.022176,2.848314,0.3931274,1.509599,2.064852,3.0167,0.5362003,2.262231,30.85605,18.99594,32.19491,7.670584,24.78396,7.189091,14.33827,26.38627,0.7991425,50.19407,15.01413,0.2155695,31.54362,25.00806,13.74415,65.18661,209.217,356.5457
