"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",188688.717455821
"Number of cells",550

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
81,0.01565622,0.01075946,0.001431994,0.08553743,0.08552255,0.1776489,0.02918362,0.001039007,0.6516567,0.001223897,0.05918832,0.01657317,0.1227205,0.000399775,0.009188457,0.02152501,0.09814504,0.01476733,0.1159527,0.00096169,0.00759231,0.009096501,0.007603075,0.005998631,0.02203738,0.001261145,0.008166604,0.02596588,0.04874372,0.1022568,0.1246672,0.02411911,0.01299999,0.01274895,0.003005149,0.01322562,0.01943856,0.006386149,0.05358336,0.0006479067,0.02152717,0.07246415,0.0390951,0.01147986,0.04236073,1.949344,1.669726,2.329493,0.802469,1.350174,1.289595,0.2807868,0.1087838,4.805326,28.9103,1.77284,0.2896416,0.779982,2.87689,0.3079804,1.444562,3.164475,3.725481,1.175298,5.787993,23.87919,28.33891,20.94465,5.543365,27.86055,5.346783,9.901953,8.382415,0.5178644,5.039166,15.36502,0.4102743,13.96858,28.1438,15.72945,133.1808,139.4803,359.6336
82,0.01567672,0.01074716,0.001425092,0.0853326,0.08519615,0.1776325,0.02877021,0.001028393,0.6931038,0.001200231,0.06090966,0.01656162,0.1240944,0.0003879449,0.009206188,0.02135538,0.09833536,0.01442353,0.113427,0.0009551252,0.007623515,0.009073121,0.007628919,0.005935507,0.02203848,0.001296269,0.008082568,0.02549108,0.04819086,0.1018447,0.124792,0.02416757,0.01305178,0.01280344,0.002973535,0.01323207,0.01941867,0.006404065,0.05377354,0.0008018953,0.02101129,0.0727929,0.03905855,0.01147689,0.04227347,1.932514,1.659296,2.320613,0.7960399,1.324674,1.286568,0.2808092,0.1089754,4.797515,28.9512,1.751106,0.2854382,0.7696298,2.938378,0.3030377,1.475092,3.124891,3.710378,1.171355,5.925785,24.2236,28.47073,22.0538,5.812737,29.47827,5.436455,10.25984,8.594608,0.5408534,5.679208,16.37275,0.4128987,14.91855,27.84675,15.37631,133.5771,145.1975,355.4126
83,0.01570279,0.01074002,0.001418741,0.08532795,0.08488502,0.1774894,0.0284021,0.00100015,0.7258713,0.00120915,0.06267443,0.01656209,0.1246344,0.0003904183,0.009200208,0.02121965,0.09857085,0.01456494,0.112913,0.0009708251,0.007592262,0.009098846,0.007691492,0.005842577,0.02203188,0.001408739,0.008074202,0.02550396,0.0481579,0.1007583,0.1253256,0.02421754,0.01310057,0.01284463,0.002950033,0.01324863,0.01939882,0.006412129,0.05395725,0.0007014631,0.0175572,0.07309625,0.03903283,0.01141376,0.04222707,1.922318,1.651305,2.316375,0.7992197,1.321717,1.285588,0.2813138,0.1091271,4.791895,28.72043,1.759889,0.2811183,0.7750503,2.991128,0.3024795,1.52284,3.132525,3.709802,1.208635,6.089628,24.71364,28.73395,23.80113,6.128276,31.35511,5.528223,10.48406,8.887824,0.5599392,6.568153,16.34167,0.4132318,15.06798,27.1048,14.88014,128.966,148.999,354.4054
84,0.01573368,0.01073542,0.001412802,0.08548376,0.08458558,0.177103,0.02808241,0.0009646966,0.7381101,0.001209944,0.06442244,0.01657131,0.1245122,0.0004098771,0.009182421,0.02111019,0.098883,0.01496642,0.1143052,0.0009801633,0.007604363,0.009058531,0.007698513,0.005854546,0.0220009,0.001567222,0.008215504,0.0261541,0.04874621,0.09994494,0.1255031,0.02426774,0.01314594,0.01287238,0.002937801,0.01327201,0.0193786,0.006410652,0.05413298,0.0004459739,0.01432865,0.07340435,0.03897712,0.01130843,0.04224893,1.921366,1.647923,2.317337,0.8086153,1.340018,1.286826,0.2823645,0.1092464,4.792337,28.39622,1.802236,0.2769957,0.7923272,3.038682,0.3054493,1.566624,3.184171,3.726209,1.266926,6.241328,25.1345,29.02044,25.4712,6.362607,32.61338,5.553611,10.64095,9.705513,0.5686012,7.484449,14.53935,0.4118542,13.77896,25.73579,14.07438,112.7114,149.6647,357.4706
85,0.01576712,0.01073244,0.001407221,0.0859125,0.08426138,0.1765274,0.02785408,0.0009317067,0.7359654,0.001225201,0.06605732,0.01663198,0.1243132,0.0004336102,0.009183459,0.02129316,0.09935681,0.01546213,0.1171755,0.0009863764,0.007630175,0.009032189,0.007785159,0.005870502,0.02208753,0.001707408,0.008446575,0.0272251,0.04965368,0.09961961,0.126151,0.02435337,0.01318184,0.01289895,0.002971309,0.01330232,0.01935961,0.006400632,0.05429273,0.0002365177,0.01161775,0.07377231,0.03887176,0.0111812,0.04237543,1.92896,1.649839,2.323512,0.8210167,1.372194,1.290696,0.2839921,0.1093324,4.800416,28.06256,1.878625,0.2730651,0.8190371,3.077526,0.3110158,1.590792,3.266773,3.755835,1.331996,6.316519,25.27728,29.225,26.68311,6.404219,32.58306,5.352766,10.41343,10.03104,0.5697016,8.239727,12.98899,0.4089661,12.00461,25.33975,14.00018,95.06088,146.4908,361.9048
86,0.01580111,0.01073066,0.001401953,0.08644776,0.08393222,0.1759072,0.02766732,0.00090758,0.7171715,0.001234751,0.06773432,0.01671216,0.1240616,0.0004622274,0.009177268,0.02148261,0.09990963,0.01600986,0.1207073,0.00100153,0.007634517,0.009046285,0.007800342,0.005954758,0.02212347,0.001787072,0.008694082,0.02827204,0.05082524,0.09951899,0.1268341,0.02444942,0.01321164,0.01292398,0.003021101,0.01333899,0.01934008,0.006386073,0.05444268,0.0001263893,0.009493203,0.07418311,0.03876614,0.01105809,0.04258668,1.94217,1.656288,2.333041,0.8336759,1.40736,1.296288,0.2860137,0.1094239,4.815061,27.78735,1.964982,0.2691841,0.8497093,3.125724,0.3180164,1.596982,3.353334,3.791169,1.390067,6.28273,25.2276,29.31062,27.0724,6.309611,31.70116,5.131015,9.855968,8.615327,0.5588748,11.74463,12.07734,0.40568,10.79381,25.64146,14.18182,87.82212,141.7772,368.6623
87,0.0158336,0.01073011,0.001397009,0.08700125,0.08360302,0.175478,0.02749128,0.0009013239,0.6905448,0.001250001,0.06948082,0.01680002,0.1238869,0.0004802653,0.009140966,0.02169166,0.1004998,0.0166176,0.1241543,0.001000578,0.00764941,0.009049248,0.007875843,0.005980061,0.02214818,0.001789568,0.008917263,0.02912093,0.05169144,0.09969363,0.1276471,0.02454774,0.01323681,0.01295047,0.003075292,0.01338053,0.01931955,0.006371399,0.05458558,9.143926E-05,0.007928814,0.07460121,0.03872493,0.01097813,0.04285511,1.957116,1.665455,2.343495,0.8446382,1.437353,1.302511,0.2882007,0.1096035,4.83298,27.62955,2.014816,0.265358,0.8743728,3.182963,0.3239932,1.587827,3.416787,3.823741,1.42924,6.167945,25.08464,29.29394,26.7135,6.17451,30.30593,5.05234,9.731775,8.421975,0.5320675,14.42341,11.53581,0.4029417,10.24064,26.3826,14.60289,89.76218,137.072,377.2109
88,0.01586303,0.0107309,0.001392404,0.0875127,0.0832755,0.1754396,0.02731024,0.0009104882,0.6624765,0.001272383,0.07126482,0.01689046,0.123986,0.0004848308,0.009122247,0.021871,0.1010976,0.0171406,0.1264721,0.001004027,0.007637131,0.009122496,0.007798702,0.006050124,0.02222023,0.001725199,0.009070987,0.02949825,0.05233927,0.09991582,0.128408,0.02464635,0.01325907,0.01298307,0.003127679,0.01342493,0.01929866,0.00636101,0.05472276,9.772237E-05,0.007238667,0.07503229,0.03875721,0.01096993,0.04314548,1.970121,1.675148,2.352929,0.8524188,1.457146,1.308646,0.2903379,0.1099386,4.850914,27.60974,2.030661,0.2616363,0.8883941,3.243717,0.3278927,1.56721,3.448438,3.846972,1.444834,6.025017,24.97928,29.22145,25.90161,6.058109,28.83307,5.036025,9.744275,8.437305,0.5168383,11.0681,11.33328,0.4014444,10.08049,26.3351,14.50458,95.73482,134.5815,385.7918
89,0.01588861,0.01073311,0.00138806,0.08784884,0.08295154,0.1757212,0.02711453,0.000926395,0.63817,0.001288647,0.0730617,0.01698019,0.124781,0.0004855699,0.00910207,0.02203625,0.1016875,0.01724488,0.1263307,0.001003734,0.007685734,0.009119342,0.007765313,0.006084091,0.02229107,0.001632953,0.009079725,0.02936152,0.0527677,0.1002277,0.1291391,0.02474509,0.01328052,0.01302854,0.00317516,0.01347033,0.01927824,0.006360253,0.05485569,0.0001882733,0.00916366,0.07552534,0.03881489,0.01106391,0.0434229,1.978894,1.683513,2.36006,0.8540633,1.463031,1.313504,0.2922893,0.1104334,4.867258,27.81951,2.020827,0.2581321,0.8862299,3.296759,0.3284584,1.538252,3.46927,3.858612,1.424007,5.897808,24.87541,29.08619,24.65881,5.917826,27.67716,5.050596,9.655761,8.399502,0.5094705,8.351377,11.54237,0.4013051,10.27298,25.6266,14.06592,103.4864,132.533,390.3361
90,0.01591081,0.01073667,0.001384011,0.0879873,0.08263521,0.1761127,0.02689658,0.0009554304,0.6242185,0.00131044,0.07490417,0.01706689,0.126248,0.0004688948,0.009112429,0.02216783,0.1022339,0.01689854,0.1248497,0.0009944508,0.007672304,0.009218789,0.007764772,0.006102251,0.02233364,0.001527782,0.008997207,0.02880327,0.05284934,0.1005438,0.1297826,0.024844,0.01330302,0.01308627,0.00321515,0.01351436,0.01925896,0.006372058,0.0549849,0.0003333656,0.01447097,0.0760311,0.03886267,0.01123591,0.04365374,1.981604,1.68892,2.363556,0.8487771,1.451171,1.315816,0.2939483,0.111029,4.880266,28.30501,1.992096,0.254896,0.8660768,3.337754,0.3249738,1.507717,3.480927,3.857265,1.363617,5.80261,24.643,28.8712,23.08615,5.72359,27.04303,5.080667,9.400228,8.244058,0.5027304,6.667887,12.1823,0.4021127,10.78333,25.6097,14.17896,110.9354,130.7707,386.661
91,0.01593064,0.01074135,0.001380226,0.08799904,0.08232877,0.1764687,0.02665774,0.0009878703,0.6271406,0.001318914,0.07676647,0.01714854,0.1280141,0.0004485492,0.009113454,0.02229366,0.1026879,0.01634364,0.1229025,0.0009843078,0.007682378,0.009286278,0.007728197,0.006143969,0.02244096,0.001419945,0.008863962,0.02812994,0.05233292,0.1006288,0.1304695,0.02494273,0.01332725,0.01314973,0.00324685,0.01355371,0.0192409,0.006392275,0.05510947,0.0003910107,0.01777865,0.07649469,0.03890178,0.01144066,0.04380987,1.976998,1.690059,2.363013,0.8399051,1.426624,1.315835,0.2952292,0.1116012,4.887607,28.88053,1.948613,0.2517889,0.837732,3.380182,0.3183753,1.483869,3.463999,3.842973,1.288281,5.749578,24.34886,28.64422,21.78753,5.58323,27.01369,5.125289,9.258539,8.100238,0.4985402,5.730554,13.33221,0.4035486,11.80086,26.6964,14.94751,119.8984,131.1701,376.4887
92,0.01595001,0.0107471,0.001376721,0.08795495,0.08203363,0.1767282,0.0264,0.001012084,0.6497833,0.001329008,0.07865021,0.01722516,0.1298602,0.000424566,0.009154106,0.02237313,0.1030396,0.01572254,0.1206832,0.0009697092,0.007678571,0.009338218,0.007779617,0.006186023,0.02253241,0.001339842,0.008695087,0.02722017,0.05163541,0.1009933,0.1309098,0.02504125,0.01335241,0.01321502,0.0032711,0.01358671,0.01922364,0.006416673,0.05522886,0.0004768673,0.01985711,0.07690836,0.03893414,0.01163422,0.04388705,1.966194,1.686892,2.358994,0.8294367,1.394294,1.314467,0.2961799,0.1120702,4.889147,29.40232,1.897037,0.2487174,0.8093162,3.430341,0.3101235,1.473708,3.423575,3.820298,1.219001,5.76286,24.19256,28.50204,21.12391,5.550806,27.6758,5.194412,9.431069,8.094326,0.5036868,5.416053,14.55343,0.4062723,13.11162,27.36529,15.31563,127.7802,134.9426,366.0854
93,0.01582601,0.01051224,0.001373754,0.08567338,0.08096868,0.1730273,0.02539643,0.001018694,0.6901891,0.001262648,0.07808624,0.01637808,0.1275271,0.0004038593,0.009061405,0.0214564,0.09969003,0.0145115,0.113589,0.0009635662,0.007637981,0.009240766,0.00771403,0.006111417,0.02202206,0.001297691,0.008453683,0.02636156,0.05063939,0.09977266,0.1272397,0.02463365,0.01336571,0.01296224,0.003245307,0.01330254,0.01916879,0.006434131,0.05472199,0.0006000299,0.02019763,0.07496227,0.03823707,0.01148797,0.04175419,1.905659,1.609892,2.268252,0.7961874,1.354241,1.273607,0.2899321,0.1114343,4.735567,28.64138,1.765337,0.2455755,0.7704303,3.464115,0.2917788,1.449674,3.224652,3.779526,1.151546,5.741184,22.88191,27.87736,20.5914,5.467848,28.54383,5.156566,9.488725,8.006141,0.5041203,5.514868,15.1734,0.4028819,14.31549,28.11674,16.05125,131.4839,140.2008,357.3556
94,0.01572397,0.01039652,0.001370774,0.08471169,0.07996439,0.1714014,0.02476646,0.001010146,0.7369647,0.001255493,0.07957868,0.01616012,0.1273487,0.0004003301,0.009126975,0.02145486,0.098556,0.01405281,0.1101282,0.0009719724,0.007667595,0.009243779,0.007762432,0.006163214,0.02184489,0.00133627,0.008336143,0.02605718,0.05019949,0.09925064,0.127391,0.0242218,0.01335731,0.01284546,0.003245623,0.01321931,0.01903231,0.006439024,0.05424733,0.001267229,0.01944806,0.07444367,0.03774377,0.01145548,0.04109609,1.87828,1.579461,2.230325,0.7817683,1.333344,1.256995,0.2883623,0.1103905,4.667023,28.38909,1.70549,0.2426302,0.7502245,3.486272,0.282563,1.466188,3.160122,3.74189,1.144436,5.873844,23.06481,27.83618,21.57088,5.718673,30.17696,5.159748,9.829653,8.189665,0.5245217,6.191301,15.37732,0.4026658,15.1293,28.00192,15.59419,131.6925,144.9837,356.7805
95,0.01571235,0.01036302,0.001367916,0.08458996,0.07949644,0.1708797,0.02440595,0.000987792,0.7727393,0.00126725,0.08126865,0.01610962,0.1275241,0.0004121406,0.009185315,0.02147804,0.09845608,0.01417425,0.1094682,0.0009826361,0.007677728,0.009234585,0.007864865,0.006201455,0.02188067,0.001451351,0.008346612,0.02623905,0.05012961,0.09861758,0.1279267,0.02418908,0.01336777,0.01284118,0.003256406,0.01320646,0.01897281,0.006440996,0.05414067,0.001250504,0.01625712,0.0744431,0.0375692,0.01139315,0.04084776,1.866553,1.565925,2.215605,0.7824109,1.337645,1.2536,0.288425,0.1103211,4.638475,28.08409,1.696759,0.2400327,0.752021,3.513417,0.2806949,1.508798,3.174271,3.734842,1.182557,6.049674,23.79188,28.08229,23.46872,6.112059,31.86303,5.175628,10.20473,8.442608,0.5499191,7.007324,14.65043,0.4026675,15.13749,27.32721,14.94908,126.9856,146.5836,360.4529
96,0.01492614,0.009691406,0.001365982,0.0796756,0.07500035,0.1575108,0.02216906,0.0009526602,0.7886406,0.001190061,0.0762053,0.01483273,0.1222412,0.0004283718,0.009152652,0.01960633,0.08638285,0.01350627,0.1033689,0.001000459,0.007683117,0.009229518,0.007824128,0.006087229,0.02060132,0.001610651,0.008471065,0.02706266,0.05069755,0.09840631,0.1199923,0.02296591,0.01327923,0.01180585,0.003225904,0.01299715,0.01875059,0.006411011,0.05166785,0.0006987151,0.01083225,0.06953495,0.03521764,0.01111385,0.03822833,1.810942,1.452841,2.070195,0.7635402,1.356504,1.164662,0.2822461,0.1050228,4.266311,24.9698,1.644138,0.2374788,0.7335949,3.422019,0.2660374,1.461824,3.072795,3.649435,1.208611,6.033275,21.75084,27.08225,24.01699,5.952604,31.70617,4.670855,9.387409,7.792624,0.5222808,7.649083,13.63618,0.3713393,13.7581,26.42389,15.05694,110.7721,144.8359,364.6531
97,0.01476569,0.009538562,0.001362919,0.07871016,0.0738773,0.1546596,0.02146219,0.0009192274,0.7740917,0.001206092,0.07745747,0.01449686,0.1203501,0.0004523673,0.009166506,0.01929609,0.0843459,0.01372695,0.1046328,0.00100826,0.007647667,0.009186804,0.007813198,0.006058075,0.02048939,0.00175142,0.008691828,0.02821429,0.05168784,0.09800751,0.1191621,0.02272755,0.01322565,0.01160849,0.003188944,0.01298015,0.01866151,0.006389246,0.05098768,0.0007985709,0.008454447,0.06870309,0.03457959,0.01094153,0.03767641,1.807883,1.432319,2.042042,0.7686396,1.390731,1.150526,0.2815617,0.1042792,4.191405,24.13562,1.681567,0.2350415,0.7501818,3.415031,0.2672075,1.462938,3.132917,3.659894,1.267245,6.083088,22.02393,27.04059,25.19495,6.064216,31.11883,4.543094,9.547367,7.957781,0.5291662,7.633967,13.0781,0.3632422,11.92518,26.17886,14.48157,93.23132,141.9341,370.4357
98,0.01474457,0.00950005,0.001359442,0.07860031,0.07340834,0.1538079,0.02109914,0.0008968252,0.7439076,0.001235643,0.07856663,0.01437093,0.1190834,0.00046795,0.00914918,0.01902859,0.08426748,0.01414212,0.1076318,0.001016681,0.007641126,0.009134474,0.007786591,0.006002793,0.020377,0.001817532,0.008923408,0.02934978,0.05262259,0.09808805,0.1184703,0.02267293,0.01316914,0.01156758,0.00314849,0.01301072,0.01860308,0.006366698,0.0507253,0.002453587,0.006704459,0.06867781,0.03432162,0.01080276,0.0376351,1.819327,1.434851,2.042309,0.7785382,1.424982,1.151579,0.2822419,0.1044639,4.180233,23.79417,1.738482,0.2322229,0.7754248,3.438697,0.2724931,1.460772,3.213467,3.693378,1.323426,6.051102,22.70164,27.10462,26.05818,6.196061,30.15262,4.528347,9.993145,8.340187,0.5398626,6.999773,12.69126,0.359394,10.65422,26.4205,14.4746,86.38252,138.4351,373.1726
99,0.01475431,0.009491801,0.00135596,0.07863878,0.07303052,0.1533351,0.02080792,0.0008862471,0.7066047,0.001259677,0.0796117,0.01430063,0.1179587,0.0004825933,0.009095612,0.01881086,0.08438958,0.0146358,0.110769,0.001014705,0.007630254,0.009090981,0.007716808,0.006005862,0.02024466,0.001809309,0.009110841,0.03029237,0.05336846,0.09836204,0.1181074,0.02263248,0.0131068,0.01154274,0.003106818,0.01305359,0.0185514,0.006344732,0.05052108,0.001842228,0.005678267,0.06881696,0.03421868,0.01071966,0.03775499,1.833944,1.443212,2.050301,0.788004,1.45112,1.154541,0.2832848,0.1048361,4.184693,23.59156,1.79213,0.229012,0.8003232,3.475713,0.2789523,1.450258,3.259057,3.724338,1.361295,5.941486,23.35693,27.09733,26.36469,6.245585,29.21283,4.581472,10.30667,8.707091,0.5490727,6.196887,12.36231,0.3563134,10.03266,26.99407,14.86611,88.93913,135.6915,374.149
100,0.01478016,0.009500137,0.00135265,0.07867446,0.07269818,0.1533472,0.0205528,0.0008903816,0.6696598,0.00128434,0.08066637,0.0142669,0.1171615,0.0004840054,0.009048084,0.01859812,0.0846604,0.01507384,0.1130365,0.0009982438,0.007616473,0.009063738,0.007692889,0.005907554,0.02016029,0.001740337,0.009240326,0.03075308,0.05387858,0.09927505,0.1174463,0.02260358,0.01304258,0.01153289,0.003065053,0.01310431,0.01850111,0.006327136,0.05035849,0.003371062,0.005156856,0.06905956,0.03423944,0.01071681,0.03796163,1.847812,1.454359,2.062957,0.7954286,1.466542,1.159457,0.2844169,0.1055947,4.196746,23.54941,1.838912,0.2256541,0.8212702,3.518426,0.2858469,1.434615,3.26049,3.746346,1.376519,5.806591,23.99108,27.06021,26.21116,6.192295,28.48298,4.706806,10.46124,8.990253,0.5537142,5.565486,12.19125,0.3548469,9.810836,26.81877,14.76409,95.45081,134.4321,375.9443
101,0.01480803,0.009514504,0.001349512,0.07858241,0.07238517,0.1536773,0.02030095,0.0009063373,0.6374491,0.001306718,0.08172861,0.01425033,0.1170297,0.0004773093,0.008990428,0.01840608,0.0850297,0.01514128,0.1130898,0.0009872136,0.007569702,0.009095128,0.007625846,0.005855434,0.02005192,0.001636793,0.009271202,0.03063619,0.05395067,0.1004991,0.1169532,0.02257982,0.01297951,0.01153791,0.003022868,0.01315744,0.0184512,0.006318714,0.05021107,0.002614733,0.006762025,0.06940489,0.03430882,0.01082528,0.03818605,1.858295,1.465273,2.077011,0.7974795,1.470586,1.165066,0.2854342,0.1068357,4.212251,23.74573,1.875058,0.2225412,0.8313972,3.55292,0.2912822,1.413242,3.222539,3.757106,1.356178,5.686553,24.54399,26.97785,25.52497,6.018791,27.93361,4.867234,10.39292,9.128749,0.553982,5.157324,12.28049,0.3550141,9.951829,26.02358,14.31254,103.5038,133.5791,376.965
102,0.01483338,0.009531278,0.001346612,0.07835192,0.07208713,0.1541056,0.02003994,0.0009334358,0.6158502,0.001332383,0.08284677,0.01424259,0.1175281,0.0004550575,0.008936996,0.018227,0.08544236,0.01479951,0.1119382,0.0009707045,0.007560733,0.009091405,0.007603697,0.005790829,0.01994321,0.001523404,0.009209557,0.03015057,0.05364532,0.1015862,0.1168051,0.02255996,0.01292001,0.01155571,0.002979114,0.01320962,0.01840228,0.006322333,0.05007418,0.001945068,0.0111405,0.06979236,0.03438453,0.01101549,0.03838705,1.863462,1.474052,2.089397,0.7931522,1.459735,1.170084,0.2862184,0.1085071,4.228204,24.22345,1.898444,0.2199695,0.8276252,3.574129,0.2940637,1.390945,3.157111,3.755192,1.296918,5.59425,24.8887,26.83039,24.37693,5.759139,27.57548,5.028212,10.10552,9.088195,0.5489203,4.929299,12.5646,0.3563271,10.42465,25.96479,14.41759,111.0949,132.5125,373.8333
103,0.01485592,0.009549103,0.00134394,0.07804358,0.07180437,0.154502,0.01977029,0.0009647962,0.6108065,0.001342332,0.08399499,0.01423929,0.118309,0.0004308501,0.008891907,0.01804716,0.08583087,0.01427111,0.1103875,0.0009523977,0.00756673,0.009098136,0.007573797,0.005731351,0.01988513,0.001400239,0.009073496,0.02940043,0.05325759,0.102509,0.1163431,0.02254351,0.01286548,0.01158029,0.00293305,0.01325721,0.01835488,0.006333969,0.04994784,0.001126702,0.01398641,0.07016224,0.03446425,0.01123207,0.03853301,1.861788,1.47931,2.09859,0.7854437,1.438421,1.174472,0.2866849,0.110347,4.241326,24.80131,1.907908,0.21792,0.8171203,3.597415,0.2947341,1.375769,3.078903,3.740556,1.222455,5.536612,25.09511,26.67788,23.32817,5.557845,27.47502,5.168681,9.898887,8.986781,0.5425352,4.85759,13.28265,0.3585034,11.40408,27.02217,15.16486,120.1306,132.8835,367.2173
104,0.01487739,0.009567562,0.001341531,0.0777121,0.07153818,0.1548169,0.0194952,0.0009919651,0.6242272,0.001366196,0.0852094,0.01423964,0.119167,0.0004038072,0.008869956,0.01787451,0.08617159,0.01368676,0.1085883,0.000944257,0.007604041,0.009049116,0.007543509,0.005731537,0.01984141,0.001296794,0.00887582,0.02852928,0.05252115,0.1027315,0.1164956,0.02253084,0.01281578,0.01160826,0.0028856,0.01329862,0.018309,0.006349647,0.04983287,0.001020328,0.01520549,0.07050195,0.03454652,0.01142638,0.03861697,1.853843,1.480868,2.104522,0.776209,1.410061,1.178576,0.286864,0.1121727,4.250628,25.33771,1.906369,0.2162026,0.8062276,3.629173,0.2943548,1.374112,3.000978,3.717702,1.153481,5.536642,25.35967,26.60191,22.73758,5.480604,27.73836,5.293365,9.991622,8.945393,0.5424044,4.965208,14.34693,0.3619775,12.66129,27.64423,15.47829,127.9861,136.3314,361.886
105,0.01489967,0.009586665,0.001339377,0.07742073,0.07128797,0.1550237,0.01922178,0.001005388,0.654211,0.001380159,0.08645865,0.01424398,0.1203205,0.0003806266,0.008892178,0.01768081,0.08649112,0.0131586,0.106519,0.0009394624,0.007644526,0.009041852,0.007548129,0.005716185,0.01977938,0.001248018,0.00865421,0.02764074,0.05199447,0.103029,0.1163367,0.02252238,0.01277006,0.01164111,0.002838971,0.01333421,0.01826452,0.00636302,0.0497302,0.0005336702,0.01658341,0.07083208,0.03459892,0.01155759,0.03865287,1.842159,1.479699,2.108229,0.7673593,1.379243,1.182274,0.2868837,0.1139035,4.25615,25.72542,1.901239,0.2146192,0.7971292,3.665559,0.2942351,1.392284,2.936915,3.69414,1.107384,5.611786,25.64623,26.65598,22.77746,5.544952,28.66609,5.390569,10.19383,8.932982,0.549851,5.325406,14.98203,0.3661359,13.78387,28.08771,15.62978,131.7902,140.9474,358.8358
106,0.01492491,0.009606449,0.001337527,0.07723693,0.071054,0.1552382,0.01896819,0.0009962262,0.6899869,0.001403049,0.08771264,0.01425464,0.1213242,0.0003713486,0.00890719,0.0175195,0.08680091,0.01287077,0.1045551,0.0009412837,0.007707552,0.009018729,0.007540685,0.005741627,0.01970913,0.001261701,0.008521049,0.02706147,0.05181124,0.102844,0.116174,0.02251802,0.01272786,0.01167128,0.002796122,0.01336542,0.01822161,0.006369918,0.04964009,0.0006764605,0.01583746,0.07116433,0.03464938,0.01160899,0.03866618,1.830807,1.477431,2.111597,0.7633051,1.357822,1.186281,0.2869325,0.1155277,4.259987,25.80992,1.903136,0.2128695,0.7986982,3.689619,0.2968408,1.433605,2.90524,3.678069,1.10468,5.746512,26.17898,26.87515,23.69836,5.7881,30.24907,5.434354,10.38971,8.934417,0.5604125,6.011416,14.98203,0.3692412,14.50686,27.77645,15.31283,132.0904,144.7959,358.7783
107,0.01495457,0.009626784,0.001336112,0.07721856,0.07083877,0.1553472,0.01875523,0.000968828,0.7178913,0.00142079,0.08902408,0.01427261,0.1214685,0.0003736111,0.008916967,0.01738936,0.08713542,0.01305033,0.1046131,0.0009496078,0.007714645,0.008999286,0.007610537,0.005775028,0.0196204,0.001336952,0.008494598,0.0270715,0.05200211,0.1019536,0.1165784,0.02251722,0.012689,0.01168969,0.002762216,0.01339585,0.01818036,0.006367566,0.04956256,0.0005879811,0.01301372,0.07145254,0.03470938,0.01157517,0.03869908,1.824636,1.47683,2.117195,0.7679428,1.358152,1.191582,0.2872505,0.1170284,4.265391,25.62306,1.924145,0.210945,0.8133365,3.700108,0.3034238,1.488436,2.922529,3.676611,1.14198,5.90105,26.79882,27.19567,25.15952,6.068129,31.56491,5.403735,10.40104,8.87325,0.5661188,6.758512,14.52096,0.3698457,14.44098,27.04494,14.8456,127.4087,146.1942,360.742
