"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,86
Timestep, Region,"lionfish juv"_0,"lionfish juv"_1,"lionfish juv"_2,"lionfish juv"_3,"lionfish juv"_4,"lionfish juv"_5,"lionfish adult"_6,"lionfish adult"_7,"lionfish adult"_8,"lionfish adult"_9,"lionfish adult"_10,"lionfish adult"_11,"lionfish adult"_12,"lionfish adult"_13,"lionfish adult"_14,"lionfish adult"_15,"lionfish adult"_16,"lionfish adult"_17,"lionfish adult"_18,"lionfish adult"_19,"lionfish adult"_20,"lionfish adult"_21,"lionfish adult"_22,"lionfish adult"_23,"lionfish adult"_24,"lionfish adult"_25,"lionfish adult"_26,"lionfish adult"_27,"lionfish adult"_28,"lionfish adult"_29,"lionfish adult"_30,"lionfish adult"_31,"lionfish adult"_32,"lionfish adult"_33,"lionfish adult"_34,"lionfish adult"_35,"lionfish adult"_36,"lionfish adult"_37,"lionfish adult"_38,"lionfish adult"_39,"lionfish adult"_40,"lionfish adult"_41,"lionfish adult"_42,"lionfish adult"_43,"lionfish adult"_44,"lionfish adult"_45,"lionfish adult"_46,"lionfish adult"_47,"lionfish adult"_48,"lionfish adult"_49,"lionfish adult"_50,"lionfish adult"_51,"lionfish adult"_52,"lionfish adult"_53,"lionfish adult"_54,"lionfish adult"_55,"lionfish adult"_56,"lionfish adult"_57,"lionfish adult"_58,"lionfish adult"_59,"lionfish adult"_60,"lionfish adult"_61,"lionfish adult"_62,"lionfish adult"_63,"lionfish adult"_64,"lionfish adult"_65,"lionfish adult"_66,"lionfish adult"_67,"lionfish adult"_68,"lionfish adult"_69,"lionfish adult"_70,"lionfish adult"_71,"lionfish adult"_72,"lionfish adult"_73,"lionfish adult"_74,"lionfish adult"_75,"lionfish adult"_76,"lionfish adult"_77,"lionfish adult"_78,"lionfish adult"_79,"lionfish adult"_80,"lionfish adult"_81,"lionfish adult"_82,"lionfish adult"_83,"lionfish adult"_84,"lionfish adult"_85,"lionfish adult"_86
238,2,9.999945E-11,8.739207E-05,0.0006956978,0.002403967,0.005452093,0.01142022,0.01834304,0.0247824,0.04139857,0.05250982,0.04562786,0.06922492,0.0838333,0.107162,0.1367766,0.1809769,0.1735227,0.2330313,0.1856311,0.1287011,0.2846571,0.3422771,0.2334397,0.224103,0.493202,0.4672003,0.665726,0.7807609,0.5945968,0.6892352,0.602718,0.3844704,0.4863564,0.7272384,0.625847,0.5130081,0.7405078,1.223811,1.312525,1.039298,1.264285,0.6423011,1.237593,0.7657347,1.720015,0.7383026,0.8851361,0.8144709,1.132015,1.153089,1.59739,1.936831,1.618762,0.9470804,1.713161,1.14499,1.644327,2.076632,1.296138,1.803161,1.981572,1.889027,2.776488,3.550842,3.257874,16.96952,7.79798,2.051816,2.589666,1.503196,1.430411,2.964962,4.306139,5.074899,5.318501,10.41012,8.91868,5.842541,3.964658,4.487208,8.500498,4.152437,2.731789,3.107033,6.51372,3.01755,5.908519
239,2,9.999945E-11,4.013569E-05,0.0003269772,0.001262745,0.003327726,0.006667592,0.01330383,0.01972293,0.02717177,0.0495564,0.06177435,0.05355992,0.07534488,0.089559,0.1131072,0.1446586,0.1988373,0.1791855,0.2482095,0.19283,0.1326333,0.2878145,0.3502848,0.2360789,0.232307,0.4959661,0.4770725,0.6663122,0.7901152,0.5920994,0.7028729,0.6001154,0.3808942,0.5082183,0.720997,0.6319022,0.5049891,0.7170311,1.215055,1.310445,1.034117,1.276714,0.6308574,1.208887,0.8384904,1.597966,0.7307881,0.8727883,0.7995778,1.10874,1.162262,1.57406,1.89576,1.570845,0.9239825,1.655521,1.112859,1.555428,1.933565,1.258762,1.688749,1.851802,1.780564,2.551175,3.333415,3.001444,15.0665,6.967027,1.874192,2.393162,1.413483,1.340303,2.957381,4.013631,4.718556,4.849146,9.500597,8.019814,5.28794,3.641747,4.090125,7.716028,3.865308,2.494029,2.822607,6.05548,2.914219
240,2,9.999945E-11,1.301594E-05,0.0001175774,0.0004768468,0.001473689,0.003511716,0.006690525,0.01380754,0.01964821,0.02731147,0.05309488,0.06487217,0.05501571,0.07515863,0.08784507,0.1094612,0.1419054,0.2008393,0.1728242,0.2463972,0.1853245,0.129663,0.2765418,0.3417209,0.2251918,0.2227749,0.4690424,0.4548536,0.6352998,0.7596092,0.5558082,0.6613665,0.569091,0.3566257,0.4992134,0.683726,0.604071,0.4734698,0.6684693,1.149313,1.25036,0.9926059,1.222937,0.5896943,1.133248,0.8798865,1.481809,0.6893784,0.854215,0.7549103,1.040616,1.107866,1.482667,1.785363,1.471156,0.861893,1.541137,1.031285,1.420909,1.770708,1.177527,1.546089,1.690649,1.77511,2.301957,3.043693,2.719749,13.34546,6.19324,1.687148,2.172255,1.290938,1.225273,2.703526,3.675854,4.306692,4.366748,8.578959,7.158054,4.739989,3.264983,3.679065,6.93412,3.540008,2.247503,2.53524,5.436214
241,2,9.999945E-11,6.605814E-06,4.996663E-05,0.0001963201,0.0005763209,0.001557322,0.003472797,0.008239424,0.01408796,0.01931251,0.02706807,0.05492721,0.06596512,0.05513131,0.07332264,0.08520292,0.1042713,0.1365383,0.2005478,0.1642745,0.2314738,0.1755302,0.124163,0.266135,0.3318149,0.2132599,0.2095484,0.4558669,0.4261857,0.5905606,0.7224578,0.5159538,0.6153619,0.5302557,0.3304961,0.4847237,0.63725,0.566107,0.4372033,0.6157878,1.056531,1.148247,0.9354241,1.148942,0.5434547,1.049198,0.8026003,1.355201,0.6439762,0.7966092,0.7039316,0.9693797,1.036689,1.385876,1.662893,1.364366,0.7966106,1.420102,0.947697,1.295279,1.611721,1.090172,1.407683,1.532489,1.61257,2.072303,2.786602,2.452161,12.08739,5.500445,1.513666,1.961785,1.169231,1.117112,2.471142,3.337236,3.918182,3.918972,7.728711,6.663632,4.239453,2.915955,3.297748,6.363607,3.228886,2.017818,2.276134
242,2,9.999945E-11,4.572757E-06,3.41415E-05,0.000109725,0.0002856345,0.0006762093,0.001621592,0.004816991,0.01053505,0.01471082,0.01911946,0.02694338,0.0574693,0.06928997,0.05518935,0.07080656,0.082243,0.09946779,0.1310055,0.189437,0.1565514,0.2175718,0.1671166,0.1188554,0.2482393,0.3398057,0.2014852,0.1971535,0.469442,0.4057219,0.5503751,0.6931859,0.4771037,0.5712984,0.4983833,0.3053444,0.4926495,0.5974851,0.531372,0.4030281,0.5636876,0.9662928,1.066834,0.9072514,1.100003,0.499647,0.9710611,0.7296236,1.237025,0.606867,0.7361442,0.6541079,0.9049418,0.9762771,1.32377,1.553739,1.268433,0.7415543,1.301724,0.8684835,1.171505,1.461504,1.010008,1.27027,1.39215,1.757928,1.858482,2.55007,2.209726,10.89446,4.882591,1.380848,1.772426,1.057872,1.017198,2.302537,3.042886,3.612195,3.724049,7.038914,5.936102,3.783805,2.607755,2.958063,5.674522,2.985439,1.817102
243,2,9.999945E-11,3.715394E-06,0.7519802,1.961106,2.209177,8.179721,0.0007969268,0.004222775,0.01045955,0.0141806,0.02994736,0.02281725,0.03579642,0.07433638,0.09538111,0.06261422,0.07839465,0.09686325,0.1064295,0.1376966,0.1995108,0.1675721,0.2188943,0.202156,0.1228201,0.261952,0.3681827,0.2173,0.2044459,0.4506225,0.3926197,0.626847,0.6918656,0.4582037,0.5594487,0.5040006,0.3105412,0.4598189,0.61335,0.5370666,0.3891657,0.5747851,0.9225478,0.9831153,0.8852319,1.075905,0.4931475,0.909385,0.7212483,1.133063,0.6450464,0.7573639,0.6415579,0.8519067,0.9329264,1.350981,1.494896,1.222457,0.8632527,1.234048,0.8622396,1.193242,1.466728,0.952832,1.199106,1.358641,1.67571,1.739152,2.424536,2.065993,9.755183,4.455545,1.3347,1.611243,1.015681,0.9995281,2.090007,2.868169,3.303249,3.576881,6.388322,5.367709,3.396018,2.379246,2.726593,5.129873,2.916667
244,2,9.999945E-11,4.596941E-06,3.460621E-05,0.6637049,1.730819,1.949807,7.218888,0.002068307,0.005412669,0.0125673,0.01761416,0.03262516,0.02309349,0.04456991,0.07645749,0.09789149,0.06161988,0.0751662,0.09344777,0.102447,0.1319965,0.1907132,0.1599317,0.204764,0.303661,0.116853,0.2551555,0.3715012,0.2059527,0.1901995,0.4474589,0.3722633,0.7378599,0.6521379,0.4252714,0.5130091,0.4792316,0.2897249,0.4225005,0.6110524,0.5089471,0.3574715,0.5419157,0.8423905,0.9816261,0.8051388,1.015477,0.452667,0.8574586,0.6615056,1.021012,0.5992066,0.6943707,0.5934731,0.7777702,0.8745818,1.268819,1.393069,1.124586,0.7853273,1.281911,0.7916714,1.127818,1.330508,0.8779538,1.081133,1.230984,1.50851,1.577419,2.19777,2.018748,8.636497,3.981978,1.198624,1.449292,0.92578,0.9066263,1.893723,2.923771,2.987432,3.205041,5.764861,4.771333,3.329973,2.130274,2.521873,4.744108
245,2,9.999945E-11,1.716166E-05,0.000111194,0.0003033351,0.5862299,1.528188,1.721688,6.374754,0.005378414,0.009706169,0.02021779,0.02731247,0.03799571,0.02946959,0.06195781,0.09375803,0.1237819,0.0708921,0.08633315,0.1020379,0.1131319,0.1437854,0.2056057,0.1681271,0.2786605,1.497876,0.1250246,0.2701746,0.3893464,0.2144136,0.1928842,0.5738891,0.3951895,0.7058111,0.7854762,0.4253719,0.4955855,0.4697494,0.2958702,0.4090962,2.642665,0.5198191,0.347931,0.5485902,0.8548667,1.098258,0.7643859,1.01094,0.5928696,0.8732878,0.6484016,0.9596754,0.6079213,0.6740745,0.5869756,0.7620285,0.8768373,1.251518,1.403049,1.119531,0.9857325,1.245729,0.7675354,1.295093,1.248285,0.8569806,1.010604,1.210095,1.495933,1.491349,2.092585,2.024007,7.694911,3.824055,1.147285,1.379029,0.8689147,0.8600938,1.767944,2.782433,3.683667,2.995906,5.327188,4.567186,3.015747,2.324379,3.56406
246,2,9.999945E-11,6.991543E-05,0.0004502828,0.001157549,0.002117377,0.5201728,1.352323,1.529122,5.642937,0.02066861,0.02869899,0.04570815,0.0588259,0.0656793,0.06571709,0.1042155,0.1499014,0.197451,0.1273446,0.1286163,0.1531021,0.1810599,0.2187548,0.3286065,0.2311224,0.3251557,4.193388,0.186013,0.3526488,0.4714095,0.2896613,0.249807,1.083112,0.5354949,0.8145224,1.392964,0.5259912,0.6666977,0.5445111,0.371327,0.4756993,7.03431,0.6382589,0.4157687,0.6413989,1.210207,1.251659,0.8831869,1.205463,0.8077382,1.026938,0.7407903,1.037931,0.7736393,0.7817053,0.7239835,0.8846233,1.048767,1.474664,1.750472,1.614151,1.116849,1.374933,0.8677842,1.935035,1.337792,1.029055,1.052992,1.321009,1.562706,1.822051,2.343812,2.21007,7.006946,4.290648,1.15246,1.48757,0.9533181,0.9312249,1.799159,2.940651,4.735827,2.909508,5.581286,5.188145,9.555194,2.259776
247,2,9.999945E-11,0.0001316948,0.0008819592,0.002278245,0.004350172,0.007112562,0.46607,1.204332,1.362858,5.003422,0.04026787,0.0512174,0.08478558,0.09418903,0.09180755,0.09746934,0.1509966,0.1876326,0.2637901,0.1698751,0.1744821,0.202884,0.2516716,0.2864205,0.4303426,0.3020587,0.3826458,6.14746,0.2289253,0.4989539,0.511545,0.3529732,0.3082434,1.105654,0.6973535,0.9018548,1.959147,0.6931905,0.8172634,0.6197484,0.4442779,0.5470248,10.13106,0.6798766,0.4886819,0.7582591,1.353691,2.05583,0.9934231,1.367499,1.002045,1.143151,0.8359948,1.079532,0.8889062,0.8584434,0.8251556,0.9686954,1.282537,1.627489,1.956223,1.739967,1.069828,1.501868,0.9703885,1.973885,1.411357,1.153741,1.099232,1.40501,1.622912,1.867516,2.389954,2.367504,6.401072,4.726995,1.167308,1.545123,1.029299,0.9963461,1.833972,8.337772,9.238633,2.836476,5.488369,5.74535,14.8821
248,2,9.999945E-11,0.0001463622,11.82688,47.73323,57.04951,135.9572,130.3817,0.4392664,1.100293,1.260762,4.501214,0.08142676,0.1432358,0.1777232,0.2141644,0.1984197,0.1818503,0.2130085,0.288658,0.4453808,0.234439,0.2420864,0.3333998,0.6228393,1.153169,0.609145,2.661133,2.619036,7.751286,0.4742959,0.8084503,0.8048244,1.388993,0.4922073,1.27724,1.056386,1.062875,2.300452,1.228979,1.145707,3.724191,0.9153687,0.836938,12.59361,0.9002932,0.8033811,1.296993,1.900128,6.350513,4.215635,2.036006,1.36184,1.515636,1.319689,2.756887,1.548727,1.129661,1.127113,35.115,1.762364,2.262378,6.385446,6.147803,1.525286,54.52156,1.205909,2.685232,1.729383,1.560629,1.464396,1.759438,5.408386,3.609658,78.13084,2.538806,6.181977,56.75628,1.183062,1.742266,1.339164,1.133446,2.108722,12.56235,12.95754,3.755382,5.983728,67.89691
249,2,9.999945E-11,0.02963687,0.001014145,11.46507,45.01357,53.40994,126.5859,115.067,0.398516,0.9795249,1.122406,3.989664,0.08942854,0.1513702,0.1943027,0.2228647,0.1991484,0.1947871,0.2316994,0.2856694,0.4621863,0.2483642,0.25099,0.3242599,0.6414263,1.078166,0.619821,2.464258,2.382131,6.890951,0.4757009,0.8568735,0.7978084,1.285367,0.4945479,1.207071,1.058371,1.044553,2.219979,1.253201,1.216884,3.368331,0.9000311,0.8283086,11.3069,0.8655153,0.7779082,1.281684,1.851299,5.784566,3.851861,1.990566,1.291473,1.47728,1.301404,2.559994,1.461838,1.117204,1.122039,31.15576,1.797625,2.234367,5.923726,5.659708,1.48355,48.26602,1.191234,2.399969,1.769045,1.609411,1.386288,1.721414,4.875981,3.278764,69.27206,2.489785,5.545765,50.16916,1.132084,1.715192,1.303435,1.121176,2.011576,11.29649,11.69488,3.644093,5.80404
250,2,9.999945E-11,0.0007311307,2.134237,4.550136,18.8222,56.07121,70.76203,112.3864,102.1841,1.379746,1.837794,2.216972,5.708114,2.184485,2.813271,3.087299,3.232214,3.836005,3.590459,3.722559,4.488311,5.903472,4.118566,4.061669,7.384463,9.030041,8.976501,6.782283,11.07744,9.508227,11.95817,4.318925,7.202204,9.069391,8.073711,7.264904,9.307816,11.33685,11.10387,12.41307,12.38416,10.31501,12.15252,10.94968,7.182485,18.6495,7.601761,7.63991,14.0193,15.38562,21.59295,21.69282,17.74267,14.00191,10.15272,17.73796,11.08731,11.38135,8.820462,11.2606,37.84011,13.75237,14.14946,22.02529,20.8713,17.55588,54.40104,11.88057,14.90494,14.69273,12.15831,13.2266,18.22596,20.86622,21.17704,82.86765,19.26654,20.14673,57.4045,11.35601,10.26585,13.61378,14.62642,11.12909,27.18365,30.54004,22.19242
251,2,9.999945E-11,0.01085228,0.0009331327,2.049655,4.203763,16.93557,50.26634,62.4771,99.22919,90.20968,1.27769,1.674974,2.014049,5.178554,1.946294,2.723344,2.925641,3.038383,3.538977,3.28963,3.375564,4.141044,5.640548,3.782707,3.919167,6.988666,8.350459,8.114757,6.421292,10.21984,8.906106,10.92455,3.936556,6.781751,8.522584,7.469668,6.645159,8.869749,10.61905,10.13546,11.62206,11.83154,9.699095,10.89645,10.1134,6.634995,16.60776,6.88859,7.157628,13.18136,14.45219,19.434,19.88653,16.94327,12.95446,9.574837,16.03712,10.1992,10.53646,8.137008,10.58657,34.03652,13.08449,13.28642,19.92792,18.56257,16.30496,48.8489,11.0699,13.62732,13.64173,11.02726,12.1167,16.48643,19.09253,19.69151,74.34397,17.3377,18.49429,51.79588,10.5737,9.622156,12.71892,13.01683,10.86731,25.1354,28.2585
252,2,9.999945E-11,2.090763E-05,0.009647019,0.001021593,1.811701,3.715069,14.95316,44.36755,55.1637,87.60288,79.64796,1.157848,1.511495,1.82778,4.663966,1.769654,2.527696,2.715005,2.829483,3.226998,2.999932,3.055758,3.786373,5.265153,3.383706,3.67066,6.438578,7.62125,7.330612,5.880257,9.359289,8.09542,9.900965,3.542423,6.27306,7.842927,6.853706,5.986825,8.20693,9.67633,9.222013,10.65287,11.16298,8.948609,9.763426,9.231277,6.016559,14.8797,6.171578,6.567702,12.11928,13.17276,17.43942,17.87614,15.59701,11.722,8.745729,14.45743,9.242898,9.534859,7.451091,9.607834,30.34075,12.13349,12.25288,18.19427,16.49922,14.75042,43.52527,10.13933,12.33788,12.47124,9.857547,10.87255,14.69365,17.0442,17.99785,66.02279,15.56785,16.64545,46.26873,9.694148,8.810755,11.49508,11.64848,10.20721,22.85744
253,2,9.999945E-11,7.686335E-06,6.198051E-05,0.008654309,0.001107779,1.603401,3.279153,13.24416,39.18323,48.76572,77.39587,70.35416,1.081271,1.396511,1.701284,4.295699,1.670393,2.464734,2.7233,2.693151,3.048942,2.836194,2.845462,3.659051,5.070228,3.313619,3.562112,6.049008,7.112083,6.796146,5.56157,8.796347,7.395981,8.954027,3.199611,5.948518,7.32928,6.299218,5.452117,7.782454,8.947227,8.657681,9.85817,10.55226,8.476223,8.850997,8.839911,5.710965,13.57612,5.701667,6.105645,11.36015,12.36628,15.90404,16.4349,14.51447,10.85082,8.337396,13.15784,8.452138,8.925976,6.919711,8.840767,27.33817,11.51067,11.80177,17.15291,15.07701,13.38055,38.83949,9.595198,11.42404,11.55218,9.153449,10.30823,13.32576,15.84593,16.87973,58.74062,14.31765,15.46877,41.38918,9.340068,8.084415,10.6642,10.80273,9.897
254,2,9.999945E-11,6.13091E-06,4.996267E-05,0.0001466727,0.02570188,0.001248838,1.500226,2.961125,11.78854,34.69995,43.14586,68.44809,62.23712,1.065221,1.416968,1.669803,4.175985,1.6463,2.566579,2.855107,2.912213,2.998915,2.987031,2.979786,3.538053,4.939403,3.049092,3.819503,5.716523,7.090481,6.287173,5.227999,8.471536,7.093423,8.482766,3.010813,5.686142,6.953882,6.383762,5.495724,7.681768,9.031859,8.644948,9.520815,9.995008,8.21066,8.167799,8.550906,5.464787,12.543,5.341789,6.112175,11.40092,11.37884,14.55046,15.27009,13.52057,10.23897,7.745103,12.49142,8.143905,8.932516,6.606036,8.547731,24.64999,11.78649,12.84667,16.75642,14.37385,12.77925,34.87732,9.142627,11.32902,10.81852,9.091111,10.32001,13.8266,15.36467,16.47231,53.08335,13.29621,14.84177,37.49636,8.834734,7.862669,10.44107,10.35298
255,2,9.999945E-11,0.0008825558,6.351536E-05,0.000192123,0.0003729822,0.0724325,0.001660566,1.372073,2.675182,10.50215,30.69346,38.20062,60.60165,55.03601,1.092089,1.380594,1.58616,3.976373,1.661043,2.471189,2.807482,3.068305,3.157633,3.126746,2.983645,3.72672,4.883286,2.923135,3.782249,5.578489,6.769797,5.964634,5.062012,8.343786,7.012927,7.862885,2.88219,5.512443,6.616014,6.249831,5.310896,7.4417,8.753957,10.65471,9.403818,9.514662,10.24902,7.695789,8.388215,5.301472,11.71897,5.170538,5.887558,12.42421,10.77273,15.03764,20.02122,12.96882,9.850709,7.339367,11.79594,7.951781,8.913863,6.587391,8.419453,22.56279,11.33058,12.45166,15.92128,13.22744,12.21793,31.37747,10.33941,10.96956,11.13381,8.606621,10.16723,12.60288,19.29405,15.48311,49.44062,13.00553,13.80236,33.82873,8.634356,7.770089,12.13172
256,2,9.999945E-11,2.58573E-05,0.0009588038,0.0004846392,0.000953933,0.00142446,0.0737384,0.003759068,1.685757,2.532366,9.505922,27.38963,33.96193,54.55148,48.7759,1.339363,2.105834,1.688795,4.208122,2.520434,2.666566,2.963676,3.572799,4.136956,5.074498,3.532861,4.19602,5.405704,2.961979,4.185963,6.205818,6.984664,6.382951,5.496642,8.842613,7.255084,7.987804,2.963167,5.874982,6.835178,6.558908,5.630699,8.069783,9.114931,11.02237,12.73749,10.2745,10.60791,12.49358,8.788167,5.666096,11.94928,5.822996,6.300747,17.48594,10.73352,14.33995,23.84958,13.28485,10.36168,7.396209,14.69082,8.177957,10.51415,7.383455,8.716516,21.3409,11.62344,13.33258,20.79391,13.19574,12.69662,28.85585,10.51084,12.00916,11.85248,8.814905,10.7246,12.68699,20.4701,15.27261,45.60332,14.13456,13.44239,31.62547,9.663125,8.528244
257,2,9.999945E-11,7.375766E-05,0.0004926363,0.002097358,0.002664333,0.004249667,0.005644484,0.08326436,0.009822813,3.198644,2.371216,8.640107,24.55833,30.00449,49.67138,43.07885,1.245424,1.9225,1.651907,3.885889,2.374732,2.625555,2.756671,3.781925,3.772121,8.155433,3.360241,3.917732,5.219724,4.138099,3.848317,6.352197,6.470655,6.932465,5.129128,9.737981,6.827888,7.862401,2.752826,5.562581,6.169355,6.150268,5.107058,7.431619,16.9641,10.97885,18.41594,18.88533,10.68534,28.59745,7.886918,5.262135,11.61441,5.427569,6.596509,33.99866,10.03892,14.2391,45.25017,13.59246,9.942978,6.73324,15.05777,7.412652,9.758249,6.783847,8.413884,19.6565,10.84388,12.18382,26.13716,13.02458,11.55682,26.54284,10.01742,12.04054,11.21006,7.950191,10.42709,33.03459,39.23955,14.67009,42.35559,15.56365,12.26672,28.33356,10.53773
258,2,9.999945E-11,0.0001555392,0.001143032,0.003162751,0.006979539,0.01007728,0.01382605,0.01487046,0.1184634,0.02451367,2.863195,2.352093,8.557757,24.52723,26.51258,44.27586,38.05731,1.205096,1.787718,1.730555,3.852567,2.45468,2.826127,2.619884,6.026145,5.502963,9.367189,3.419127,4.340082,6.105145,4.038387,3.647366,7.460309,7.00877,7.740499,5.192788,13.45587,6.842665,7.098885,2.51495,5.063926,5.675382,6.331316,4.789313,6.79943,17.4407,12.44509,16.64701,28.92794,20.5729,30.34752,7.086948,5.007992,12.3092,5.147552,5.976509,34.20372,9.921372,16.36991,46.31099,25.64783,10.76449,6.222589,18.9228,6.869995,9.578419,6.42243,8.773047,18.70968,10.78334,11.18698,24.26455,25.18302,10.77857,26.28888,11.4666,11.83652,11.89655,7.294847,10.63744,41.04607,41.54842,21.21096,40.20269,21.36613,11.93341,25.63409
259,2,9.999945E-11,0.0002302298,0.001667049,0.005162053,0.01045819,0.01811344,0.02536871,0.02345645,0.02700523,0.1602401,0.04246286,2.905777,2.473354,10.27594,24.42117,23.7267,39.76059,33.95321,1.200322,2.055139,1.878816,4.717132,2.599683,4.091805,3.689528,7.26647,5.963477,10.5975,4.195535,4.579015,6.823147,4.402224,4.87462,9.068826,8.954811,8.748624,6.010552,16.8213,7.867969,15.04165,2.314747,5.59054,5.263952,6.531078,6.281303,8.24082,19.79727,15.10318,15.01234,35.95074,28.0178,33.30911,7.474502,4.851777,11.81491,4.768667,15.52808,45.27578,11.47211,27.41899,53.97857,34.72786,11.36254,5.803171,26.04694,7.701694,10.83527,6.11543,9.43447,18.21358,14.68483,15.70736,23.49663,35.23547,11.2327,24.70303,12.00222,11.65366,23.48107,8.108862,10.85425,53.43018,41.04416,21.49592,38.65666,26.78071,13.52132
260,2,9.999945E-11,0.000273914,0.002025277,0.006095219,0.0138675,0.02394163,0.03689462,0.03862276,0.033415,0.04033495,0.2069642,0.06134835,2.656401,2.214993,9.544616,22.04503,21.41327,35.24867,30.01291,1.202777,1.898793,2.027681,4.596519,2.713478,3.727963,4.117751,7.637075,5.830419,10.75482,4.267035,4.733871,7.247309,4.015098,4.471975,8.998212,9.077958,8.052978,7.144148,16.59211,7.77931,13.45518,2.161173,5.169595,4.911145,6.576415,5.69263,7.496804,19.82654,15.09727,13.56068,33.0117,25.19015,31.63174,7.435462,4.697545,11.46284,4.515953,13.88087,40.40868,11.28285,24.61394,48.04016,30.92643,11.03493,5.411484,25.80715,7.13715,10.60004,5.768999,8.687658,16.45095,14.20135,14.538,21.50757,31.39912,10.15211,23.13466,11.68013,16.01852,21.92481,7.466541,10.97406,48.32802,36.52925,21.63109,34.51861,26.45896
261,2,9.999945E-11,0.0002195456,0.001736253,0.005490793,0.01261743,0.02451648,0.03952082,0.04914699,0.05685749,0.04889154,0.0573239,0.2608365,0.08610786,2.454175,1.995011,8.940318,19.88294,18.98487,31.18771,26.54288,1.223162,1.761183,2.179314,4.554564,2.900292,3.433431,4.314618,7.9801,5.758166,10.57084,4.34184,4.839347,7.776585,3.69369,4.136858,8.988462,9.726075,7.45345,8.160556,16.85818,7.80251,12.07139,2.037015,4.956798,4.599072,6.704011,5.183913,6.985468,20.19755,14.64372,12.32548,30.26677,26.03319,28.84134,6.755303,4.587144,11.21117,4.317574,12.4474,36.11384,11.15444,22.18141,42.62667,27.67295,10.88005,5.103725,24.1852,6.685756,10.50288,5.510289,8.048714,14.91969,15.41679,13.34465,19.48676,28.10612,9.197904,21.5874,10.79819,15.3572,20.70837,6.964496,10.92048,44.17815,32.57561,21.90421,32.93087
262,2,9.999945E-11,0.0001363443,0.00106116,0.003690649,0.008976844,0.01825503,0.03243132,0.0485865,0.0647439,0.07869878,0.06658162,0.07482591,0.3181494,0.1101515,2.223008,1.806231,8.555862,18.34489,16.84227,19.46195,23.48338,1.413109,1.644497,2.315618,4.393847,3.326741,3.266037,4.497522,8.4321,5.667323,10.54642,3.982187,4.776839,7.857935,3.472694,3.839582,8.924763,9.989805,6.831003,9.035478,16.3185,7.543898,10.85009,1.937991,4.814538,4.433224,6.700709,4.73443,6.529988,19.90656,14.17065,11.27073,27.56522,23.60246,26.02125,6.228612,4.451417,12.51302,4.038549,11.17829,32.06791,11.24111,20.64497,37.99636,25.57781,11.62882,4.82644,21.8201,6.247677,10.03453,5.396232,8.313447,14.41182,14.02264,12.26167,17.79599,25.29482,8.312586,20.68094,9.974125,14.3519,18.66269,6.612935,10.2483,40.30779,29.06759,21.91161
263,2,9.999945E-11,3.992872E-05,0.01242923,0.01414541,0.08684644,0.1408611,0.07297324,0.03159551,0.0575796,0.06809802,0.09088568,0.07044823,0.1044773,0.3633263,0.1131657,2.226689,1.630561,7.977211,16.26973,14.90856,17.2143,20.84749,1.410135,1.492888,2.146813,4.07471,3.206014,3.049449,4.251775,7.578856,5.0818,9.536253,3.630839,4.483559,7.303205,3.279329,3.544228,7.970912,9.231089,6.138806,8.202708,14.83829,6.987698,9.660429,1.779668,4.44293,4.094806,6.168255,4.249022,6.062366,18.89915,12.84768,10.19847,25.32719,21.12868,24.13053,5.613606,4.072875,11.28802,3.665429,9.977706,29.31783,10.31445,18.43873,33.66713,22.80714,10.79839,4.401141,19.52757,5.735333,9.106402,5.072058,7.55916,13.0237,12.69063,11.05979,16.0267,22.51609,7.421133,18.49264,9.043926,12.94447,16.64373,5.959456,9.329045,36.0527,26.35104
