"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
222,1,0.1968895,0.1762736,0.1595482,0.1454051,0.1299095,0.1153165,0.09740803,0.0831572,0.06855913,0.05607662,0.04748296,0.03979671,0.0349918,0.03413066,0.03318816,0.03395705,0.03385168,0.03304488,0.03147312,0.02751196,0.02474221,0.02228246,0.01980614,0.01822506,0.01765701,0.01760496,0.01699986,0.01761305,0.01669956,0.01705031,0.01611604,0.01497906,0.01371124,0.01223761,0.01059696,0.01001502,0.009201332,0.00925655,0.009174538,0.009076812,0.008865455,0.008781148,0.008150627,0.007577322,0.006786364,0.005713551,0.005331879,0.004825267,0.004658496,0.004678777,0.004460077,0.004560996,0.004338712,0.004187367,0.004333048,0.0039417,0.003590558,0.003182966,0.00296579,0.002520899,0.002411687,0.002394009,0.002423161,0.00229985,0.002343763,0.002270889,0.002218478,0.002073539,0.001876827,0.00178956,0.00160768,0.00146677,0.001407658,0.001309684,0.001332449,0.00140202,0.001422295,0.001423685,0.00129218,0.001200364,0.001146336,0.0009788149,0.0009404353,0.0009070063,0.000848912,0.000900128,0.0008578204,0.0008637145,0.0008584493,0.0008917214,0.0008867949,0.0007398716,0.0007537983,0.0006708215,0.0006855614,0.0006014812,0.0005493832,0.0005357201,0.0005419083,0.0006258513,0.0003503975,0.0003021404,0.0003081936,0.0002830343,0.0002551406,0.0002345781,0.0001940319,0.0001785916,0.0001763654,0.000162144,0.0001689816,0.0001709512,0.0001778747
223,1,0.2006834,0.1724929,0.1545243,0.1400672,0.1273466,0.113479,0.1012026,0.08576479,0.07315998,0.06075816,0.04926354,0.04160439,0.03493164,0.03342239,0.03248573,0.03178887,0.03247989,0.03232969,0.03158199,0.03008218,0.02632503,0.02361524,0.02127155,0.01886964,0.01737497,0.01683366,0.01680062,0.01622492,0.01686238,0.01595545,0.01627381,0.01543054,0.01434878,0.01312143,0.01166839,0.0101218,0.009597545,0.008769623,0.008828244,0.008729235,0.008675809,0.008493035,0.008370713,0.007749491,0.007238299,0.006503956,0.005459587,0.005100165,0.004613346,0.004422673,0.004467263,0.004268295,0.004360974,0.00414981,0.003983864,0.004167091,0.003769259,0.00343351,0.003047229,0.00284078,0.002400997,0.002309212,0.002293876,0.002311649,0.002203691,0.002231757,0.00218543,0.002131571,0.00198866,0.001788466,0.00171983,0.001534345,0.001404262,0.001348925,0.001251508,0.00126855,0.00134111,0.001354926,0.001357256,0.001217734,0.001161859,0.001098326,0.000937151,0.0009115033,0.0008791122,0.0008136937,0.0008643006,0.0008113642,0.0008278892,0.000825626,0.000871303,0.0008510075,0.0007093712,0.0007236996,0.0006434709,0.0006567168,0.0005830574,0.0005257798,0.0005148432,0.0005196963,0.0006016295,0.0003348581,0.0002895746,0.0002949462,0.0002708312,0.0002475884,0.0002245196,0.0001858131,0.0001695996,0.0001682729,0.000155252,0.0001616747,0.0001638071
224,1,0.2116322,0.1758445,0.1521517,0.1355835,0.123086,0.1118062,0.09994433,0.08863603,0.07544965,0.06435791,0.05311095,0.04337167,0.0366052,0.03332394,0.03190213,0.03118123,0.03026372,0.03093161,0.0308869,0.02998585,0.02860428,0.02506096,0.02258731,0.02032428,0.01806023,0.01660444,0.01603379,0.01604266,0.01550979,0.01611018,0.01522325,0.01555963,0.01471756,0.01367784,0.01250283,0.01118602,0.009674504,0.009203488,0.008348798,0.00844876,0.008372689,0.008291314,0.008117585,0.007991193,0.007459459,0.006918996,0.006221943,0.005222516,0.004871619,0.004412497,0.004260465,0.004294096,0.004082312,0.004180196,0.003982537,0.003816304,0.003984606,0.003615747,0.003286361,0.002913211,0.00271136,0.002294623,0.00221796,0.002197835,0.002215136,0.002108933,0.002138306,0.002086393,0.002043993,0.001893915,0.00172784,0.001653171,0.0014759,0.00133577,0.001294979,0.001198647,0.001210405,0.001274891,0.001302574,0.001304667,0.001183103,0.001111528,0.001051005,0.0008948969,0.0008735991,0.0008400703,0.0007849874,0.0008297908,0.0007865382,0.0007876638,0.000790761,0.0008364415,0.0008300928,0.0006813261,0.0006942549,0.0006074961,0.0006297489,0.0005556007,0.0005074345,0.0004944111,0.0004988039,0.0005741735,0.0003208092,0.0002767981,0.0002820826,0.0002589928,0.0002373244,0.0002149971,0.0001774235,0.0001636531,0.0001613896,0.0001486134,0.000154814
225,1,0.2302771,0.1853555,0.1542548,0.1331399,0.1190908,0.1079722,0.09767275,0.08761805,0.07805922,0.0663211,0.05635008,0.046533,0.03794819,0.03489726,0.03188882,0.03049006,0.02983041,0.02901287,0.02960684,0.02945504,0.02878357,0.02739712,0.02389641,0.02155625,0.0193911,0.01722192,0.01585249,0.01535882,0.01535768,0.01475701,0.01537571,0.01442562,0.01488862,0.01408485,0.01302334,0.01193984,0.01068498,0.00921496,0.008775202,0.007983042,0.00807168,0.007993566,0.007899363,0.007737109,0.007653173,0.007128534,0.006596712,0.005934893,0.004970136,0.004628844,0.004229647,0.004054381,0.004107549,0.003903882,0.004004962,0.003802594,0.003657686,0.003791381,0.003458826,0.003119516,0.002781952,0.002601937,0.002196691,0.00212474,0.002095117,0.002119629,0.002016919,0.002044023,0.00200491,0.001967902,0.001800987,0.001658098,0.001585443,0.001419062,0.001274982,0.001234744,0.00114952,0.001160536,0.00121856,0.001249106,0.001250733,0.001133758,0.001066918,0.001006876,0.0008596681,0.000837272,0.0008066794,0.0007529428,0.0007963489,0.000760223,0.0007543254,0.0007583542,0.0008050802,0.0007953792,0.0006535797,0.0006669458,0.0005803618,0.0006068483,0.0005327319,0.0004877564,0.0004746076,0.0004785387,0.0005616405,0.0003073784,0.0002637016,0.0002696826,0.0002477691,0.0002270747,0.0002057169,0.0001690934,0.0001554395,0.0001546921,0.0001422349
226,1,0.2514764,0.200859,0.1619737,0.1344021,0.116145,0.1040926,0.09384581,0.08552983,0.07639614,0.0680968,0.05789712,0.04913962,0.04072501,0.03627759,0.03332758,0.03034825,0.02911386,0.02847218,0.02759528,0.02821741,0.0281086,0.02743271,0.02607071,0.02277469,0.02048158,0.01849115,0.01644378,0.01514246,0.01464318,0.01466107,0.01411117,0.01466029,0.01385368,0.0142406,0.01344937,0.01248558,0.0114165,0.01020647,0.008823195,0.008382657,0.007633022,0.007705928,0.007650058,0.007542452,0.007409803,0.007325734,0.00681997,0.006296658,0.005676094,0.004758962,0.004424098,0.004038251,0.003897069,0.0039258,0.00371877,0.003811599,0.003631335,0.003493445,0.00360902,0.003303131,0.002973137,0.002661295,0.002487242,0.002094523,0.002036197,0.002007846,0.002017812,0.001919835,0.001963016,0.001909153,0.001883321,0.001723283,0.001587786,0.00151359,0.001349752,0.001227774,0.001191628,0.001099614,0.001110183,0.001168039,0.001200208,0.001197248,0.00108143,0.001021565,0.0009636349,0.0008249193,0.0008019474,0.0007647834,0.0007216305,0.0007633814,0.0007271406,0.0007343818,0.0007167784,0.0007733361,0.0007472191,0.0006139372,0.0006441324,0.0005564767,0.0005733208,0.0005111926,0.0004686009,0.0004559825,0.000459089,0.0005405754,0.0002946628,0.0002497523,0.0002574419,0.0002369175,0.0002173537,0.0001968011,0.0001638379,0.0001475369,0.0001480015
227,1,0.2694851,0.2190413,0.1737467,0.1405802,0.1164722,0.1010838,0.08985654,0.08154999,0.07397521,0.06650959,0.05903819,0.05035712,0.04254104,0.03884967,0.03464991,0.03187683,0.02902627,0.02776216,0.02712983,0.02638197,0.02695557,0.02676829,0.02619077,0.02502993,0.02169858,0.01961054,0.01756789,0.01569902,0.01440021,0.01391722,0.01390417,0.01342803,0.01400135,0.01325844,0.0135696,0.01283573,0.01187086,0.01088667,0.009724775,0.008398646,0.007991033,0.007241641,0.007344318,0.007304291,0.007174388,0.007052072,0.006997176,0.0064825,0.006005337,0.005424153,0.00453333,0.004243764,0.00386948,0.003692653,0.0037534,0.003561286,0.003655737,0.003454816,0.003333713,0.003465469,0.003154346,0.002872386,0.002552022,0.002377219,0.002002155,0.00194992,0.001922803,0.001936653,0.001840985,0.00186642,0.001829301,0.001806883,0.001658758,0.001517844,0.001444512,0.001294288,0.001173649,0.001139284,0.00102772,0.001062361,0.001118206,0.00114944,0.001145549,0.00103731,0.0009786445,0.0009238274,0.0007895567,0.0007675711,0.000738955,0.0006910771,0.0007323126,0.0006998684,0.0007034306,0.0006820298,0.0007427749,0.0007216275,0.0005967421,0.0006132693,0.0005329029,0.0005505952,0.0004916483,0.0004500335,0.0004346735,0.0004402863,0.0005197058,0.0002820292,0.0002397093,0.0002463723,0.0002259106,0.0002052825,0.000188207,0.0001566144,0.0001427877
228,1,0.2782795,0.2319422,0.1886212,0.1503795,0.1211721,0.1005317,0.0871037,0.077812,0.07040056,0.06359181,0.05748267,0.05112269,0.04348281,0.040648,0.03697238,0.03302209,0.03032154,0.02761209,0.02652644,0.02584414,0.02511455,0.02566601,0.0255496,0.02504982,0.02386354,0.02065837,0.01860109,0.01670338,0.01499704,0.01378567,0.01329112,0.01328317,0.01279899,0.01335099,0.01264274,0.01299021,0.01223467,0.01131111,0.01041486,0.009299726,0.007984201,0.007632322,0.006917833,0.006992049,0.006961959,0.006854155,0.006741618,0.006677312,0.006192709,0.005723931,0.005170622,0.004333328,0.00401718,0.00368215,0.003553806,0.00357288,0.003402757,0.003486345,0.003310233,0.003179685,0.003320913,0.003025418,0.002730225,0.002439705,0.002271763,0.001912109,0.001863834,0.001831733,0.001853278,0.001756097,0.001784492,0.001750282,0.00172276,0.001593232,0.001454285,0.001391155,0.001243418,0.001129904,0.001092588,0.0009876317,0.001011892,0.00106798,0.001100278,0.00109331,0.0009949025,0.0009307355,0.0008652929,0.0007543737,0.0007300304,0.000701236,0.0006619378,0.0007011655,0.0006677287,0.0006708555,0.0006655042,0.0007082277,0.0006923883,0.0005665135,0.0005873322,0.000510586,0.0005320249,0.0004718893,0.000422287,0.0004193826,0.0004215743,0.0004990788,0.0002688898,0.0002296483,0.0002350435,0.0002161733,0.0001939293,0.0001794124,0.0001496492
229,1,0.2759043,0.2353565,0.195787,0.1579077,0.1268837,0.1018008,0.08552714,0.07408666,0.06600974,0.05995817,0.05318266,0.04892663,0.04308344,0.04059174,0.03805981,0.03430145,0.03091206,0.02814463,0.02572807,0.02464977,0.02418388,0.02334856,0.02411721,0.023762,0.02305253,0.02194649,0.01940957,0.01750104,0.0157806,0.01402079,0.01291953,0.01245904,0.01259007,0.0120229,0.01239975,0.01188244,0.01226087,0.01148149,0.01061694,0.009859544,0.008740795,0.007572423,0.007147732,0.006424686,0.006654328,0.006545682,0.006485555,0.006382508,0.006295735,0.005908155,0.005414123,0.004847986,0.004123199,0.003798519,0.003484426,0.0033584,0.003380225,0.003215946,0.003304336,0.003129617,0.002976426,0.003147967,0.002839088,0.002573878,0.00230435,0.002139528,0.001801543,0.001769773,0.001751637,0.001756611,0.001672113,0.001684169,0.001659478,0.001632755,0.001509159,0.001374059,0.001303225,0.001162374,0.001060767,0.001026979,0.0009338731,0.0009484329,0.001005614,0.001029785,0.001034038,0.0009304772,0.0008884237,0.0008293703,0.0007130164,0.0006916141,0.0006671876,0.0006222449,0.0006656554,0.000634191,0.0006425478,0.0006283479,0.0006768183,0.0006547511,0.0005342466,0.0005662745,0.0004881193,0.0005039438,0.0004483967,0.0004063973,0.0003981749,0.0004014578,0.0004746155,0.0002410945,0.0002144122,0.0002176947,0.0002030783,0.0001868719,0.0001703711
230,1,0.266697,0.236872,0.2027615,0.1690851,0.1361139,0.1094353,0.08808898,0.07397567,0.06408817,0.0568677,0.05158908,0.04604816,0.04230652,0.04095159,0.03850725,0.03622312,0.03244901,0.02939064,0.02676835,0.02444107,0.02339163,0.02299021,0.02226779,0.02312855,0.02259538,0.021954,0.02100026,0.01851189,0.01664534,0.0150122,0.01335733,0.01226424,0.01181361,0.01198261,0.01140691,0.01175114,0.01123839,0.01168308,0.01092087,0.01009986,0.009390565,0.008303759,0.007204055,0.006788719,0.006141461,0.006332121,0.006243201,0.006154285,0.006041539,0.005994563,0.005616397,0.005138359,0.004632272,0.003898318,0.003627394,0.00332053,0.003209278,0.003217714,0.003056961,0.003144181,0.002976243,0.00284432,0.00300933,0.00268693,0.002461415,0.002197017,0.002031984,0.001716053,0.001687246,0.001666253,0.00167631,0.001585596,0.001593295,0.001581322,0.001558119,0.001439131,0.001299742,0.001248148,0.00110236,0.001012889,0.0009869427,0.0008838454,0.0009000659,0.0009588367,0.0009814991,0.0009849679,0.0008875021,0.0008528459,0.0007919305,0.0006764368,0.0006602113,0.0006376071,0.0005945539,0.0006310412,0.0005972169,0.0006143042,0.0005990356,0.0006329533,0.0006205941,0.0005099853,0.0005421124,0.0004682018,0.0004853309,0.0004230952,0.0003916135,0.0003808764,0.0003839505,0.0004549743,0.0002404069,0.0002033379,0.0002073525,0.0001931036,0.0001740193
231,1,0.2544168,0.2305767,0.2053651,0.1758686,0.1461785,0.1182944,0.0946084,0.07593652,0.06376509,0.05559662,0.04943081,0.04465056,0.03966324,0.04025292,0.03896549,0.0367074,0.03447074,0.03094922,0.02781411,0.0254021,0.02318103,0.02226826,0.02191648,0.02110489,0.02202711,0.02151687,0.0209262,0.01991713,0.01758944,0.01582517,0.01422973,0.01270774,0.01164822,0.01125834,0.01139731,0.01084905,0.01117563,0.01070982,0.01109036,0.01037718,0.009644149,0.008946709,0.00790971,0.00684399,0.006462445,0.005831008,0.006022957,0.005937605,0.005870657,0.005746978,0.0056936,0.005337887,0.004893766,0.004407531,0.003725929,0.003436606,0.00317377,0.003034475,0.003073916,0.002906061,0.002978451,0.002825881,0.002697581,0.002857429,0.002559623,0.002338405,0.002092976,0.001942388,0.001634829,0.001603022,0.001592036,0.001598824,0.001512911,0.001524619,0.001510635,0.001479807,0.001373232,0.001241608,0.001181507,0.001059297,0.0009643837,0.0009407293,0.000842065,0.0008613523,0.0009143832,0.000938493,0.0009421784,0.0008483782,0.0008117327,0.0007537345,0.0006471933,0.0006285381,0.0006083669,0.0005637637,0.0006039947,0.0005637984,0.0005802105,0.0005754375,0.0006128325,0.0005813172,0.0004989962,0.000518904,0.0004384059,0.0004646042,0.0004111528,0.00037558,0.000366528,0.0003671593,0.0004357937,0.0002295909,0.0001943399,0.0001980154,0.0001839318
232,1,0.2416284,0.2199397,0.199816,0.1782467,0.1524641,0.1266716,0.1024189,0.08220404,0.06604673,0.05542759,0.04826571,0.04316711,0.0387893,0.03776392,0.03810762,0.03708269,0.03490432,0.032789,0.02952782,0.02660246,0.02419484,0.0220706,0.02117802,0.02081719,0.02009152,0.0209192,0.02048757,0.01988657,0.01901116,0.01668955,0.01502869,0.01355925,0.01207449,0.01110414,0.01074527,0.01086451,0.01033756,0.01065611,0.01016849,0.01060234,0.009875048,0.009176961,0.008519194,0.007507492,0.006478924,0.00614504,0.005556627,0.005742339,0.005663119,0.005570595,0.005491198,0.005438192,0.005058014,0.004660731,0.004185605,0.00354508,0.003283695,0.003024971,0.002907991,0.002915776,0.002772507,0.002849398,0.002697638,0.00256778,0.00272335,0.002442733,0.002227922,0.00199302,0.001839334,0.001554154,0.001538801,0.001518535,0.001524957,0.001443289,0.001454698,0.001436755,0.001414225,0.001301251,0.0011669,0.001141056,0.001012281,0.0009222379,0.0008882451,0.0008102971,0.0008156202,0.0008603578,0.0008892874,0.0008996144,0.0008103465,0.0007751553,0.0007226271,0.0006207621,0.0006016241,0.0005825649,0.0005430763,0.0005781733,0.000545092,0.0005575703,0.0005382504,0.0005957341,0.0005603053,0.0004775976,0.0004971175,0.0004284005,0.0004440013,0.0003852741,0.0003572136,0.0003509962,0.0003512353,0.0004071069,0.0002189734,0.0001852163,0.0001886013
233,1,0.230186,0.2111936,0.1930355,0.1748164,0.15573,0.1332431,0.1106027,0.08937502,0.07189088,0.05770006,0.04837085,0.04219314,0.03759547,0.03682461,0.03578331,0.03639624,0.03528436,0.03328919,0.03110555,0.02798009,0.02528911,0.02300841,0.02099637,0.02022722,0.01978299,0.01919201,0.02002396,0.0195098,0.01895075,0.01809426,0.01591425,0.01430091,0.01289569,0.01151351,0.01058122,0.01022631,0.01037344,0.009800132,0.01015702,0.0097179,0.01012911,0.009423818,0.008719769,0.008114953,0.007175805,0.006168508,0.005847843,0.005304941,0.005470118,0.00540268,0.005323259,0.005226689,0.005158409,0.004841516,0.004426887,0.00400319,0.003375453,0.003144418,0.0028853,0.00276509,0.002779193,0.002641647,0.002721169,0.002576229,0.002441786,0.002598538,0.002335211,0.002136162,0.001905782,0.001754236,0.0014861,0.001468505,0.001448907,0.00145484,0.001375972,0.00138742,0.001373863,0.00135109,0.001237486,0.001123312,0.001088098,0.0009651911,0.0008740858,0.0008535082,0.0007742091,0.0007793211,0.000826637,0.0008475953,0.0008592927,0.0007742246,0.0007348518,0.0006908649,0.0005933404,0.0005726466,0.0005572085,0.0005194384,0.0005534989,0.0005210777,0.0005283016,0.0005258772,0.0005709197,0.0005299256,0.0004567025,0.0004762689,0.0004096487,0.0004262628,0.0003689964,0.0003449014,0.0003365762,0.0003362418,0.0003907203,0.0002087235,0.0001768815
234,1,0.2220914,0.2025081,0.1855509,0.1697366,0.1528142,0.1368836,0.1171754,0.09738223,0.07862215,0.06342383,0.05082531,0.04264399,0.03712246,0.03588896,0.0349688,0.03411856,0.03462736,0.03352901,0.03151374,0.02968788,0.02668375,0.02406916,0.02191604,0.02009581,0.01927431,0.0189173,0.01831283,0.01905249,0.01861362,0.01797938,0.01722795,0.0151492,0.01361127,0.01227667,0.01097094,0.01005272,0.009700036,0.009888707,0.009346137,0.009653751,0.009247459,0.00964951,0.008934407,0.008318094,0.007705241,0.006821664,0.00588671,0.005597019,0.005053851,0.005213159,0.005141364,0.005068525,0.004984247,0.004922629,0.004611263,0.004225784,0.003816725,0.00322831,0.002999988,0.002744159,0.002652236,0.00266256,0.002514436,0.002592009,0.002454981,0.002329575,0.002469174,0.00221873,0.002018199,0.00182616,0.001674637,0.001418277,0.0014038,0.001371995,0.001387051,0.001308195,0.001316438,0.001314754,0.001291889,0.001182631,0.001082803,0.001043996,0.0009244389,0.0008417083,0.0008157287,0.0007393844,0.0007449297,0.0007933267,0.0008135833,0.0008212467,0.0007289252,0.0007134581,0.0006610601,0.0005671335,0.0005498582,0.0005249712,0.000496867,0.0005347254,0.0004997629,0.000507954,0.0005029059,0.00053413,0.0005164518,0.000438385,0.0004562951,0.0003925806,0.0004080482,0.0003561887,0.0003308229,0.0003193312,0.0003219321,0.0003845598,0.0001992201
235,1,0.2222348,0.1950201,0.1780962,0.1624229,0.1491621,0.1354076,0.1202752,0.1033171,0.08553111,0.0692272,0.05583942,0.04460764,0.03741881,0.03531474,0.03417721,0.03334593,0.03250068,0.03296331,0.03186707,0.03017008,0.02814261,0.02548029,0.02292616,0.0208177,0.0191007,0.01833237,0.01799788,0.01747841,0.01816674,0.01770547,0.01723543,0.01651688,0.01438436,0.01289251,0.01162207,0.01039661,0.009574316,0.009272886,0.009414044,0.008908333,0.009194969,0.008816044,0.009204698,0.008563936,0.007925643,0.007335345,0.006512029,0.005632325,0.005301755,0.004804186,0.004970822,0.004922079,0.004830734,0.004762964,0.004709402,0.004402957,0.004022847,0.003621379,0.003076068,0.002851064,0.002615787,0.002536888,0.002534708,0.002392185,0.002476458,0.00234287,0.002200269,0.002355594,0.002114431,0.001946737,0.001743314,0.00159143,0.001354119,0.001340187,0.001314259,0.001324745,0.001250662,0.001260433,0.001244472,0.001225924,0.001129541,0.001035189,0.0009985488,0.0008829795,0.0008040579,0.0007783597,0.0007022476,0.0007120681,0.0007590634,0.000769467,0.0007798315,0.0007068779,0.0006755177,0.0006256628,0.000534506,0.0005259404,0.0005103304,0.000475348,0.0005124105,0.000484505,0.0004917396,0.0004808565,0.0005154543,0.0004949751,0.0004185957,0.000437244,0.0003728157,0.0003912372,0.0003457993,0.0003173013,0.0003060545,0.0003083175,0.0003595444
236,1,0.2307748,0.1956726,0.170945,0.1560824,0.1429321,0.1311884,0.1189173,0.1057824,0.09077922,0.0752505,0.06073309,0.04898646,0.03924882,0.03556621,0.03363422,0.03256379,0.03172535,0.03097945,0.03143346,0.03025847,0.02874371,0.02682958,0.02415741,0.02183052,0.0199216,0.0181995,0.01749727,0.01710419,0.01661452,0.01737736,0.01683783,0.01639629,0.01574554,0.01372811,0.01234757,0.0110852,0.009899999,0.009120719,0.008830291,0.008935908,0.008439277,0.008778833,0.008395797,0.008778524,0.008128367,0.0075405,0.00703049,0.006211635,0.005343622,0.005065216,0.004569053,0.004709424,0.004683006,0.004574383,0.004507932,0.004477685,0.004207095,0.00382847,0.00344704,0.002945257,0.002719897,0.002492443,0.002405402,0.002430843,0.002275021,0.002369751,0.00223676,0.002104026,0.002266991,0.002025324,0.001849016,0.00166195,0.001517858,0.001292434,0.001283357,0.001261385,0.001264783,0.001193443,0.00120145,0.001174745,0.001167431,0.001085199,0.0009971358,0.0009541156,0.0008439004,0.0007673606,0.0007504079,0.0006711839,0.000678868,0.0007204893,0.0007360224,0.0007495572,0.0006760584,0.0006419252,0.0005992625,0.0005074621,0.0004962399,0.0004817664,0.0004506742,0.0004878279,0.0004631588,0.0004702332,0.0004502485,0.0004943183,0.0004807214,0.0004027441,0.0004191147,0.0003510086,0.0003748347,0.0003322549,0.0003040842,0.0002954663,0.0002953068
237,1,0.2447005,0.2020594,0.1713113,0.1498431,0.1364391,0.1249296,0.1147575,0.1040084,0.09276798,0.07953334,0.06582195,0.05328507,0.0430039,0.0373858,0.03389654,0.03190926,0.03098019,0.03014664,0.02936539,0.02998164,0.02890021,0.02727814,0.02553941,0.02306587,0.02075606,0.01891728,0.01736776,0.01664224,0.01633629,0.01589785,0.01654025,0.01605576,0.01554387,0.01498415,0.0130543,0.01173381,0.01049685,0.009432739,0.008666294,0.008403324,0.00850141,0.008024186,0.008364595,0.008006021,0.008371706,0.007763652,0.007167805,0.006703377,0.005918062,0.005092839,0.004829847,0.004363509,0.004502126,0.00446957,0.00435799,0.004324507,0.004275545,0.004013885,0.003641694,0.00329286,0.002819501,0.002591611,0.002387048,0.002307395,0.002319784,0.00217624,0.002261984,0.0021321,0.0020153,0.002163923,0.001932951,0.001770411,0.001571679,0.001461298,0.001231312,0.001220834,0.001202785,0.001206501,0.00113817,0.00114299,0.001129672,0.001115947,0.001035718,0.000951694,0.0009065529,0.0008016432,0.0007329995,0.0007172653,0.0006458547,0.0006476683,0.0006898802,0.0007137216,0.0007102839,0.0006468822,0.0006173403,0.0005743971,0.0004827617,0.000480446,0.0004613424,0.0004282972,0.0004703495,0.0004438221,0.0004501044,0.0004299913,0.0004737705,0.0004547272,0.0003771629,0.0004016832,0.0003442729,0.0003608877,0.0003185346,0.0002914958,0.0002830619
238,1,0.2610373,0.2126382,0.176129,0.1493414,0.1303513,0.1189005,0.1091775,0.09991977,0.09053238,0.08089287,0.06926163,0.05750315,0.04649161,0.04067376,0.03551845,0.03212485,0.03032526,0.02937059,0.0286691,0.02795197,0.02858814,0.02748216,0.02604057,0.0243415,0.02197362,0.01976963,0.01804361,0.01645765,0.01582074,0.0155115,0.01510861,0.01580406,0.01533301,0.01484617,0.01425837,0.0124133,0.01122308,0.01005412,0.008972379,0.008270564,0.007984838,0.008143098,0.007657428,0.007953492,0.007602646,0.007979721,0.007394175,0.006839608,0.006352839,0.0056084,0.004857848,0.004605195,0.004146102,0.004302838,0.004274794,0.004151436,0.004106321,0.004077049,0.003811851,0.003475429,0.00312231,0.002687345,0.002472815,0.002274047,0.002190294,0.002204529,0.002078282,0.002158762,0.002029583,0.001917082,0.002065662,0.001843081,0.001691207,0.001488127,0.001391741,0.00117515,0.001168234,0.001148086,0.001148269,0.001080326,0.00109159,0.001084125,0.001070982,0.000981998,0.0009097154,0.0008703155,0.0007706305,0.0007000111,0.0006850444,0.0006165215,0.0006179994,0.0006599505,0.0006818265,0.0006836822,0.0006185999,0.0005969922,0.0005487678,0.0004628217,0.0004580944,0.0004409663,0.0004062258,0.0004502712,0.0004190902,0.0004240842,0.0004112434,0.000454146,0.0004357357,0.0003611571,0.0003848511,0.0003295204,0.0003457442,0.000298511,0.0002800079
