"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
70,1,0.2325577,0.1868737,0.1522283,0.1276285,0.1106385,0.0978514,0.08843952,0.07961613,0.07131647,0.06234364,0.05351065,0.04516774,0.03686205,0.03236122,0.02875066,0.02608208,0.02459979,0.02371632,0.02354183,0.02340535,0.02312196,0.02265691,0.0214875,0.01997762,0.01770897,0.01541636,0.01366972,0.01230848,0.01172449,0.01141645,0.01107417,0.01085652,0.01067087,0.01045116,0.009971214,0.008934094,0.008081556,0.007042462,0.006255866,0.005676956,0.005251167,0.005015453,0.004979606,0.004840656,0.004772794,0.004703929,0.004454127,0.004052682,0.00360243,0.003228859,0.00279525,0.00251421,0.002356116,0.002317897,0.002308243,0.002283402,0.002252734,0.002181154,0.00212252,0.001951393,0.001739612,0.001558863,0.001413793,0.00123875,0.001213283,0.001196494,0.001200289,0.001135637,0.001220566,0.001256505,0.001103937,0.001157273,0.001121566,0.001011546,0.0008377355,0.000764323,0.0007250274,0.0006983646,0.0006014972,0.0005205246,0.0003841369,0.000351548,0.0002935752,0.0002571195,0.0001894724,0.0001640961,0.0001252448,0.0001031543,0.0001053077,9.748305E-05,9.863049E-05,9.391161E-05,0.0001008362,0.0001321694,0.0001236723,0.000125597,0.000121003,0.000121056,0.0001087757,0.0001182109,0.0001111139,0.0001092578,0.0001051961,9.859514E-05,0.0001004475,9.835795E-05,8.867853E-05,8.542417E-05,8.434607E-05,7.794741E-05,7.924828E-05,7.846824E-05,7.248831E-05
71,1,0.2453933,0.1994461,0.1604979,0.1305767,0.1093495,0.0950668,0.08431474,0.07617575,0.06839949,0.06155123,0.05367867,0.04600011,0.03881741,0.03483979,0.03056171,0.02717681,0.02455262,0.02324824,0.02245033,0.02219409,0.02206304,0.02174835,0.02136272,0.02030341,0.01885556,0.01671915,0.01454473,0.01291776,0.01164344,0.01109474,0.01078505,0.01045041,0.01023092,0.01013924,0.009923177,0.009419317,0.008436555,0.007606015,0.006652122,0.005905346,0.005368947,0.004977407,0.004741061,0.004684348,0.004601039,0.004501175,0.004463858,0.004205063,0.003843506,0.003405714,0.00305204,0.002637888,0.002383757,0.002238229,0.002191632,0.00217899,0.002157566,0.002132782,0.002072385,0.002018388,0.001846495,0.001653941,0.001479309,0.001340584,0.001174726,0.001147988,0.001135885,0.001137574,0.001082214,0.001160842,0.001192386,0.001051692,0.001108209,0.001066676,0.0009655487,0.0007981909,0.0007294508,0.0006663075,0.0006701389,0.0005675568,0.0004988241,0.000363318,0.0003371814,0.0002789413,0.0002433073,0.0001797751,0.0001551443,0.0001188642,9.793054E-05,0.000100131,9.262973E-05,9.379616E-05,8.995058E-05,9.560304E-05,0.0001250351,0.000117361,0.0001201176,0.0001148938,0.0001125616,0.0001026872,0.0001116769,0.0001050933,0.0001037191,0.0001005449,9.394679E-05,9.615657E-05,9.257715E-05,8.363474E-05,8.161939E-05,8.14854E-05,7.289944E-05,7.53715E-05,7.455439E-05
72,1,0.2497076,0.2099952,0.1709382,0.1373195,0.1120931,0.09401096,0.08173694,0.07217004,0.06519136,0.05846997,0.05279496,0.04608231,0.03939819,0.03673014,0.03290378,0.02886885,0.02558601,0.02320743,0.02193169,0.02109756,0.02090041,0.02089749,0.0204605,0.02021413,0.01915762,0.01784565,0.01587928,0.01376926,0.01219031,0.0109691,0.01047463,0.01021712,0.009835422,0.009713328,0.009563295,0.009373652,0.008891005,0.007998857,0.007189079,0.006308103,0.005614827,0.005086538,0.004712406,0.004484129,0.004444645,0.004343903,0.004269667,0.004232605,0.003987244,0.003645306,0.003227271,0.002889122,0.002500755,0.002263545,0.002115018,0.00208823,0.002066005,0.002046522,0.002023996,0.001963589,0.001914385,0.001734746,0.001574127,0.001400487,0.0012749,0.001117856,0.001091329,0.00107371,0.001079579,0.001018723,0.001102571,0.00113079,0.00099861,0.001042703,0.001017027,0.000917113,0.000757293,0.0006921059,0.000650866,0.0006383156,0.000541522,0.0004691591,0.0003460695,0.0003154909,0.0002644855,0.0002281439,0.0001707831,0.0001483228,0.0001123075,9.27127E-05,9.47525E-05,8.796144E-05,8.859911E-05,8.530241E-05,9.042395E-05,0.0001191131,0.0001112293,0.0001144496,0.0001095247,0.0001094082,9.73902E-05,0.0001066481,0.0001000377,9.858212E-05,9.588651E-05,8.882325E-05,9.14393E-05,8.792616E-05,8.013475E-05,7.804728E-05,7.627419E-05,7.007855E-05,7.155757E-05
73,1,0.2475692,0.212967,0.1795056,0.1456364,0.1168848,0.09555116,0.08005289,0.06965259,0.06134944,0.05570357,0.04994365,0.04516933,0.03935777,0.03682419,0.03449915,0.03094616,0.02715694,0.02403146,0.0217836,0.02064119,0.019812,0.01972972,0.01963833,0.01931829,0.01888941,0.0179527,0.01676536,0.01491261,0.01290225,0.01148214,0.01031119,0.009827501,0.009622355,0.009291666,0.009148755,0.008940075,0.008862442,0.008345083,0.007521139,0.00682021,0.005920414,0.005291859,0.004809736,0.004396319,0.004212349,0.004192199,0.004104477,0.004020966,0.003991888,0.003766627,0.00343197,0.003021852,0.002725372,0.002353073,0.002126621,0.001990107,0.001970687,0.00195004,0.001925877,0.001903246,0.001853078,0.0018028,0.001648472,0.001480065,0.001320136,0.001203525,0.001040198,0.001028756,0.001016608,0.001018905,0.0009638719,0.001044352,0.001050024,0.0009445458,0.0009925129,0.0009643716,0.0008676611,0.0007197881,0.0006530474,0.0006183352,0.0006016727,0.0005087016,0.0004486552,0.0003265195,0.0003003047,0.000250271,0.0002178984,0.0001600717,0.0001397631,0.000106227,8.793643E-05,9.00103E-05,8.258418E-05,8.382995E-05,8.052561E-05,8.5907E-05,0.0001128056,0.0001057381,0.0001075035,0.0001032955,0.0001035439,9.206282E-05,0.0001010024,9.552728E-05,9.328157E-05,9.102585E-05,8.43782E-05,8.587602E-05,8.325991E-05,7.543918E-05,7.319304E-05,7.209189E-05,6.589916E-05
74,1,0.2383916,0.2105809,0.1818854,0.1531929,0.1244249,0.1003546,0.08178336,0.06826999,0.05954126,0.05246486,0.04762148,0.04276883,0.03858265,0.03696628,0.0346147,0.0324202,0.0291287,0.02554834,0.0226609,0.02048498,0.01942572,0.01869046,0.01857719,0.01841866,0.01819972,0.0179033,0.01692295,0.01575596,0.01403901,0.01215918,0.01083594,0.009725349,0.009291962,0.009023878,0.008769286,0.008563511,0.008460025,0.008315284,0.007878612,0.007083058,0.006438272,0.005580366,0.004968286,0.004516299,0.004130753,0.003953465,0.003933179,0.003863562,0.003800268,0.003777928,0.003546086,0.003243459,0.002863676,0.002569685,0.002204528,0.00201246,0.001882178,0.00186277,0.001835316,0.001817735,0.001790028,0.001749498,0.001710093,0.001559759,0.001397761,0.001247557,0.001137351,0.0009865883,0.0009698759,0.0009618937,0.0009592297,0.0009141803,0.0009882845,0.0009977379,0.0008908517,0.0009268348,0.0009143819,0.0008262211,0.000676293,0.0006196406,0.000587274,0.0005731859,0.0004836399,0.0004239392,0.0003106493,0.0002866461,0.0002368445,0.0002058658,0.0001518106,0.0001315475,9.958307E-05,8.318466E-05,8.354554E-05,7.856859E-05,7.923327E-05,7.611177E-05,8.062751E-05,0.000105945,0.0001000137,0.0001014201,9.723647E-05,9.804102E-05,8.704051E-05,9.61233E-05,9.001102E-05,8.884182E-05,8.638889E-05,7.955913E-05,8.172517E-05,7.835797E-05,7.104429E-05,7.012088E-05,6.845281E-05
75,1,0.2272794,0.205006,0.1810189,0.1562631,0.131326,0.1067715,0.08565149,0.0699319,0.05869624,0.05091191,0.04534052,0.04081956,0.03669106,0.03616616,0.0347903,0.0326077,0.03044322,0.02730953,0.02400249,0.0213308,0.01923086,0.01826438,0.01758791,0.01749263,0.01738716,0.01713245,0.01680726,0.0159045,0.01478948,0.01322308,0.01143799,0.01021357,0.009152071,0.008739022,0.008551314,0.008209302,0.008115391,0.007947804,0.007858,0.007425583,0.006644398,0.006053185,0.005269812,0.004688747,0.00425072,0.003910121,0.003722739,0.003728236,0.003650198,0.003593248,0.003567926,0.003361813,0.003059821,0.002700034,0.002424672,0.002084974,0.001901642,0.001766387,0.001753262,0.001729832,0.001719565,0.00169311,0.001652492,0.001615457,0.001469591,0.001315867,0.001177935,0.001069825,0.000931919,0.0009162623,0.0009090968,0.0009133819,0.0008643165,0.0009368698,0.0009586609,0.0008447415,0.0008940278,0.0008670719,0.000785318,0.0006426906,0.0005885906,0.0005573662,0.0005409259,0.0004594334,0.0004056538,0.0002936221,0.0002704356,0.0002244139,0.0001950523,0.0001439363,0.0001257611,9.381511E-05,7.862884E-05,8.044769E-05,7.397078E-05,7.502621E-05,7.081289E-05,7.68782E-05,9.922423E-05,9.456728E-05,9.623101E-05,9.28426E-05,9.167767E-05,8.266312E-05,9.159525E-05,8.456398E-05,8.323885E-05,8.151922E-05,7.515726E-05,7.794465E-05,7.447402E-05,6.645166E-05,6.66055E-05
76,1,0.2158446,0.1957072,0.1752339,0.1555745,0.1339034,0.1132917,0.09177649,0.07405307,0.06033443,0.05063837,0.04391135,0.03899989,0.03517209,0.03448422,0.03414667,0.03265229,0.03064414,0.02864246,0.02579523,0.02261924,0.02008477,0.01810295,0.01726193,0.0165062,0.01643896,0.01636421,0.0161133,0.01586383,0.01497046,0.01397799,0.01242176,0.01078588,0.009574464,0.008628719,0.008258882,0.00805459,0.007776882,0.007624205,0.007494741,0.007397168,0.00700065,0.006264956,0.00569887,0.004961594,0.004424783,0.004011208,0.003684507,0.003509904,0.003513082,0.003429026,0.003385477,0.003335189,0.003174339,0.002868941,0.002543627,0.00229063,0.001977346,0.001793591,0.00166751,0.001655193,0.001642273,0.001619413,0.00160345,0.001559555,0.001526836,0.001385093,0.001245424,0.001109248,0.001016533,0.0008800678,0.0008664088,0.0008617366,0.0008609955,0.0008170605,0.000887129,0.0009036104,0.0008007332,0.0008424185,0.0008237534,0.0007414343,0.000609209,0.000552893,0.0005296404,0.0005142864,0.0004363116,0.0003852374,0.0002781941,0.0002576579,0.000212497,0.0001846651,0.0001364162,0.0001191396,8.887979E-05,7.453316E-05,7.625976E-05,7.053223E-05,7.083095E-05,6.778898E-05,7.231953E-05,9.47843E-05,8.845128E-05,9.166597E-05,8.670484E-05,8.737925E-05,7.800003E-05,8.734259E-05,8.144309E-05,7.98903E-05,7.683841E-05,7.125999E-05,7.273138E-05,6.902857E-05,6.385105E-05
77,1,0.204858,0.186683,0.1692859,0.1527259,0.1349112,0.1161101,0.09786555,0.07948092,0.06398075,0.05236199,0.04395028,0.03810482,0.0338433,0.03297135,0.03233098,0.03197709,0.03076929,0.02880528,0.02691564,0.02428048,0.02127055,0.01891667,0.01702013,0.01623346,0.01555752,0.01553423,0.01541022,0.01519652,0.01497343,0.01413336,0.01315764,0.01165075,0.01014469,0.009069531,0.008120222,0.007788894,0.007564893,0.007343848,0.007168807,0.007066285,0.006971831,0.006618718,0.005927919,0.005370418,0.004680621,0.00417402,0.003778049,0.003488221,0.0033098,0.00332186,0.003231314,0.003179309,0.003170113,0.002984887,0.002730202,0.002400817,0.002160639,0.001850407,0.001695574,0.001583414,0.001565885,0.001552494,0.001526015,0.001504446,0.001475606,0.001444235,0.001311211,0.001176588,0.001053118,0.0009602925,0.0008270051,0.0008181562,0.000816138,0.000817097,0.0007736455,0.0008376845,0.0008619407,0.0007581626,0.0008065221,0.0007792087,0.0007023081,0.0005764442,0.0005251346,0.0005035108,0.0004851686,0.0004146196,0.0003668815,0.0002633188,0.0002454513,0.0002012892,0.0001753906,0.0001276695,0.000110718,8.429777E-05,6.956706E-05,7.212812E-05,6.687303E-05,6.754229E-05,6.422866E-05,6.891656E-05,8.951049E-05,8.448603E-05,8.54664E-05,8.337045E-05,8.205626E-05,7.335457E-05,8.297285E-05,7.727701E-05,7.537397E-05,7.3289E-05,6.746974E-05,6.985696E-05,6.61041E-05
78,1,0.1973303,0.1781819,0.1623898,0.1470615,0.133097,0.1167939,0.1009813,0.08516739,0.06896488,0.05557356,0.04555789,0.0383141,0.03309534,0.03192268,0.03110885,0.03047254,0.03020276,0.02894415,0.02720819,0.02535385,0.02290866,0.01999639,0.01773342,0.01601451,0.01529803,0.01466994,0.01459279,0.01451171,0.01425119,0.0141016,0.01330621,0.01240226,0.01105067,0.009578616,0.008550226,0.007683325,0.00735349,0.007135496,0.006918411,0.006772751,0.006675375,0.00659524,0.006220262,0.005570185,0.005047075,0.004419032,0.003920997,0.003590587,0.00329642,0.00312293,0.003139102,0.003069022,0.00302021,0.002992103,0.002835321,0.002561903,0.002267326,0.002043809,0.001753292,0.00160146,0.001495864,0.001486797,0.001462141,0.001448809,0.001432594,0.001387323,0.001364226,0.001242238,0.001113779,0.0009874594,0.0009098861,0.0007792313,0.0007733656,0.0007756846,0.0007714513,0.0007320622,0.0007954607,0.0008190123,0.000718657,0.0007627766,0.0007394892,0.000666943,0.0005492608,0.0005037606,0.000479439,0.0004688961,0.0003945483,0.000345521,0.0002496026,0.0002329356,0.0001906474,0.000164592,0.0001232702,0.0001068751,7.977105E-05,6.610193E-05,6.841424E-05,6.340303E-05,6.398413E-05,6.076788E-05,6.46581E-05,8.504943E-05,8.049454E-05,8.250803E-05,7.901024E-05,7.870136E-05,7.022337E-05,7.882475E-05,7.331371E-05,7.1342E-05,6.957258E-05,6.394465E-05,6.512035E-05
79,1,0.1933589,0.168139,0.1522837,0.1377648,0.1251395,0.1136552,0.1005599,0.08585926,0.0725612,0.05883891,0.04694824,0.03893455,0.03249579,0.03078876,0.02945665,0.0284402,0.02831329,0.02791559,0.02662754,0.02528428,0.02342178,0.02132594,0.01859572,0.01639411,0.0148536,0.01426907,0.01350462,0.01356199,0.01349967,0.01323617,0.01278789,0.01220076,0.01149876,0.01018638,0.008906351,0.007849823,0.007102509,0.006786379,0.006575727,0.006409369,0.006255479,0.006115528,0.006085958,0.005735864,0.00519626,0.004654705,0.004091559,0.003616072,0.003321989,0.003072927,0.002910987,0.002877689,0.002891827,0.002782576,0.002775926,0.002599854,0.002369331,0.0020938,0.001874543,0.001623212,0.001473398,0.001389251,0.001351541,0.001372419,0.001325263,0.001293143,0.001284278,0.001265916,0.001127888,0.001028976,0.0009081853,0.0008244953,0.0007145136,0.0007067358,0.0007139915,0.0007168686,0.0006789312,0.0007422936,0.0007526492,0.000651911,0.000689516,0.0006750389,0.0006185563,0.0005124274,0.0004612923,0.0004517719,0.0004264536,0.0003641546,0.0003219548,0.0002319534,0.0002129823,0.0001776349,0.0001510436,0.0001138139,9.617523E-05,7.339555E-05,6.074881E-05,6.485299E-05,5.911788E-05,5.921649E-05,5.578897E-05,5.928143E-05,7.572178E-05,7.362132E-05,7.450546E-05,7.160575E-05,7.230407E-05,6.388229E-05,7.285409E-05,6.597273E-05,6.539783E-05,6.403714E-05,5.712872E-05
80,1,0.1992119,0.16826,0.1465184,0.1333171,0.1200844,0.1094106,0.09894115,0.08737398,0.07503279,0.06317171,0.05137189,0.04084669,0.03389918,0.03064271,0.0289558,0.02778335,0.02686275,0.02654983,0.02636208,0.0250957,0.02382555,0.02205335,0.01998767,0.01751347,0.01537287,0.01394708,0.01338336,0.01271531,0.01276067,0.01271778,0.01243532,0.01207654,0.01148425,0.01082223,0.009549215,0.00838545,0.007448626,0.006708882,0.006366485,0.006209517,0.006034165,0.005879947,0.005766071,0.005730798,0.005413533,0.004910708,0.004416026,0.003871654,0.003411514,0.003137102,0.002889601,0.002742982,0.002718006,0.002726434,0.002623605,0.002619248,0.002448739,0.00222105,0.001961599,0.001769899,0.001535442,0.001381759,0.001309639,0.001278368,0.001297045,0.001247157,0.001222254,0.001219118,0.001197908,0.001069594,0.0009769505,0.0008539696,0.0007810629,0.0006774084,0.0006669865,0.0006787871,0.0006758767,0.000642579,0.0007043129,0.0007147284,0.0006169395,0.0006551114,0.0006521657,0.0005970721,0.0004875972,0.0004378584,0.0004305174,0.0004040029,0.000346147,0.0003091409,0.000218145,0.0002031254,0.000168384,0.0001451342,0.0001080506,9.126821E-05,6.926587E-05,5.699267E-05,6.163424E-05,5.560934E-05,5.614422E-05,5.28175E-05,5.614601E-05,7.117532E-05,6.942306E-05,7.076118E-05,6.796682E-05,6.855628E-05,6.016891E-05,6.808894E-05,6.261034E-05,6.18393E-05,6.038473E-05
81,1,0.2114712,0.1732054,0.1467258,0.1279893,0.115758,0.104734,0.09487596,0.08620963,0.07620901,0.06510874,0.05504061,0.04471324,0.0355772,0.03177646,0.02893864,0.02722255,0.02613772,0.0252251,0.02505747,0.02484285,0.02361651,0.02243636,0.02072314,0.01880794,0.01646547,0.01451804,0.01314675,0.01265669,0.01197291,0.01201983,0.01195493,0.0117534,0.01137,0.01084495,0.01018767,0.009053232,0.007921372,0.007042919,0.00629655,0.006034867,0.005848441,0.005708706,0.005551919,0.005430365,0.005404631,0.00509328,0.004633405,0.004169881,0.003656365,0.003218461,0.00295661,0.00273715,0.002587864,0.002573615,0.002561115,0.002478089,0.002466424,0.002291837,0.002103744,0.00186158,0.001668455,0.001446016,0.001309293,0.001237872,0.001209836,0.001225676,0.001183778,0.001149091,0.001148599,0.00113386,0.001010598,0.0009205245,0.0008145695,0.0007353529,0.0006421274,0.0006338265,0.0006422247,0.0006336176,0.0006071699,0.0006676615,0.0006746586,0.0005799616,0.0006222219,0.0006190428,0.0005671765,0.0004635268,0.00041258,0.0004013584,0.0003870712,0.0003298175,0.000294,0.0002083005,0.0001928834,0.0001580157,0.0001377231,0.0001024726,8.540286E-05,6.589116E-05,5.39247E-05,5.781852E-05,5.252452E-05,5.288652E-05,5.00243E-05,5.317029E-05,6.78467E-05,6.567741E-05,6.624729E-05,6.442486E-05,6.515146E-05,5.703037E-05,6.483369E-05,5.833919E-05,5.856388E-05
82,1,0.2254962,0.1823809,0.1492345,0.1262472,0.1104683,0.1000923,0.09057511,0.08237007,0.07477398,0.06586611,0.05638421,0.04753692,0.03871606,0.03332521,0.02998678,0.02715777,0.02567855,0.02459463,0.02377514,0.02360169,0.02334232,0.02218409,0.02114764,0.01945679,0.01772145,0.01553762,0.01365015,0.01235646,0.01192606,0.0112547,0.01129891,0.01129029,0.01102774,0.01071472,0.01020709,0.009570368,0.008530229,0.007457006,0.006644714,0.005942804,0.005676391,0.005535839,0.005409261,0.005228843,0.005102348,0.005100721,0.004806583,0.004360406,0.003911877,0.003438598,0.003032842,0.002786448,0.002589227,0.002443831,0.002419491,0.002425348,0.002338187,0.002327544,0.002157656,0.001999322,0.001740767,0.001572468,0.001362242,0.001232443,0.001172997,0.001142832,0.001158364,0.001111962,0.001089904,0.00109614,0.00106367,0.0009529665,0.0008700463,0.0007776,0.0006974321,0.0006013504,0.0006038653,0.0006092761,0.0006046154,0.0005753052,0.0006334856,0.0006345648,0.000549601,0.0005903505,0.0005895614,0.0005388566,0.0004354846,0.0003950858,0.0003879082,0.0003659468,0.0003119574,0.0002788064,0.0001972269,0.000183338,0.0001505455,0.0001305761,9.677288E-05,8.195228E-05,6.207148E-05,5.10284E-05,5.490282E-05,4.96027E-05,5.048471E-05,4.737235E-05,5.002481E-05,6.391332E-05,6.222389E-05,6.262615E-05,6.04897E-05,6.185989E-05,5.374232E-05,6.146634E-05,5.642093E-05
83,1,0.2375181,0.1945412,0.1575528,0.1287742,0.1091437,0.09521535,0.08627107,0.07808291,0.07093085,0.06430192,0.05677629,0.04872485,0.0410694,0.03640471,0.03139638,0.02819385,0.02552294,0.02406307,0.02315247,0.02230721,0.02212465,0.02186934,0.02090314,0.01984226,0.01818364,0.01672271,0.01461525,0.01284553,0.01165438,0.01125282,0.01060889,0.01062408,0.01059785,0.01040723,0.0101112,0.009604475,0.009020418,0.008040966,0.006994095,0.006252369,0.005597745,0.005363158,0.005202425,0.005068597,0.004921241,0.004826923,0.004803841,0.004522986,0.004118091,0.003715609,0.003245887,0.002845888,0.002633281,0.002443322,0.002304419,0.002272993,0.002302562,0.002206009,0.002191398,0.002054305,0.001880796,0.001644553,0.001488202,0.001279684,0.001162402,0.001107841,0.001081892,0.001090008,0.001047889,0.00103537,0.001035671,0.001006668,0.0009007035,0.0008204909,0.0007343548,0.0006577743,0.0005720512,0.0005718257,0.0005737988,0.0005727262,0.0005439387,0.0005972717,0.0006121553,0.0005069912,0.0005581346,0.0005547532,0.0005129565,0.0004178506,0.0003731351,0.0003696062,0.0003485501,0.0002989135,0.0002668109,0.00018712,0.0001742104,0.0001427365,0.0001241226,9.197233E-05,7.790834E-05,5.912968E-05,4.881874E-05,5.237168E-05,4.708903E-05,4.789885E-05,4.490029E-05,4.769524E-05,6.043432E-05,5.879782E-05,5.959917E-05,5.782973E-05,5.842455E-05,5.103894E-05,5.852133E-05
84,1,0.2421454,0.2044251,0.1670304,0.135217,0.1105924,0.09332243,0.08177708,0.07390235,0.0670809,0.06074823,0.05518585,0.04864003,0.04160274,0.03860117,0.03413166,0.02942554,0.02654918,0.02402404,0.0226458,0.02174038,0.02099533,0.02079469,0.02063658,0.01968922,0.01871169,0.01723235,0.01575249,0.01377922,0.01207179,0.01094962,0.01059983,0.009965142,0.009972931,0.009971989,0.009733172,0.00952297,0.009024213,0.00849953,0.007574804,0.006582375,0.005897033,0.005271153,0.005057068,0.004920783,0.004820969,0.004660281,0.004548991,0.00455526,0.00427901,0.003873946,0.003508154,0.00306557,0.002688778,0.002483073,0.002302224,0.002177132,0.002151736,0.002168407,0.002058009,0.002067092,0.001941871,0.001762904,0.001559924,0.001406858,0.00121795,0.00109311,0.001045579,0.001019195,0.001026039,0.0009978224,0.000977251,0.0009799656,0.0009565272,0.0008472645,0.0007702724,0.0006937381,0.0006260732,0.0005420214,0.0005414312,0.0005470949,0.0005445299,0.0005153695,0.0005637889,0.0005738336,0.0004880382,0.0005199728,0.0005311007,0.0004823862,0.0003935339,0.0003568447,0.0003527573,0.0003337614,0.0002845503,0.0002513815,0.0001763424,0.0001655224,0.0001344817,0.0001177789,8.734236E-05,7.361764E-05,5.606344E-05,4.60872E-05,4.931987E-05,4.48289E-05,4.538675E-05,4.250313E-05,4.523289E-05,5.708046E-05,5.476506E-05,5.713573E-05,5.477535E-05,5.560302E-05,4.844533E-05
85,1,0.2410636,0.2070062,0.1749377,0.1429048,0.115554,0.09446327,0.07992173,0.06955012,0.06353381,0.05720581,0.05205525,0.04720265,0.04163678,0.03950949,0.03655703,0.03243585,0.02800529,0.02512817,0.02277936,0.02152099,0.02064684,0.01989102,0.01977353,0.01960139,0.01863572,0.01772366,0.01634845,0.01490855,0.01307868,0.01146188,0.01038481,0.01002797,0.009453639,0.009491931,0.009439411,0.00925381,0.009038842,0.00856409,0.008101525,0.007195681,0.006245061,0.00559911,0.004994058,0.004805248,0.004670375,0.004580654,0.004409816,0.0043152,0.004328068,0.00406393,0.003692022,0.00333291,0.002915082,0.002559903,0.002370263,0.002187993,0.002068018,0.002058635,0.002066908,0.001976632,0.001967525,0.001847738,0.001699545,0.001485314,0.001331363,0.001155424,0.001039198,0.0009976538,0.0009695103,0.0009836489,0.0009464931,0.0009307147,0.0009331426,0.0009144634,0.0008081768,0.0007269588,0.0006608687,0.0005963785,0.0005150984,0.0005132817,0.000521961,0.0005155158,0.0004912617,0.0005426458,0.0005553112,0.0004656145,0.0004990016,0.0005070979,0.0004599833,0.0003761558,0.0003364967,0.0003342032,0.0003105606,0.0002717214,0.0002405784,0.0001689361,0.0001575722,0.0001270599,0.0001123327,8.345026E-05,7.031566E-05,5.334405E-05,4.403259E-05,4.757352E-05,4.279884E-05,4.337051E-05,4.056926E-05,4.264933E-05,5.455287E-05,5.329441E-05,5.358316E-05,5.231398E-05,5.230736E-05
