"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
94,1,0.08622573,0.08328756,0.07570428,0.05857217,0.05094599,0.04429316,0.04113534,0.03547931,0.03066502,0.02661624,0.02303939,0.02080134,0.0181659,0.01568134,0.016494,0.01589631,0.01533056,0.01317313,0.01391648,0.01377362,0.01255033,0.01175831,0.01150782,0.01074329,0.01062041,0.01108311,0.0103543,0.009618624,0.008637441,0.008500867,0.008128042,0.008455317,0.007318293,0.006794971,0.007060267,0.006337179,0.006121831,0.005591326,0.005482503,0.004996661,0.004906001,0.004849973,0.004106595,0.003719862,0.003504981,0.003272941,0.00308276,0.002652124,0.002807071,0.002384472,0.002405343,0.002051465,0.001812366,0.001823966,0.001488941,0.001525226,0.001255491,0.001149182,0.001047219,0.0008448715,0.000792279,0.0008647975,0.0005679698,0.0005747317,0.0005381657,0.0005039294,0.0003873584,0.0003904008,0.0003662641,0.0002859977,0.0002380598,0.0002444249,0.0002214014,0.00018914,0.0001662395,0.0001559474,0.0001432576,0.0001306737,0.0001234648,9.672935E-05,0.000105522,8.3654E-05,7.009214E-05,7.304687E-05,6.556827E-05,5.94595E-05,5.93122E-05,4.992009E-05,5.624319E-05,5.107154E-05,4.517681E-05,4.683705E-05,4.606758E-05,4.277051E-05,5.084418E-05,4.809378E-05,4.700095E-05,5.149777E-05,4.923907E-05,5.063843E-05,5.285908E-05,4.924479E-05,5.178209E-05,6.543309E-05,6.123709E-05,5.705107E-05,5.739634E-05,6.233897E-05,6.614663E-05,8.09847E-05,7.39198E-05,8.036532E-05,9.535091E-05,8.613875E-05,0.0001038769,0.0001301501,0.0001217747,0.0001616131,0.0001993693,0.0001846606,0.0001460099,0.0001414119,0.0001412177,0.0001181525,0.0001233728,0.000118873,0.0001060985,0.0001077204,9.671781E-05,9.181642E-05,8.641277E-05,8.339587E-05,7.659676E-05,6.603107E-05,5.578333E-05
95,1,0.09777506,0.08125846,0.07241277,0.0670576,0.0521444,0.04610381,0.04111174,0.03492915,0.03103276,0.02661149,0.02333732,0.02027117,0.01912258,0.01791443,0.01535834,0.0151985,0.01556598,0.0146896,0.01295986,0.01329891,0.01335653,0.0116163,0.01101928,0.01078695,0.01111974,0.0102391,0.01008157,0.009666594,0.009274656,0.00872629,0.008492207,0.007699232,0.008356522,0.006936193,0.006543231,0.006907495,0.005957946,0.006094546,0.005393727,0.005073768,0.00488385,0.004669092,0.004807801,0.004349239,0.003535163,0.003554992,0.003113167,0.00294127,0.002570861,0.002603712,0.002283973,0.002253514,0.002055223,0.001744229,0.001678369,0.00143109,0.00142378,0.001123004,0.001149076,0.0009968467,0.0008340121,0.000730723,0.000778945,0.0005640861,0.0005492867,0.0005282197,0.0005088772,0.0003666345,0.0003838528,0.0003689757,0.0002812009,0.0002182354,0.0002259204,0.0002104344,0.000175952,0.000159372,0.0001460984,0.0001298304,0.0001265564,0.0001182673,9.847913E-05,0.000100216,8.114213E-05,6.921196E-05,7.349608E-05,6.024744E-05,5.954303E-05,5.916895E-05,5.00147E-05,5.230976E-05,4.679217E-05,4.551361E-05,4.214672E-05,4.446374E-05,4.184899E-05,4.838149E-05,4.366378E-05,4.383822E-05,4.687929E-05,4.456827E-05,4.86664E-05,5.283703E-05,4.256787E-05,4.800425E-05,6.027574E-05,5.608467E-05,5.619361E-05,5.967846E-05,5.920303E-05,5.971349E-05,7.670343E-05,7.393736E-05,7.77299E-05,8.49018E-05,8.890601E-05,9.885313E-05,0.0001314831,0.0001134575,0.000158062,0.000183253,0.000169188,0.0001467747,0.0001356873,0.0001368462,0.0001117238,0.0001146266,0.0001110723,9.859016E-05,0.0001019151,9.31406E-05,8.47404E-05,8.870246E-05,7.3722E-05,7.59694E-05,6.742292E-05
96,1,0.1000204,0.08747938,0.07110224,0.06504959,0.05727827,0.04601513,0.04029299,0.03683436,0.03120219,0.02820759,0.02451898,0.02054428,0.0185072,0.01769097,0.01723342,0.01484218,0.01557982,0.01494719,0.01352879,0.01255685,0.01276613,0.01199844,0.01135132,0.01090353,0.01041508,0.01038352,0.009690898,0.009535227,0.009530125,0.008747351,0.007969994,0.008013158,0.007546192,0.007599941,0.006949469,0.006361107,0.006697553,0.005774999,0.005854308,0.005405846,0.004920899,0.0046981,0.004353328,0.004522065,0.003978329,0.003376997,0.003495852,0.002925368,0.002927919,0.002419131,0.002516838,0.002126084,0.002231681,0.001848069,0.001657374,0.001655712,0.001343047,0.001369189,0.001091928,0.001031728,0.0009586168,0.0007819645,0.0006884992,0.00079479,0.0005666455,0.0005445062,0.0005001872,0.0004619097,0.0003640002,0.0003586542,0.00035538,0.0002714472,0.0002088884,0.0002149547,0.0001936436,0.0001709019,0.0001551995,0.0001393765,0.0001313705,0.0001198223,0.0001110131,9.089865E-05,8.957881E-05,8.004401E-05,6.808765E-05,6.843598E-05,5.704994E-05,6.157757E-05,5.677667E-05,4.499117E-05,5.221361E-05,4.684854E-05,4.499096E-05,4.146934E-05,4.285134E-05,4.20646E-05,4.600617E-05,4.417756E-05,4.209815E-05,4.446175E-05,4.21781E-05,4.618773E-05,4.596395E-05,4.638061E-05,4.659521E-05,5.56485E-05,5.275592E-05,5.678863E-05,6.204321E-05,5.534122E-05,5.735263E-05,7.13583E-05,6.984739E-05,7.972118E-05,9.049223E-05,8.516046E-05,0.0001014577,0.0001212745,0.0001031772,0.0001493691,0.0001746102,0.0001577928,0.000139823,0.0001289327,0.0001389886,0.0001056484,0.0001108387,0.0001069956,9.162015E-05,9.271395E-05,8.625502E-05,8.423823E-05,8.714903E-05,6.849808E-05,7.505155E-05
97,1,0.09584805,0.08423629,0.07704624,0.06291946,0.05914889,0.05141121,0.03967958,0.03643955,0.03225464,0.02873836,0.02551693,0.02229763,0.01782329,0.01863424,0.01733876,0.0160599,0.01397542,0.01473944,0.014679,0.01332587,0.01175018,0.01214501,0.0115984,0.01130154,0.01036097,0.009875096,0.01011847,0.009339278,0.008653106,0.00921755,0.008268132,0.007935589,0.007738353,0.007186707,0.007329599,0.006520906,0.006084815,0.006364441,0.005295417,0.005628936,0.005125637,0.004515662,0.004601334,0.004302569,0.004270898,0.003685588,0.003219688,0.003233231,0.002882299,0.002702236,0.002372326,0.002303581,0.002048032,0.002159296,0.001714821,0.001594993,0.001532077,0.00125089,0.001307631,0.00102218,0.000936762,0.0008809471,0.0007631914,0.000653091,0.0007305848,0.0005207959,0.0005219929,0.0004644842,0.0004641616,0.0003741405,0.0003571146,0.0003270346,0.0002516096,0.0001939665,0.0002110119,0.0001805391,0.0001498605,0.0001477794,0.0001324772,0.000127732,0.0001179311,0.0001096296,8.402867E-05,9.254392E-05,7.59519E-05,6.138194E-05,6.357789E-05,5.791681E-05,5.62841E-05,5.593807E-05,4.227281E-05,4.898637E-05,4.522904E-05,4.187379E-05,3.979496E-05,4.114362E-05,3.988951E-05,4.626012E-05,4.019062E-05,4.086956E-05,4.340115E-05,4.036509E-05,4.14961E-05,4.287353E-05,4.39634E-05,4.239666E-05,5.400337E-05,5.267958E-05,5.472871E-05,6.169807E-05,5.037514E-05,5.75589E-05,6.810937E-05,7.632571E-05,7.27332E-05,8.754472E-05,8.742454E-05,9.218831E-05,0.0001093121,9.943064E-05,0.0001371108,0.0001817068,0.0001526047,0.0001349709,0.0001222641,0.0001315635,0.0001043232,0.0001110343,0.0001010839,9.177129E-05,9.16311E-05,8.43791E-05,7.711113E-05,8.413116E-05,6.828583E-05
98,1,0.1118358,0.08141094,0.0758264,0.06715143,0.05539192,0.05299333,0.04308246,0.03658718,0.03209611,0.02869114,0.02606738,0.02264625,0.02004817,0.01762593,0.01799481,0.01667408,0.01527736,0.01287881,0.01404347,0.01347287,0.01204677,0.01127049,0.01196812,0.01051705,0.01020509,0.01017419,0.009534209,0.009358193,0.009017086,0.008532469,0.00855837,0.007777397,0.007524922,0.007326998,0.006989913,0.007197109,0.006210904,0.006004455,0.005910645,0.005042122,0.005207747,0.004947386,0.004604826,0.004185773,0.004191668,0.004313318,0.003476186,0.002885284,0.003017169,0.002704297,0.00252034,0.002298821,0.002290438,0.001914628,0.002016422,0.001669185,0.001427777,0.001522113,0.001261684,0.001207108,0.0009846934,0.0009320181,0.0008964204,0.0007066271,0.0006386464,0.000656514,0.0005330942,0.0005007744,0.0004555526,0.0004358584,0.0003269243,0.0003445067,0.0003075516,0.0002517646,0.0001856233,0.0002092566,0.0001836333,0.0001476677,0.0001369464,0.0001257322,0.0001300561,0.0001141417,0.0001054522,8.266154E-05,8.287417E-05,6.980154E-05,5.732738E-05,6.372046E-05,5.220972E-05,5.320731E-05,5.353675E-05,3.890999E-05,4.301469E-05,4.134284E-05,4.216539E-05,3.917516E-05,4.028022E-05,3.629279E-05,4.098162E-05,4.066207E-05,3.67969E-05,4.156932E-05,3.623004E-05,4.035431E-05,4.475432E-05,3.915507E-05,4.0638E-05,5.008628E-05,5.172272E-05,4.914627E-05,5.692239E-05,4.797694E-05,5.777089E-05,6.506807E-05,6.934946E-05,7.513444E-05,7.704437E-05,7.426671E-05,9.38661E-05,0.0001021128,9.876704E-05,0.0001354119,0.0001669375,0.0001470908,0.0001229785,0.0001216157,0.000130167,9.814778E-05,0.0001077013,9.628038E-05,8.514143E-05,8.364374E-05,7.830816E-05,7.613523E-05,8.019739E-05
99,1,0.1091372,0.09832206,0.07538879,0.06635061,0.06012507,0.05030284,0.04436582,0.03830249,0.03313885,0.02814169,0.02496602,0.02369335,0.02011683,0.01853764,0.0169351,0.01715535,0.01627613,0.01423624,0.01241739,0.01309561,0.01300988,0.01174598,0.01099066,0.01130004,0.009912001,0.009666148,0.009750624,0.009379647,0.008933397,0.008565579,0.008279734,0.007873523,0.007412932,0.00743826,0.006750583,0.006579574,0.00650373,0.006085734,0.005897855,0.005655464,0.004781684,0.004968475,0.004636426,0.004415571,0.003957083,0.003810588,0.00414968,0.003446355,0.002894524,0.002803155,0.002725071,0.002505722,0.002205735,0.002195445,0.001849424,0.001888223,0.001532461,0.001425952,0.00144117,0.001209105,0.001166285,0.000910769,0.0008451774,0.0008634291,0.0006795987,0.0005690579,0.0006567086,0.0005011432,0.0004518457,0.0004550207,0.0003925506,0.0003225557,0.0003307856,0.0003000924,0.0002262928,0.0001739902,0.0001863171,0.0001790691,0.000140658,0.0001397469,0.0001174279,0.0001178422,0.0001125369,9.960787E-05,7.791896E-05,8.015013E-05,6.571602E-05,5.586021E-05,6.029783E-05,5.298895E-05,5.015761E-05,5.132621E-05,4.179464E-05,4.450353E-05,3.96817E-05,4.015503E-05,3.722166E-05,3.449712E-05,3.528746E-05,4.087522E-05,3.740513E-05,3.755623E-05,3.531868E-05,3.614043E-05,4.003062E-05,4.210577E-05,3.892474E-05,3.948229E-05,4.714181E-05,4.979942E-05,4.694102E-05,5.238398E-05,4.948699E-05,5.375847E-05,5.897674E-05,6.942717E-05,6.677717E-05,7.395571E-05,7.246277E-05,8.750197E-05,9.412481E-05,8.409519E-05,0.0001249356,0.0001677384,0.0001420841,0.0001109946,0.0001198489,0.0001239632,9.79476E-05,0.00010001,9.540637E-05,7.75505E-05,8.192008E-05,7.285478E-05,7.294353E-05
100,1,0.1092238,0.09351112,0.08400904,0.06517155,0.05824542,0.04936517,0.04493733,0.03970623,0.03391507,0.02961296,0.02545762,0.02206236,0.02084786,0.0187945,0.01734683,0.01590888,0.01627079,0.01499062,0.01375823,0.01269011,0.01278368,0.01209395,0.01189514,0.01046645,0.01076945,0.009505472,0.009095335,0.009135077,0.008492611,0.008439437,0.008103843,0.008015974,0.007897749,0.007034247,0.006913684,0.00645705,0.006091632,0.00629157,0.005857506,0.005731663,0.005563323,0.004636929,0.00458678,0.004675589,0.003981158,0.003702031,0.003734187,0.003731487,0.003306907,0.002801377,0.00261345,0.002536685,0.002401044,0.002078554,0.002148764,0.001802987,0.001827384,0.001568828,0.001394484,0.001399921,0.00114813,0.001145216,0.0008926342,0.0008194522,0.0008117699,0.0006402609,0.0005564441,0.0006285132,0.000494267,0.0004717452,0.00043017,0.000368175,0.0003063939,0.000308579,0.0002847026,0.000215634,0.000172903,0.0001790783,0.0001693018,0.0001415123,0.0001338866,0.0001158486,0.0001161335,0.0001020639,9.585688E-05,7.768763E-05,7.55789E-05,6.252384E-05,5.215534E-05,5.805255E-05,5.071356E-05,4.767222E-05,4.655399E-05,3.893995E-05,4.325864E-05,3.85559E-05,3.714177E-05,3.718019E-05,3.533464E-05,3.498842E-05,3.864121E-05,3.38725E-05,3.595589E-05,3.655478E-05,3.590873E-05,3.675914E-05,3.557089E-05,3.593707E-05,3.65269E-05,4.746957E-05,4.70885E-05,4.194407E-05,5.412945E-05,4.829928E-05,4.8696E-05,5.514397E-05,5.923391E-05,6.563898E-05,7.277761E-05,7.51638E-05,7.356946E-05,8.899312E-05,8.485409E-05,0.0001210778,0.000161981,0.0001387973,0.0001120034,0.0001080968,0.0001170365,9.457854E-05,9.24762E-05,9.768309E-05,7.292529E-05,7.836941E-05,6.744082E-05
101,1,0.1116469,0.09695758,0.08234475,0.07527093,0.05758922,0.05182713,0.04581469,0.03897541,0.03428502,0.03032165,0.02558303,0.02234926,0.01984555,0.01908401,0.01798142,0.01600421,0.01527402,0.01571219,0.0144296,0.01272082,0.01160783,0.01193134,0.01152988,0.01067641,0.009893822,0.01027068,0.008850287,0.008649116,0.008738264,0.008303249,0.007805227,0.007517293,0.007305305,0.007424039,0.006362164,0.006474812,0.006211704,0.005753729,0.006100063,0.005478435,0.005334343,0.005295992,0.004445623,0.004267102,0.004584499,0.004035034,0.00376237,0.003720494,0.003459024,0.003113972,0.002697649,0.002627527,0.002476293,0.002225244,0.001873835,0.001944195,0.001771774,0.001693876,0.001428129,0.001298941,0.001407073,0.001063875,0.001081874,0.0008794637,0.0007836774,0.0007584626,0.000629533,0.0005737201,0.0006107548,0.0004855089,0.0004289958,0.0004121399,0.000347147,0.0003083367,0.0002881139,0.0002788248,0.0002067901,0.0001621973,0.0001697283,0.0001656595,0.0001334892,0.0001189548,0.0001030389,0.0001065845,9.692016E-05,9.514829E-05,7.374204E-05,7.190414E-05,6.248501E-05,5.470803E-05,4.992264E-05,4.799404E-05,4.659412E-05,4.585647E-05,3.813604E-05,4.266264E-05,3.852938E-05,3.701978E-05,3.565012E-05,3.273315E-05,3.21093E-05,3.886358E-05,3.047094E-05,3.366588E-05,3.488102E-05,3.411561E-05,3.447012E-05,3.477261E-05,3.600416E-05,3.453366E-05,4.731319E-05,4.269612E-05,4.18336E-05,5.020544E-05,4.95039E-05,4.928547E-05,5.200876E-05,5.813952E-05,6.079573E-05,7.128247E-05,7.307105E-05,7.328967E-05,8.452473E-05,8.573347E-05,0.0001160715,0.0001488795,0.0001371435,0.0001049193,9.901114E-05,0.0001088898,8.878823E-05,8.729612E-05,9.130169E-05,7.096389E-05,7.336318E-05
102,1,0.1104722,0.1006733,0.08594979,0.07204916,0.0695017,0.05039551,0.04775233,0.04117199,0.03551019,0.03114578,0.02727547,0.0238429,0.02016622,0.01795843,0.01875626,0.0177098,0.01593489,0.01471546,0.01444445,0.01402956,0.0124657,0.01117055,0.0116928,0.01093854,0.0101688,0.009715078,0.01028553,0.009007154,0.00840873,0.008356689,0.007652326,0.007900212,0.006770601,0.007120938,0.006809889,0.006107794,0.006280249,0.006085385,0.005625633,0.005911841,0.005196033,0.005099135,0.005052396,0.004187729,0.004105491,0.004125472,0.003763475,0.003603707,0.003639862,0.003259424,0.002944242,0.002589884,0.002450955,0.00237273,0.002141341,0.001888949,0.001801207,0.001719356,0.00158452,0.001433612,0.001228008,0.001314023,0.001019604,0.001035266,0.0008435449,0.0007996805,0.000725494,0.0006131588,0.0005173276,0.0005610407,0.0004381769,0.0004504451,0.0003898728,0.0003245858,0.0002911973,0.0002794339,0.0002557212,0.0001933556,0.0001623194,0.0001644681,0.0001604314,0.0001250021,0.0001159865,0.0001045836,0.0001030117,9.415526E-05,8.802415E-05,7.26877E-05,7.223024E-05,5.634104E-05,5.151717E-05,5.059167E-05,4.374083E-05,4.483233E-05,4.262677E-05,3.581708E-05,4.019916E-05,3.851012E-05,3.495898E-05,3.44289E-05,3.079385E-05,3.020283E-05,3.758242E-05,2.88799E-05,3.276765E-05,3.321519E-05,3.560377E-05,3.492854E-05,3.557731E-05,3.544144E-05,3.410892E-05,4.330499E-05,4.194835E-05,4.049707E-05,4.633151E-05,4.528053E-05,4.20313E-05,5.211715E-05,5.724509E-05,5.712294E-05,6.832409E-05,6.815729E-05,7.781386E-05,8.630766E-05,7.860442E-05,0.0001160909,0.0001382842,0.0001240074,0.0001047668,9.88644E-05,0.0001006781,8.558E-05,8.283297E-05,9.011403E-05,7.188072E-05
103,1,0.1097051,0.09874062,0.08895661,0.07656542,0.06303784,0.0613417,0.04526361,0.04103774,0.03678487,0.03269451,0.02656652,0.02403246,0.02057102,0.01910715,0.01749743,0.01799658,0.01688396,0.01580559,0.01404438,0.01307885,0.01297685,0.01149083,0.01072994,0.01130176,0.01018334,0.009672984,0.009296676,0.009129645,0.008749076,0.007966289,0.008003934,0.007351646,0.007744133,0.006750782,0.00696541,0.006712444,0.006244426,0.005951514,0.005716324,0.005328212,0.005738384,0.005057032,0.004781852,0.004931708,0.004080119,0.004029396,0.003842731,0.003474118,0.003535043,0.003410832,0.003327562,0.002826007,0.002578819,0.002413103,0.002295973,0.002173562,0.001699106,0.001809296,0.001658308,0.00149001,0.001361241,0.001219657,0.001271337,0.0009971866,0.000980703,0.0008280409,0.0007593277,0.0007005709,0.0005818885,0.0005237699,0.0005590215,0.0004086334,0.0004216308,0.0003453277,0.0003331004,0.0002873802,0.0002773244,0.0002517868,0.0001793305,0.0001459589,0.0001493849,0.0001546845,0.000117013,0.0001075047,0.0001008255,9.713041E-05,8.839901E-05,8.61131E-05,6.957138E-05,6.744187E-05,5.449307E-05,5.074242E-05,5.166586E-05,4.158511E-05,4.102925E-05,3.911492E-05,3.427856E-05,3.605101E-05,3.441312E-05,3.237627E-05,3.151378E-05,2.977433E-05,2.795596E-05,3.468014E-05,2.784669E-05,2.970375E-05,3.255981E-05,3.322846E-05,3.442953E-05,3.379891E-05,3.212677E-05,3.138667E-05,4.191302E-05,3.825762E-05,4.01666E-05,4.416737E-05,4.489078E-05,4.617806E-05,4.935859E-05,5.921285E-05,5.183769E-05,6.839005E-05,6.07336E-05,7.300526E-05,8.348894E-05,7.652691E-05,0.0001118951,0.0001313455,0.0001242771,0.0001025553,9.66197E-05,9.823716E-05,8.305813E-05,8.234134E-05,8.375363E-05
104,1,0.1234801,0.09547518,0.08676232,0.07862828,0.06652113,0.05623029,0.05290034,0.04157323,0.0383772,0.0332496,0.02977442,0.02525482,0.02198047,0.01959775,0.01794756,0.01740507,0.01716597,0.01611887,0.01508157,0.01379455,0.01287005,0.01279105,0.01102265,0.0102407,0.01022615,0.00954675,0.00922019,0.008881764,0.009109661,0.007832901,0.007811988,0.007738292,0.007139608,0.007311578,0.006609716,0.006266487,0.006249314,0.005655471,0.005576164,0.00584005,0.005012741,0.005417597,0.004950737,0.004672944,0.004572229,0.003955492,0.00385643,0.003818895,0.003322747,0.003415875,0.003226618,0.00302365,0.002753278,0.002493792,0.002332027,0.002109083,0.001972352,0.001668308,0.001757435,0.001549557,0.001353185,0.00128123,0.001163528,0.001275551,0.0009812521,0.0009615835,0.0008206334,0.00072236,0.0006653244,0.000583024,0.0005194672,0.0005359504,0.0004073776,0.0003921264,0.0003375011,0.0003074837,0.0002793218,0.0002571933,0.0002239624,0.0001659161,0.0001420426,0.0001540446,0.0001442697,0.0001126545,9.850993E-05,9.959472E-05,9.025485E-05,8.720954E-05,8.45066E-05,6.999505E-05,6.437927E-05,5.581872E-05,4.756557E-05,4.931472E-05,4.09895E-05,3.796634E-05,3.786356E-05,3.210027E-05,3.581079E-05,3.304103E-05,3.097965E-05,2.918678E-05,2.896721E-05,2.660946E-05,3.19029E-05,2.625418E-05,2.84539E-05,2.999422E-05,2.968197E-05,3.10146E-05,3.254068E-05,3.207999E-05,2.918691E-05,4.109895E-05,3.716796E-05,4.145632E-05,4.323935E-05,4.461474E-05,4.211885E-05,4.739124E-05,5.742751E-05,4.890098E-05,6.274327E-05,6.079773E-05,7.204959E-05,7.543757E-05,7.194497E-05,0.0001042035,0.0001293007,0.0001123291,9.715388E-05,9.209254E-05,9.202075E-05,8.052892E-05,7.441704E-05
105,1,0.1101276,0.1074299,0.08543565,0.07659574,0.07251348,0.05994173,0.05130698,0.04737777,0.04050724,0.03381683,0.02883849,0.02574997,0.022608,0.02119881,0.01915927,0.01767499,0.01609013,0.01564787,0.01606176,0.01476981,0.01318361,0.01221071,0.01176534,0.01055844,0.009170742,0.009814547,0.009133551,0.009122467,0.008452103,0.008593419,0.007417252,0.007630473,0.007115284,0.006791719,0.006971434,0.006251787,0.006161937,0.005953671,0.005634414,0.005141476,0.005650564,0.004964297,0.005134975,0.004838766,0.004149595,0.004359745,0.003797244,0.003765948,0.003743351,0.003236605,0.00326624,0.003107042,0.002981049,0.00259297,0.002405517,0.002239845,0.002158372,0.001921197,0.001630004,0.001755215,0.001491064,0.001352773,0.001186573,0.001148782,0.001274815,0.0009137661,0.0009561517,0.0007756515,0.00068431,0.000669649,0.0005423595,0.0005025778,0.0004849072,0.0004002929,0.0003768801,0.0003225892,0.0002831205,0.0002463737,0.0002376798,0.0002185395,0.0001680403,0.0001467346,0.0001481404,0.0001401083,0.00010744,0.0001003136,9.766331E-05,8.99329E-05,7.99101E-05,7.752918E-05,6.532308E-05,5.933571E-05,5.083835E-05,4.630918E-05,4.880243E-05,3.625999E-05,3.811637E-05,3.498538E-05,3.019805E-05,3.466423E-05,3.226081E-05,2.824459E-05,2.738753E-05,2.871515E-05,2.572996E-05,2.943757E-05,2.874656E-05,2.650976E-05,2.789322E-05,2.928763E-05,2.935547E-05,3.222511E-05,3.177084E-05,2.628369E-05,3.902142E-05,3.494569E-05,3.7528E-05,4.184081E-05,3.982055E-05,4.341213E-05,4.897032E-05,5.500524E-05,5.321716E-05,5.55122E-05,5.259702E-05,6.628101E-05,7.974877E-05,6.978631E-05,9.385581E-05,0.0001204491,0.0001143673,9.656669E-05,8.632958E-05,8.7853E-05,7.386498E-05
