"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
90,0,9.999945E-11,5.274232E-06,4.146798E-05,0.0001306135,0.0002991766,0.000560837,0.0009267449,0.001387935,0.001997637,0.002697316,0.003610888,0.004501016,0.04902686,0.05670235,0.09292445,0.1444881,0.2675549,0.2837728,0.306598,0.5004277,0.4565467,0.6741956,0.6151541,0.6545551,0.744736,0.8182514,0.8936992,0.9940704,1.040987,1.096869,1.148065,1.287434,1.386186,1.453888,1.548,1.647855,1.718043,1.856751,1.872452,1.990687,2.063336,2.193244,2.214951,2.34828,2.456999,2.491439,2.603788,2.714453,2.644657,2.87055,2.810648,3.0091,3.004437,3.187465,3.169528,3.364785,3.260912,3.43873,3.527736,3.536687,3.717488,3.718573,3.754622,3.901036,3.885679,4.104493,3.935746,4.127699,4.243777,4.362084,4.203527,4.389114,4.424631,4.551642,4.645527,4.331237,4.716023,4.694514,4.524765,4.798165,4.970965,4.781341,4.854715,5.000124,4.819952,5.019976,5.036651,5.127372,5.092989,5.091918,5.279892,5.239662,5.266211,5.250432,5.351774,5.426124,5.424157,5.464255,5.33776,5.439447,5.495347,5.496828,5.533435,5.565292,5.748571,5.67265,5.686652,5.800608,5.824183,5.796113,5.698782,5.714125,6.11067
91,0,9.999945E-11,5.392282E-06,4.092401E-05,0.0001333304,0.0002960588,0.0005490669,0.0009192128,0.001387173,0.001957767,0.00270195,0.003517346,0.004556703,0.005592475,0.0933561,0.1073743,0.143784,0.1984684,0.3547247,0.3428019,0.3700604,0.5532133,0.5178715,0.7176571,0.6759595,0.7195821,0.8136222,0.8851833,0.9657182,1.065527,1.11137,1.163268,1.212784,1.355944,1.449314,1.526895,1.615283,1.713781,1.802326,1.92317,1.948903,2.057589,2.1262,2.246931,2.271799,2.411141,2.506262,2.539384,2.65288,2.765816,2.687655,2.907547,2.842077,3.063122,3.030068,3.244709,3.209375,3.406434,3.284089,3.475924,3.561714,3.559645,3.731257,3.739061,3.764889,3.90556,3.896149,4.108553,3.94309,4.137046,4.247103,4.374852,4.206271,4.394651,4.422461,4.531075,4.645488,4.331389,4.720078,4.690239,4.513414,4.796979,4.976127,4.782017,4.838644,4.977797,4.803178,4.980638,4.998775,5.182841,5.060935,5.064815,5.24221,5.225173,5.226822,5.234434,5.313951,5.389934,5.393852,5.43207,5.305978,5.410341,5.447049,5.453825,5.482067,5.533289,5.722329,5.630482,5.636109,5.744686,5.766863,5.74021,5.660079,5.956679
92,0,9.999945E-11,5.336907E-06,4.063932E-05,0.0001328677,0.0002946219,0.0005449973,0.0009005056,0.001369258,0.00196585,0.0026425,0.003491948,0.004452948,0.005639916,0.06608274,0.1538938,0.174393,0.2124619,0.2727921,0.424036,0.4224518,0.4553719,0.6344014,0.6080309,0.7888365,0.7677999,0.8232388,0.9310929,0.9954225,1.069967,1.176138,1.232408,1.264881,1.319925,1.471113,1.554036,1.649839,1.7273,1.826584,1.922691,2.039542,2.075052,2.196172,2.259221,2.363996,2.396417,2.523892,2.627464,2.653676,2.755833,2.872625,2.796215,3.011712,2.944485,3.176358,3.129318,3.344727,3.323479,3.508126,3.377908,3.587621,3.666507,3.66958,3.823137,3.847854,3.857927,3.997931,3.988771,4.208835,4.029725,4.240882,4.341415,4.46904,4.289849,4.489243,4.520067,4.614953,4.743958,4.416762,4.828579,4.783377,4.595937,4.916112,5.064002,4.888433,4.912635,5.047022,4.888627,5.072047,5.072121,5.37255,5.122446,5.154017,5.312915,5.334029,5.285161,5.310753,5.403109,5.470222,5.468481,5.501006,5.386447,5.468389,5.501317,5.529241,5.553046,5.604918,5.809176,5.685619,5.695114,5.807106,5.81804,5.785557,6.056087
93,0,9.999945E-11,5.200034E-06,4.076732E-05,0.0001308778,0.0002945613,0.0005347138,0.0008923416,0.001338995,0.001931486,0.002640372,0.003424418,0.004406142,0.005498979,0.07596237,0.1429838,0.2348129,0.2584016,0.300924,0.3660317,0.5245824,0.5243801,0.5648574,0.7462815,0.7238497,0.8852979,0.894145,0.9522473,1.058007,1.165271,1.225623,1.325989,1.389666,1.403258,1.475868,1.625915,1.714645,1.817073,1.885404,1.998186,2.091948,2.204091,2.267775,2.372842,2.445029,2.543561,2.582477,2.705702,2.793683,2.862436,2.920235,3.059047,2.976054,3.189051,3.111669,3.363057,3.294368,3.513127,3.530141,3.770036,3.555464,3.783672,3.841665,3.838666,4.032939,4.02633,4.038538,4.184615,4.154152,4.398135,4.206311,4.419909,4.525346,4.639356,4.466488,4.654552,4.720809,4.78427,5.0649,4.592261,5.030159,4.957986,4.766245,5.115289,5.241489,5.06478,5.089952,5.229519,5.050354,5.231083,5.219595,5.525264,5.281652,5.409915,5.473467,5.529634,5.434478,5.473743,5.578527,5.625129,5.63137,5.676865,5.57971,5.628994,5.664727,5.684096,5.724919,5.757895,5.990471,5.839713,5.861644,5.999702,5.975408,6.351007
94,0,9.999945E-11,5.132321E-06,3.944902E-05,0.0001259703,0.0002926052,0.0005416339,0.001713157,0.001329837,0.003355127,0.004430885,0.003450459,0.007827025,0.005428153,0.0834185,0.155114,0.2321866,0.3287698,0.356379,0.3969407,0.47823,0.6471036,0.6388153,0.6839068,0.8729058,0.8537171,1.00666,1.033591,1.099246,1.206088,1.323813,1.380813,1.507373,1.568594,1.569405,1.646603,1.819632,1.886949,2.009622,2.065953,2.18466,2.276001,2.388322,2.472759,2.577245,2.662336,2.735499,2.777463,2.917187,2.992486,3.067179,3.11393,3.278481,3.192432,3.384788,3.323129,3.572712,3.501642,3.736474,3.756994,4.035493,3.776005,4.007416,4.058996,4.042242,4.234913,4.270604,4.248271,4.397383,4.370422,4.612397,4.414993,4.630883,4.752076,4.871076,4.66941,4.849519,4.967217,4.97331,5.297908,4.787362,5.272883,5.168696,4.96982,5.340145,5.46654,5.287978,5.294295,5.45169,5.259582,5.443149,5.433558,5.73876,5.498985,5.648976,5.686382,5.759686,5.640823,5.640615,5.801963,5.850313,5.910176,5.879712,5.776082,5.832343,5.873644,5.896905,5.924984,5.966138,6.201204,6.016681,6.101588,6.223373,6.645158
95,0,9.999945E-11,5.177048E-06,3.965749E-05,0.0001264228,0.000285541,0.0005353072,0.0008784946,0.002074752,0.001879746,0.003899068,0.00505551,0.004382782,0.008715838,0.07829548,0.1591828,0.2348184,0.3187779,0.4142153,0.4495049,0.4938059,0.5774955,0.7671248,0.7544873,0.7952871,0.9892671,0.9808878,1.109131,1.163187,1.241166,1.347474,1.472311,1.533829,1.653259,1.722453,1.71764,1.795431,1.968767,2.042562,2.188515,2.223128,2.356288,2.447368,2.56278,2.656313,2.749429,2.861348,2.908799,2.950383,3.09181,3.178286,3.225636,3.289659,3.448469,3.38231,3.578526,3.489485,3.734546,3.693284,3.901237,3.943652,4.275284,3.962072,4.173481,4.243162,4.240159,4.38904,4.435561,4.440877,4.564404,4.550661,4.78322,4.611627,4.820323,4.929951,5.031734,4.821829,4.998219,5.162333,5.124657,5.464623,4.955893,5.48385,5.324086,5.190755,5.533707,5.647764,5.424726,5.461142,5.676809,5.421017,5.610998,5.605381,5.87496,5.659723,5.809411,5.848012,5.947951,5.825436,5.787483,6.02274,6.03768,6.081069,6.0427,5.93719,5.998106,6.051934,6.084386,6.096281,6.118125,6.397065,6.183408,6.260653,6.847974
96,0,9.999945E-11,5.08587E-06,4.141035E-05,0.0001247118,0.0002815377,0.0005237956,0.0008772045,0.001324395,0.002555004,0.00255368,0.004549751,0.005823766,0.005424845,0.07159761,0.1440258,0.2236092,0.3041809,0.4054834,0.4870251,0.528456,0.5815703,0.6599645,0.877452,0.8448689,0.8895402,1.079965,1.077668,1.19336,1.263186,1.351861,1.447533,1.613034,1.641863,1.762952,1.83172,1.832048,1.922641,2.080705,2.159323,2.303657,2.341475,2.476888,2.568349,2.690235,2.771295,2.87285,2.992031,3.022973,3.055949,3.194004,3.299863,3.336027,3.409449,3.564163,3.524132,3.683758,3.615716,3.829089,3.803542,4.003551,4.047546,4.344662,4.070592,4.265297,4.370359,4.339065,4.480604,4.536582,4.545647,4.669795,4.647003,4.879055,4.721229,4.937068,5.027144,5.109745,4.963339,5.074455,5.269886,5.21553,5.560864,5.056336,5.602836,5.406679,5.301021,5.636161,5.730847,5.501409,5.536035,5.743371,5.504811,5.68813,5.708359,5.929533,5.744384,5.982371,5.891615,6.054132,5.906406,5.841386,6.092796,6.131886,6.132172,6.116204,6.002945,6.065221,6.119286,6.154931,6.152135,6.283469,6.503544,6.268575,6.67948
97,0,9.999945E-11,5.111978E-06,3.980262E-05,0.0001290139,0.0002829934,0.0005265052,0.0008680054,0.001329451,0.001874718,0.003162632,0.003356929,0.005371614,0.006728227,0.05804204,0.124583,0.2002956,0.2767583,0.3639627,0.4650082,0.5399889,0.594291,0.6444727,0.7226989,0.9426509,0.904552,0.9544874,1.14227,1.141769,1.246151,1.330949,1.417031,1.515514,1.712621,1.704924,1.83204,1.898435,1.90736,1.996951,2.145018,2.224919,2.369985,2.409344,2.547589,2.638831,2.755301,2.813207,2.940141,3.040684,3.078383,3.103824,3.235708,3.353898,3.373957,3.443313,3.604264,3.582022,3.713898,3.654353,3.847715,3.847311,4.041324,4.083975,4.34273,4.108355,4.28237,4.393273,4.377968,4.491853,4.535768,4.567153,4.681044,4.648467,4.877692,4.753325,4.947089,5.043074,5.106121,4.967289,5.079415,5.256197,5.205572,5.544717,5.08926,5.592505,5.395669,5.302893,5.619447,5.718271,5.502906,5.532698,5.717658,5.506294,5.669049,5.714396,5.907436,5.716629,5.954743,5.85184,6.031626,5.883559,5.813066,6.047168,6.130433,6.089149,6.091181,5.98207,6.029974,6.092454,6.11107,6.123889,6.259364,6.456221,6.566368
98,0,9.999945E-11,5.187282E-06,3.977703E-05,0.000130162,0.0002914633,0.0005277036,0.0008741457,0.00132597,0.001901672,0.002559678,0.00390812,0.004274353,0.006317111,0.05156817,0.1029391,0.1655722,0.2428624,0.3213922,0.4088203,0.5112714,0.5782994,0.6416629,0.6857762,0.7659007,0.9798669,0.9431584,1.003879,1.1786,1.174103,1.316921,1.375184,1.44975,1.545045,1.770711,1.738689,1.86692,1.936147,1.937963,2.026921,2.170279,2.23943,2.388071,2.42915,2.567664,2.648218,2.77939,2.824244,2.932256,3.029979,3.071192,3.09347,3.223493,3.347081,3.35569,3.430602,3.583563,3.559606,3.693,3.6288,3.81923,3.82666,3.99892,4.055026,4.372561,4.090495,4.238683,4.328466,4.328317,4.431754,4.467964,4.50813,4.626701,4.586556,4.81683,4.710844,4.875542,4.959321,5.008661,4.89461,4.998636,5.183514,5.127756,5.44075,5.028091,5.505291,5.309031,5.209456,5.527751,5.642287,5.401056,5.451341,5.588917,5.428324,5.557353,5.603776,5.799294,5.634471,5.831961,5.740985,5.929021,5.789944,5.707163,5.921268,6.016693,5.969493,5.968879,5.882854,5.916762,6.002938,5.971652,5.997463,6.13,6.59288
99,0,9.999945E-11,5.124733E-06,4.141603E-05,0.0001247548,0.0002890174,0.0005421557,0.0008750582,0.001324014,0.001899887,0.002589268,0.003412289,0.00478935,0.005315445,0.04464514,0.09156381,0.1422832,0.2021126,0.2814096,0.3555561,0.4472567,0.5451188,0.6102234,0.6736645,0.712645,0.7946925,1.002466,0.9682099,1.028852,1.199842,1.190495,1.370582,1.392614,1.468049,1.560417,1.775574,1.74799,1.872153,1.980457,1.938531,2.036448,2.168212,2.240286,2.375826,2.413331,2.536599,2.620862,2.758257,2.800689,2.906145,2.986105,3.035378,3.048698,3.168943,3.293417,3.295777,3.368293,3.525841,3.504222,3.625098,3.574073,3.742092,3.755144,3.941718,3.97469,4.276843,4.018994,4.172968,4.236237,4.241218,4.331905,4.363741,4.416492,4.53782,4.477286,4.711303,4.618551,4.775216,4.868106,4.888462,4.787469,4.876843,5.044,5.001209,5.293444,4.915361,5.372412,5.161351,5.079441,5.382133,5.477923,5.273633,5.336469,5.444064,5.315948,5.404644,5.455638,5.642907,5.54437,5.696894,5.620489,5.761055,5.638705,5.564649,5.764558,5.86375,5.808635,5.799854,5.716619,5.764555,5.850654,5.793093,5.82792,6.171255
100,0,9.999945E-11,5.133467E-06,3.937035E-05,0.0001292553,0.0002813855,0.0005392346,0.0008866916,0.001327671,0.001894545,0.00258327,0.003394189,0.004336572,0.005761668,0.03856236,0.08042273,0.1295062,0.1810753,0.2366093,0.3150339,0.3861374,0.4862914,0.5727347,0.637392,0.7030411,0.7385791,0.81818,1.024661,0.991151,1.051389,1.215945,1.207536,1.406616,1.409225,1.479079,1.574026,1.771263,1.745677,1.86924,1.971962,1.934272,2.032039,2.151437,2.224685,2.351499,2.389759,2.498695,2.583863,2.715749,2.771032,2.870734,2.934784,2.990749,2.995697,3.106502,3.227983,3.223508,3.296515,3.449847,3.426068,3.551428,3.501473,3.650087,3.678545,3.840501,3.878466,4.182676,3.934036,4.072088,4.13911,4.137226,4.209158,4.249031,4.303215,4.425041,4.363411,4.583972,4.492612,4.659824,4.725561,4.747724,4.670621,4.753819,4.885574,4.855856,5.137161,4.77548,5.207166,5.033181,4.943667,5.215291,5.310332,5.128218,5.182923,5.271369,5.163831,5.230927,5.283822,5.472038,5.368384,5.508289,5.459845,5.58983,5.465908,5.40777,5.603436,5.676324,5.635019,5.62768,5.548807,5.580692,5.667237,5.611207,5.846643
101,0,9.999945E-11,5.121677E-06,3.979559E-05,0.0001241802,0.0002851618,0.0005229792,0.0008777413,0.001341805,0.001884553,0.002584133,0.003363302,0.004287065,0.005366669,0.04168113,0.07478555,0.1177807,0.1663335,0.2210075,0.2713386,0.3518516,0.4209616,0.5195472,0.6047422,0.6680276,0.7332457,0.7664738,0.8494533,1.044992,1.022226,1.073447,1.235179,1.222364,1.448827,1.424114,1.489478,1.586305,1.774875,1.753019,1.868963,1.967351,1.937201,2.028505,2.146424,2.208804,2.329745,2.371063,2.468277,2.55208,2.675866,2.740648,2.835927,2.893976,2.96086,2.952425,3.052318,3.173884,3.167639,3.243695,3.392029,3.357502,3.486208,3.457248,3.568873,3.599499,3.763642,3.801076,4.080234,3.869326,3.988072,4.04145,4.052714,4.116192,4.152926,4.197216,4.318658,4.251716,4.480414,4.378336,4.537754,4.597471,4.631237,4.539438,4.634169,4.752193,4.741159,4.991173,4.654656,5.063438,4.891297,4.820652,5.062111,5.149495,4.98027,5.042336,5.134814,5.024992,5.083719,5.12598,5.307826,5.219284,5.339606,5.308855,5.419147,5.30836,5.24454,5.442398,5.509609,5.485756,5.465567,5.38906,5.413089,5.501848,5.671547
102,0,9.999945E-11,5.026176E-06,3.941515E-05,0.0001243955,0.0002759239,0.0005190014,0.0008571048,0.001320144,0.001889775,0.002554127,0.00335902,0.004274284,0.005292641,0.04372802,0.08187854,0.1156782,0.1605448,0.2116287,0.2825193,0.31433,0.3962756,0.4663568,0.5585904,0.6482725,0.7097945,0.7722595,0.8060629,0.8883624,1.078491,1.058808,1.112235,1.268188,1.252888,1.525332,1.451826,1.521211,1.617644,1.79312,1.77338,1.885967,1.988907,1.961806,2.043353,2.154585,2.225735,2.328666,2.384174,2.465774,2.548574,2.659341,2.736389,2.822535,2.877272,2.943722,2.94378,3.03222,3.159219,3.141106,3.212279,3.369732,3.318854,3.453715,3.417773,3.524434,3.561121,3.727446,3.758682,4.02288,3.815698,3.925225,3.979296,4.011602,4.049891,4.094988,4.125549,4.257772,4.185822,4.395901,4.299602,4.461611,4.51456,4.556756,4.476984,4.559041,4.643785,4.649027,4.877326,4.556284,4.965404,4.785729,4.732646,4.962628,5.053811,4.88117,4.937535,5.030198,4.926226,4.990335,5.012619,5.19313,5.114381,5.213865,5.196086,5.295066,5.185095,5.153735,5.328937,5.384651,5.370871,5.341379,5.274925,5.28738,5.610495
103,0,9.999945E-11,4.921466E-06,3.884529E-05,0.0001247889,0.0002783886,0.0005131192,0.0008503891,0.001294595,0.001866899,0.002552009,0.003320654,0.004242335,0.005271397,0.04930022,0.09052221,0.1335167,0.1685409,0.2190479,0.269168,0.3419296,0.3737739,0.4608159,0.5284757,0.6248016,0.7102982,0.7759419,0.8430869,0.8665126,0.9486844,1.138212,1.119968,1.184007,1.333008,1.313484,1.565581,1.519235,1.583275,1.708573,1.841745,1.831923,1.947452,2.051391,2.024012,2.093761,2.202939,2.290923,2.37854,2.437318,2.506823,2.587431,2.70622,2.778491,2.868167,2.917785,2.981506,2.975934,3.056919,3.189284,3.185251,3.238802,3.387109,3.333149,3.49156,3.451768,3.547678,3.59153,3.729618,3.786434,4.027534,3.841382,3.939931,3.977322,4.036505,4.056493,4.100532,4.124083,4.247905,4.177628,4.405818,4.2905,4.460885,4.499937,4.557155,4.472508,4.559211,4.610544,4.633201,4.845316,4.526402,4.943208,4.766923,4.715391,4.947209,5.023187,4.867558,4.922536,5.006735,4.906614,4.971557,4.974499,5.159956,5.0837,5.175079,5.158983,5.24672,5.148318,5.111705,5.294032,5.349905,5.344006,5.291432,5.238395,5.542227
104,0,9.999945E-11,4.943719E-06,3.816758E-05,0.0001223889,0.0002772167,0.000517318,0.000840881,0.00127663,0.001839611,0.00250983,0.003330827,0.004195175,0.005242312,0.06004843,0.1034726,0.1483265,0.1997374,0.2390882,0.2956812,0.34744,0.4242698,0.4571704,0.5516031,0.6120599,0.7206389,0.8032874,0.8715219,0.9450487,0.9663754,1.038613,1.241639,1.218421,1.288599,1.434271,1.419133,1.649109,1.618112,1.683115,1.815496,1.934566,1.947995,2.062365,2.180538,2.137881,2.199241,2.297294,2.414273,2.488543,2.553341,2.613597,2.684818,2.820132,2.886896,2.971638,3.033587,3.094674,3.085231,3.162801,3.291222,3.295751,3.340671,3.497194,3.441895,3.602585,3.563852,3.651675,3.689149,3.820828,3.887906,4.127998,3.93149,4.048515,4.075393,4.11239,4.155028,4.210952,4.224412,4.34882,4.25232,4.493237,4.370026,4.529839,4.595963,4.649999,4.552778,4.633818,4.678985,4.703206,4.920369,4.589,5.003767,4.828784,4.810831,5.017241,5.086595,4.931059,5.013621,5.074574,5.002633,5.04649,5.026258,5.20295,5.153478,5.219454,5.230156,5.30776,5.212892,5.191878,5.372746,5.427043,5.418982,5.35139,5.618037
105,0,9.999945E-11,4.958394E-06,4.10918E-05,0.0001222703,0.0002720599,0.0005112567,0.0008463183,0.00127263,0.001797464,0.002484531,0.00326401,0.004215294,0.005176323,0.07071409,0.1269922,0.1766063,0.2267147,0.2858986,0.3281549,0.393766,0.4443025,0.5351365,0.5585274,0.6702499,0.7268298,0.8450531,0.920741,1.001895,1.079387,1.099932,1.259473,1.379153,1.356353,1.426687,1.576138,1.566022,1.775532,1.762124,1.830066,1.975452,2.088045,2.109702,2.23746,2.34393,2.305901,2.364895,2.461527,2.59998,2.684917,2.735412,2.773855,2.847324,3.004205,3.058684,3.144707,3.220881,3.284184,3.248394,3.330533,3.464935,3.465357,3.506199,3.685755,3.614214,3.780896,3.728082,3.838896,3.85911,3.990339,4.05627,4.276643,4.09044,4.224441,4.24702,4.270119,4.325434,4.426701,4.391065,4.540162,4.420513,4.670436,4.545395,4.69248,4.759857,4.830723,4.704044,4.790939,4.850702,4.874214,5.094928,4.747711,5.14883,4.98718,4.983107,5.167962,5.234087,5.092574,5.177982,5.249045,5.189628,5.199725,5.169995,5.341034,5.309394,5.362667,5.39678,5.460175,5.390124,5.375343,5.562318,5.609248,5.597009,5.887891
106,0,9.999945E-11,4.954502E-06,3.746395E-05,0.0001244219,0.0002708961,0.0005012806,0.0008489219,0.001270562,0.001803461,0.002433694,0.003238233,0.004148661,0.005187186,0.07756303,0.1455915,0.2004093,0.2577367,0.3180983,0.3815309,0.4356423,0.5089486,0.5525908,0.6556328,0.6773547,0.8119485,0.8539504,0.9819568,1.05039,1.151673,1.233637,1.242493,1.407051,1.548838,1.518696,1.591296,1.743162,1.740379,1.922446,1.929629,2.002532,2.203016,2.256503,2.331006,2.44167,2.53089,2.49671,2.560303,2.653956,2.811745,2.880695,2.944496,2.961431,3.046247,3.216993,3.256313,3.338354,3.42885,3.51315,3.47124,3.536887,3.659859,3.659604,3.720141,3.887702,3.831442,3.989528,3.933955,4.115266,4.064693,4.18377,4.279912,4.47117,4.284762,4.489882,4.465748,4.485521,4.533571,4.635206,4.606402,4.744658,4.650054,4.886654,4.760268,4.878862,4.957605,5.043893,4.911707,5.001447,5.052302,5.094127,5.311488,4.95647,5.341949,5.207995,5.205266,5.3783,5.425319,5.329014,5.376232,5.476689,5.432054,5.422218,5.396651,5.550803,5.523815,5.577999,5.652686,5.682419,5.611665,5.609962,5.804931,5.828117,6.213139
107,0,9.999945E-11,5.075656E-06,3.73713E-05,0.0001229062,0.0002767999,0.0005065282,0.0008295922,0.001285222,0.001797148,0.002445152,0.003187692,0.004110085,0.005131938,0.07339463,0.1494056,0.2208976,0.2803639,0.3400287,0.4137197,0.476782,0.5420416,0.6248732,0.6557885,0.7781867,0.8009409,0.9385277,0.9784334,1.126281,1.185012,1.295117,1.388456,1.38636,1.54422,1.704713,1.675549,1.737402,1.90475,1.892502,2.056279,2.083364,2.164624,2.368446,2.419238,2.513883,2.627904,2.718964,2.68395,2.725113,2.825794,3.004735,3.058772,3.123066,3.132284,3.232837,3.415072,3.434558,3.511368,3.609444,3.709836,3.666157,3.733872,3.852894,3.8674,3.901363,4.062968,4.026391,4.17404,4.115687,4.306366,4.239506,4.364231,4.472517,4.653391,4.470139,4.687508,4.638042,4.688065,4.706992,4.822456,4.793276,4.92302,4.83315,5.06414,4.936673,5.060844,5.143255,5.212279,5.085714,5.193872,5.259043,5.290313,5.49282,5.129132,5.527093,5.386364,5.360727,5.558889,5.598612,5.538014,5.550157,5.665673,5.628192,5.61245,5.591362,5.741642,5.716243,5.736142,5.870071,5.853675,5.794365,5.803255,6.015473,6.442705
108,0,9.999945E-11,5.035935E-06,3.85992E-05,0.0001221811,0.0002765323,0.0005142427,0.0008362903,0.00126239,0.001831766,0.002440594,0.00321359,0.004056115,0.005126615,0.06986022,0.1349289,0.2177034,0.2904125,0.3519706,0.4140924,0.4973232,0.5564585,0.6321514,0.721412,0.7418962,0.8740336,0.9021046,1.040513,1.084482,1.234254,1.279769,1.416851,1.506078,1.491216,1.648532,1.82138,1.79632,1.850714,2.027245,2.014336,2.159235,2.217794,2.289973,2.50253,2.530428,2.639542,2.748965,2.840317,2.814884,2.843316,2.944527,3.124004,3.184824,3.239476,3.249833,3.354754,3.545465,3.54209,3.635442,3.73639,3.844702,3.790301,3.856826,3.97315,3.973475,4.018335,4.173614,4.16702,4.309395,4.230762,4.419764,4.346641,4.484936,4.597376,4.848161,4.564996,4.788335,4.760099,4.817661,4.808805,4.91387,4.907994,5.018139,4.947554,5.185067,5.042538,5.165922,5.25517,5.307394,5.185528,5.305635,5.349926,5.386789,5.604408,5.223454,5.621357,5.496643,5.461421,5.673359,5.684173,5.648147,5.632301,5.780911,5.735715,5.6986,5.710196,5.830048,5.819794,5.79475,5.970468,5.950929,5.873089,5.907364,6.508819
