"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average Other Mortlatiy biomass across modeled area"
"Modeled area km2",188688.717455821
"Number of cells",550

Year,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
21,0.002095831,0.003173023,0,0.03238091,0.009975865,0.05313628,0.004418714,0.0004032777,0.3878538,0.0007120103,0.1050184,0.006395224,0.03503959,0.0005510476,0.005085652,0.01225467,0.03809968,0.006291155,0.06107005,0.0005305011,0.003988288,0.004398888,0.003055724,0.002233102,0.003318255,0.0006797014,0.00419089,0.01334377,0.02503757,0.04776293,0.05303924,0.004591309,0.0002935921,0.003986423,0.001458748,0.005091665,0.0006843733,8.860633E-05,0.00495968,9.061427E-05,0.007136671,0.03443236,0.007131032,0.006006971,0.02052771,0.9333453,0.7491639,1.074824,0.3540654,0.8079161,0.4858105,0.2988859,0.01037702,1.685789,13.59384,1.020078,0.01945211,0.1712053,0.1266346,0.08492901,0.6525112,1.599047,0.6814517,0.558044,3.230656,11.91565,11.87562,11.83076,2.46897,13.41337,1.761213,4.616552,3.790072,0.2668698,4.955881,12.36958,0.1110157,0,0,0,0,0,0
22,7.464147E-05,8.531977E-05,0,0.001562167,8.76787E-05,0.003049948,0.0002026538,0.0002622707,0.06264288,0.0003754735,0.003789038,0.0002242088,0.0006459737,0.0008388851,0.0004158518,0.0001122387,0.0007802887,0.0007357814,0.01165761,0.000452131,0.0007717838,0.0004281453,0.000254168,6.752928E-05,1.205404E-05,0.0002456969,0.0009554438,0.002428594,0.004089664,0.00378643,0.001001369,1.216314E-05,1.155187E-06,9.496562E-05,0.0001152428,0.0004075234,3.543367E-06,5.793236E-07,8.941115E-05,1.25679E-06,1.04794E-05,0.001748075,0.0002397527,0.0008861248,0.0004385678,0.06291095,0.05113438,0.190466,0.05389708,0.1511624,0.07109264,0.01729481,0.001081554,0.2627878,1.295558,0.7227752,2.732878E-05,0.09077286,0.0001691263,0.04181817,0.2574914,0.7120258,0.1548781,0.0428764,0.3927586,1.978064,1.79364,5.439633,0.5436659,3.074618,0.05874276,0.219155,0.1572291,0.03436738,3.34131,3.489522,0.002634704,0,0,0,0,0,0
23,4.111607E-06,3.538081E-05,0,0.0004634224,0.0001333074,0.0006819027,3.799961E-05,2.894077E-05,0.003350316,3.564194E-05,0.001252342,6.139097E-05,0.0003178736,2.17881E-05,2.369905E-05,1.547004E-05,0.000211732,8.670805E-05,0.001033478,3.734006E-05,0.0001350947,0.0001254088,6.937052E-05,3.055812E-05,5.040073E-06,1.500906E-05,7.9441E-05,0.0003710574,0.0006594603,0.001486815,0.0003682304,4.95826E-06,1.184159E-06,3.736747E-05,2.470337E-05,0.0001354921,1.974914E-06,6.901034E-07,8.871078E-05,8.085773E-23,8.085773E-23,0.0005176847,6.500648E-05,0.000224425,0.0002075238,0.00712934,0.01204548,0.02021178,0.008992112,0.01754311,0.008019985,0.003719779,8.436494E-05,0.03631429,0.2900545,0.04970094,0.008111085,0.003681941,0.0007257588,0.003322095,0.02168097,0.3058014,0.02421231,0.009536262,0.08352176,0.08346143,0.236761,0.1524663,0.05584377,0.3258218,0.005624033,0.01472101,0.01054486,0.002111749,0.2741136,0.1510781,0.0008561881,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.502641E-05,1.761621E-05,0,0.0004628294,4.856249E-05,0.0006029056,6.354973E-05,6.80422E-06,0.003618612,2.438092E-05,0.001021657,0.0001733442,0.000248551,4.074597E-06,0.0001082268,0.0001229771,0.0003918384,0.0001191396,0.001325116,1.045789E-05,0.0001368415,0.0001369741,7.161238E-05,3.514493E-05,2.19708E-05,3.867955E-06,6.459277E-05,0.0001215103,0.0002635312,0.002291227,0.0005622001,2.397534E-05,1.484993E-06,5.103578E-05,2.41896E-05,5.707872E-05,2.924729E-06,4.000292E-07,5.477819E-05,4.436557E-06,0.0001398944,0.0004961052,6.735046E-05,0.0001878837,0.0003436844,0.009492041,0.01190865,0.02185384,0.005793801,0.01659941,0.008078416,0.002620827,0.0002210928,0.0461933,0.3557502,0.0173512,1.409217E-08,0.001275493,4.662331E-05,0.001466215,0.01835458,0.01542902,0.009379168,0.004460368,0.05256611,0.2377476,0.1788636,0.1160799,0.03432496,0.175114,0.0323005,0.08932907,0.06086123,0.003825984,0.02275071,0.1318844,0.0004438336,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.0003081843,9.403696E-05,0,0.00319104,0.0001061316,0.005446805,0.0004068087,8.086671E-05,0.1210886,0.0002171237,0.01031254,0.0009064805,0.0006009084,3.811108E-05,0.001477475,0.0007837569,0.001119609,0.0005904373,0.008915027,0.0001142084,0.00111903,0.001338209,0.0007833305,0.0003616123,7.887007E-05,6.940694E-05,0.0005810781,0.001415628,0.002465286,0.01036641,0.004631717,3.48318E-05,3.243314E-06,0.0002565724,0.0002388005,0.0002577491,6.146829E-06,8.371626E-07,0.0001549439,4.692195E-22,4.692195E-22,0.003210331,0.0002127393,0.001805252,0.00171898,0.05022794,0.04776196,0.1383942,0.03805965,0.1027134,0.03936951,0.0186251,0.0007629194,0.2245658,1.813744,0.1092602,1.911673E-08,0.004564464,4.140011E-05,0.005974739,0.12322,0.08968987,0.09355283,0.03683472,0.5155178,0.9236472,1.173491,0.7644494,0.2291525,1.125999,0.19615,0.5959496,0.4332149,0.02463382,0.1327416,1.036535,0.00868337,0,0,0,0,0,0
28,0.0001682661,8.274677E-05,0,0.002166412,7.956982E-05,0.002979177,0.0003465069,0.0001279912,0.06010957,0.0002433787,0.009394622,0.0007003061,0.001464588,0.0005226366,0.0005846182,0.001264056,0.0008321762,0.0003689255,0.006557299,0.0001459271,0.0007574271,0.0006816619,0.0006025177,0.0003340218,8.357123E-05,0.000174644,0.0006482631,0.001645092,0.002209829,0.004040176,0.002015993,1.548277E-05,1.811387E-06,0.0001630805,0.0002092,0.0003961209,5.009555E-06,6.146466E-07,0.0001175793,5.753663E-22,5.753663E-22,0.002496415,0.0001848114,0.001260583,0.001428869,0.03158499,0.04020928,0.1276347,0.0378369,0.06494383,0.03579542,0.01588827,0.0004952815,0.1718432,1.457818,0.312074,4.482687E-08,0.02386191,9.090025E-06,0.01345327,0.1751003,0.1052608,0.1369875,0.04306258,0.4582427,1.303686,0.9776786,2.327118,0.2737181,1.867673,0.1039687,0.3345807,0.1967511,0.02429702,1.239608,1.71195,0.004482135,0,0,0,0,0,0
29,1.281998E-06,5.426131E-06,0,7.855499E-05,3.14101E-06,3.648087E-05,1.994761E-05,5.545811E-05,0.003561448,1.710441E-05,0.0008522375,5.84746E-05,3.754819E-05,2.871172E-06,3.486526E-05,2.522168E-05,3.034465E-05,1.297731E-05,0.0001503905,4.303452E-06,1.37158E-05,9.343072E-06,1.825362E-05,4.278862E-06,7.224041E-06,4.593484E-06,5.3152E-06,2.501332E-05,6.189875E-05,7.50529E-05,0.0001190163,5.877729E-07,6.048831E-08,3.404E-06,1.349685E-06,4.425248E-06,5.374043E-07,5.592451E-08,8.249734E-06,2.511866E-22,2.511866E-22,6.205032E-05,1.157047E-05,1.91628E-05,0.0001013791,0.001021957,0.001918226,0.005223415,0.001373759,0.0007494175,0.0007324794,0.0007027186,9.51435E-06,0.004554737,0.03191631,0.005984492,1.977948E-09,0.0005620199,1.662872E-07,0.0005034541,0.004911197,0.0005026807,2.964525E-05,1.906658E-05,0.001265352,0.1130693,0.01095774,0.2175053,0.08763691,0.1106414,0.03397496,0.1215079,0.1461396,0.007191584,0.06660131,2.094093,2.223453E-06,0,0,0,0,0,0
30,0.0002149085,0.0001852195,0,0.002399738,0.0003680574,0.003152908,0.0004040917,1.766839E-05,0.02413895,9.243069E-05,0.01273843,0.000807533,0.0008639044,1.877392E-05,0.0008994653,0.0021336,0.002553229,0.0006348846,0.005140049,2.994757E-05,0.0002669873,0.0003210413,0.0002085086,0.0001393012,0.0001852288,2.007525E-05,0.0002139646,0.0005649872,0.001357407,0.005322453,0.006169154,0.0001034775,4.906873E-06,0.000277592,8.58291E-05,0.0001040741,1.448364E-05,1.469825E-06,0.0002627914,9.708218E-07,7.357002E-05,0.002725963,0.0004960512,0.000362598,0.001859312,0.08419599,0.06133502,0.1035961,0.02339398,0.06428292,0.03389886,0.02031587,0.0006181724,0.1524041,1.3156,0.06849761,3.120372E-05,0.01039826,5.199582E-05,0.00492494,0.05047595,0.08869546,0.03268275,0.03673014,0.2518858,0.9863489,0.8553224,0.62355,0.1399368,0.8578882,0.1150577,0.2329549,0.1838289,0.01413898,0.2105853,0.4911886,0.006883408,0,0,0,0,0,0
31,7.106072E-05,0.000508483,0,0.002682882,0.001757601,0.005235441,0.0003388692,4.996842E-05,0.03685464,0.0001052557,0.0171449,0.0006123753,0.007292384,1.424237E-05,7.108639E-05,0.000166365,0.003118794,0.0006915342,0.005839147,8.022004E-05,0.0005825446,0.0007199813,0.0006958035,0.0005127087,0.0001471026,0.0001206748,0.0008263585,0.00225753,0.003648157,0.009421122,0.004061924,0.0002505104,1.256876E-05,0.0004578293,0.0005040267,0.001450582,2.001721E-05,5.429506E-06,0.000846313,3.973421E-07,0.0007241782,0.004934383,0.0006276064,0.001025353,0.001949892,0.08325724,0.08968946,0.1131823,0.06117701,0.1182095,0.05793793,0.05116384,0.000611772,0.1871533,1.162061,0.1261522,0.01340642,0.01817286,0.0009134845,0.005751742,0.09254938,0.1886053,0.2044458,0.09413718,0.3992532,0.9076312,1.560484,1.028972,0.2439999,1.663979,0.1129419,0.3742073,0.2228359,0.01960778,0.4619788,1.139511,0.006553387,0,0,0,0,0,0
32,6.878407E-05,8.230193E-05,0,0.001195397,0.0001221396,0.001930931,0.0001703312,0.0002040717,0.06220343,7.114279E-05,0.006676726,0.0003019481,0.002296334,0.0001338234,0.0001259814,0.0002434665,0.0005313524,0.0002844973,0.00417937,0.0001080655,0.0004910349,0.0005488519,0.000417955,0.0001819887,0.0001151346,0.0001715672,0.0006510767,0.001428984,0.001653397,0.002498527,0.001879433,3.237152E-05,1.650825E-06,0.0001289824,0.0001948874,0.0004430558,3.548704E-06,6.013763E-07,0.0001010205,3.944034E-22,3.944034E-22,0.001907865,0.0001459593,0.0008443938,0.0007728972,0.03489947,0.03478663,0.0806137,0.03281887,0.09206,0.02796868,0.01606506,0.0003782038,0.1035746,0.6714885,0.1225325,1.391867E-06,0.01142522,4.696111E-07,0.004583662,0.07109527,0.1188431,0.1859757,0.03606891,0.26742,0.4171197,0.8092855,1.272986,0.1906815,1.236987,0.04193908,0.1416694,0.08076968,0.01570774,1.577861,1.488054,0.001792246,0,0,0,0,0,0
33,1.213539E-05,1.051415E-05,0,0.0001529866,1.635068E-05,0.0003336172,2.191686E-05,1.641245E-05,0.009606994,1.331253E-05,0.001179075,3.483092E-05,0.0001336493,9.803628E-06,2.087044E-05,7.19286E-05,5.277083E-05,3.732774E-05,0.0004153956,1.791994E-05,9.672082E-05,0.0001025717,2.285241E-05,4.215979E-05,7.605591E-06,2.150981E-05,0.0001588609,0.0002925532,0.0005584653,0.0008972182,0.0004040384,2.723242E-06,2.335855E-07,1.712372E-05,3.153722E-05,3.573083E-05,8.717882E-07,6.667295E-08,1.550952E-05,2.790962E-23,2.790962E-23,0.0002590365,2.258268E-05,0.0001034067,8.234343E-05,0.004452474,0.004373644,0.01082739,0.002984472,0.01368416,0.003430558,0.002433758,6.045336E-05,0.01467518,0.1105489,0.01015288,3.708776E-09,0.0005923336,8.687087E-09,0.0004655047,0.009812777,0.01821162,0.0448067,0.005224528,0.04218263,0.04201655,0.1329059,0.06481993,0.02482576,0.1218251,0.005584293,0.02619756,0.01193587,0.001555861,0.04013415,0.1066213,0.0003891566,0,0,0,0,0,0
34,0.0005854233,0.0005394167,0,0.008043348,0.000932396,0.01342196,0.001469048,0.000138798,0.1183448,0.0003738452,0.04104325,0.003293311,0.007953131,9.761163E-05,0.00271571,0.005814975,0.006518004,0.00206774,0.02604843,0.0002332241,0.001720507,0.001851691,0.001363285,0.0009768162,0.0006368787,0.0003517731,0.002146559,0.003446646,0.005320569,0.01311957,0.01753958,0.0002427011,1.376412E-05,0.0009213617,0.0005267937,0.0007868647,2.973052E-05,3.88786E-06,0.0006991812,1.709888E-06,0.001573511,0.01111184,0.001123559,0.003715249,0.008291732,0.1933844,0.2400579,0.4224125,0.131751,0.2860848,0.1361721,0.09514844,0.002022879,0.6880903,5.617335,0.3418669,6.266628E-06,0.03056416,1.457792E-06,0.02119466,0.2890546,0.8428656,0.392012,0.1206835,1.194981,2.748863,3.744658,2.641177,0.5883328,4.886268,0.3340375,1.106291,0.7894039,0.05921292,1.465743,3.913385,0.02744004,0,0,0,0,0,0
35,0.0001550071,0.0001750252,0,0.002135463,0.0004420518,0.003745211,0.0006383598,0.0001886539,0.03034525,0.0003353063,0.008449825,0.001110335,0.002809384,0.0002523809,0.001077781,0.001438666,0.003398475,0.0006777726,0.01528231,0.0002094442,0.0004873459,0.0003910887,0.0002902172,0.0001339957,0.0001428278,0.0002236264,0.0004592272,0.0007792918,0.001614373,0.00228596,0.002972839,0.0003541205,6.943607E-06,0.0002828326,0.0001210335,0.0001266433,2.148224E-05,2.420058E-06,0.000362627,2.434341E-05,0.002104427,0.003003096,0.0004115493,0.001384819,0.002493365,0.03860023,0.09010274,0.1818566,0.05143058,0.07421897,0.0637747,0.02876266,0.001172314,0.2691455,2.145788,0.4688253,1.096952E-07,0.04654238,9.512743E-06,0.02810766,0.1929262,0.5010902,0.1464027,0.02275369,0.2559796,2.784736,1.335479,3.201488,0.6178817,2.264067,0.4578904,1.07527,1.240401,0.06185887,1.400563,7.066408,0.008806894,0,0,0,0,0,0
36,2.401802E-06,8.209051E-06,0,0.0008598446,1.46942E-06,9.648717E-06,4.858821E-05,0.000151411,0.003157788,0.0002694437,0.0002566765,8.425012E-05,6.490934E-05,0.0002354557,2.294222E-05,2.084036E-06,0.0001408777,7.494028E-05,0.003234437,0.0001116431,4.969993E-05,3.493633E-06,1.904287E-07,3.881126E-07,1.203424E-07,0.0002065575,6.862361E-06,1.32671E-07,6.656642E-08,2.007004E-06,1.53085E-06,9.238288E-07,1.719982E-07,5.851596E-06,3.827836E-06,2.460223E-07,3.852255E-07,7.178181E-08,1.137867E-05,1.535256E-22,1.535256E-22,5.710301E-05,1.672255E-05,3.423668E-05,0.0001377824,0.001012862,0.005579215,0.03698763,0.0104244,2.234438E-05,0.01130156,0.001861407,0.0001433292,0.05709715,0.2979694,0.3255083,7.315951E-08,0.03623538,5.03128E-09,0.01115819,0.0747151,0.005875648,2.272151E-07,7.796215E-06,0.0007270019,0.1544001,0.1437978,2.529836,0.626183,2.073378,0.0003768968,0.001841027,0.001828745,0.0249115,11.48111,0.03024867,5.89922E-08,0,0,0,0,0,0
