"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
243,1,4.235294E-11,3.43645E-05,0.0009049281,0.0001851266,0.0001684881,0.01202156,0.01157229,0.002201618,0.02510322,0.01362355,0.001555956,0.009976991,0.01526178,0.01046174,0.003015693,0.003954495,0.004461448,0.004659307,0.005145702,0.005908201,0.006478073,0.007146373,0.007954841,0.008322938,0.00927331,0.009670435,0.01144171,0.01176089,0.01291101,0.01439046,0.01420532,0.01483261,0.01812251,0.01940582,0.01982228,0.01987148,0.02235089,0.02302949,0.02352344,0.02603699,0.02295269,0.02425343,0.02719132,0.02931288,0.02959611,0.0284055,0.02967285,0.02944582,0.03413695,0.03440408,0.03379493,0.03647627,0.03771071,0.04180249,0.04307261,0.0430949,0.04457322,0.04693112,0.04195173,0.04901626,0.04563104,0.04727729,0.05258111,0.04633333,0.04762843,0.05137249,0.05559981,0.05362315,0.05906003,0.05835621,0.06007882,0.05413925,0.05782492,0.05415072,0.06267601,0.0648624,0.06419435,0.06027714,0.06156112,0.06528267,0.06525236,0.06646113,0.06796604,0.07066413,0.06880359,0.06735356,0.06844746,0.07604926,0.07181422,0.0738948,0.08345263,0.07529151,0.07145637,0.07213571,0.07742599,0.07165761,0.07731164,0.08109256,0.08785348,0.07935046,0.07656571,0.07836193,0.07856367,0.08188561,0.08385416,0.07737885,0.08455391,0.07711461,0.08632623,0.07925795,0.08045296,0.0744967,0.08674993,0.08363602,0.08638598,0.08808792,0.08210181,0.09370756,0.09123347,0.09017349,0.08318254,0.08766218,0.08875564,0.08765885,0.094402,0.09744664,0.09538653,0.08941115,0.0888789,0.07804221,0.09045763,0.09317496,0.0919911,0.08842899,0.09254428
244,1,4.749994E-11,2.272598E-06,4.599737E-05,0.0008788577,0.0002521848,0.0002769541,0.01190122,0.009996226,0.002351859,0.02555516,0.01302759,0.002101908,0.00983363,0.01345001,0.004250039,0.003484274,0.004356131,0.004940546,0.00555778,0.005701235,0.006695542,0.006935138,0.007881408,0.008609174,0.008998941,0.01056212,0.01049371,0.01226,0.01243259,0.01335438,0.01511326,0.0152173,0.01540614,0.01866685,0.02028851,0.02105006,0.01963333,0.02210878,0.02328431,0.02319881,0.02710984,0.02378606,0.02516167,0.029334,0.0308351,0.02915476,0.03305799,0.03176401,0.03124451,0.03529681,0.03530421,0.03475601,0.03726783,0.03901653,0.04330435,0.04312129,0.04432635,0.04583895,0.04676129,0.0434253,0.04998764,0.04485121,0.04969301,0.05300158,0.04755215,0.04682584,0.05239433,0.05535533,0.05510512,0.05699841,0.05932536,0.06171203,0.05674637,0.05901417,0.05419006,0.06244775,0.06528831,0.0651174,0.06072758,0.06407475,0.06418549,0.06759077,0.06710733,0.06712839,0.07203406,0.06864973,0.06971044,0.07175608,0.07584818,0.0711033,0.07236331,0.08178836,0.07715813,0.07543063,0.07194143,0.07661455,0.06993535,0.07456667,0.08107403,0.08716621,0.08134465,0.07824177,0.08334614,0.07867303,0.08144782,0.08250126,0.07840032,0.08394229,0.07690541,0.08233859,0.07977749,0.08304835,0.07690635,0.08228707,0.08711506,0.08798766,0.09055332,0.08559427,0.09152137,0.0894553,0.08954601,0.08743433,0.08888043,0.08966776,0.08578749,0.09380469,0.09572823,0.0960235,0.08772083,0.08865927,0.08083002,0.08839337,0.0935149,0.08999728,0.09505267
245,1,4.308824E-11,2.17431E-06,1.624201E-05,7.59582E-05,0.0008804093,0.0003468521,0.0004154574,0.01068773,0.01054408,0.002560684,0.01040469,0.01249809,0.002671731,0.009454188,0.0129479,0.009272462,0.003707331,0.004649864,0.005367347,0.005618956,0.005971848,0.007349474,0.007507152,0.008162574,0.009298901,0.009836649,0.01065426,0.01093776,0.01269873,0.01376154,0.01410076,0.0162354,0.01588877,0.01587943,0.0194965,0.02130793,0.02204734,0.02047401,0.02401873,0.02309912,0.02462468,0.02631272,0.02471831,0.0259034,0.02906721,0.03107481,0.03090516,0.03053953,0.03291041,0.03048546,0.03297568,0.03356067,0.03396166,0.03742924,0.03884768,0.04406695,0.0426483,0.04464263,0.0455178,0.04712275,0.04343027,0.05092018,0.04532238,0.05093862,0.05515662,0.04862154,0.04655755,0.0524909,0.05714006,0.05498796,0.0571516,0.05950969,0.06105008,0.05746223,0.0614897,0.05592041,0.06305535,0.06645305,0.06639564,0.0623531,0.06302638,0.06209256,0.06448795,0.06758679,0.06916978,0.06809348,0.0663626,0.06968915,0.07031161,0.07450074,0.07303491,0.07136878,0.08060198,0.08050372,0.07709768,0.07202989,0.07747459,0.0722411,0.07740103,0.08390349,0.0848894,0.0813132,0.07862843,0.08355034,0.08037478,0.0828568,0.08219058,0.07979604,0.0847179,0.08123403,0.07925805,0.07469494,0.08648926,0.07624469,0.0804425,0.08398812,0.08843841,0.0887211,0.08699035,0.09282617,0.08842187,0.09154136,0.08421744,0.08639219,0.08497425,0.08675515,0.09266774,0.09387185,0.09305181,0.09113167,0.09005105,0.08261927,0.08842256,0.09419354,0.09383716
246,1,4.264706E-11,1.790648E-06,1.947443E-05,5.143061E-05,0.0001322154,0.0009207141,0.0004556591,0.0005820464,0.009616579,0.01000816,0.002776174,0.01004785,0.01215707,0.002786704,0.009091442,0.01336276,0.008914714,0.00381805,0.005209201,0.005630977,0.00601182,0.00637978,0.007801821,0.008157622,0.008928635,0.01012139,0.01048783,0.01101321,0.01109733,0.01315285,0.01447447,0.01496432,0.01639181,0.01671498,0.01670569,0.01877339,0.02224438,0.02188176,0.02070912,0.02452729,0.02380332,0.0239149,0.02619451,0.02415031,0.0263004,0.03136395,0.03135233,0.03034041,0.03111978,0.03186204,0.03199584,0.032942,0.0345246,0.03518632,0.03692836,0.04033789,0.04248322,0.04535088,0.04352125,0.04783256,0.0444607,0.04562625,0.04900024,0.04432597,0.05051036,0.05222651,0.04845828,0.04794951,0.05154352,0.05389605,0.05428581,0.05684925,0.05923137,0.06098149,0.05575582,0.05749844,0.05690387,0.05938965,0.07106679,0.0656155,0.06515609,0.06169568,0.06078007,0.06618502,0.06654646,0.06818413,0.0664737,0.06619156,0.06602711,0.07253106,0.07019442,0.07449459,0.07156224,0.0794061,0.07225835,0.0750441,0.07176759,0.07414342,0.07036,0.0729767,0.07791688,0.08623046,0.07748682,0.0779484,0.07416032,0.07551795,0.07974268,0.08254383,0.0792904,0.08026312,0.07993721,0.08098105,0.07868586,0.08576015,0.07565008,0.08198211,0.08649552,0.08419439,0.081642,0.08357813,0.08675017,0.08838566,0.08779525,0.08393834,0.08348189,0.08594353,0.08584045,0.09515928,0.09199935,0.09049953,0.09067906,0.08512365,0.08212397,0.081549,0.09406706
247,1,4.279412E-11,1.949925E-06,1.807924E-05,7.442008E-05,0.002255162,0.0002516399,0.004550999,0.000519863,0.004263041,0.006175159,0.04250827,0.01385216,0.008314971,0.01169404,0.003142439,0.009148742,0.01320009,0.009289483,0.004433177,0.005802219,0.006377895,0.006610976,0.00703256,0.008803119,0.00869006,0.00957069,0.01099288,0.01125539,0.01138464,0.01229542,0.01409609,0.01480325,0.01578628,0.01762392,0.01832078,0.01690544,0.01898834,0.02234473,0.02261489,0.02286444,0.02525509,0.02510212,0.02655027,0.02693262,0.02678087,0.02763603,0.03187087,0.03194644,0.03263422,0.03143527,0.03427608,0.0335931,0.03510866,0.03628702,0.03874824,0.03908955,0.04209316,0.04450919,0.04651481,0.04691911,0.04578216,0.04803166,0.04777656,0.05068662,0.04752263,0.05153792,0.05485502,0.05310445,0.05105886,0.05455596,0.05512633,0.05669856,0.05758686,0.06049955,0.06123351,0.06121225,0.06242673,0.05902326,0.06471258,0.07030544,0.06332023,0.06130861,0.06281182,0.06239841,0.06569582,0.06571896,0.06827487,0.06861664,0.06627116,0.0687625,0.07444223,0.07337591,0.0722954,0.07019588,0.07957494,0.07207044,0.07428953,0.07047258,0.07458491,0.07159374,0.07941112,0.08115277,0.08812335,0.08058806,0.076698,0.07663906,0.07768291,0.08147967,0.08459847,0.08625955,0.08304508,0.07676024,0.08387124,0.0819171,0.08493458,0.07944419,0.08507995,0.08100655,0.08295573,0.08547783,0.08129332,0.08777691,0.09257832,0.08959708,0.08730994,0.08287356,0.08812799,0.09014932,0.09717749,0.08978078,0.09240814,0.09052887,0.08743053,0.08369565,0.08571789
248,1,4.294118E-11,2.526393E-05,8.034785E-05,0.001051856,0.0009280462,0.007307492,0.005874273,0.01492851,0.005344162,0.01164429,0.0144664,0.05926404,0.03915681,0.01342218,0.01116817,0.003419631,0.008801238,0.01290909,0.0094206,0.004740383,0.006342203,0.006621174,0.007007094,0.007515472,0.00871012,0.009321783,0.01037501,0.0116153,0.0116321,0.0113268,0.01209956,0.01376907,0.01546283,0.01659566,0.01845939,0.01858833,0.01701695,0.02038587,0.02241492,0.02322424,0.02246468,0.02401179,0.02542714,0.02564629,0.02692839,0.02570955,0.02917533,0.03162572,0.03323653,0.03132906,0.0315241,0.03357056,0.03426506,0.03469805,0.03621386,0.03665869,0.03863737,0.04297276,0.04407341,0.04734407,0.04417263,0.04595745,0.05053877,0.04656919,0.0488045,0.04550995,0.05216033,0.05260496,0.05164436,0.04846274,0.05257089,0.05761962,0.05519742,0.05644407,0.05768716,0.05684541,0.05676322,0.05952543,0.0571376,0.0638639,0.06815718,0.06173226,0.06206176,0.05853327,0.06164503,0.06347039,0.06591601,0.06857595,0.0692781,0.06345296,0.06388632,0.06966124,0.07226619,0.06905568,0.06861904,0.07543599,0.07063449,0.07191335,0.06669279,0.07152742,0.06930739,0.07582182,0.07961893,0.08358537,0.07619078,0.07451545,0.07027745,0.07435144,0.0796326,0.08194746,0.08157936,0.07898247,0.07719857,0.08217254,0.07723695,0.08294238,0.0749112,0.07937249,0.07966036,0.08462187,0.08279061,0.07962881,0.08699965,0.0906047,0.0852157,0.08829635,0.08088899,0.08637409,0.08705302,0.09493548,0.08795742,0.083225,0.08397193,0.08745123,0.08372232
249,1,3.808824E-11,1.828524E-06,2.946589E-05,0.0001198894,0.001588984,0.001129494,0.007103522,0.00560216,0.01591058,0.01441342,0.01348401,0.01551308,0.06090833,0.0361559,0.01810845,0.01128637,0.007775601,0.009145973,0.01035174,0.01041092,0.006285768,0.008111417,0.00809228,0.008686711,0.009509222,0.01084011,0.01086933,0.01215513,0.01444496,0.0133924,0.01460913,0.01477048,0.01703041,0.01907909,0.0189836,0.02147488,0.02143031,0.02155938,0.02359121,0.02632357,0.02743186,0.02686253,0.02654264,0.02889499,0.02934911,0.03157456,0.02946726,0.03319108,0.03785529,0.03446131,0.03730782,0.03747746,0.03701254,0.03899247,0.03966132,0.03957228,0.04474678,0.04402494,0.04881197,0.04821989,0.05378487,0.05020592,0.0534247,0.05443252,0.05230052,0.05570801,0.05004056,0.05713922,0.05868008,0.05697949,0.05338585,0.05784874,0.06210389,0.06208211,0.06175356,0.06378549,0.06370389,0.05968311,0.06765765,0.06060108,0.07005511,0.07504077,0.06856108,0.06563687,0.06542448,0.0684488,0.07227581,0.07729798,0.08161215,0.07341515,0.07130933,0.07160579,0.07461843,0.08270731,0.07501936,0.07539126,0.08481097,0.08091819,0.08160497,0.07484648,0.08352442,0.07601272,0.08593795,0.09098449,0.0922947,0.0845858,0.082472,0.08440686,0.07852923,0.08986963,0.09212355,0.09405908,0.08372222,0.08818834,0.08512376,0.08847495,0.08495768,0.08273709,0.0855222,0.09058996,0.09030804,0.09187458,0.08955968,0.0936692,0.0987437,0.09291996,0.09617481,0.09204621,0.09608595,0.08978974,0.09880959,0.1027347,0.09499653,0.09999034,0.09763822
250,1,4.676466E-11,0.0001601852,0.00446831,0.01147296,0.03125919,0.03271272,0.06955709,0.07502146,0.08750592,0.1671327,0.1313025,0.1615332,0.2261902,0.04399462,0.02861356,0.01710058,0.01102107,0.007668259,0.008989899,0.009871329,0.01021979,0.006501647,0.008160916,0.008210914,0.00874155,0.009308745,0.01024698,0.01115876,0.01211009,0.01408535,0.01357418,0.01411554,0.01513701,0.01664449,0.0180377,0.01836736,0.02007757,0.02107445,0.02094398,0.02258644,0.02688562,0.02518201,0.02623092,0.02702643,0.0277602,0.02985581,0.02981762,0.02878278,0.03240911,0.03487043,0.0318297,0.03631076,0.03701281,0.0358246,0.03904925,0.03958091,0.03951762,0.04028355,0.04325021,0.04861571,0.04732332,0.0521803,0.04771905,0.04949877,0.05250977,0.0499374,0.05398105,0.0485965,0.05496225,0.0565354,0.05538364,0.05054735,0.05502844,0.05921753,0.05899562,0.05851291,0.05974246,0.06287071,0.05925937,0.06237569,0.0585543,0.06610785,0.06874397,0.06492566,0.06521811,0.06274606,0.06903917,0.06584577,0.07316121,0.07107157,0.06970925,0.06374115,0.06843416,0.07220648,0.07665042,0.07273216,0.07221155,0.08023787,0.07482299,0.07442194,0.07041217,0.07694788,0.07341339,0.08318703,0.07981374,0.08558118,0.07971398,0.07940514,0.07960736,0.07289366,0.08452453,0.08615909,0.08745653,0.07974709,0.07910111,0.08042663,0.08207115,0.07863291,0.0768571,0.07859807,0.08682429,0.08614822,0.08729887,0.08171407,0.0861523,0.09231576,0.08689934,0.08711588,0.08501689,0.09267034,0.08254214,0.09598511,0.09422906,0.09169582,0.09176719
251,1,4.852933E-11,0.0001257038,0.0001609095,0.004951224,0.01136513,0.03209047,0.03787814,0.07693512,0.0742918,0.1095243,0.1852621,0.1414365,0.189409,0.2200828,0.0437718,0.02759291,0.01611683,0.01064321,0.007587581,0.008733664,0.009928107,0.009997639,0.006854509,0.008175147,0.008311287,0.008936279,0.009365228,0.01053978,0.01120743,0.01373373,0.01484477,0.01402188,0.01372963,0.01528999,0.01662013,0.01778488,0.01732319,0.01963505,0.02098465,0.0216978,0.02274292,0.02638078,0.02406492,0.02588285,0.02615677,0.02955073,0.02924025,0.02990549,0.03057283,0.0328575,0.03496404,0.03316757,0.03471146,0.03494068,0.0352256,0.04047414,0.03924506,0.03953261,0.0397674,0.04183161,0.04857082,0.04810522,0.0510879,0.04584608,0.04949303,0.0521923,0.04797193,0.0536849,0.04635044,0.05190942,0.0558031,0.0534052,0.05231276,0.05257266,0.05714603,0.05650021,0.05716989,0.05875558,0.06105782,0.05805459,0.06331808,0.0580597,0.06310799,0.06472163,0.06149291,0.06270247,0.06178952,0.06622763,0.06727111,0.06950732,0.06926665,0.06717189,0.06360488,0.06501835,0.07166956,0.07567094,0.07138085,0.07169473,0.07570682,0.07877635,0.07233469,0.06996058,0.07488206,0.06976242,0.08177864,0.07661282,0.08224188,0.07493849,0.0742638,0.08360744,0.07501741,0.08374261,0.08907909,0.08836125,0.07681266,0.07314374,0.07531556,0.08401007,0.07556867,0.07604457,0.08145386,0.0902375,0.08031946,0.08683257,0.08031946,0.08614008,0.09065361,0.08510531,0.08287757,0.08179665,0.08481366,0.08443986,0.09124146,0.08874601,0.0897892
252,1,4.308824E-11,2.31488E-05,0.0001395895,0.0001863044,0.005408236,0.01102103,0.03304898,0.0315769,0.06873943,0.06456421,0.09313344,0.1777132,0.1331458,0.1666088,0.1779956,0.04273331,0.02458394,0.0154847,0.01019617,0.00740043,0.008510057,0.009935466,0.009595083,0.00688655,0.008227918,0.008732133,0.008950224,0.009480895,0.01061697,0.01148793,0.01249452,0.01544755,0.01353549,0.01384823,0.01535033,0.01653968,0.0176767,0.01759583,0.02055123,0.0212447,0.02133759,0.02179553,0.02559346,0.02515103,0.02541412,0.0261625,0.02935773,0.02804227,0.03028155,0.02934692,0.03235117,0.0333961,0.03249844,0.0334516,0.03246343,0.03322662,0.04075064,0.03695459,0.0383515,0.03975072,0.04122427,0.04671435,0.0461966,0.04824333,0.04709344,0.04711273,0.04944635,0.04869393,0.05034039,0.04472005,0.05090036,0.05391539,0.05269764,0.0506804,0.05213466,0.05618622,0.05343943,0.05544535,0.0569892,0.05907634,0.05585581,0.05756326,0.05473794,0.05807209,0.06324903,0.06022068,0.0596297,0.0574955,0.06287066,0.06546353,0.06813325,0.06756332,0.06436717,0.06340107,0.06169196,0.0667905,0.07265967,0.06789694,0.06892227,0.07320087,0.07454141,0.0681391,0.07056367,0.07202411,0.06662195,0.07373804,0.07240752,0.0779853,0.07544816,0.07362281,0.07732681,0.07613184,0.08291481,0.08150498,0.08630114,0.07189332,0.07607678,0.07073677,0.07752702,0.07552258,0.07133227,0.07860108,0.08329364,0.07883099,0.08084995,0.0792966,0.07984877,0.08862881,0.08097588,0.07888094,0.07553501,0.08400897,0.08200298,0.08918319,0.0877892
253,1,4.89705E-11,3.142131E-06,3.412236E-05,0.000181503,0.0003399684,0.004783298,0.01058135,0.030726,0.03477777,0.05950115,0.05724877,0.09059412,0.1585585,0.1102536,0.1490517,0.1793678,0.03076445,0.02313598,0.01470921,0.0100386,0.007341228,0.008537388,0.01014252,0.009780996,0.007227708,0.007959142,0.009056751,0.008886702,0.009772793,0.01130287,0.01134543,0.01274559,0.01398697,0.01419397,0.01455292,0.0149916,0.01619812,0.01798011,0.01757952,0.01937676,0.01972034,0.01997666,0.02179455,0.02486433,0.02466129,0.02379646,0.02642217,0.03169766,0.02753687,0.02987267,0.02728557,0.03038509,0.03289897,0.03198963,0.03450882,0.03225357,0.03296307,0.0386314,0.03569463,0.03908278,0.03857818,0.03953457,0.04398676,0.04310182,0.04638423,0.04780696,0.04588193,0.04871969,0.04806511,0.04951809,0.04569558,0.0496446,0.05161095,0.05217758,0.04833237,0.05377613,0.05425126,0.05289502,0.05254171,0.05557879,0.05728626,0.05272073,0.0542536,0.05241383,0.05810458,0.06241018,0.05811703,0.05876508,0.05607947,0.05850558,0.06671446,0.06404367,0.06579237,0.06231504,0.05905331,0.05997498,0.06494482,0.06857164,0.06734148,0.06299014,0.06834739,0.07224131,0.06881372,0.0657366,0.06925314,0.06493242,0.07465384,0.06912841,0.0775825,0.07584502,0.07046255,0.07470594,0.07667863,0.07603572,0.07817124,0.08373136,0.07299597,0.07200352,0.07059994,0.07673515,0.06948879,0.06951726,0.07428796,0.08358304,0.0763323,0.07852799,0.07815832,0.07691593,0.08552815,0.07536106,0.07490741,0.07382569,0.0824954,0.08085889,0.08464895
254,1,4.838228E-11,0.0001154619,2.464256E-05,9.415409E-05,0.002198008,0.0004333507,0.004255112,0.009423618,0.03593078,0.0275673,0.06117387,0.05758721,0.08123892,0.128096,0.1072508,0.1405872,0.1674986,0.02698847,0.02147808,0.01411952,0.009783522,0.007388944,0.008236839,0.0100405,0.009743328,0.007456183,0.008391951,0.009161514,0.009771144,0.009779844,0.0110991,0.01129321,0.01291972,0.01432265,0.0145382,0.01364454,0.01475109,0.01594465,0.01766449,0.01714466,0.01970278,0.02076303,0.0194419,0.02130322,0.0244866,0.02457565,0.02393734,0.0255728,0.02863657,0.02723224,0.02970567,0.02622034,0.03052577,0.03125557,0.03205048,0.03326797,0.03302868,0.0336125,0.03668295,0.0351736,0.03926373,0.03696084,0.04147367,0.04324708,0.04179361,0.0465919,0.0443222,0.04621045,0.04624404,0.04663864,0.04783076,0.04364225,0.04711974,0.0512704,0.04841645,0.04617759,0.04885893,0.05419646,0.05107255,0.04974145,0.05727462,0.05715564,0.05272771,0.05795165,0.05014151,0.05531914,0.05939777,0.05569478,0.0548707,0.05354334,0.05704639,0.06311146,0.0640481,0.06293293,0.06034687,0.05847394,0.05834641,0.06301096,0.06898781,0.06587719,0.06136519,0.06701117,0.07345711,0.06192508,0.06323012,0.06841152,0.06408148,0.07016215,0.07241437,0.07723192,0.07241728,0.06758084,0.07447748,0.07302095,0.07151516,0.07684965,0.07759873,0.07146657,0.06855983,0.07072722,0.07511629,0.06499968,0.06492817,0.07161086,0.07737559,0.07138301,0.07449117,0.07220678,0.07239347,0.08167677,0.07535714,0.07389025,0.07114593,0.07709538,0.07888057
255,1,4.882345E-11,4.689765E-06,0.0001885535,8.841629E-05,0.0002229514,0.002259404,0.0006061189,0.004511166,0.009880052,0.03360667,0.02646503,0.05985459,0.05295173,0.07471631,0.1053566,0.09810822,0.1179389,0.1531884,0.02564273,0.02255033,0.01371857,0.00975217,0.00735835,0.008497555,0.009745806,0.007327796,0.007668997,0.008923046,0.009860483,0.01008563,0.01012962,0.01147571,0.01147534,0.01329546,0.01444409,0.01426411,0.01389519,0.01585208,0.01681788,0.01790348,0.01862601,0.01948556,0.02042807,0.01925908,0.02126901,0.02504254,0.02448927,0.02459808,0.02635389,0.0271005,0.02881087,0.02945057,0.02596278,0.02843708,0.03394471,0.03227513,0.03371286,0.03210988,0.03336444,0.03899416,0.03516448,0.03966547,0.0370502,0.03968643,0.04107895,0.04058732,0.04521086,0.04208514,0.04409384,0.04443253,0.04447978,0.04512454,0.04156547,0.04605293,0.05221308,0.04926567,0.04694736,0.04453586,0.0522523,0.05242353,0.05085937,0.05619424,0.05440412,0.05090171,0.05983926,0.04818023,0.05666293,0.05933932,0.05464363,0.05519562,0.05244885,0.05665399,0.06649267,0.0635411,0.06028386,0.05766036,0.05612702,0.0611408,0.06554084,0.07003415,0.06564564,0.06176476,0.06811677,0.06430067,0.06267256,0.06162828,0.06809732,0.06226115,0.07022718,0.070411,0.0782943,0.07329474,0.06491184,0.07024823,0.07252747,0.0721578,0.07583683,0.0794716,0.06886747,0.06689399,0.06599987,0.07402873,0.06499903,0.06856965,0.07173978,0.07423294,0.06788431,0.07206356,0.06980613,0.0695042,0.07957774,0.0754251,0.07332879,0.06865343,0.08085476
