"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
119,1,4.647055E-11,2.46104E-06,1.829431E-05,6.551445E-05,0.0001315539,0.0002359538,0.0004141789,0.0006462276,0.0009043279,0.001333946,0.001689212,0.002059727,0.002531547,0.003786048,0.004401859,0.005879021,0.006248803,0.007984571,0.009579497,0.01057506,0.01264133,0.01458997,0.01487382,0.01756627,0.01935749,0.02136457,0.02142817,0.02547194,0.02747054,0.02940662,0.03234388,0.03369975,0.03599653,0.03900634,0.03868574,0.04193997,0.04754321,0.04542328,0.04448261,0.04705298,0.05625641,0.05807273,0.05764796,0.06145208,0.06240323,0.06576099,0.06563925,0.07334451,0.07302441,0.07345445,0.07616582,0.08291291,0.08189879,0.07978091,0.0827405,0.08896516,0.09728529,0.09029494,0.08960687,0.09996452,0.09547047,0.1044659,0.1066526,0.09763465,0.10895,0.11749,0.1160058,0.1146676,0.1146291,0.1234506,0.1203545,0.1236283,0.1275075,0.1227978,0.1214144,0.1277717,0.1388265,0.1294974,0.1401209,0.1437857,0.1469531,0.1287057,0.1343383,0.1479013,0.138708,0.1454412,0.1474409,0.1336822,0.1448433,0.1445882,0.1429558,0.1459685,0.1493852,0.1532741,0.1613747,0.1616531,0.1564191,0.1590084,0.1625465,0.1720711,0.1575604,0.1730366,0.1772829,0.1745611,0.1685059,0.1702464,0.1684428,0.1671852,0.1658907,0.1618136,0.1665094,0.172503,0.1768123,0.1743764,0.1676428,0.1837503,0.1712522,0.1820885,0.1967683,0.1933747,0.191665,0.1868923,0.1794592,0.1775653,0.1824743,0.1728361,0.1801562,0.1733489,0.1989938,0.1744888,0.2023576,0.189318,0.178481,0.1837732,0.2037419
120,1,4.588232E-11,2.267286E-06,1.930685E-05,5.478406E-05,0.0001320086,0.0002396155,0.0004034912,0.001529799,0.002251151,0.00120897,0.001734004,0.00200663,0.004128709,0.00340992,0.004603441,0.005303746,0.00715697,0.007620052,0.008812091,0.01079013,0.01221848,0.01435415,0.01644523,0.0168858,0.01905333,0.02089826,0.02326083,0.02453295,0.02781924,0.0283377,0.0312016,0.03483076,0.03655506,0.03729929,0.04219362,0.04235622,0.04555251,0.04916792,0.04889401,0.04435372,0.04879669,0.05715288,0.06188578,0.06182985,0.06391358,0.05995398,0.06837855,0.07162135,0.07428074,0.07318026,0.07692797,0.08019011,0.08248853,0.08153626,0.08261076,0.08526357,0.09287214,0.09615345,0.09172222,0.09657756,0.09917852,0.09739791,0.1028121,0.1049843,0.09996356,0.1075357,0.108091,0.1199703,0.1180462,0.1158997,0.1282074,0.12292,0.1215352,0.1241415,0.1223495,0.1216982,0.1292152,0.1385006,0.1228843,0.1434721,0.1404138,0.1483326,0.1286955,0.1310798,0.1485392,0.140179,0.1465607,0.1532267,0.1370415,0.1419479,0.1463409,0.1488879,0.1466548,0.1503244,0.1564012,0.1618431,0.1546652,0.1578045,0.1561841,0.1648656,0.1728158,0.162648,0.1711853,0.1741074,0.1712893,0.1696421,0.1710092,0.1621178,0.1768067,0.1674663,0.162914,0.1813141,0.1728056,0.1756195,0.1804712,0.1796673,0.1814553,0.1664214,0.1940891,0.1962286,0.1883479,0.1874788,0.1871122,0.1788692,0.1780835,0.1861436,0.1732732,0.1761306,0.1632564,0.19439,0.1816382,0.2041048,0.1866393,0.1693527,0.1916472
121,1,4.42647E-11,2.481477E-06,1.896439E-05,7.475926E-05,0.0001476831,0.0002609515,0.004952675,0.0006987315,0.007525972,0.001314055,0.009013544,0.003499348,0.014075,0.004787804,0.004237504,0.005634713,0.006522809,0.008273482,0.008779652,0.01055793,0.01216994,0.01442036,0.01544237,0.01810556,0.01880997,0.0198743,0.02281138,0.02426649,0.0269492,0.02962161,0.03131779,0.03332979,0.03620917,0.03766673,0.03981453,0.04333993,0.04433997,0.04473347,0.05123031,0.051776,0.04779357,0.05150238,0.05762463,0.06064023,0.0651053,0.06629159,0.06295666,0.0702583,0.07167179,0.07708373,0.07897178,0.08024751,0.07945241,0.0828487,0.08406497,0.08164834,0.08537173,0.09490621,0.1000273,0.08923277,0.09867104,0.09809033,0.09979215,0.1055371,0.1109916,0.1057906,0.1100459,0.1126521,0.1251947,0.1199064,0.1217657,0.1256283,0.1217286,0.1210732,0.1275039,0.1285667,0.1261332,0.1282716,0.1455498,0.1264385,0.1430637,0.1490699,0.1499004,0.1304389,0.1386192,0.1479552,0.1443409,0.1413188,0.1588755,0.1356569,0.1366799,0.151396,0.1485094,0.1545998,0.1507202,0.1507419,0.1671981,0.1558778,0.157246,0.1508795,0.1692791,0.1724253,0.1616288,0.1721823,0.1760251,0.1732251,0.1678054,0.1750347,0.1603691,0.1778934,0.1646821,0.1588741,0.1710851,0.1713627,0.1801716,0.1853226,0.188355,0.1897404,0.1688763,0.1959491,0.2022249,0.1947269,0.1884588,0.1881375,0.1845371,0.1843695,0.1821796,0.1865906,0.1742726,0.1642051,0.2005203,0.1805193,0.2048936,0.1821805,0.1756391
122,1,4.602937E-11,2.115925E-06,1.778062E-05,8.678027E-05,0.0001623884,0.0002279191,0.0004144227,0.008647065,0.001213311,0.008699777,0.001625575,0.001982519,0.003665501,0.003343368,0.005583387,0.008451975,0.006704065,0.007143475,0.009337069,0.0100317,0.01165834,0.01352561,0.01574525,0.01621356,0.01882436,0.01982768,0.02206054,0.02404962,0.0257294,0.02676888,0.03102178,0.03149232,0.03467183,0.03791642,0.03870453,0.03972454,0.04408431,0.04589926,0.04520324,0.05133023,0.05017573,0.04983433,0.05159667,0.0583984,0.06325573,0.06442262,0.06534543,0.0635552,0.07024977,0.07356551,0.07446708,0.07429526,0.08128667,0.07933448,0.08183537,0.08084158,0.08504155,0.08852042,0.08984307,0.09558772,0.09009792,0.1004922,0.09428916,0.1004054,0.09976085,0.1095442,0.1011173,0.1075124,0.1101464,0.1174708,0.1153603,0.1121347,0.1178065,0.1178843,0.1207659,0.126771,0.1226115,0.1233231,0.1220736,0.1392947,0.1291012,0.1384483,0.1421506,0.1482217,0.1265006,0.1282315,0.1428302,0.1416468,0.1351324,0.1494692,0.129959,0.1341362,0.1470406,0.1521584,0.149395,0.1475965,0.140575,0.1652906,0.1553632,0.1584267,0.155914,0.1599132,0.1614506,0.1549843,0.1715249,0.1609013,0.167215,0.1597572,0.1682981,0.1536209,0.1697958,0.1621497,0.1595348,0.1685629,0.1721312,0.1737659,0.166375,0.1802108,0.1755952,0.1661054,0.1877777,0.1902492,0.1832936,0.1769413,0.1848784,0.1711592,0.1783939,0.1765829,0.1770537,0.1733063,0.1713787,0.1901059,0.1718146,0.1961938,0.1856004
123,1,4.441176E-11,2.295714E-06,0.001023933,0.001919398,0.001826644,0.002869793,0.009784251,0.006712064,0.02725508,0.009734252,0.04276594,0.03368647,0.0438524,0.006264099,0.00587433,0.007751168,0.01052913,0.007915798,0.01671576,0.01090558,0.01291605,0.01489697,0.01810127,0.01935038,0.02605699,0.02308033,0.02396901,0.05040678,0.04161646,0.0269243,0.03027627,0.0379157,0.03830503,0.03598199,0.04394032,0.04218415,0.04896163,0.06163107,0.0667789,0.06575777,0.0548869,0.05867405,0.05502212,0.07028314,0.07882983,0.09393018,0.07426436,0.0723741,0.07317001,0.09157272,0.08631595,0.08523431,0.1011277,0.08344743,0.1057936,0.1005169,0.09137293,0.1124701,0.1130558,0.09414065,0.1034748,0.1030439,0.1071269,0.1275175,0.1022538,0.1130378,0.123281,0.1103188,0.1296804,0.1517973,0.1587305,0.1853988,0.1192734,0.1276122,0.1209951,0.1292568,0.1318925,0.1444013,0.1358786,0.1332435,0.1380221,0.1403444,0.1513397,0.1604549,0.14881,0.1347346,0.1321863,0.1661967,0.209285,0.1578821,0.1631354,0.136903,0.1714723,0.1802644,0.1946424,0.1640513,0.1520861,0.1460419,0.1781838,0.1835742,0.1696942,0.1802903,0.1861853,0.1649593,0.1932715,0.2336067,0.1717418,0.1801947,0.1573984,0.1839819,0.1598158,0.1705199,0.175536,0.1847904,0.2058877,0.1725202,0.1814253,0.2228182,0.2040704,0.241177,0.1722521,0.2007033,0.2004269,0.2103301,0.1938137,0.1775661,0.1721639,0.1954768,0.181195,0.1899682,0.2136746,0.1925405,0.1919064,0.1985942,0.2628253
124,1,4.588232E-11,2.2759E-06,1.824518E-05,0.0004022942,0.0009466122,0.00253046,0.005091151,0.01232489,0.003372467,0.02002063,0.01477528,0.02122317,0.03373364,0.05899193,0.005165574,0.008244685,0.0108979,0.01083557,0.009020117,0.01645419,0.01249962,0.01467548,0.01598773,0.01834554,0.02042713,0.02777516,0.02838254,0.0271505,0.05121549,0.04333417,0.0298625,0.02975889,0.0392019,0.04253202,0.04004417,0.04463699,0.04329226,0.04598876,0.06683549,0.07525712,0.04979729,0.05521889,0.06474333,0.05816917,0.07569425,0.0776846,0.08080306,0.0822405,0.07225749,0.0797451,0.09649401,0.1035254,0.08651067,0.1058299,0.08673069,0.1084896,0.1003744,0.09451901,0.120359,0.09845857,0.0988259,0.09867078,0.09887181,0.1057663,0.1354085,0.1145179,0.1137117,0.1198106,0.1219969,0.1379392,0.1269139,0.1494435,0.1753056,0.1164874,0.1229244,0.1236517,0.1257205,0.1572388,0.1462613,0.1530697,0.1485865,0.1477437,0.1439245,0.1515305,0.1611732,0.152563,0.1330324,0.1324686,0.1662503,0.2063085,0.1466747,0.1602518,0.1524714,0.1373715,0.187226,0.1886088,0.1459825,0.1590092,0.1502307,0.1686898,0.1755445,0.1572374,0.1909009,0.178916,0.1928734,0.1678043,0.2202494,0.1977762,0.1678536,0.1713359,0.1677779,0.1666532,0.1626706,0.1557011,0.1780318,0.1999669,0.1727054,0.1763799,0.2195879,0.1904763,0.1930316,0.1946425,0.2149493,0.2155065,0.1949289,0.2035431,0.204477,0.1802197,0.1898074,0.1830253,0.1943133,0.2147589,0.1861323,0.2029099,0.181214
125,1,4.955873E-11,2.20564E-06,1.653692E-05,5.907848E-05,0.0003178818,0.0008647508,0.001842875,0.005546236,0.009353898,0.006947383,0.01749353,0.01414258,0.02174134,0.007647953,0.05723832,0.008033243,0.0091576,0.0112974,0.01271329,0.0108029,0.01824388,0.01367639,0.01789635,0.01782114,0.02162634,0.02426862,0.0278411,0.02814856,0.02730706,0.05173685,0.03531032,0.03154955,0.03573833,0.04556492,0.04567399,0.03967308,0.04835949,0.04580226,0.05289634,0.06411539,0.0717463,0.05570824,0.05656169,0.07100404,0.06323617,0.07571237,0.07025766,0.08371134,0.08276493,0.07479329,0.08608706,0.09710113,0.1005796,0.08828541,0.09543213,0.0994478,0.1140836,0.1072719,0.09598614,0.09747441,0.09599806,0.1054171,0.1065762,0.1024806,0.1111944,0.1248392,0.1122206,0.117938,0.1168908,0.1184376,0.1405976,0.1418328,0.1500096,0.1491688,0.1191762,0.1251778,0.1280001,0.1432846,0.1523547,0.1378867,0.1453429,0.1470617,0.1389597,0.1320859,0.1519237,0.1553219,0.1576035,0.1372675,0.1296304,0.1539244,0.1675343,0.151079,0.1529285,0.1605672,0.164586,0.1690413,0.1812233,0.1704278,0.1564061,0.1424999,0.173512,0.1831148,0.1742735,0.1856453,0.1821105,0.1964986,0.1695606,0.1820855,0.1958753,0.1682542,0.1848731,0.1742028,0.1822771,0.1762481,0.1667845,0.1606118,0.2103534,0.1766154,0.188727,0.2078016,0.1818935,0.1739302,0.1865738,0.1967094,0.2073549,0.1931189,0.1949912,0.1883299,0.1898438,0.197538,0.1792413,0.1845203,0.2090825,0.1683948,0.2072275
126,1,4.499998E-11,2.469997E-06,1.711496E-05,5.534224E-05,0.0001333196,0.001549618,0.001070819,0.0007911763,0.003325313,0.008403673,0.006672283,0.01972694,0.01925415,0.02272844,0.01660284,0.0527349,0.007757067,0.0100299,0.01093017,0.01318313,0.01149446,0.01648195,0.01601063,0.01990563,0.01973043,0.02021945,0.0255116,0.02778237,0.03026598,0.02707659,0.0413613,0.03619726,0.03384778,0.03393088,0.04907561,0.05061692,0.04197706,0.04493199,0.04950987,0.05065868,0.05292338,0.06587765,0.04959926,0.05840767,0.07424927,0.05873321,0.07488345,0.06891758,0.07662288,0.07769612,0.07323961,0.08364006,0.08330502,0.09892566,0.09280661,0.09926832,0.09834726,0.1074992,0.09698652,0.08771086,0.1009188,0.09210147,0.1065122,0.1121926,0.1064072,0.1097916,0.1294203,0.1065621,0.1194579,0.1147935,0.119989,0.1298522,0.1455577,0.1387146,0.1259262,0.1183807,0.1343404,0.1259144,0.131233,0.145105,0.1440728,0.1653646,0.1472089,0.1525296,0.1379833,0.1535182,0.162366,0.1667196,0.1324958,0.1261469,0.1468947,0.1702064,0.1433915,0.1603175,0.1467026,0.1630077,0.1765391,0.1844888,0.1553667,0.160072,0.1564911,0.1694102,0.1686434,0.1709024,0.1815392,0.1691991,0.1938037,0.177569,0.1993803,0.2095706,0.1752611,0.1760678,0.1768573,0.1755455,0.1725759,0.1576531,0.1611979,0.197971,0.1780304,0.1875142,0.1978354,0.187189,0.1850744,0.1884901,0.2087436,0.2033495,0.201798,0.1828873,0.1992479,0.1991004,0.1838598,0.1833659,0.1877761,0.1770376,0.1653282
127,1,4.294118E-11,2.14326E-06,1.804591E-05,5.558536E-05,0.00012092,0.0002384654,0.0005769337,0.001330134,0.002293903,0.003277023,0.008403528,0.02154713,0.01668412,0.01303202,0.03724213,0.03638148,0.05958803,0.009036202,0.01098269,0.01296557,0.01434872,0.01355951,0.02105766,0.01707193,0.02227801,0.0200086,0.02205007,0.02638013,0.03020961,0.032767,0.03201489,0.04339137,0.04129605,0.03516936,0.0381652,0.04007607,0.04977903,0.04566547,0.05126227,0.04980238,0.04921556,0.06724327,0.05997014,0.06072843,0.06046293,0.06949689,0.06071148,0.07867396,0.0769629,0.07713466,0.08262617,0.07835369,0.07848325,0.09883029,0.08313328,0.0876117,0.1063046,0.1096451,0.1072352,0.1108359,0.09868995,0.1198527,0.1039149,0.111197,0.1059144,0.1057016,0.109461,0.1125258,0.1088984,0.1208271,0.1187314,0.1224253,0.1244193,0.1291789,0.1342778,0.1319597,0.1261728,0.134529,0.1296562,0.1313919,0.1469213,0.1388408,0.1749368,0.148402,0.1472672,0.1274748,0.1456511,0.17502,0.165672,0.1416213,0.1322044,0.1558343,0.2153448,0.15693,0.1652291,0.1556183,0.170775,0.167844,0.1856321,0.153948,0.1587266,0.1533971,0.1796909,0.1683212,0.1635949,0.1735412,0.1741352,0.1777813,0.1752522,0.2019332,0.1897178,0.1697755,0.1818334,0.1870311,0.1805797,0.1758662,0.1567104,0.1638014,0.192576,0.1746187,0.2063986,0.175909,0.1882092,0.187923,0.1919077,0.1921135,0.2071264,0.1974176,0.185447,0.1936109,0.1685769,0.193142,0.1728363,0.1910419,0.1799676
128,1,4.617643E-11,2.096321E-06,1.637645E-05,0.001087397,0.0001197384,0.0002229467,0.0004036063,0.0009538921,0.002121392,0.002703424,0.00485171,0.02843007,0.008462586,0.01950561,0.01132593,0.04342422,0.03305817,0.02585802,0.01031355,0.01209677,0.01442601,0.01613417,0.01498187,0.02147049,0.01950074,0.02236509,0.0204693,0.02462335,0.02892051,0.03000304,0.03259799,0.03243988,0.04530146,0.04358778,0.03896975,0.0416147,0.04420959,0.04972017,0.04837092,0.04928238,0.0529923,0.04966697,0.06665228,0.05809619,0.06332236,0.06169569,0.07305945,0.06131919,0.07954291,0.08358469,0.0787718,0.08947838,0.07823912,0.08369105,0.09708606,0.08859614,0.09242845,0.1084071,0.1118236,0.1105553,0.1131263,0.09850226,0.0980254,0.1105943,0.1102865,0.1111535,0.09984472,0.1109797,0.1178034,0.1124551,0.1168763,0.1216002,0.1201338,0.1209482,0.1501805,0.1449058,0.1402285,0.1236784,0.1339725,0.1268722,0.1330535,0.1518049,0.1494259,0.1646065,0.1542333,0.156477,0.1402964,0.1541149,0.1725098,0.1589643,0.1373283,0.1268434,0.1531672,0.2081847,0.1535389,0.1652137,0.1466994,0.1656155,0.1692981,0.1825103,0.1617311,0.1662717,0.1533344,0.1983755,0.1813857,0.1766006,0.1700446,0.1766137,0.179547,0.1685248,0.2043273,0.1968034,0.1657414,0.1726587,0.1842777,0.1839978,0.1656076,0.1681002,0.170314,0.1966607,0.1735595,0.1804278,0.1748434,0.185302,0.1847096,0.1957853,0.1947372,0.2056101,0.1907432,0.1774424,0.1884194,0.1767442,0.1921052,0.1697832,0.1932982
129,1,4.205883E-11,2.056425E-06,1.491731E-05,4.860258E-05,0.001070772,0.0002142798,0.0003565101,0.0005951105,0.001603492,0.001830177,0.003042752,0.004660184,0.02686717,0.01805794,0.01249407,0.01588512,0.04279903,0.02855074,0.02919181,0.0103798,0.01180611,0.0145007,0.0165277,0.0169049,0.02132884,0.02004945,0.02407341,0.02126706,0.02707654,0.02869783,0.02948448,0.03487518,0.03138672,0.03566083,0.03596672,0.03777006,0.04155172,0.04298509,0.04384943,0.04838657,0.05311375,0.05406151,0.04994153,0.05920863,0.06124559,0.06134636,0.05858957,0.07428963,0.06038891,0.07619761,0.07857767,0.07928793,0.08330538,0.07693888,0.08362559,0.09588934,0.08825784,0.09351645,0.1031097,0.1072512,0.1005653,0.1004924,0.09945921,0.106291,0.1065276,0.1117053,0.1116172,0.1040342,0.1139463,0.1175961,0.11058,0.1178443,0.1206367,0.1146542,0.1145484,0.1316445,0.1365277,0.1337663,0.1185835,0.1293813,0.1243416,0.1455,0.1469784,0.1479443,0.1441763,0.153856,0.1407197,0.1324155,0.163178,0.1611471,0.1569475,0.1348402,0.1274516,0.1525313,0.1866713,0.1581379,0.1650653,0.1451482,0.1611447,0.1599382,0.1823729,0.151726,0.1534563,0.1558056,0.183424,0.1697866,0.1632427,0.1649105,0.1631613,0.1900418,0.1519794,0.1898623,0.1888587,0.1570932,0.1775014,0.1822087,0.1686873,0.1660144,0.1610684,0.1594625,0.1733848,0.1583446,0.1770988,0.1817763,0.1840661,0.1659095,0.1871525,0.1913053,0.1886077,0.1864479,0.1752129,0.1950353,0.1706554,0.1898428,0.1844731
130,1,4.382353E-11,1.985337E-06,0.0005434644,5.074515E-05,0.006713526,0.007528149,0.00440311,0.0005484943,0.005364875,0.02122674,0.00247139,0.004093721,0.005450853,0.02485748,0.02005001,0.01397885,0.01466985,0.04112396,0.02118632,0.0290477,0.0123236,0.01878092,0.01449753,0.01788138,0.01770474,0.01976614,0.02203206,0.02605077,0.023055,0.02858002,0.03335285,0.03098678,0.03603441,0.03594652,0.03697185,0.04667456,0.04229048,0.04457048,0.04438638,0.044509,0.04890504,0.05465141,0.05829533,0.05232456,0.06717773,0.06012847,0.06413161,0.06045522,0.07275575,0.06332524,0.07751057,0.07924249,0.08805587,0.08142084,0.08110431,0.08155409,0.08950596,0.09212143,0.09389121,0.1093589,0.1005022,0.106146,0.1026141,0.1044698,0.1020276,0.1060572,0.1078525,0.1146252,0.1059208,0.1194,0.1202259,0.1140665,0.1186001,0.1217855,0.1131422,0.117944,0.1354967,0.1456906,0.1286053,0.1285898,0.1348234,0.1292103,0.1372806,0.1500042,0.1357664,0.1435926,0.1470807,0.149638,0.1319383,0.1664826,0.1499019,0.1667187,0.1331469,0.1311384,0.1583686,0.156272,0.1603383,0.1636937,0.1439819,0.1622562,0.1586659,0.1732123,0.14755,0.1647175,0.1587269,0.1893013,0.1728134,0.1703607,0.1616181,0.1689549,0.1831782,0.1626862,0.1954954,0.2073634,0.1597862,0.169106,0.1889207,0.1745792,0.1634827,0.1550632,0.1614815,0.1662625,0.1645493,0.1626232,0.1782603,0.1862531,0.1714911,0.1917964,0.1872229,0.2119948,0.1965361,0.1792565,0.187856,0.1774964,0.1904331
131,1,4.632349E-11,2.137482E-06,1.479943E-05,0.0005406538,0.000117403,0.007657615,0.009286169,0.004302697,0.0007869068,0.001147816,0.01200078,0.002515127,0.00371967,0.02154903,0.02505096,0.01658965,0.0123294,0.0158244,0.02447324,0.01495904,0.02707509,0.01422053,0.01449352,0.01587758,0.01857207,0.0194773,0.02268065,0.02422508,0.02777725,0.02425539,0.03251031,0.03081885,0.03566866,0.03629098,0.03873432,0.04164699,0.04650593,0.04370278,0.04425842,0.04749586,0.04760979,0.049828,0.05846982,0.05908889,0.05489146,0.06737828,0.0640844,0.06501452,0.06512856,0.07237028,0.06363091,0.07843148,0.0869041,0.09150698,0.08332925,0.08394869,0.0818014,0.09076975,0.09214114,0.09723063,0.1077893,0.1002542,0.1100927,0.1055097,0.1031207,0.09920948,0.1081208,0.1128022,0.1198504,0.09919783,0.1191722,0.1231564,0.1119151,0.1181014,0.1239448,0.1147689,0.1220699,0.1363067,0.137182,0.1341228,0.1373487,0.1350126,0.1300223,0.1432671,0.1493677,0.1354283,0.1513353,0.1484767,0.146423,0.1369046,0.1640886,0.155308,0.1633826,0.1356624,0.1304018,0.1520776,0.1570569,0.1614168,0.1591809,0.144291,0.1583368,0.1523129,0.1685797,0.1510855,0.1672723,0.1456982,0.1748644,0.1756057,0.1620172,0.1661348,0.1639924,0.1772301,0.1550871,0.1932145,0.1900754,0.1560989,0.1605322,0.1927355,0.1807051,0.1653639,0.1618616,0.1667639,0.1730987,0.1717351,0.171286,0.1841466,0.1846132,0.2044592,0.1795292,0.177103,0.2182874,0.1937558,0.180569,0.189399,0.181221
