"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
94,0,0.1974186,0.1746241,0.1502155,0.134347,0.1173389,0.104275,0.09216181,0.08245392,0.07323308,0.06564108,0.06031966,0.05308487,0.04848566,0.04694839,0.04391296,0.04169286,0.03833156,0.03761609,0.03600092,0.03377053,0.03267898,0.0309233,0.02981606,0.02841605,0.0275438,0.0267882,0.02498584,0.02453145,0.02417128,0.02288469,0.02237207,0.0215009,0.02075194,0.01893021,0.01808854,0.01722817,0.01664757,0.01513133,0.01495457,0.01400664,0.01291488,0.01261068,0.01119102,0.01057068,0.009896045,0.008956246,0.008353515,0.007923048,0.007228865,0.006637716,0.006395829,0.005619736,0.005403477,0.004793217,0.004206603,0.003970215,0.003647878,0.003178952,0.002792292,0.002619313,0.002363096,0.002081838,0.001933606,0.001763396,0.001557193,0.00140749,0.001245048,0.001076997,0.001005062,0.0008431568,0.0007281644,0.0006766614,0.0005762858,0.000530345,0.0004732019,0.0004467,0.0004153031,0.0003485764,0.0003383408,0.0002845982,0.0002774644,0.0002438526,0.0002213342,0.0002101833,0.0001903765,0.0001862947,0.000172464,0.0001563134,0.0001592335,0.0001488346,0.0001337377,0.0001444321,0.0001392879,0.0001205169,0.0001315196,0.0001272374,0.000133053,0.0001424882,0.0001406648,0.0001466873,0.000161402,0.0001507834,0.0001682954,0.0001793362,0.0001732333,0.0001727691,0.0001981542,0.0001964816,0.0002129539,0.0002271815,0.0002345478,0.0002674763,0.0002695749,0.0003030546,0.0003270109,0.0003431798,0.0003790987,0.0004395845,0.0005747852,0.0004964449,0.000455935,0.0004286201,0.0004039242,0.0003719908,0.0003710435,0.0003396793,0.0003241107,0.0002963933,0.0002692394,0.0002736504,0.0002432862,0.0002305686,0.0002127073,0.0001911624,0.0001781717
95,0,0.204575,0.1803674,0.1591883,0.1368729,0.1227051,0.1072762,0.09528573,0.08420088,0.07540308,0.06698355,0.06005805,0.05528981,0.04865778,0.04650606,0.04504433,0.04211042,0.03996263,0.03675604,0.03610403,0.03452241,0.03237555,0.03132872,0.02964863,0.02860267,0.0272549,0.02641974,0.02568444,0.02396386,0.02353552,0.02318523,0.02195638,0.02146573,0.02061603,0.01991995,0.01816389,0.01735093,0.01652445,0.01595808,0.0145162,0.01434063,0.01343996,0.01238979,0.01209942,0.01073285,0.01014815,0.009495111,0.008587629,0.008017546,0.007604706,0.006934805,0.00636815,0.006137098,0.005391051,0.005185758,0.004600304,0.004038179,0.00380897,0.0034988,0.003048672,0.002678885,0.002513289,0.002268701,0.001996146,0.00185598,0.001692676,0.001494578,0.0013496,0.001194944,0.001033403,0.0009643169,0.0008088563,0.000698672,0.000649552,0.0005528663,0.0005086866,0.000454153,0.0004285536,0.0003982417,0.0003343306,0.0003248377,0.0002730348,0.000266321,0.000234088,0.0002124936,0.0002016579,0.0001826564,0.0001788229,0.0001654658,0.0001500349,0.0001527761,0.0001429785,0.0001284071,0.000138612,0.0001337237,0.0001155844,0.0001261595,0.000122041,0.000127626,0.000136634,0.000134938,0.0001407935,0.0001548665,0.0001448137,0.0001615892,0.0001721024,0.000166219,0.0001657703,0.000190391,0.0001885726,0.0002045954,0.0002179521,0.0002251436,0.0002569941,0.0002584906,0.0002910378,0.0003138157,0.0003293076,0.0003640003,0.0004216095,0.0005515676,0.0004759879,0.0004377178,0.0004112383,0.0003875396,0.0003569758,0.0003559755,0.0003259921,0.0003109837,0.0002843855,0.000258347,0.0002627174,0.0002334657,0.0002212257,0.0002040772,0.00018342
96,0,0.200631,0.1698435,0.152252,0.134579,0.1174269,0.1046703,0.09047421,0.07989704,0.07132585,0.06253142,0.05477909,0.04985459,0.04731971,0.04262543,0.04137931,0.03798352,0.03614127,0.03442997,0.03153124,0.03105709,0.02982352,0.02864895,0.02740248,0.02604137,0.02514206,0.02425176,0.02265888,0.02236699,0.02067908,0.02132431,0.01963239,0.01895041,0.01888384,0.01746958,0.01738514,0.01599262,0.01530295,0.01443229,0.01397132,0.01259871,0.0125252,0.01166642,0.01120311,0.01054047,0.009471521,0.008815932,0.008459544,0.007625413,0.007021833,0.0064734,0.006053488,0.005622703,0.005417837,0.004710432,0.004409513,0.003902157,0.003499493,0.00329371,0.003019282,0.00262836,0.002356044,0.002199243,0.00192833,0.001740157,0.001582036,0.001480791,0.001309933,0.00118735,0.001032834,0.0009120876,0.0008603072,0.0006902753,0.0005943689,0.0005608593,0.0004887066,0.0004453456,0.0003911408,0.0003711197,0.0003424921,0.0002970911,0.0002844371,0.0002408566,0.0002331889,0.0002096305,0.0001854888,0.0001799113,0.0001605958,0.0001598711,0.0001435399,0.0001314806,0.0001365675,0.0001261272,0.0001151466,0.000120333,0.0001134619,0.0001011616,0.0001125099,0.0001060118,0.0001103861,0.0001178867,0.0001160277,0.0001209324,0.0001356847,0.000119619,0.0001368279,0.0001481958,0.0001478351,0.0001454503,0.0001651904,0.0001611589,0.0001778093,0.0001889879,0.000200154,0.0002219604,0.0002296006,0.0002504429,0.0002682318,0.0002858492,0.000308709,0.0003602966,0.0004729093,0.0004120772,0.0003760332,0.0003534135,0.0003289338,0.0003097928,0.0003137885,0.0002885612,0.0002721779,0.000246101,0.0002218974,0.0002276174,0.0001980377,0.0001919349,0.0001746145
97,0,0.207567,0.1818618,0.153899,0.1385695,0.1221771,0.1065343,0.09512972,0.08236038,0.072661,0.06482941,0.05688234,0.04983009,0.04536656,0.04523941,0.04073102,0.03955148,0.03630793,0.03451333,0.03289767,0.03012981,0.02969699,0.02847975,0.02736912,0.02617563,0.02488591,0.02404524,0.02317128,0.02164424,0.02137613,0.0197584,0.02037564,0.01876914,0.01810519,0.01805955,0.0166858,0.01662673,0.01528563,0.01463078,0.01379158,0.0133527,0.0120447,0.01197124,0.01115207,0.0107086,0.0100846,0.009048129,0.008434496,0.008087173,0.007291043,0.006711753,0.006189919,0.005786689,0.005374879,0.005180941,0.004503154,0.00421615,0.003729623,0.003348042,0.003148797,0.00288693,0.002511416,0.00225191,0.002103577,0.001844398,0.001662381,0.001512966,0.001415855,0.001252926,0.001134475,0.0009882348,0.0008715658,0.0008225993,0.0006596888,0.0005683374,0.0005367114,0.0004672448,0.0004256881,0.0003738904,0.0003547152,0.0003275343,0.0002839137,0.0002722793,0.0002303051,0.0002230007,0.0002004147,0.000177628,0.0001720926,0.0001535487,0.0001528024,0.0001371638,0.0001257277,0.000130614,0.0001206463,0.0001101933,0.0001151028,0.0001085284,9.667791E-05,0.0001075022,0.0001013353,0.0001054562,0.0001125732,0.0001109001,0.0001156836,0.0001297887,0.0001143794,0.0001310078,0.00014169,0.0001412841,0.0001390633,0.0001580701,0.0001540764,0.0001702939,0.0001808612,0.0001913622,0.0002125833,0.0002195819,0.0002395447,0.0002564958,0.0002732096,0.0002950056,0.0003442916,0.0004520421,0.0003939125,0.0003596596,0.0003380401,0.0003143815,0.0002962291,0.0003000383,0.0002761049,0.0002603134,0.0002353186,0.0002122954,0.0002176745,0.0001891717,0.0001835493
98,0,0.2142195,0.1888948,0.1653169,0.1395444,0.1260494,0.1109943,0.09662493,0.08656172,0.07501997,0.06615333,0.05891607,0.05174714,0.04541198,0.04332614,0.04323859,0.03892793,0.03782173,0.03472196,0.0329614,0.0314446,0.02880244,0.02839305,0.02719942,0.02615788,0.02499656,0.02377354,0.02299783,0.02213463,0.02067864,0.02043417,0.01887067,0.01947633,0.01793577,0.0172962,0.01726322,0.01594832,0.01589702,0.01461454,0.01398552,0.01318322,0.01275764,0.01151226,0.01144316,0.01066358,0.01023245,0.009641599,0.008645251,0.008071296,0.007730259,0.006971635,0.006419164,0.005916003,0.005532532,0.00513935,0.004956201,0.004305148,0.004031284,0.003564609,0.003202142,0.003010626,0.002758979,0.002400789,0.002153323,0.00201255,0.001764867,0.001587859,0.001447128,0.001353707,0.001198038,0.001084024,0.0009454653,0.0008327086,0.0007862576,0.00063059,0.0005435502,0.000513255,0.0004466508,0.0004070489,0.0003574258,0.0003391619,0.0003132686,0.0002713088,0.0002602995,0.0002201711,0.0002132816,0.0001916474,0.0001700202,0.0001645545,0.0001468396,0.0001460928,0.0001309884,0.0001202091,0.0001248964,0.0001154388,0.0001054318,0.0001101002,0.0001038424,9.237007E-05,0.0001027201,9.693868E-05,0.0001006941,0.0001075242,0.0001059975,0.0001105899,0.000124143,0.000109356,0.0001254334,0.0001354616,0.0001350668,0.0001329927,0.0001512902,0.0001474025,0.0001630191,0.0001729725,0.0001830258,0.0002034685,0.0002098984,0.0002291253,0.0002454326,0.00026101,0.0002821216,0.0003289791,0.000432128,0.0003765892,0.0003438986,0.0003232613,0.0003005502,0.0002832063,0.0002868921,0.0002642036,0.000248974,0.0002248492,0.0002030141,0.0002082362,0.0001807955
99,0,0.2202161,0.1940957,0.1724533,0.1505881,0.1268114,0.1147851,0.1008452,0.08777145,0.07876015,0.06833217,0.06034557,0.05362341,0.0470911,0.04341117,0.04141319,0.04134073,0.03723537,0.0361893,0.03322598,0.03150281,0.03006804,0.02754885,0.02716528,0.02600863,0.02501294,0.02389415,0.02273898,0.02200896,0.02115958,0.01977228,0.01954217,0.01802917,0.01862496,0.01716427,0.01654161,0.01651304,0.01524939,0.01521148,0.01398081,0.01337205,0.01261066,0.01220317,0.01100781,0.01094378,0.01020521,0.009786646,0.009226832,0.008264277,0.00772865,0.007399286,0.006672973,0.006142493,0.005657885,0.005293079,0.00491965,0.004744611,0.004116574,0.003855805,0.003409257,0.003063993,0.002881935,0.002639328,0.00229592,0.002060451,0.001926719,0.001689935,0.001518061,0.001385194,0.001295024,0.001146685,0.001036551,0.0009054976,0.0007960894,0.0007514989,0.0006033425,0.0005200627,0.000491227,0.0004272485,0.0003894405,0.0003419118,0.0003246568,0.0002997617,0.0002594326,0.0002491867,0.0002107391,0.0002040403,0.0001833559,0.0001628927,0.0001574577,0.000140502,0.0001398341,0.0001252996,0.0001150215,0.0001195956,0.0001105073,0.0001009546,0.0001053812,9.941844E-05,8.830154E-05,9.824622E-05,9.278674E-05,9.619677E-05,0.0001028371,0.0001014187,0.0001057215,0.0001188,0.0001046942,0.0001201397,0.0001295587,0.0001291207,0.0001272913,0.00014485,0.0001411305,0.000156096,0.0001656739,0.0001751403,0.0001949664,0.0002008899,0.0002193783,0.0002349265,0.0002493767,0.0002700403,0.0003146589,0.000413495,0.0003602036,0.0003291841,0.0003092359,0.0002873499,0.0002709864,0.000274427,0.0002530396,0.0002383197,0.000215194,0.0001944055,0.0001992352
100,0,0.22644,0.2000851,0.1760715,0.157609,0.1373965,0.1154755,0.1046215,0.09188808,0.07985568,0.07168514,0.06233447,0.05507257,0.04886774,0.04506478,0.04154906,0.03962095,0.03957899,0.03564693,0.03466763,0.03183019,0.03013008,0.02878023,0.02637257,0.02600278,0.02489752,0.02394956,0.02287403,0.02176465,0.02108081,0.02025131,0.01892788,0.01870124,0.01724155,0.01782983,0.01643912,0.01583824,0.01581239,0.01459289,0.01457283,0.01337901,0.0127936,0.01207598,0.01168139,0.01053554,0.01047379,0.009776578,0.009369556,0.008835331,0.007910215,0.007407843,0.007085011,0.006390168,0.005881242,0.005416443,0.005067345,0.004710588,0.004545962,0.003940954,0.003692106,0.003263965,0.002933845,0.002759495,0.002527723,0.002198447,0.001973607,0.001845606,0.001619722,0.001452323,0.001326713,0.001240193,0.001098124,0.0009922327,0.000868144,0.0007618528,0.0007190033,0.0005778618,0.0004979972,0.0004705412,0.0004090533,0.0003728334,0.0003273018,0.0003109526,0.0002870121,0.0002482765,0.0002386342,0.0002018977,0.0001953272,0.0001756342,0.0001562575,0.0001507529,0.0001345746,0.0001339358,0.0001199938,0.0001101857,0.0001146657,0.0001059005,9.672887E-05,0.0001009488,9.526011E-05,8.448152E-05,9.39974E-05,8.885033E-05,9.197934E-05,9.852547E-05,9.71441E-05,0.0001011594,0.0001137648,0.000100324,0.0001151253,0.0001240466,0.0001235511,0.0001219834,0.0001388192,0.0001351643,0.0001496355,0.0001588522,0.0001676699,0.000186932,0.0001924612,0.0002102743,0.0002250049,0.0002384921,0.0002588396,0.0003011838,0.000395728,0.0003448417,0.0003154879,0.0002959335,0.0002751545,0.0002594492,0.0002628049,0.0002423805,0.0002283374,0.0002061001,0.000186382
101,0,0.2321719,0.2059255,0.182028,0.1603128,0.144307,0.125467,0.1053488,0.09549166,0.08380278,0.07278287,0.06536074,0.0568994,0.05029541,0.04682139,0.04318548,0.03982154,0.03795758,0.03793743,0.03414586,0.03324166,0.0305154,0.02883788,0.02758064,0.02526431,0.02491342,0.02385719,0.02294871,0.0219149,0.02085342,0.0202122,0.01940129,0.01813503,0.01791454,0.0165119,0.01708625,0.01575809,0.0151741,0.0151629,0.0139786,0.01397414,0.01281681,0.0122519,0.01157282,0.0111937,0.01009201,0.0100389,0.009378674,0.008976958,0.008463368,0.00757569,0.007104686,0.006787533,0.006125321,0.005635107,0.005189386,0.004856756,0.004515457,0.004359493,0.00377539,0.0035402,0.003127191,0.002811642,0.00264625,0.002423116,0.002107851,0.001892921,0.001770181,0.001553673,0.001391306,0.001272882,0.001189078,0.001052971,0.0009511713,0.0008329783,0.0007297494,0.000688893,0.0005538924,0.0004772882,0.0004511929,0.000391974,0.0003572729,0.0003137086,0.0002979629,0.0002750171,0.0002378989,0.0002287751,0.0001935604,0.0001871718,0.0001683456,0.0001499991,0.000144489,0.0001290561,0.000128439,0.0001150483,0.0001055745,0.0001100139,0.0001015968,9.276933E-05,9.683995E-05,9.136219E-05,8.092231E-05,9.004863E-05,8.514441E-05,8.804818E-05,9.445047E-05,9.314098E-05,9.689807E-05,0.0001090821,9.620415E-05,0.0001104947,0.0001187845,0.0001183293,0.000116938,0.0001331865,0.0001296345,0.0001435122,0.0001523308,0.0001607447,0.0001792519,0.0001845138,0.0002017542,0.0002156829,0.0002283465,0.0002482831,0.0002888054,0.0003793348,0.0003303947,0.0003025104,0.0002836687,0.000263698,0.0002486479,0.0002520143,0.000232382,0.0002189084,0.0001975835
102,0,0.2384796,0.211174,0.1875905,0.1659052,0.1462191,0.1321145,0.1146005,0.09619925,0.08734518,0.0765435,0.06640638,0.05970839,0.05200521,0.04824743,0.04490939,0.04142821,0.03819488,0.03638599,0.03640089,0.03273374,0.03189839,0.02927444,0.02762708,0.0264655,0.02421783,0.0238978,0.02287388,0.02201378,0.02102068,0.0199954,0.01939772,0.01860351,0.01739306,0.01717992,0.01582866,0.01639499,0.01512361,0.01455386,0.0145534,0.01339768,0.01341369,0.01229089,0.01173943,0.01110272,0.01073821,0.009677672,0.00962938,0.00900239,0.008606412,0.008116348,0.00726435,0.006814912,0.006509444,0.005876048,0.005404908,0.004977884,0.004658782,0.004331856,0.00418442,0.003622375,0.003397063,0.002998115,0.002696741,0.002539204,0.002324487,0.002022638,0.001816532,0.001699254,0.001491285,0.001334035,0.001221929,0.001141118,0.00101062,0.0009126841,0.0007999293,0.0006997295,0.0006604891,0.0005314706,0.0004578813,0.0004328508,0.00037574,0.0003426061,0.0003008765,0.000285899,0.0002638533,0.0002282718,0.0002195464,0.0001856984,0.0001795981,0.0001615371,0.0001440296,0.000138559,0.0001238698,0.0001232738,0.0001104188,0.0001012884,0.0001056004,9.756738E-05,8.906707E-05,9.293712E-05,8.771793E-05,7.760351E-05,8.635061E-05,8.170342E-05,8.438237E-05,9.062007E-05,8.940222E-05,9.294922E-05,0.0001047341,9.231256E-05,0.0001061122,0.0001138679,0.0001134387,0.0001121887,0.0001279316,0.0001243993,0.0001378406,0.0001461722,0.0001542786,0.0001720168,0.000176972,0.0001937289,0.0002068353,0.0002189874,0.0002383374,0.0002769826,0.0003639445,0.0003169299,0.0002903857,0.0002721601,0.0002530609,0.0002384103,0.0002418689,0.0002229479,0.0002101571
103,0,0.2445879,0.2175989,0.1923866,0.1711708,0.1513802,0.1333511,0.1211979,0.1046912,0.08785844,0.07990543,0.07001907,0.06066466,0.05459206,0.04993298,0.04629181,0.04309015,0.03975188,0.0366454,0.03489829,0.03493123,0.03140413,0.03062274,0.02810075,0.02648978,0.02540585,0.0232336,0.02293136,0.02194773,0.02113586,0.02017242,0.01918312,0.01862752,0.01784435,0.01668905,0.01648698,0.01518932,0.01574091,0.01452182,0.01396442,0.01397253,0.01284539,0.0128882,0.01178873,0.0112602,0.01065469,0.01030619,0.009284079,0.009241504,0.008645302,0.00825611,0.007788051,0.006968427,0.006540975,0.006249684,0.005636447,0.005186386,0.004780091,0.004469521,0.004158207,0.004017913,0.003476381,0.003261781,0.002876474,0.002587505,0.002437222,0.002231016,0.001942046,0.001745211,0.001632072,0.00143183,0.001279692,0.001173704,0.001095072,0.000970305,0.0008760779,0.0007684012,0.0006715255,0.0006336856,0.0005102062,0.0004395424,0.0004153351,0.0003603694,0.000328735,0.0002887497,0.0002745427,0.0002531641,0.0002190887,0.0002108154,0.0001782224,0.0001723273,0.0001550477,0.0001382857,0.0001329784,0.0001190083,0.0001183261,0.0001060144,9.724592E-05,0.0001013686,9.374518E-05,8.554446E-05,8.924088E-05,8.423899E-05,7.442677E-05,8.282497E-05,7.844123E-05,8.094227E-05,8.697926E-05,8.580179E-05,8.922553E-05,0.0001005848,8.85601E-05,0.0001020067,0.0001092738,0.0001088203,0.0001076643,0.0001230013,0.0001194387,0.0001324803,0.0001403707,0.0001480879,0.0001652743,0.0001699121,0.0001861201,0.0001984165,0.0002101555,0.000228704,0.0002656945,0.0003495762,0.0003042766,0.0002788425,0.0002613017,0.0002430234,0.0002287535,0.0002322598,0.0002139268
104,0,0.2506455,0.2233367,0.1988244,0.1754005,0.1564003,0.1383575,0.1217902,0.1112371,0.0957676,0.08040833,0.07318225,0.06410206,0.05544483,0.05240956,0.04794782,0.04443478,0.04136849,0.03815447,0.03517075,0.03346635,0.03352626,0.03014345,0.0294021,0.02697933,0.0254093,0.02440038,0.02229361,0.02201646,0.02106161,0.02029832,0.01936442,0.01841444,0.01789271,0.01712048,0.01602503,0.01582367,0.01457567,0.01511408,0.01394567,0.01340494,0.01342006,0.01231964,0.01238143,0.01131347,0.01080162,0.010229,0.00989685,0.008908852,0.008873307,0.008302283,0.007920224,0.007477291,0.006685221,0.006281241,0.006002116,0.005407859,0.004977533,0.004591812,0.00428976,0.003992511,0.003859938,0.003336655,0.003133198,0.002760662,0.002483441,0.002339291,0.002142074,0.001865215,0.001676844,0.0015675,0.001375285,0.001227988,0.001127995,0.001050888,0.0009325282,0.0008407813,0.0007381793,0.0006446859,0.00060809,0.0004900509,0.0004222995,0.0003988901,0.0003459769,0.0003155254,0.0002772286,0.0002636576,0.0002429809,0.0002103344,0.0002024399,0.0001710598,0.0001654732,0.0001488889,0.0001327369,0.0001276381,0.0001143381,0.0001136738,0.0001017933,9.337053E-05,9.730421E-05,9.009845E-05,8.219095E-05,8.568604E-05,8.093932E-05,7.14411E-05,7.950427E-05,7.531287E-05,7.768237E-05,8.350838E-05,8.236376E-05,8.565609E-05,9.662761E-05,8.501701E-05,9.808243E-05,0.0001049219,0.0001044661,0.0001033779,0.0001182249,0.0001147279,0.000127332,0.0001348828,0.0001421817,0.0001589073,0.0001631843,0.0001788491,0.0001904607,0.0002016966,0.0002195191,0.0002550535,0.0003358988,0.0002921297,0.0002678039,0.0002507483,0.0002333248,0.000219445,0.0002231783
105,0,0.2564598,0.2283704,0.2041664,0.1818403,0.1601867,0.1430613,0.1265474,0.1113341,0.1021475,0.08765537,0.07367048,0.06703478,0.05869874,0.0531808,0.05030804,0.04605067,0.04264972,0.0397108,0.03661503,0.03376126,0.03209731,0.03218235,0.02894115,0.02823015,0.02590858,0.02437253,0.02342783,0.02139878,0.02113378,0.02020997,0.01949988,0.01858369,0.01767837,0.0171883,0.01642427,0.01537823,0.01518713,0.01398562,0.01450944,0.01339303,0.01286952,0.01288882,0.01181436,0.01189494,0.01086325,0.01036053,0.009824726,0.009498228,0.00854473,0.008520086,0.007970732,0.00759872,0.007177937,0.006415498,0.006032111,0.005763027,0.005189046,0.004780605,0.004412432,0.004118443,0.003832919,0.003707595,0.003203204,0.003009656,0.002648952,0.002384621,0.002246035,0.00205631,0.001791632,0.001610994,0.001505527,0.0013213,0.001178761,0.001083588,0.00100917,0.0008962411,0.0008070401,0.0007090722,0.0006192706,0.000583572,0.0004706367,0.0004056517,0.0003829553,0.0003323936,0.0003028743,0.0002662113,0.0002531797,0.0002330611,0.0002018336,0.0001944234,0.0001642174,0.0001588743,0.0001429893,0.000127434,0.000122516,0.0001097904,0.0001091533,9.774741E-05,8.967946E-05,9.340562E-05,8.657935E-05,7.895393E-05,8.226477E-05,7.772852E-05,6.856389E-05,7.633273E-05,7.228503E-05,7.451804E-05,8.021678E-05,7.909901E-05,8.226245E-05,9.278712E-05,8.161688E-05,9.426215E-05,0.0001007205,0.0001003268,9.926494E-05,0.0001135676,0.0001102069,0.0001224102,0.0001295833,0.0001364714,0.0001527329,0.0001568113,0.0001718777,0.0001827811,0.0001935663,0.0002107311,0.0002448361,0.0003227742,0.000280459,0.0002572102,0.000240721,0.0002240958,0.000210579
