"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
124,0,0.2021695,0.1833313,0.1642327,0.1423037,0.1200931,0.1024137,0.08234647,0.06742772,0.0529363,0.04568306,0.03928897,0.03589807,0.03258493,0.03263823,0.03264899,0.03129087,0.02986889,0.02820154,0.02504751,0.02232418,0.01970373,0.01806599,0.01750262,0.01709681,0.01656508,0.01667858,0.01675739,0.01620432,0.01577293,0.0142093,0.01267578,0.01120489,0.009647767,0.008909033,0.008395927,0.007791495,0.007860205,0.00768536,0.007454979,0.007340892,0.006694694,0.006413696,0.005807515,0.005174633,0.004474933,0.004220862,0.003971851,0.003831292,0.003915089,0.004057865,0.003871741,0.003856781,0.003502595,0.003490414,0.003059164,0.002568378,0.002421201,0.00216699,0.002040867,0.001937631,0.001796655,0.001846807,0.00185182,0.001699046,0.001659881,0.001538018,0.001423674,0.001243078,0.001123075,0.0009520792,0.0009504628,0.0009017559,0.0009122917,0.0008915583,0.0008881763,0.0008636755,0.0008383638,0.0007959883,0.0006813993,0.0005934345,0.0005670119,0.0004753006,0.0004665171,0.0004614843,0.0004429601,0.0004257728,0.0004015353,0.0004450815,0.0004237847,0.0003607296,0.0003289579,0.0003032392,0.0002484763,0.0002249216,0.0002189581,0.0002049357,0.0002051129,0.000202975,0.0001908823,0.0002165891,0.0001806274,0.0001779544,0.0001501119,0.0001274586,0.0001225374,0.000101598,0.000106395,0.000104408,9.616703E-05,9.180834E-05,9.280352E-05,0.0001003255,8.627387E-05
125,0,0.1905502,0.1729022,0.1563493,0.1401273,0.1220898,0.1031477,0.08713017,0.06963993,0.05723705,0.04506728,0.03860293,0.03313031,0.03064952,0.03015671,0.03040967,0.03027745,0.02919502,0.02798417,0.02619963,0.02293539,0.02078308,0.01824991,0.01681174,0.0163229,0.01572183,0.01541044,0.01558661,0.01560536,0.01516613,0.01474268,0.01332572,0.01190125,0.01052175,0.008935469,0.008362649,0.007835098,0.007294559,0.007372947,0.007130906,0.006906231,0.006867696,0.006228209,0.005986688,0.005406192,0.0048215,0.004184633,0.003928564,0.003706969,0.003580254,0.003679684,0.003792726,0.003603515,0.003578984,0.003262794,0.003268523,0.002865261,0.002389224,0.002279411,0.002039397,0.001909893,0.001816831,0.001684082,0.001735569,0.001727748,0.001585154,0.001559003,0.001440647,0.00133453,0.001169735,0.001050977,0.0008825608,0.0008812348,0.0008419228,0.0008547408,0.0008344919,0.0008276138,0.0008067066,0.0007813583,0.0007468469,0.0006400176,0.0005572747,0.000532678,0.0004435132,0.0004383646,0.0004298126,0.0004174769,0.0003994021,0.0003755527,0.0004159376,0.0004000067,0.0003396694,0.0003074815,0.0002841618,0.0002334132,0.0002108844,0.0002056679,0.000192121,0.0001928889,0.0001907654,0.00017787,0.0002041415,0.0001700842,0.0001673433,0.0001408415,0.0001196683,0.0001157631,9.56393E-05,9.982604E-05,9.818601E-05,9.087603E-05,8.6626E-05,8.738761E-05,9.392986E-05
126,0,0.1835918,0.1654967,0.1484452,0.1349132,0.1214624,0.1059287,0.08921529,0.07545312,0.0599438,0.04968853,0.0389581,0.03327627,0.02865508,0.02881828,0.02833265,0.02849382,0.02805941,0.0273834,0.02618439,0.02466587,0.02156546,0.01955717,0.01717809,0.0157702,0.01542864,0.01475221,0.01442042,0.01458744,0.01459266,0.01427965,0.01366011,0.01253769,0.01121993,0.009913165,0.008352815,0.007859476,0.00736131,0.006874382,0.00695972,0.006663781,0.006443716,0.00647464,0.005851349,0.005620276,0.005050613,0.004529117,0.00393517,0.003719288,0.003488782,0.003359361,0.003451262,0.003573132,0.003400523,0.003361594,0.003056634,0.003090671,0.002704686,0.002246005,0.002151943,0.001925303,0.001808371,0.001709537,0.001581826,0.001633551,0.001633378,0.001489403,0.001464498,0.001355452,0.001254746,0.001098541,0.0009954929,0.0008318127,0.0008292625,0.0007964831,0.0008060626,0.0007832991,0.0007813299,0.0007619975,0.0007360784,0.0007053816,0.0006031418,0.0005250589,0.0005049345,0.0004181851,0.0004115204,0.0004052233,0.0003942161,0.0003773627,0.0003543271,0.0003940226,0.0003775174,0.000319308,0.0002898365,0.0002687236,0.0002198248,0.0001993892,0.0001940786,0.0001803878,0.0001830188,0.0001790104,0.0001690656,0.0001932837,0.0001604609,0.0001587621,0.0001323482,0.0001133467,0.0001091843,9.032397E-05,9.483696E-05,9.331344E-05,8.562756E-05,8.126166E-05,8.20196E-05
127,0,0.1827941,0.1597916,0.1443662,0.1298097,0.1174488,0.10577,0.09218327,0.07790878,0.06565203,0.05226409,0.04327379,0.03402231,0.02896074,0.02705773,0.02710563,0.02668684,0.02691516,0.02643126,0.02582749,0.0247623,0.02311954,0.02034546,0.01852117,0.0161831,0.0148991,0.01459141,0.01394802,0.01362819,0.01372872,0.01374679,0.01348735,0.01287337,0.0118628,0.01060217,0.009395772,0.007869245,0.007431991,0.00692369,0.006502118,0.006589481,0.006292484,0.00608292,0.006130611,0.005538665,0.005316096,0.004748243,0.004277603,0.003704116,0.00351156,0.003301821,0.003164177,0.003254239,0.003376036,0.003210406,0.003172256,0.002880764,0.002924756,0.002555954,0.002124583,0.002038528,0.001824234,0.001714336,0.001610377,0.001496421,0.00153483,0.001542653,0.001410245,0.001382484,0.00128166,0.001185392,0.001042693,0.0009377197,0.0007872416,0.0007807301,0.0007551716,0.0007640992,0.0007428877,0.0007390829,0.0007145648,0.0006946786,0.0006651152,0.0005723285,0.0004966398,0.0004802201,0.0003967572,0.0003875549,0.0003831167,0.0003738672,0.0003583673,0.0003360021,0.0003744209,0.0003585916,0.0003023173,0.0002756196,0.0002538842,0.0002089385,0.0001892917,0.0001832259,0.0001710954,0.0001738369,0.0001688006,0.0001596357,0.0001831494,0.0001511897,0.0001511141,0.0001256413,0.0001075465,0.0001040966,8.59376E-05,9.013373E-05,8.851992E-05,8.132168E-05,7.723874E-05
128,0,0.1890635,0.1598312,0.1397058,0.1261334,0.1135181,0.1027052,0.09236856,0.08049743,0.0680396,0.05729489,0.04564352,0.03781348,0.02971389,0.02739409,0.02562904,0.0256211,0.0252701,0.02548197,0.02501372,0.02444219,0.02345945,0.02187737,0.01926069,0.01755088,0.01531503,0.01410282,0.01381766,0.01320548,0.01291358,0.01301283,0.01303135,0.01277525,0.01219895,0.01123958,0.01004623,0.008905421,0.007451656,0.007046886,0.006565748,0.00616032,0.006250398,0.005967101,0.00576467,0.005812864,0.005245075,0.005040012,0.00449907,0.00405691,0.003512613,0.003331747,0.003130203,0.002999071,0.003086193,0.003198553,0.003043056,0.003008401,0.002730238,0.00277519,0.002426677,0.002015169,0.001934866,0.001731329,0.001626709,0.001526554,0.001419295,0.001454971,0.001465043,0.00133735,0.001312793,0.00121686,0.001123541,0.0009902881,0.0008912098,0.0007465355,0.0007410464,0.000717602,0.0007257128,0.0007052033,0.000701609,0.0006783664,0.0006596078,0.0006318018,0.000543426,0.0004714359,0.0004574053,0.0003769021,0.0003684016,0.0003638171,0.0003553205,0.0003402806,0.0003190411,0.0003566632,0.0003414088,0.0002874437,0.0002623622,0.0002413779,0.0001986635,0.0001800292,0.0001739007,0.000162687,0.0001652361,0.0001605038,0.0001518602,0.0001746036,0.0001436394,0.0001440511,0.0001193477,0.0001022101,9.92497E-05,8.180943E-05,8.590708E-05,8.439695E-05,7.735816E-05
129,0,0.2002245,0.1613557,0.13721,0.1205814,0.1076388,0.09768005,0.08863937,0.07832721,0.06764524,0.05838646,0.04965529,0.03924718,0.03257531,0.02795468,0.02564799,0.02386493,0.02393763,0.02379541,0.02369953,0.02336088,0.02279975,0.02183502,0.02040865,0.01800286,0.01637656,0.01437285,0.01314159,0.01294419,0.01228149,0.01202585,0.01225602,0.01226121,0.01199211,0.01138301,0.01048512,0.009436339,0.008263467,0.007011479,0.006555865,0.006139762,0.005802106,0.00588791,0.005554729,0.005379261,0.005446474,0.004882624,0.004703437,0.004226447,0.003769466,0.003277362,0.003132554,0.00293083,0.002763019,0.002847435,0.003005256,0.002875003,0.002797097,0.00254094,0.002604315,0.002279695,0.001899627,0.001819523,0.001610285,0.001527666,0.001432215,0.001316854,0.001357116,0.001369645,0.00123743,0.001211817,0.00113407,0.001055577,0.0009169256,0.0008372841,0.0006937344,0.0006898442,0.0006662213,0.000676963,0.0006645796,0.0006581849,0.0006389727,0.0006112391,0.0006001499,0.000514361,0.0004373193,0.0004179199,0.000356894,0.0003375233,0.0003413009,0.0003285692,0.0003226488,0.0002990624,0.0003357093,0.0003176787,0.000271048,0.0002427918,0.0002254367,0.0001876045,0.0001665701,0.0001630568,0.0001505972,0.0001539958,0.0001508587,0.0001424427,0.000158699,0.0001329274,0.0001315114,0.0001094868,9.66696E-05,9.130788E-05,7.528942E-05,8.088358E-05,7.832172E-05
130,0,0.2143712,0.173895,0.1401332,0.1191812,0.1046989,0.09342036,0.08487391,0.07702833,0.06791565,0.05864071,0.05065082,0.04304335,0.03404177,0.03077729,0.02641638,0.02423694,0.02256626,0.02262164,0.02249679,0.02241386,0.02207876,0.02156366,0.0206534,0.01929272,0.01702885,0.01549988,0.01358633,0.01242831,0.01224979,0.01161671,0.01138626,0.01160353,0.01161208,0.01134961,0.01077303,0.009922401,0.008936876,0.007822328,0.006630346,0.006209561,0.005816197,0.005493027,0.005577647,0.00526328,0.005093555,0.005162643,0.004619454,0.004455202,0.003995872,0.00355732,0.003104325,0.002970207,0.002770411,0.002615119,0.002696784,0.002845856,0.002723125,0.002647849,0.002406716,0.002468982,0.002162358,0.001801485,0.00172447,0.001526999,0.001449007,0.001357249,0.00124785,0.001284749,0.0012994,0.001171562,0.001150013,0.001075786,0.001000507,0.00086998,0.0007941915,0.0006571161,0.0006536933,0.0006325601,0.0006427763,0.0006305266,0.0006242234,0.0006064859,0.0005802256,0.0005699521,0.0004880032,0.0004148357,0.0003979296,0.0003387264,0.0003204157,0.0003238604,0.0003119542,0.0003063731,0.0002837495,0.0003198113,0.000302268,0.0002574381,0.0002307551,0.0002143111,0.0001782267,0.0001581497,0.0001547217,0.0001431032,0.0001463841,0.000143405,0.0001355638,0.0001511693,0.0001261538,0.0001248975,0.0001036988,9.157845E-05,8.704645E-05,7.162687E-05,7.713571E-05
131,0,0.2250306,0.1852256,0.1503924,0.1210919,0.1030325,0.09047388,0.08071247,0.07338294,0.06662299,0.05862681,0.05057277,0.04372852,0.03713702,0.03216315,0.02908597,0.02494859,0.02290741,0.02134839,0.02138291,0.02127097,0.02120945,0.0208577,0.02039467,0.01954266,0.01823973,0.01611256,0.01466441,0.01284359,0.01175115,0.01159019,0.01098832,0.01078646,0.01099,0.01099972,0.01073443,0.01018949,0.00939014,0.008461229,0.007406622,0.006273414,0.005883091,0.005511006,0.005199295,0.005287029,0.004985427,0.004822361,0.00489342,0.004370356,0.004220502,0.003784532,0.003368193,0.002942479,0.002814963,0.002619403,0.002475155,0.002554518,0.002693831,0.002578256,0.002506754,0.002279802,0.002341952,0.002051171,0.001709478,0.001635409,0.001447863,0.001374948,0.001286168,0.001182502,0.001216556,0.0012328,0.001109692,0.001091675,0.001021363,0.0009488356,0.0008251147,0.0007546438,0.0006223777,0.0006196838,0.0006007154,0.0006104386,0.0005982022,0.0005922366,0.0005758023,0.0005508782,0.0005413641,0.0004632753,0.0003935878,0.0003791443,0.0003206391,0.0003041453,0.000307219,0.0002963146,0.00029092,0.000269171,0.0003049104,0.0002879414,0.0002446209,0.0002195004,0.0002038784,0.0001694778,0.000150244,0.0001468853,0.0001360654,0.0001391362,0.0001364191,0.0001290716,0.0001441759,0.0001198925,0.0001190429,9.844032E-05,8.705756E-05,8.304349E-05,6.81902E-05
132,0,0.2289948,0.1938705,0.159592,0.1294387,0.1043364,0.08864217,0.07791686,0.06953788,0.06328265,0.05742864,0.05045115,0.04330382,0.03762944,0.03507777,0.03038343,0.02748947,0.02355522,0.02165748,0.02020062,0.02020606,0.02010811,0.02005928,0.01967529,0.01927473,0.01849772,0.01723701,0.01523863,0.01384288,0.0121149,0.01110693,0.01096319,0.01039724,0.01019403,0.01036491,0.010421,0.01015473,0.009636023,0.008887283,0.008012472,0.007011041,0.005935145,0.005573958,0.005224288,0.004893501,0.005009925,0.004720986,0.004560954,0.004614642,0.004135152,0.003982739,0.003584343,0.003190242,0.002788357,0.002667587,0.002480204,0.002343066,0.002418783,0.002543842,0.002441192,0.002375622,0.002159923,0.002221431,0.001944778,0.00162199,0.001550712,0.001369593,0.001304834,0.001215049,0.001120766,0.001151748,0.001169343,0.001050907,0.001036162,0.0009692474,0.0008992898,0.0007772158,0.0007128964,0.0005890154,0.0005877048,0.0005704323,0.000579414,0.0005677632,0.0005614275,0.0005468052,0.0005213032,0.0005143621,0.0004399554,0.0003729309,0.0003613179,0.0003026027,0.0002887083,0.0002914375,0.000281447,0.0002763447,0.000255526,0.0002908421,0.0002743205,0.0002324628,0.0002089309,0.0001940244,0.0001611676,0.0001425575,0.0001395125,0.0001293794,0.0001322379,0.0001292582,0.0001229676,0.0001375377,0.0001133763,0.0001136003,9.340885E-05,8.230756E-05,7.927236E-05
133,0,0.2265469,0.1969322,0.1668017,0.1373849,0.1114424,0.08978474,0.07635347,0.0670521,0.05982048,0.05451996,0.04946961,0.04336382,0.03718623,0.03556464,0.03313074,0.02870986,0.02598577,0.02223987,0.02045832,0.01910427,0.01908702,0.0190062,0.01897067,0.01861322,0.01822021,0.01750144,0.01628715,0.01441076,0.01309479,0.01144986,0.01050279,0.01037163,0.009833629,0.00965046,0.009817377,0.009868516,0.009610984,0.00911478,0.008411348,0.007586731,0.006638883,0.005614823,0.00528133,0.004951183,0.004631838,0.004748305,0.004472894,0.004319857,0.004374084,0.003910977,0.003771124,0.003393929,0.003021822,0.002641268,0.002527745,0.002349623,0.00221771,0.002291029,0.002409852,0.002311221,0.002250186,0.002046038,0.002108028,0.001843188,0.001538798,0.001469644,0.001298798,0.00123839,0.001150432,0.00106226,0.001090083,0.001108357,0.0009957986,0.0009836787,0.00091991,0.0008519104,0.0007374493,0.0006773614,0.000557579,0.0005573337,0.000541569,0.0005499945,0.0005388333,0.0005326594,0.000519169,0.0004949517,0.0004886808,0.0004177172,0.0003537278,0.0003442763,0.00028559,0.000274034,0.0002764637,0.0002673099,0.0002625229,0.0002426053,0.0002774725,0.0002613886,0.000220845,0.0001988886,0.0001847186,0.0001533697,0.0001354935,0.0001324693,0.0001229488,0.0001257059,0.0001229955,0.0001171353,0.0001311956,0.0001077719,0.0001084368,8.864187E-05,7.826839E-05
134,0,0.2151188,0.1872917,0.1617125,0.1393502,0.1124254,0.09207212,0.07495201,0.06409501,0.0551479,0.04983577,0.04599063,0.0415103,0.03602625,0.03367408,0.03246084,0.03027577,0.02636889,0.02387903,0.02056245,0.01867978,0.01769764,0.01766708,0.01734825,0.01749157,0.01720678,0.01679476,0.01616999,0.01500897,0.01332696,0.01207252,0.01046279,0.009685084,0.009568863,0.009092296,0.008781764,0.008992891,0.008914076,0.008986801,0.008340211,0.007739719,0.006915597,0.006063568,0.005171021,0.004774083,0.00461651,0.004260407,0.00429851,0.004156628,0.004014221,0.004041809,0.003621684,0.003494735,0.003148714,0.002804858,0.00243997,0.002309539,0.002136984,0.002046629,0.002112195,0.002219503,0.002139165,0.002036145,0.001863398,0.001919579,0.001724123,0.001415664,0.00137253,0.001201858,0.0011427,0.001050279,0.0009975632,0.0009985353,0.001026338,0.0009074528,0.000913029,0.0008461572,0.0007834639,0.000669054,0.0006236125,0.0005118253,0.0005155479,0.0004973217,0.0005127774,0.0005009686,0.0004907118,0.0004763387,0.0004520084,0.0004397544,0.0003811245,0.0003246078,0.0003189485,0.000256745,0.0002536776,0.0002529252,0.0002495256,0.0002422636,0.0002233408,0.0002579398,0.0002403138,0.0002054098,0.0001819061,0.0001687364,0.0001402069,0.0001252115,0.0001227286,0.0001124388,0.0001146526,0.0001145367,0.0001076054,0.0001218503,9.993082E-05,0.0001026841,8.232689E-05
135,0,0.2017365,0.1811465,0.1581542,0.1352547,0.1172141,0.09486002,0.07650904,0.06310875,0.05373549,0.0460243,0.04190088,0.03872207,0.03462408,0.03312517,0.03113644,0.02980861,0.02776598,0.02411076,0.02185703,0.01879748,0.01716918,0.01648979,0.01634958,0.01597687,0.01599436,0.01582786,0.0155668,0.01504425,0.0138273,0.01235072,0.01122256,0.009714536,0.008906734,0.008849872,0.008418931,0.008180464,0.008282991,0.008206315,0.008323401,0.007603819,0.007245639,0.006456743,0.005638152,0.004778442,0.004404992,0.004304968,0.003923247,0.004014924,0.003893197,0.003711758,0.003709738,0.003330648,0.003230755,0.002908203,0.002608348,0.00227819,0.002143382,0.001977164,0.001912102,0.001964039,0.002070544,0.001984925,0.001908791,0.00171706,0.001791694,0.001602573,0.001312703,0.0012822,0.001128702,0.001057934,0.0009830678,0.0009221371,0.0009232574,0.0009461135,0.0008406168,0.0008506199,0.0007921791,0.0007315531,0.0006279926,0.0005847832,0.0004751154,0.0004794828,0.0004636413,0.0004808375,0.0004700992,0.0004588063,0.0004447259,0.0004241831,0.0004092891,0.0003550599,0.0003036159,0.0002983939,0.0002380404,0.0002392804,0.0002387246,0.000232877,0.0002258041,0.0002087947,0.0002429857,0.0002267716,0.000191992,0.0001715956,0.0001590359,0.0001316923,0.0001173356,0.0001144945,0.0001054841,0.0001075208,0.0001071859,0.0001012378,0.0001150584,9.39207E-05,9.721191E-05
136,0,0.1916107,0.1746345,0.1566544,0.1366451,0.1170636,0.1014902,0.0821143,0.06625363,0.05455174,0.04658849,0.03987221,0.03626747,0.03357178,0.03285046,0.03131529,0.02941834,0.02818406,0.02624901,0.02279216,0.02068205,0.01776347,0.0162389,0.01560447,0.01545712,0.01511839,0.01513003,0.01497594,0.01472757,0.01425386,0.01307416,0.01169219,0.01062268,0.009191722,0.008427339,0.008377952,0.007957106,0.007752134,0.007843019,0.007775226,0.007887855,0.007193442,0.006854706,0.006110124,0.005339344,0.004514816,0.004174023,0.004079844,0.00371322,0.00380096,0.003691516,0.003519948,0.003517006,0.003153446,0.003061527,0.002757177,0.00247264,0.002158414,0.002030115,0.001872596,0.001811215,0.001859121,0.001962485,0.001881735,0.001808853,0.001627737,0.001700443,0.001520091,0.001246485,0.001217552,0.001071069,0.001004284,0.0009318801,0.000874843,0.0008748411,0.0008981748,0.0007966756,0.0008077889,0.0007525254,0.0006926028,0.0005963663,0.0005559598,0.000449978,0.0004548733,0.0004382013,0.0004568198,0.0004466652,0.0004351925,0.0004225318,0.0004031222,0.0003889285,0.0003372726,0.0002879982,0.0002843074,0.0002259431,0.0002274696,0.0002264277,0.0002216305,0.0002147294,0.0001985073,0.0002320288,0.0002161822,0.0001825674,0.0001635873,0.0001513127,0.0001252973,0.0001116726,0.000108697,0.0001003383,0.0001022824,0.0001020495,9.643895E-05,0.0001098069,8.930367E-05
137,0,0.183044,0.1643406,0.1500581,0.1360885,0.1181063,0.1016831,0.08822178,0.07149004,0.05762262,0.04750409,0.04042678,0.0347272,0.03153488,0.03185754,0.03118476,0.0294844,0.02779787,0.02667107,0.02478633,0.02152533,0.0195806,0.0167306,0.0153758,0.01478225,0.01456277,0.01432201,0.01423751,0.01418797,0.01394768,0.01348898,0.01237262,0.01105561,0.01006162,0.008687847,0.007936171,0.007898721,0.007508178,0.007334756,0.007400629,0.007352512,0.007461576,0.006815008,0.006495157,0.005796507,0.005046678,0.004275073,0.00394128,0.003856073,0.003518498,0.00358625,0.003485254,0.003331894,0.003297478,0.002977242,0.002904341,0.002616158,0.002338874,0.002042155,0.001921071,0.001774414,0.001711274,0.001757661,0.001861139,0.001784597,0.001716673,0.001544851,0.001607403,0.001443902,0.001183073,0.001149478,0.001008159,0.0009537927,0.0008840302,0.0008303696,0.0008265483,0.0008531532,0.0007471754,0.0007635797,0.0007097034,0.0006565329,0.0005646337,0.0005283583,0.0004251734,0.0004307594,0.0004163378,0.0004344235,0.000424562,0.0004130881,0.0004018263,0.0003816375,0.0003693859,0.0003206435,0.0002735957,0.0002711804,0.0002146188,0.0002164057,0.0002152021,0.0002100377,0.0002042224,0.0001871315,0.0002216988,0.0002055559,0.000173586,0.0001558533,0.0001432681,0.0001193729,0.0001063494,0.0001023381,9.429405E-05,9.696338E-05,9.718756E-05,9.150305E-05,0.0001049087
138,0,0.1779119,0.1601812,0.1436107,0.1311498,0.1189137,0.1031983,0.08885904,0.0771949,0.06254715,0.05040376,0.04154962,0.03537453,0.03038034,0.0299358,0.03024556,0.0296386,0.02792643,0.02634314,0.02525599,0.02346764,0.0203848,0.01855122,0.01583461,0.01457011,0.0140129,0.01379146,0.01358139,0.01350164,0.01345544,0.01322185,0.01279649,0.01172248,0.01048003,0.009540097,0.008240163,0.007527543,0.007490966,0.007125718,0.00696316,0.00701964,0.006978935,0.007084632,0.006461171,0.006161227,0.005501938,0.004787236,0.004054476,0.003741031,0.003663582,0.003336446,0.003406552,0.003311172,0.003163461,0.003132104,0.002822478,0.002759148,0.002485222,0.002222262,0.001937672,0.001825095,0.001683169,0.001623571,0.001668868,0.00176689,0.001693856,0.001631133,0.001467353,0.001527699,0.00137241,0.001123572,0.00109282,0.0009577789,0.0009064947,0.0008392931,0.0007890556,0.0007844167,0.0008117856,0.0007089171,0.0007262348,0.0006752102,0.0006233821,0.0005370506,0.0005030563,0.0004033923,0.0004093567,0.0003959429,0.000413565,0.0004032646,0.0003925521,0.0003825832,0.0003633536,0.0003515948,0.0003048697,0.0002600133,0.0002587041,0.0002041147,0.0002060261,0.000204704,0.0002002348,0.000194485,0.0001782789,0.0002119455,0.0001962048,0.0001654846,0.000148739,0.0001364367,0.0001138245,0.0001013538,9.717244E-05,8.980807E-05,9.238307E-05,9.267024E-05,8.733888E-05
139,0,0.1779801,0.1559325,0.140482,0.1257807,0.1148658,0.1041328,0.09040602,0.07783783,0.06765914,0.05481067,0.04417828,0.0364183,0.03100294,0.02885509,0.02842087,0.02873174,0.02818694,0.02646023,0.0249701,0.02392705,0.02222132,0.0193115,0.01757722,0.01499258,0.01380861,0.01328541,0.01305902,0.01288343,0.01280006,0.01276879,0.01253259,0.01214745,0.01110668,0.009937353,0.009042311,0.00781408,0.00714099,0.007106271,0.006763494,0.006613378,0.006664149,0.006623086,0.006731662,0.006128285,0.005846581,0.005220244,0.004545576,0.003848148,0.003551938,0.00348134,0.003165682,0.003237318,0.003146454,0.003003866,0.002975424,0.002674328,0.002622109,0.002360248,0.00211065,0.001839382,0.001733957,0.0015962,0.001540113,0.001585595,0.001678346,0.001608677,0.001549904,0.001392097,0.001452383,0.001304938,0.001067169,0.001038974,0.0009102573,0.0008619684,0.0007966878,0.0007498266,0.0007444809,0.000769984,0.0006729387,0.0006910026,0.0006428964,0.0005925038,0.0005106737,0.0004790617,0.0003826756,0.000389242,0.0003760266,0.000393881,0.0003833824,0.0003731656,0.0003642294,0.0003458733,0.0003348669,0.0002897758,0.0002472014,0.0002468622,0.0001941999,0.0001962426,0.0001947767,0.0001908918,0.0001852868,0.0001699003,0.000202706,0.0001871399,0.0001577334,0.0001419501,0.0001297699,0.0001085413,9.660072E-05,9.25162E-05,8.55535E-05,8.809071E-05,8.838251E-05
