"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,86
Timestep, Region,"lionfish juv"_0,"lionfish juv"_1,"lionfish juv"_2,"lionfish juv"_3,"lionfish juv"_4,"lionfish juv"_5,"lionfish adult"_6,"lionfish adult"_7,"lionfish adult"_8,"lionfish adult"_9,"lionfish adult"_10,"lionfish adult"_11,"lionfish adult"_12,"lionfish adult"_13,"lionfish adult"_14,"lionfish adult"_15,"lionfish adult"_16,"lionfish adult"_17,"lionfish adult"_18,"lionfish adult"_19,"lionfish adult"_20,"lionfish adult"_21,"lionfish adult"_22,"lionfish adult"_23,"lionfish adult"_24,"lionfish adult"_25,"lionfish adult"_26,"lionfish adult"_27,"lionfish adult"_28,"lionfish adult"_29,"lionfish adult"_30,"lionfish adult"_31,"lionfish adult"_32,"lionfish adult"_33,"lionfish adult"_34,"lionfish adult"_35,"lionfish adult"_36,"lionfish adult"_37,"lionfish adult"_38,"lionfish adult"_39,"lionfish adult"_40,"lionfish adult"_41,"lionfish adult"_42,"lionfish adult"_43,"lionfish adult"_44,"lionfish adult"_45,"lionfish adult"_46,"lionfish adult"_47,"lionfish adult"_48,"lionfish adult"_49,"lionfish adult"_50,"lionfish adult"_51,"lionfish adult"_52,"lionfish adult"_53,"lionfish adult"_54,"lionfish adult"_55,"lionfish adult"_56,"lionfish adult"_57,"lionfish adult"_58,"lionfish adult"_59,"lionfish adult"_60,"lionfish adult"_61,"lionfish adult"_62,"lionfish adult"_63,"lionfish adult"_64,"lionfish adult"_65,"lionfish adult"_66,"lionfish adult"_67,"lionfish adult"_68,"lionfish adult"_69,"lionfish adult"_70,"lionfish adult"_71,"lionfish adult"_72,"lionfish adult"_73,"lionfish adult"_74,"lionfish adult"_75,"lionfish adult"_76,"lionfish adult"_77,"lionfish adult"_78,"lionfish adult"_79,"lionfish adult"_80,"lionfish adult"_81,"lionfish adult"_82,"lionfish adult"_83,"lionfish adult"_84,"lionfish adult"_85,"lionfish adult"_86
99,2,0.04525994,0.05218798,0.0632202,0.07738256,0.07353777,0.09275337,0.07808069,0.05162587,0.02970974,0.01610873,0.005013529,0.002805404,0.00276323,0.003833785,0.004934343,0.007514309,0.01123975,0.01514855,0.01229768,0.008531668,0.005390873,0.002857917,0.0008909493,0.0005268427,0.0005783255,0.0007335307,0.001019313,0.001488451,0.002575942,0.003024795,0.002489636,0.001893129,0.001159676,0.0005781905,0.000184786,0.0001183325,0.0001167587,0.0001481849,0.0002007505,0.0003231256,0.0004901292,0.0005785387,0.0005188502,0.0003428663,0.0002176894,0.0001101011,4.078997E-05,2.669426E-05,2.737301E-05,3.616091E-05,4.628723E-05,7.500233E-05,0.0001062959,0.0001114878,0.0001080318,6.526845E-05,4.574629E-05,2.518563E-05,7.573662E-06,5.703208E-06,4.087308E-06,6.589612E-06,9.465938E-06,1.303482E-05,1.865798E-05,2.246563E-05,2.008591E-05,1.535556E-05,9.987361E-06,4.244077E-06,1.712502E-06,9.396471E-07,1.194779E-06,1.706744E-06,1.842798E-06,2.028761E-06,3.429639E-06,4.035844E-06,3.682285E-06,1.98105E-06,1.479904E-06,1.087781E-06,4.391345E-07,2.006051E-07,4.574428E-07,5.609567E-07,4.757922E-07
100,2,0.04007202,0.03860997,0.04467212,0.05409439,0.0661935,0.06321833,0.08031163,0.06455959,0.04260563,0.02460974,0.01343811,0.004205737,0.002358812,0.002322541,0.003243259,0.004172737,0.006376847,0.009481424,0.01277983,0.01034731,0.007213792,0.004556127,0.002423223,0.0007585216,0.0004488615,0.0004921127,0.0006266757,0.0008672049,0.001264869,0.002204934,0.00257747,0.002119031,0.001621322,0.0009931413,0.0004937728,0.000157941,0.0001018581,0.0001006961,0.0001271806,0.0001715675,0.0002770065,0.0004210517,0.0004970193,0.0004453344,0.0002938827,0.0001861528,9.459119E-05,3.513842E-05,2.318007E-05,2.365344E-05,3.150786E-05,4.020167E-05,6.548224E-05,9.224586E-05,9.623353E-05,9.402693E-05,5.637056E-05,3.948307E-05,2.190046E-05,6.557741E-06,5.000684E-06,3.523703E-06,5.717946E-06,8.232956E-06,1.129865E-05,1.614584E-05,1.939234E-05,1.750857E-05,1.340808E-05,8.749447E-06,3.709994E-06,1.490153E-06,8.142257E-07,1.053276E-06,1.508501E-06,1.620257E-06,1.769337E-06,2.990302E-06,3.530975E-06,3.224532E-06,1.720003E-06,1.298115E-06,9.531537E-07,3.848116E-07,1.763789E-07,4.093394E-07,4.991965E-07
101,2,0.0566276,0.03120323,0.02988307,0.03476554,0.04212503,0.05148358,0.04972174,0.06699812,0.05380813,0.0354299,0.0205654,0.01127278,0.003544299,0.001990987,0.001962955,0.002759885,0.003544227,0.00542563,0.008039908,0.01083875,0.008741925,0.006124879,0.003869925,0.002063447,0.0006485201,0.0003831643,0.0004193592,0.0005368912,0.0007407601,0.001078212,0.001893804,0.002204772,0.001809488,0.001392947,0.0008535102,0.0004236133,0.0001352916,8.791372E-05,8.699424E-05,0.0001094697,0.0001471781,0.0002379631,0.0003626849,0.0004281526,0.0003836353,0.0002529324,0.0001595064,8.157008E-05,3.03564E-05,2.02019E-05,2.048534E-05,2.750051E-05,3.497886E-05,5.732979E-05,8.026137E-05,8.330293E-05,8.20909E-05,4.883399E-05,3.41962E-05,1.909529E-05,5.702953E-06,4.395733E-06,3.049315E-06,4.97017E-06,7.174561E-06,9.799445E-06,1.400685E-05,1.677266E-05,1.528084E-05,1.171648E-05,7.67305E-06,3.248164E-06,1.299191E-06,7.077397E-07,9.30935E-07,1.336325E-06,1.427595E-06,1.544006E-06,2.614689E-06,3.099731E-06,2.828829E-06,1.496035E-06,1.140925E-06,8.33252E-07,3.377968E-07,1.552859E-07,3.665276E-07
102,2,0.1128974,0.03857308,0.02115558,0.02006392,0.02339769,0.02836755,0.03400373,0.04228692,0.05656891,0.0452242,0.02975788,0.01740035,0.009573311,0.003026655,0.001698636,0.001680139,0.002375786,0.003047114,0.004678045,0.006906258,0.009303191,0.007483685,0.005267824,0.003332398,0.001779674,0.0005607198,0.0003312454,0.0003619556,0.0004666503,0.0006412205,0.0009310929,0.001649326,0.001910684,0.001566145,0.001212004,0.0007426736,0.0003681403,0.0001174371,7.683052E-05,7.607894E-05,9.552421E-05,0.0001280576,0.0002072878,0.0003166565,0.0003739204,0.0003348302,0.0002204316,0.0001384468,7.117527E-05,2.653965E-05,1.783428E-05,1.799149E-05,2.430426E-05,3.083576E-05,5.077816E-05,7.071209E-05,7.30418E-05,7.250602E-05,4.28222E-05,2.995273E-05,1.684053E-05,5.015524E-06,3.909474E-06,2.672122E-06,4.377558E-06,6.335245E-06,8.612759E-06,1.231035E-05,1.470618E-05,1.350151E-05,1.037007E-05,6.815194E-06,2.877742E-06,1.146413E-06,6.231148E-07,8.319952E-07,1.197801E-06,1.273094E-06,1.363587E-06,2.314164E-06,2.755452E-06,2.510249E-06,1.321998E-06,1.013485E-06,7.381802E-07,3.002741E-07,1.382645E-07
103,2,0.1475824,0.08052792,0.02735769,0.01487194,0.01399486,0.01634517,0.01983722,0.02880015,0.0363261,0.04820686,0.03836889,0.02518972,0.014834,0.008185266,0.002606924,0.001465093,0.001450368,0.002064565,0.002644932,0.004075816,0.005998283,0.008068152,0.0064635,0.004568007,0.002898224,0.001550371,0.0004891147,0.0002895022,0.0003162685,0.000410144,0.0005619999,0.0008138701,0.001451491,0.001673932,0.001370879,0.001066448,0.0006537075,0.0003230438,0.0001030545,6.79074E-05,6.73759E-05,8.435659E-05,0.0001128118,0.0001829771,0.000279913,0.0003301339,0.0002958388,0.0001943555,0.0001215534,6.284646E-05,2.349266E-05,1.593146E-05,1.599832E-05,2.171835E-05,2.75265E-05,4.550641E-05,6.308417E-05,6.477223E-05,6.477463E-05,3.79734E-05,2.654079E-05,1.502381E-05,4.465904E-06,3.513849E-06,2.371292E-06,3.903457E-06,5.666617E-06,7.673462E-06,1.095914E-05,1.304735E-05,1.205818E-05,9.285508E-06,6.123465E-06,2.580626E-06,1.024297E-06,5.553886E-07,7.519677E-07,1.0865E-06,1.149744E-06,1.219788E-06,2.073154E-06,2.476786E-06,2.251913E-06,1.179845E-06,9.111271E-07,6.643585E-07,2.727186E-07
104,2,0.1761916,0.1114866,0.06104386,0.02060762,0.0110809,0.01039889,0.01214404,0.01718527,0.02460695,0.03133972,0.04124789,0.0327085,0.02142663,0.01266586,0.007016896,0.002254487,0.001263823,0.001252852,0.001797908,0.002303488,0.003551661,0.005211429,0.00699357,0.005586842,0.003961888,0.002519543,0.001351352,0.0004265435,0.0002528071,0.0002765641,0.0003614137,0.0004933538,0.0007117655,0.001279672,0.001469645,0.001200682,0.0009394903,0.0005747376,0.000283259,9.04217E-05,6.009428E-05,5.988573E-05,7.456706E-05,9.9344E-05,0.0001617475,0.0002477863,0.0002914119,0.0002613255,0.000170657,0.0001065321,5.547822E-05,2.082473E-05,1.424353E-05,1.424622E-05,1.94438E-05,2.463315E-05,4.084559E-05,5.64196E-05,5.747914E-05,5.792327E-05,3.365106E-05,2.356917E-05,1.342583E-05,3.974225E-06,3.162915E-06,2.109254E-06,3.490276E-06,5.073442E-06,6.849054E-06,9.766218E-06,1.159356E-05,1.079379E-05,8.316247E-06,5.513803E-06,2.315851E-06,9.161939E-07,4.953811E-07,6.807501E-07,9.868119E-07,1.040887E-06,1.092577E-06,1.857324E-06,2.230142E-06,2.024994E-06,1.052893E-06,8.196327E-07,5.983847E-07
105,2,0.1943439,0.1385425,0.08798216,0.04812243,0.01617415,0.008603757,0.008082343,0.01049732,0.01497312,0.02109155,0.02707007,0.03540197,0.02797654,0.018292,0.01086001,0.006033577,0.001952607,0.001093358,0.001084078,0.001566837,0.00200608,0.003104525,0.004530712,0.006072056,0.004835246,0.003438335,0.002193159,0.001178985,0.0003723424,0.0002215755,0.0002419679,0.0003184708,0.0004329346,0.0006230263,0.001128583,0.001290976,0.001051526,0.0008274545,0.0005066474,0.0002486881,7.9362E-05,5.328332E-05,5.317594E-05,6.588252E-05,8.767975E-05,0.0001427561,0.0002192531,0.0002575812,0.000230983,0.0001502937,9.349982E-05,4.898952E-05,1.84545E-05,1.274272E-05,1.269147E-05,1.741608E-05,2.201873E-05,3.666891E-05,5.04588E-05,5.101508E-05,5.184513E-05,2.991657E-05,2.09555E-05,1.200352E-05,3.542322E-06,2.847872E-06,1.874334E-06,3.117407E-06,4.544588E-06,6.105543E-06,8.709705E-06,1.029753E-05,9.662939E-06,7.453056E-06,4.966324E-06,2.081113E-06,8.191716E-07,4.42038E-07,6.152831E-07,8.960478E-07,9.419217E-07,9.790032E-07,1.664067E-06,1.996086E-06,1.820332E-06,9.404436E-07,7.383942E-07
106,2,0.1945727,0.1609741,0.1155469,0.07357688,0.04010335,0.01344928,0.007086105,0.007022793,0.009150246,0.01314557,0.01816713,0.02347059,0.0305337,0.02403696,0.01567872,0.00935799,0.005209059,0.001697703,0.0009499401,0.0009411128,0.001370897,0.001754024,0.002722274,0.003952465,0.005292991,0.004203822,0.002995414,0.00191372,0.001031825,0.0003265648,0.0001948639,0.0002125146,0.0002813519,0.0003810416,0.0005474356,0.0009951155,0.001137377,0.0009237757,0.0007306174,0.0004479377,0.0002190533,6.99017E-05,4.740327E-05,4.734505E-05,5.836483E-05,7.758707E-05,0.000126223,0.0001943973,0.0002283547,0.0002047862,0.0001327711,8.238175E-05,4.338461E-05,1.639651E-05,1.143058E-05,1.133137E-05,1.563981E-05,1.971689E-05,3.296998E-05,4.523082E-05,4.539183E-05,4.651786E-05,2.666807E-05,1.868542E-05,1.074944E-05,3.166175E-06,2.571434E-06,1.668524E-06,2.789812E-06,4.080033E-06,5.456352E-06,7.780528E-06,9.163687E-06,8.655766E-06,6.695508E-06,4.483443E-06,1.853529E-06,7.341355E-07,3.951833E-07,5.579165E-07,8.151206E-07,8.540248E-07,8.791451E-07,1.49373E-06,1.79297E-06,1.639768E-06,8.427509E-07
107,2,0.1505603,0.1746047,0.1452613,0.1045104,0.06665142,0.03618801,0.01214172,0.006106428,0.006114818,0.007998894,0.01156223,0.0156397,0.02031634,0.02629662,0.02066983,0.01340434,0.008053328,0.004493186,0.001472294,0.0008231514,0.0008152948,0.001196265,0.001528883,0.002380397,0.003435305,0.004598217,0.003646029,0.002600201,0.001665419,0.0008993128,0.000284713,0.0001708856,0.000185749,0.0002478652,0.0003341829,0.0004792241,0.0008753836,0.0009995083,0.0008087905,0.0006430172,0.0003938798,0.0001924028,6.137585E-05,4.206979E-05,4.202749E-05,5.152445E-05,6.838095E-05,0.0001112051,0.000171776,0.0002018718,0.0001808649,0.0001170314,7.232973E-05,3.832303E-05,1.452659E-05,1.02228E-05,1.008405E-05,1.400577E-05,1.759712E-05,2.955417E-05,4.042718E-05,4.026441E-05,4.163969E-05,2.370798E-05,1.661447E-05,9.605792E-06,2.821382E-06,2.314542E-06,1.48061E-06,2.49027E-06,3.650437E-06,4.860083E-06,6.92603E-06,8.130303E-06,7.732027E-06,5.997811E-06,4.036357E-06,1.645878E-06,6.559423E-07,3.522114E-07,5.04326E-07,7.395976E-07,7.721611E-07,7.869068E-07,1.336267E-06,1.609226E-06,1.473489E-06
108,2,0.1132685,0.1360387,0.1579321,0.1315814,0.09472297,0.06033462,0.03268931,0.01040557,0.005297313,0.005331396,0.007005032,0.01017474,0.01344772,0.01753718,0.0225568,0.01773355,0.01145306,0.006927129,0.003870043,0.00127246,0.0007113861,0.0007037589,0.00103915,0.001328071,0.00207204,0.002972181,0.003980149,0.003153432,0.002246968,0.001444414,0.0007813991,0.0002475967,0.0001492104,0.0001615588,0.0002170795,0.0002917044,0.0004175755,0.0007668337,0.0008751121,0.0007051813,0.0005637107,0.000344936,0.0001681375,5.363986E-05,3.720903E-05,3.712449E-05,4.530633E-05,6.002763E-05,9.747891E-05,0.0001510109,0.0001775451,0.0001590753,0.0001027989,6.337347E-05,3.370096E-05,1.281723E-05,9.102438E-06,8.927161E-06,1.249001E-05,1.563595E-05,2.638173E-05,3.598347E-05,3.554366E-05,3.713007E-05,2.100008E-05,1.472777E-05,8.551073E-06,2.502095E-06,2.075367E-06,1.308247E-06,2.21124E-06,3.251067E-06,4.308128E-06,6.13887E-06,7.181435E-06,6.879362E-06,5.351206E-06,3.616961E-06,1.454469E-06,5.835639E-07,3.125599E-07,4.544571E-07,6.688115E-07,6.950675E-07,7.013479E-07,1.19014E-06,1.4398E-06
109,2,0.0849991,0.1007274,0.1208262,0.1403224,0.1170424,0.08415818,0.05359345,0.02795576,0.00895405,0.004601339,0.004651774,0.006131778,0.008952327,0.01153825,0.01512098,0.01935303,0.0151979,0.009768597,0.00594506,0.003329562,0.001097649,0.0006146595,0.0006061179,0.0009005179,0.001150934,0.001798696,0.002566981,0.003438543,0.002720847,0.001939372,0.001249104,0.0006779569,0.0002148832,0.0001299328,0.0001402631,0.0001897755,0.0002538342,0.00036253,0.0006694067,0.0007644054,0.0006129953,0.00049266,0.0003013182,0.0001464065,4.677491E-05,3.279569E-05,3.270373E-05,3.970019E-05,5.249141E-05,8.516971E-05,0.0001323326,0.0001556575,0.000139618,9.004013E-05,5.534757E-05,2.956036E-05,1.127533E-05,8.083105E-06,7.873744E-06,1.110341E-05,1.384821E-05,2.347603E-05,3.19038E-05,3.127313E-05,3.301185E-05,1.853096E-05,1.300388E-05,7.583826E-06,2.21258E-06,1.855213E-06,1.15258E-06,1.955348E-06,2.883454E-06,3.808091E-06,5.419735E-06,6.313784E-06,6.094926E-06,4.745082E-06,3.231604E-06,1.279971E-06,5.17404E-07,2.762359E-07,4.084977E-07,6.030271E-07,6.235335E-07,6.231095E-07,1.055119E-06
110,2,0.06416356,0.07446782,0.08823644,0.106165,0.1238067,0.1032778,0.07436789,0.0455364,0.02392674,0.007701449,0.003994172,0.004058199,0.005381618,0.007867118,0.00988248,0.01300363,0.01656893,0.01301072,0.008331207,0.005085147,0.002858727,0.0009455889,0.0005292243,0.0005203888,0.0007796393,0.0009956475,0.001557561,0.002212833,0.002962278,0.002343253,0.001670294,0.001077871,0.0005861041,0.0001862371,0.0001129343,0.0001215929,0.0001656431,0.0002201947,0.0003139733,0.000583182,0.0006653689,0.0005321117,0.0004299626,0.0002628605,0.000127252,4.071418E-05,2.886044E-05,2.872638E-05,3.471454E-05,4.579514E-05,7.428736E-05,0.000115705,0.0001362454,0.0001222886,7.870098E-05,4.823169E-05,2.589972E-05,9.897582E-06,7.164215E-06,6.933404E-06,9.835208E-06,1.223848E-05,2.084613E-05,2.823082E-05,2.745212E-05,2.928656E-05,1.632264E-05,1.14516E-05,6.715112E-06,1.951645E-06,1.656134E-06,1.01341E-06,1.726532E-06,2.551081E-06,3.35392E-06,4.774604E-06,5.5362E-06,5.388152E-06,4.199436E-06,2.881696E-06,1.125805E-06,4.582808E-07,2.436365E-07,3.664181E-07,5.430081E-07,5.582033E-07,5.519201E-07
111,2,0.04883437,0.05591382,0.06482805,0.07680051,0.09279256,0.1087292,0.09071277,0.06310745,0.03876236,0.02055822,0.006633427,0.003472042,0.003538382,0.004710918,0.006913508,0.008447803,0.01117106,0.01418161,0.01112522,0.007089583,0.004346623,0.002446838,0.0008100864,0.0004553122,0.0004469954,0.0006709861,0.0008597368,0.001347028,0.001902303,0.002551437,0.002008161,0.001436702,0.0009290818,0.0005054185,0.0001611306,9.794503E-05,0.0001052052,0.0001439593,0.0001905366,0.0002715148,0.0005057417,0.0005774434,0.0004609412,0.0003740286,0.0002286382,0.000110219,3.532414E-05,2.532978E-05,2.512841E-05,3.025948E-05,3.986557E-05,6.455783E-05,0.0001010359,0.0001188795,0.0001067621,6.855396E-05,4.195143E-05,2.260353E-05,8.639085E-06,6.331192E-06,6.080569E-06,8.666777E-06,1.076014E-05,1.847159E-05,2.486835E-05,2.40043E-05,2.590272E-05,1.43226E-05,1.004275E-05,5.927054E-06,1.71757E-06,1.476511E-06,8.898747E-07,1.516207E-06,2.245824E-06,2.937506E-06,4.198096E-06,4.844575E-06,4.73098E-06,3.706067E-06,2.559351E-06,9.863262E-07,4.037732E-07,2.144268E-07,3.279075E-07,4.858146E-07,4.964984E-07
112,2,0.04143387,0.04167278,0.04772634,0.05529059,0.06549961,0.07959435,0.09396347,0.07714099,0.05380888,0.03310069,0.01770472,0.005723337,0.003018451,0.003092543,0.004126864,0.006065287,0.007224643,0.009594055,0.0121479,0.009508367,0.006036993,0.003717903,0.002094768,0.0006950785,0.0003912763,0.0003837578,0.000577761,0.0007420066,0.001163184,0.001636599,0.002197841,0.001721354,0.001238203,0.00080197,0.0004361006,0.0001393115,8.493342E-05,9.108314E-05,0.00012522,0.0001648771,0.0002345745,0.0004386704,0.0005008833,0.0003995061,0.0003254133,0.000198558,9.549264E-05,3.065951E-05,2.223586E-05,2.204156E-05,2.632194E-05,3.469061E-05,5.616149E-05,8.815178E-05,0.0001037701,9.319975E-05,5.970783E-05,3.648823E-05,1.975229E-05,7.558633E-06,5.591553E-06,5.337459E-06,7.647852E-06,9.467452E-06,1.636133E-05,2.192245E-05,2.09793E-05,2.293589E-05,1.257479E-05,8.810765E-06,5.232964E-06,1.496607E-06,1.316268E-06,7.815045E-07,1.331853E-06,1.97738E-06,2.574161E-06,3.689012E-06,4.235571E-06,4.161602E-06,3.271507E-06,2.27585E-06,8.674809E-07,3.554901E-07,1.887012E-07,2.933104E-07,4.329171E-07
113,2,0.05615775,0.0321354,0.03235987,0.03702454,0.04277458,0.05061648,0.06236409,0.08024346,0.06598911,0.04613506,0.02843455,0.01530638,0.004951723,0.002637037,0.002712235,0.003627146,0.005333491,0.006203177,0.008270535,0.01046108,0.00817112,0.005167663,0.003189708,0.001802059,0.0005991185,0.0003377465,0.0003309469,0.0004998806,0.0006426374,0.001008247,0.001414419,0.001901015,0.001481682,0.001072001,0.0006954825,0.0003779122,0.0001209742,7.390943E-05,7.900466E-05,0.000109325,0.00014324,0.000203437,0.0003818854,0.0004362892,0.0003476329,0.0002843242,0.0001732765,8.313548E-05,2.672356E-05,1.956097E-05,1.939999E-05,2.296219E-05,3.026279E-05,4.902106E-05,7.719392E-05,9.095465E-05,8.167772E-05,5.221497E-05,3.186629E-05,1.732382E-05,6.638554E-06,4.953123E-06,4.700828E-06,6.769948E-06,8.354978E-06,1.452166E-05,1.938737E-05,1.840365E-05,2.028438E-05,1.108002E-05,7.754368E-06,4.631852E-06,1.307964E-06,1.176281E-06,6.879332E-07,1.173653E-06,1.747311E-06,2.270995E-06,3.251961E-06,3.715105E-06,3.67465E-06,2.896696E-06,2.030207E-06,7.633794E-07,3.139908E-07,1.665075E-07,2.63093E-07
114,2,0.1130911,0.03871309,0.02168402,0.02200136,0.0249539,0.02852346,0.03367439,0.05397336,0.06901702,0.05688686,0.03994662,0.02460132,0.013333,0.00432357,0.002319856,0.002395738,0.003208481,0.004726794,0.005384366,0.007210727,0.009093754,0.007101028,0.004471155,0.002771461,0.001568534,0.0005218941,0.0002949267,0.0002885309,0.0004371362,0.0005629545,0.0008850075,0.001237864,0.001663519,0.001289794,0.0009384578,0.0006103273,0.0003313864,0.0001063092,6.506324E-05,6.933314E-05,9.656405E-05,0.0001259051,0.0001786547,0.0003366557,0.0003844386,0.0003061497,0.0002514154,0.0001530293,7.338965E-05,2.357865E-05,1.739828E-05,1.726589E-05,2.027747E-05,2.671219E-05,4.331505E-05,6.836882E-05,8.064618E-05,7.244466E-05,4.626868E-05,2.80869E-05,1.536352E-05,5.903365E-06,4.437081E-06,4.184787E-06,6.055021E-06,7.473636E-06,1.301912E-05,1.734079E-05,1.634328E-05,1.814293E-05,9.885302E-06,6.908395E-06,4.143692E-06,1.157246E-06,1.0609E-06,6.124871E-07,1.046119E-06,1.560817E-06,2.028148E-06,2.90007E-06,3.296575E-06,3.284473E-06,2.58971E-06,1.828718E-06,6.787344E-07,2.803158E-07,1.484743E-07
115,2,0.1521477,0.08137607,0.02792151,0.01529847,0.01562618,0.01761709,0.01994203,0.02921081,0.04705443,0.05977916,0.04930714,0.03478222,0.02141344,0.01169396,0.003800032,0.002056469,0.00213302,0.00285783,0.004221275,0.004719624,0.006341701,0.007967394,0.006232631,0.003896772,0.002433844,0.001377025,0.0004594601,0.0002603693,0.0002542229,0.0003865281,0.0004987156,0.0007853749,0.001095376,0.001471762,0.00113362,0.0008289561,0.0005410673,0.0002935217,9.438402E-05,5.780469E-05,6.155431E-05,8.623399E-05,0.0001119308,0.0001587677,0.0003000285,0.0003417342,0.0002725921,0.0002245953,0.0001366359,6.541071E-05,2.103697E-05,1.564761E-05,1.553725E-05,1.808062E-05,2.38479E-05,3.871141E-05,6.120167E-05,7.223529E-05,6.495312E-05,4.138172E-05,2.501692E-05,1.376584E-05,5.303147E-06,4.016173E-06,3.765894E-06,5.4738E-06,6.747669E-06,1.178891E-05,1.567729E-05,1.466799E-05,1.63965E-05,8.912101E-06,6.216164E-06,3.744618E-06,1.035972E-06,9.662016E-07,5.508667E-07,9.420366E-07,1.410395E-06,1.827903E-06,2.612507E-06,2.956966E-06,2.967379E-06,2.33838E-06,1.663192E-06,6.109046E-07,2.528423E-07
116,2,0.1800837,0.1169126,0.0625558,0.02143634,0.01153583,0.01185739,0.01327259,0.0173043,0.02547185,0.04120735,0.05205277,0.0428975,0.0303785,0.01870251,0.01028529,0.0033452,0.001823193,0.001899948,0.00254684,0.003770995,0.004140423,0.005581492,0.00698335,0.00547392,0.003397851,0.00213878,0.001210901,0.0004045703,0.0002300906,0.0002241114,0.0003423427,0.0004421619,0.0006976228,0.0009703219,0.001301693,0.0009948742,0.0007332616,0.000479867,0.0002604112,8.389102E-05,5.14766E-05,5.474876E-05,7.704792E-05,9.956588E-05,0.0001412617,0.0002674915,0.0003042767,0.000243027,0.0002009059,0.0001216111,5.830801E-05,1.878318E-05,1.409847E-05,1.400081E-05,1.616104E-05,2.131546E-05,3.463305E-05,5.482816E-05,6.476311E-05,5.830056E-05,3.705949E-05,2.228451E-05,1.23452E-05,4.766108E-06,3.637026E-06,3.391847E-06,4.95606E-06,6.105712E-06,1.068354E-05,1.419674E-05,1.318409E-05,1.48437E-05,8.055906E-06,5.601248E-06,3.386712E-06,9.286524E-07,8.809334E-07,4.959948E-07,8.501403E-07,1.277227E-06,1.652571E-06,2.355748E-06,2.652971E-06,2.684734E-06,2.109305E-06,1.51606E-06,5.50449E-07
117,2,0.2021959,0.1432192,0.09334004,0.04935077,0.01701901,0.00907203,0.009380238,0.01123996,0.01502334,0.02222311,0.03589665,0.04512601,0.03708993,0.0262873,0.01613557,0.008911505,0.002918485,0.001614952,0.001679778,0.002265857,0.003352654,0.003595638,0.004842082,0.005945065,0.004810494,0.002967514,0.001880747,0.00106527,0.0003564837,0.0002031294,0.0001976863,0.0003034349,0.0003908934,0.0006198211,0.0008592783,0.001152537,0.000873645,0.0006489845,0.0004256557,0.0002299111,7.460451E-05,4.583886E-05,4.870269E-05,6.886358E-05,8.852455E-05,0.0001257028,0.0002387888,0.0002703379,0.0002167026,0.0001797616,0.0001083141,5.199017E-05,1.676177E-05,1.270667E-05,1.262552E-05,1.442308E-05,1.905771E-05,3.099523E-05,4.914669E-05,5.787701E-05,5.236052E-05,3.320184E-05,1.983942E-05,1.106906E-05,4.279079E-06,3.300876E-06,3.056239E-06,4.489276E-06,5.526676E-06,9.680743E-06,1.285343E-05,1.184548E-05,1.345063E-05,7.242852E-06,5.02931E-06,3.061817E-06,8.318676E-07,8.033713E-07,4.468516E-07,7.662732E-07,1.157006E-06,1.494467E-06,2.123445E-06,2.382092E-06,2.429208E-06,1.904295E-06,1.381654E-06
