"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass by region"
"Region 2 area km2",142031.143684927
"Number of cells",414

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
221,0.01402963,0.01206602,0.002261803,0.06156528,0.09372085,0.1147178,0.01521278,2.658177E-06,0.002148895,0.001094584,0.214406,0.01271217,0.0991232,7.983792E-07,0.005538509,0.02124016,0.113819,0.0146879,0.0955011,6.726286E-07,0.0001367321,0.0005729654,0.001190937,0.001634738,0.01853337,9.743018E-07,8.062371E-05,0.0009061582,0.003540884,0.01327383,0.07050561,0.02783177,0.01838479,0.01319923,0.001470931,0.009783589,0.01941368,0.008129749,0.06339996,0.0003260537,0.01616482,0.0621702,0.03758068,0.0029829,0.03386461,0.8775058,1.463069,1.655841,0.6097014,0.5962233,1.337387,0.7223573,0.1785735,4.040392,21.02678,1.465354,0.2860906,1.11845,2.761425,0.3956584,1.367115,1.75694,2.928226,0.7130221,2.359406,33.51419,23.28911,22.75853,5.706324,17.16314,6.183906,12.08455,10.83549,0.5618278,1.815783,8.159165,0.3074965,0.367717,24.27778,13.21062,0.02870349,115.0501,371.4606
222,0.01407672,0.01205229,0.00224493,0.06193693,0.09413952,0.1156312,0.01536531,4.828936E-06,0.001988044,0.00108938,0.2150533,0.01276801,0.09958851,9.361077E-07,0.005466704,0.02174708,0.1148363,0.01442997,0.09453689,6.407305E-07,0.0001700311,0.0006424004,0.001187334,0.001684072,0.01857056,4.48407E-07,7.826531E-05,0.0009325792,0.003550328,0.01322595,0.07066581,0.02789233,0.01843514,0.01327302,0.001481481,0.009859719,0.01949486,0.008171335,0.06364115,0.000472359,0.02254902,0.0627434,0.03787932,0.00298773,0.03416416,0.8840954,1.477104,1.665358,0.6086923,0.5982135,1.343238,0.7153857,0.1786087,4.064559,21.2591,1.477124,0.286115,1.115656,2.751264,0.3984786,1.380648,1.789719,2.960171,0.7150567,2.402611,33.07721,23.45771,22.357,5.602433,17.30011,6.222625,11.3116,10.51663,0.5527625,1.888276,8.51885,0.3115402,0.3535998,23.56364,13.1634,0.02924507,112.1152,361.5341
223,0.01412394,0.01203863,0.002228184,0.0622444,0.09456348,0.1166262,0.01549544,2.631617E-06,0.002144813,0.001093457,0.2141777,0.01282081,0.1006929,1.050166E-06,0.00537611,0.02210207,0.1157364,0.01399783,0.09320474,1.082159E-06,0.0002117255,0.0006311409,0.001150155,0.001704402,0.01860854,5.876312E-07,9.0812E-05,0.0009414675,0.003682271,0.01316235,0.07070677,0.02795791,0.01848997,0.01335399,0.001492135,0.009935619,0.01957781,0.008224293,0.06388463,0.000583906,0.02789466,0.06330238,0.03823159,0.002992922,0.03443373,0.8898216,1.489982,1.673104,0.6040589,0.5961487,1.34704,0.7080709,0.178673,4.088279,21.55856,1.477935,0.2865998,1.105186,2.757594,0.3980208,1.39116,1.821302,2.992443,0.7108114,2.441661,32.2569,23.55268,21.87803,5.486605,17.32069,6.238032,10.69421,10.1458,0.5376751,1.93794,8.846819,0.3153035,0.3505152,23.75837,13.37353,0.03061837,109.936,347.4216
224,0.01417152,0.01202539,0.002211674,0.06250449,0.09499437,0.1176202,0.01559069,3.870497E-06,0.001830881,0.001056855,0.2138453,0.01287223,0.1023735,4.307057E-08,0.005320497,0.02221038,0.116467,0.01348253,0.09182584,3.612864E-07,0.0002126376,0.0006703209,0.001238385,0.001692158,0.01870121,1.598777E-06,9.261639E-05,0.001007021,0.003651065,0.01366203,0.07116006,0.02802905,0.01854855,0.01344252,0.001502731,0.01000975,0.01966248,0.008285712,0.06413068,0.0007540292,0.03147349,0.06381389,0.03857811,0.00301827,0.03466371,0.8941394,1.500851,1.679038,0.5978264,0.5915529,1.349317,0.7004439,0.1787206,4.109031,21.95369,1.466202,0.2874056,1.086045,2.769878,0.3932332,1.396901,1.846749,3.024133,0.6997468,2.475282,31.4087,23.59698,21.31297,5.342567,17.26952,6.234746,10.38401,9.847732,0.5249271,1.97591,9.011371,0.3190182,0.3556937,24.34575,13.75227,0.03246388,109.2764,335.3
225,0.01421911,0.01201533,0.002195471,0.06272653,0.09543373,0.1185322,0.01566207,3.115563E-06,0.002271188,0.001016759,0.2148685,0.01292919,0.1044553,0,0.005259996,0.02243878,0.1170671,0.01297835,0.0904326,1.808537E-07,0.0002344035,0.000625357,0.001244985,0.001670268,0.01880139,1.864567E-06,9.507713E-05,0.001009013,0.003682506,0.01338354,0.07107434,0.02810601,0.0186097,0.01354057,0.001513227,0.01008953,0.01974835,0.008344807,0.06437822,0.001069781,0.03410023,0.06429368,0.03880244,0.003092633,0.03487371,0.8976368,1.509542,1.683666,0.593039,0.5853037,1.350461,0.6928381,0.1787162,4.125234,22.43217,1.444915,0.2884998,1.059073,2.788948,0.3847606,1.39758,1.864856,3.055063,0.6822681,2.502835,30.65911,23.61794,20.73245,5.201931,17.19148,6.214211,10.34649,9.665665,0.5191665,2.017026,8.984252,0.3227943,0.3712532,23.20797,12.80513,0.0343975,109.7623,328.3591
226,0.01426697,0.01200321,0.002179624,0.06289074,0.09587933,0.1193259,0.01571382,1.509634E-06,0.002105055,0.0009855152,0.2157583,0.01298222,0.1067364,0,0.005171899,0.02267825,0.1175623,0.01264081,0.0889647,5.928542E-07,0.0002265967,0.0006095791,0.001283266,0.001585376,0.0189351,2.615866E-06,8.385681E-05,0.0009932369,0.003625121,0.01366197,0.07145513,0.02818877,0.01867284,0.0136405,0.001522348,0.01015672,0.01983583,0.008394827,0.06462727,0.001330358,0.0335471,0.06472111,0.03894021,0.003178377,0.03502331,0.8983762,1.514779,1.685666,0.5898899,0.5806246,1.350143,0.6847441,0.1786269,4.135727,22.79417,1.417441,0.2893785,1.03935,2.796429,0.3757565,1.395475,1.882259,3.085591,0.6730703,2.521859,29.9359,23.604,20.49362,5.168977,17.04549,6.17237,10.07269,9.40584,0.5130817,2.059365,8.829452,0.3248042,0.3917917,24.43222,13.71193,0.03591,108.0865,321.5461
227,0.01431547,0.01199158,0.002164324,0.06310456,0.09633463,0.1200876,0.01577091,3.138037E-06,0.002259718,0.0009791448,0.2162492,0.01303743,0.1088404,9.807667E-08,0.005225012,0.02272523,0.1179658,0.01261897,0.08812323,4.635818E-07,0.0002394976,0.0006120555,0.001266275,0.001646447,0.01903647,1.75696E-06,9.126029E-05,0.001040722,0.003654074,0.01290263,0.07170694,0.02827632,0.01873755,0.01373569,0.00153085,0.01022042,0.01992482,0.008436145,0.06487694,0.001183857,0.02946687,0.06507704,0.03905535,0.003249428,0.03516461,0.8987119,1.518543,1.687288,0.5904765,0.5812058,1.350288,0.6765651,0.1783819,4.142973,22.99105,1.390836,0.2896855,1.029285,2.795816,0.3673762,1.392009,1.90244,3.115784,0.675315,2.533376,29.75455,23.63218,20.63409,5.235055,16.90487,6.103144,10.17039,9.316941,0.5117875,2.091289,8.584152,0.3258955,0.4044097,23.88745,13.16907,0.03589079,108.0734,321.4943
228,0.01436498,0.01198089,0.002149415,0.06337192,0.09679677,0.120665,0.01585978,2.736865E-06,0.001786115,0.0009521207,0.2167469,0.01309682,0.1100879,4.162418E-07,0.005201894,0.02303623,0.1183774,0.01296534,0.08920207,8.779106E-07,0.0002557525,0.0006107091,0.001273127,0.001675716,0.01911854,2.056365E-06,0.0001027405,0.000981545,0.003509898,0.01304781,0.07183392,0.02836719,0.01880214,0.01380928,0.001538485,0.01028551,0.02001441,0.008464746,0.06512651,0.0007594368,0.02381394,0.06533498,0.03918461,0.003316016,0.03533292,0.9002455,1.522958,1.689976,0.5962903,0.5878113,1.351403,0.6684695,0.177993,4.150916,23.02122,1.373081,0.289038,1.033997,2.772133,0.3620051,1.39053,1.92839,3.146234,0.6887282,2.533256,29.71588,23.65345,21.02706,5.342488,16.72784,6.017539,10.18294,9.253913,0.5096747,2.064693,8.322835,0.3250264,0.4080395,25.61039,14.41737,0.03469162,106.9062,323.1168
229,0.01441576,0.01197062,0.002134772,0.06368523,0.09727272,0.1209941,0.0159824,3.544885E-06,0.002408631,0.0009601392,0.2158666,0.01307783,0.1099769,1.676941E-07,0.005187679,0.02292479,0.1188157,0.01341172,0.09162427,5.356064E-07,0.0002118407,0.0005810295,0.001289835,0.001702829,0.01915366,2.570081E-06,0.0001020407,0.001060275,0.003609466,0.01291339,0.07142428,0.02840635,0.01884882,0.01386231,0.001531565,0.01035356,0.02009589,0.008483337,0.0653587,0.0004050224,0.01922256,0.06548634,0.03921049,0.003368846,0.03549007,0.9038593,1.529454,1.694093,0.6057987,0.5988154,1.354162,0.6598395,0.1775181,4.160455,22.96014,1.364606,0.2871503,1.0474,2.759861,0.3588466,1.390827,1.955378,3.176299,0.7080344,2.527834,30.01495,23.72704,21.49734,5.446727,16.61629,5.941369,10.60273,9.415959,0.5138814,1.992621,8.043899,0.3243237,0.398195,24.61193,13.55395,0.0322287,108.0199,331.7388
230,0.01446804,0.01196045,0.002120366,0.06404263,0.09775355,0.1211901,0.01614287,2.524914E-06,0.002715798,0.0009354361,0.216759,0.01303573,0.1091857,1.644025E-07,0.005141698,0.02297695,0.1193423,0.01387024,0.09472628,4.416745E-07,0.0001762418,0.0006093893,0.001283215,0.001672075,0.01923235,2.434026E-06,9.090661E-05,0.001050719,0.003628147,0.01297446,0.07045079,0.02842966,0.01888569,0.01390629,0.001520992,0.01042532,0.0201728,0.008491728,0.06558234,0.0002151141,0.01569987,0.06562158,0.0391899,0.003406796,0.03567276,0.9093923,1.538372,1.699897,0.6168743,0.6129053,1.357507,0.6511225,0.1769577,4.172517,22.85785,1.364402,0.2842679,1.065869,2.755211,0.3580378,1.391417,1.9808,3.206099,0.7291943,2.517339,30.02702,23.77034,21.82893,5.498967,16.51094,5.89169,10.70689,9.517066,0.5157907,1.865225,7.817416,0.322916,0.3805626,24.92045,13.94991,0.03014703,107.0539,338.2227
231,0.01452188,0.01195029,0.002106192,0.06446178,0.09823386,0.1213692,0.01631063,2.90243E-06,0.002544807,0.0009424904,0.2152229,0.01298778,0.1080995,2.509861E-07,0.005124436,0.0229286,0.1199048,0.01434271,0.09790827,7.630721E-07,0.0001888687,0.0005573021,0.001292941,0.001673404,0.01929535,3.854884E-06,9.568721E-05,0.001032504,0.003615771,0.0133261,0.07011024,0.02844946,0.01891562,0.01394859,0.00151009,0.01049985,0.02024659,0.008493504,0.06580136,0.0001382799,0.01305482,0.06577045,0.03920867,0.003421716,0.03587852,0.9161,1.548966,1.706795,0.6270536,0.6279708,1.361431,0.6424168,0.1762833,4.186259,22.76713,1.366378,0.2805283,1.08324,2.771569,0.3583815,1.391351,1.998728,3.235098,0.7486096,2.504108,29.92064,23.81186,21.96077,5.509983,16.45146,5.876697,10.86638,9.660001,0.5179795,1.7214,7.633918,0.3223133,0.3587156,24.57779,13.7163,0.02815652,106.5469,344.3899
232,0.01457701,0.01194035,0.002092322,0.06490708,0.09871024,0.1216857,0.0164632,1.708725E-06,0.002400399,0.0009258237,0.2146493,0.01293916,0.1067357,3.216913E-07,0.005127041,0.02286874,0.1204842,0.0147839,0.100503,7.22793E-07,0.0001894031,0.0005212094,0.001342571,0.001645099,0.01929356,1.880209E-06,0.0001200817,0.00102022,0.00363043,0.01373531,0.06904068,0.02847017,0.01894054,0.01399396,0.001500035,0.01057638,0.02031804,0.008499604,0.06601756,0.0001410398,0.01163843,0.0659521,0.039306,0.003416852,0.03609033,0.9233588,1.560175,1.714039,0.6346965,0.6420279,1.365249,0.6337556,0.175543,4.200772,22.71555,1.3672,0.2762398,1.095821,2.80112,0.359265,1.389796,2.006724,3.263692,0.7636178,2.488658,29.63127,23.8316,21.87771,5.489792,16.41432,5.895208,10.92553,9.773119,0.5184504,1.583788,7.525319,0.3221016,0.3405423,24.59939,13.72995,0.02628691,105.656,347.8151
233,0.01463334,0.01193104,0.002078755,0.06538762,0.09917952,0.1223227,0.01659634,2.640569E-06,0.002856658,0.0009500634,0.2139179,0.01289049,0.1053561,5.349649E-09,0.005196657,0.0229118,0.1210505,0.01500813,0.1014753,1.10369E-06,0.0002063163,0.0006043553,0.001304487,0.001648957,0.01932999,1.248906E-06,0.0001262702,0.001006218,0.003483781,0.01444256,0.06780235,0.02849378,0.01896261,0.01404634,0.001491338,0.01065403,0.02038811,0.008520595,0.06623185,0.0002287619,0.0132464,0.06621344,0.03953157,0.003372486,0.03628663,0.9302304,1.57081,1.720878,0.6395886,0.6519165,1.368416,0.6251458,0.1747801,4.215897,22.7091,1.364712,0.2716475,1.101,2.829796,0.3600539,1.386567,2.003511,3.292139,0.771946,2.474489,29.45967,23.83391,21.62749,5.454535,16.39523,5.943514,10.96312,9.880175,0.5184901,1.466697,7.496184,0.3226295,0.3271144,21.38029,11.45806,0.02439692,105.0112,349.3642
234,0.01469062,0.0119226,0.002065549,0.06583339,0.09964188,0.1233395,0.01669081,1.372976E-06,0.002559167,0.0009486377,0.2132596,0.01284093,0.1047492,3.629645E-07,0.005158688,0.02286079,0.1215724,0.01471151,0.1004461,1.956466E-07,0.0002199795,0.0006015473,0.001317238,0.001576195,0.01940746,2.545043E-06,0.000104911,0.001066064,0.003610177,0.01468962,0.06707724,0.02852091,0.01898377,0.01410703,0.001484139,0.01073126,0.02045767,0.008567303,0.06644469,0.0004924412,0.02285141,0.06655457,0.03989357,0.00327595,0.03644909,0.9359731,1.579787,1.726088,0.6345457,0.6491193,1.368371,0.6165851,0.1740283,4.234038,22.76239,1.359555,0.266871,1.097195,2.82829,0.3606791,1.381338,1.990494,3.320326,0.7705144,2.460534,28.95416,23.69604,21.07185,5.346211,16.24969,6.002631,10.24864,9.63387,0.5061142,1.355707,7.541651,0.3219279,0.307672,21.53239,11.95319,0.02270615,100.2053,339.3558
235,0.01474825,0.01191469,0.002052511,0.06622972,0.1000944,0.1243914,0.01672109,2.818756E-06,0.002395323,0.0009694523,0.2127814,0.01278999,0.1052913,2.127737E-07,0.005115249,0.02279633,0.1219623,0.01419631,0.09867132,1.403142E-06,0.0002373924,0.0006079221,0.001346166,0.001547247,0.01941052,1.095241E-06,8.999435E-05,0.0009776474,0.003457055,0.01540403,0.06640325,0.02855036,0.0190053,0.0141764,0.001476931,0.01080442,0.02052674,0.008627106,0.06665388,0.0005575128,0.02792036,0.06689125,0.04028285,0.00318979,0.03655868,0.9399952,1.586204,1.729766,0.6245286,0.6414228,1.366503,0.6079714,0.1730981,4.249942,22.92847,1.349789,0.2618566,1.0821,2.834042,0.3575378,1.372227,1.965908,3.344681,0.7594884,2.447808,28.56718,23.49534,20.33153,5.195619,16.0444,6.054294,9.852424,9.428,0.4919021,1.249772,7.552279,0.32191,0.2971829,23.70275,13.41596,0.02211113,97.43069,328.793
236,0.01480596,0.01190728,0.002039586,0.0664998,0.1005324,0.1253103,0.01671345,1.903903E-06,0.002631441,0.0009538793,0.2123755,0.01273807,0.1065018,3.275018E-07,0.005151914,0.0225238,0.1222904,0.01361965,0.09669688,1.424954E-06,0.0001300832,0.000719571,0.001313746,0.001564486,0.01948191,2.073371E-06,8.584517E-05,0.0009575541,0.003512152,0.01508041,0.06653012,0.02858163,0.01902581,0.01425195,0.001468885,0.01087138,0.02059445,0.008690872,0.06685749,0.0006475059,0.03189902,0.06720347,0.04055779,0.003189294,0.0366049,0.9421143,1.589177,1.731552,0.6148012,0.6303139,1.364235,0.5992694,0.1718596,4.260428,23.23589,1.335392,0.256649,1.056479,2.864441,0.3498146,1.359521,1.93042,3.363448,0.7390482,2.439333,28.61763,23.3215,19.57418,5.056267,15.89895,6.102086,10.14614,9.491463,0.4881653,1.175431,7.479151,0.323614,0.2981566,24.29109,13.65694,0.02237819,98.82225,326.3802
237,0.0148638,0.01190076,0.002026937,0.06669709,0.1009501,0.1260737,0.01669576,1.868439E-06,0.002549723,0.0009254892,0.211068,0.01268725,0.1077513,1.686411E-07,0.005118676,0.02240716,0.1226721,0.01310094,0.09468488,1.218748E-06,0.0001410158,0.0006616077,0.001250491,0.001542735,0.0195029,9.60188E-07,0.0001243694,0.0009792437,0.003352046,0.01488743,0.06649842,0.02861476,0.01904265,0.01432954,0.001459838,0.01093116,0.02065996,0.008746515,0.06705417,0.0008763148,0.03479252,0.06750558,0.04067782,0.003232639,0.03658976,0.9419661,1.588339,1.731268,0.606785,0.6166252,1.361381,0.5905129,0.1703174,4.265471,23.58262,1.31989,0.2517809,1.029873,2.921184,0.340671,1.345333,1.89291,3.377305,0.7178504,2.4333,28.54307,23.18513,19.02929,4.989196,15.812,6.151102,10.55842,9.668946,0.4940366,1.14301,7.405249,0.3261188,0.3129587,24.62262,13.76303,0.02347002,100.7719,328.0064
238,0.01492159,0.0118956,0.002014822,0.06685653,0.1013422,0.1266536,0.01668086,1.5035E-06,0.002343916,0.0009601059,0.2102282,0.01263933,0.1086933,3.896685E-07,0.005219705,0.02218487,0.1230923,0.01274902,0.09274997,1.97988E-06,0.0001452497,0.0006441356,0.001261852,0.001566212,0.01950434,7.20558E-07,0.0001287451,0.0008219843,0.003606637,0.01463919,0.06661396,0.0286499,0.01905422,0.01440327,0.00144995,0.01098389,0.02072308,0.008788978,0.06724297,0.001085665,0.03403316,0.06779452,0.04070988,0.003305736,0.03653048,0.9402518,1.584389,1.729838,0.6016991,0.6047698,1.358652,0.5818137,0.1686548,4.266152,23.85277,1.305592,0.2476471,1.011509,2.96189,0.3328493,1.332332,1.860253,3.388823,0.7045574,2.43169,28.68269,23.1063,18.87072,5.032765,15.78608,6.200899,10.88604,9.869375,0.505049,1.156368,7.382684,0.3285052,0.3360446,24.86679,13.87498,0.0248742,102.3025,331.6222
239,0.0149795,0.01189174,0.002003343,0.06700609,0.1017068,0.1271487,0.01666425,2.475317E-06,0.00277592,0.0009494213,0.2103224,0.01259576,0.1098873,3.901987E-07,0.005329393,0.02202617,0.1235705,0.01265108,0.0913594,2.29429E-06,0.0001624078,0.0006566862,0.001230731,0.00151503,0.01957807,9.673902E-07,0.0001180348,0.0009271634,0.003575015,0.01469086,0.06745082,0.02868679,0.01906065,0.01447383,0.001440068,0.01103142,0.02078406,0.008818262,0.06742366,0.001099731,0.03000639,0.06804813,0.04067156,0.003383868,0.03646096,0.9378534,1.579098,1.728534,0.5998792,0.5979975,1.356614,0.573293,0.1669436,4.263162,24.01901,1.297012,0.2442408,1.001598,2.984468,0.3269742,1.321839,1.836624,3.40005,0.700736,2.435315,29.01486,23.08463,19.04173,5.152167,15.81256,6.24165,11.12114,10.05513,0.5167099,1.204193,7.424916,0.3300064,0.364843,25.31886,14.16807,0.02571535,103.5671,335.8161
240,0.01503808,0.01188888,0.001992329,0.06717462,0.1020408,0.1275123,0.01667559,2.046729E-06,0.002361351,0.0009827417,0.2102256,0.0125567,0.1105528,1.732442E-07,0.005321189,0.02197736,0.1241228,0.01287233,0.09166986,1.990366E-06,0.0001998446,0.0006748793,0.001207997,0.001521565,0.01958984,1.109658E-06,0.0001413979,0.0009593882,0.003677462,0.01441335,0.06754505,0.02872482,0.01906264,0.01452784,0.00143011,0.01107628,0.02084314,0.008829935,0.06759641,0.000740571,0.02461493,0.06822376,0.04061613,0.003464373,0.03641175,0.936026,1.574415,1.72839,0.6030394,0.5975254,1.356098,0.5650164,0.1652387,4.260059,24.05296,1.298408,0.2413843,1.00451,2.99844,0.3241594,1.316361,1.824509,3.411889,0.7081685,2.44158,29.4895,23.12878,19.54008,5.327701,15.88875,6.273561,11.36621,10.26038,0.5278745,1.267546,7.500895,0.3305853,0.3865017,27.66128,15.77475,0.02575978,105.1285,340.7156
241,0.01504508,0.0117921,0.001981845,0.06654999,0.1022658,0.1261946,0.01660437,2.990566E-06,0.002854517,0.0009493117,0.2047294,0.01219867,0.1090101,2.38727E-07,0.004952702,0.0207199,0.1234373,0.01295697,0.09083629,2.22368E-06,0.0001356609,0.0005363241,0.001162402,0.001470575,0.01940067,1.833138E-06,0.0001054016,0.0008141319,0.003308532,0.01445298,0.06604933,0.02862686,0.01911632,0.0144247,0.00138998,0.01094109,0.02090429,0.008831285,0.067614,0.0004211006,0.01986021,0.0671242,0.04032454,0.003319073,0.03526071,0.9109495,1.53792,1.687368,0.5972957,0.57926,1.33851,0.5447886,0.1633184,4.191838,23.39785,1.278044,0.2389714,1.011443,3.025036,0.3209288,1.301467,1.762765,3.414782,0.7125813,2.393457,29.65664,22.89859,19.93445,5.423086,15.79269,6.254262,11.85521,10.5576,0.5362126,1.296494,7.502361,0.3292228,0.3997611,27.62398,15.66723,0.02638885,109.664,351.8166
242,0.01505928,0.01173448,0.001971611,0.0664062,0.1023147,0.125383,0.01666646,2.626287E-06,0.002917713,0.0009428557,0.2029952,0.0121222,0.1073448,8.607108E-07,0.004897217,0.02082021,0.1229362,0.01323739,0.09254953,3.006813E-06,0.000123365,0.0005472414,0.001117182,0.001504548,0.01926176,2.795338E-07,0.0001006805,0.0007650258,0.003203015,0.01439199,0.06414764,0.02835849,0.01917979,0.01436193,0.001375928,0.01081476,0.02094522,0.008828177,0.06752451,0.0002320031,0.0160615,0.06660471,0.04001466,0.003311909,0.03495096,0.901035,1.518367,1.676078,0.6005462,0.5814487,1.332654,0.5349495,0.1617375,4.166746,23.1665,1.287654,0.2367687,1.02552,3.054777,0.3227247,1.303305,1.744957,3.425122,0.7234887,2.390353,30.17381,22.9718,20.60812,5.58947,15.96294,6.293503,12.28586,10.91666,0.5556042,1.352694,7.635862,0.3307347,0.4216438,26.44723,14.72791,0.02736083,112.7223,362.9845
243,0.01508488,0.01169355,0.001961659,0.06635612,0.1025661,0.1250172,0.01675323,3.405866E-06,0.002253198,0.0009685237,0.2010261,0.01199383,0.1058438,5.098771E-13,0.004838844,0.02069959,0.1232697,0.01359583,0.09461026,1.743403E-06,0.0001463371,0.0005433443,0.00115904,0.001516047,0.01924517,4.771038E-07,8.921022E-05,0.0008308787,0.003111024,0.01355263,0.06390753,0.02827655,0.01924258,0.01435238,0.00136351,0.01074037,0.0209975,0.008823133,0.06761016,0.0001421586,0.01319744,0.06645709,0.0398807,0.003242226,0.03461982,0.8918656,1.506414,1.663792,0.6030695,0.5891989,1.333322,0.5242413,0.1607297,4.156491,23.01792,1.302297,0.2350465,1.044357,3.086015,0.3271453,1.31249,1.751676,3.444219,0.740833,2.406329,30.56373,23.14415,21.27626,5.727985,16.22212,6.351341,12.25695,11.07336,0.5687792,1.4109,7.907089,0.3328058,0.4541713,26.54406,14.90543,0.02885325,112.9203,367.3514
244,0.01511433,0.01165787,0.001952055,0.06635622,0.1028456,0.1248583,0.01684561,1.70796E-06,0.001681075,0.0009568494,0.1990724,0.01186896,0.104217,7.369716E-07,0.004736311,0.02037715,0.1238109,0.01397068,0.09645817,1.890427E-06,0.0001672148,0.0005379758,0.001125642,0.0014916,0.0192552,4.875079E-07,7.763434E-05,0.0007876031,0.003219063,0.01289906,0.0638743,0.02822778,0.01930257,0.01435789,0.001352488,0.01068868,0.02105288,0.008818876,0.06775096,0.0001154082,0.01146079,0.06646679,0.03988708,0.00316103,0.03438702,0.8838362,1.499564,1.65379,0.6047557,0.598417,1.336258,0.5133855,0.1601601,4.153458,22.91373,1.31958,0.2335006,1.063003,3.124269,0.3326615,1.325218,1.764154,3.468486,0.756892,2.427331,30.93901,23.32984,21.79234,5.799343,16.50175,6.419332,12.21023,11.16627,0.5760687,1.480172,8.307338,0.3351578,0.47572,26.32156,14.6969,0.02970211,113.5413,367.5052
245,0.01514375,0.0116325,0.001942832,0.06642162,0.1031634,0.1251427,0.01693425,7.662937E-06,0.001996652,0.0009813186,0.1981682,0.01177688,0.1027312,5.991061E-13,0.004663118,0.02033583,0.124498,0.01415395,0.09685624,1.963014E-06,0.0001682787,0.0004801894,0.001156803,0.001552752,0.01922089,6.506194E-07,6.983394E-05,0.000796337,0.003172204,0.01290176,0.06297015,0.02820622,0.01936085,0.01438175,0.001344309,0.01066341,0.02110918,0.008827605,0.0679028,0.0002067606,0.01266557,0.06664409,0.04001398,0.003078524,0.03427923,0.8781037,1.497375,1.648654,0.6055931,0.6062042,1.340605,0.5037801,0.1599449,4.156734,22.88797,1.340411,0.2322601,1.077083,3.168468,0.3384528,1.340575,1.779977,3.496902,0.7689478,2.453983,31.25398,23.52309,22.1053,5.799352,16.76831,6.497054,12.07856,11.15346,0.5774644,1.588819,8.766535,0.3382435,0.4746594,23.37546,12.70228,0.02959028,114.3792,363.9439
246,0.01516793,0.01160854,0.001933887,0.06640173,0.1034873,0.1258048,0.01701066,6.807909E-06,0.002241114,0.0009759662,0.1970547,0.01171216,0.1027248,1.966497E-07,0.004589238,0.02027936,0.1252576,0.01394289,0.09583593,1.23399E-06,0.0001902235,0.0004617229,0.001169005,0.001586255,0.01917125,1.482982E-07,7.638399E-05,0.0008077269,0.003259414,0.01288945,0.06208704,0.02819579,0.01941841,0.01442609,0.001338718,0.01063885,0.02116596,0.008858422,0.06805591,0.0004446127,0.02169093,0.06692658,0.04014844,0.003044588,0.03423985,0.8727113,1.497302,1.64551,0.6030242,0.6050307,1.343057,0.4948654,0.1599498,4.16315,23.06257,1.360544,0.2317278,1.075858,3.20048,0.3424059,1.353968,1.796423,3.528553,0.7666883,2.483011,30.92242,23.59413,21.87104,5.642227,16.86318,6.551064,11.29364,10.76273,0.5650914,1.717614,8.935464,0.3405224,0.4651579,21.73633,11.95165,0.02974627,111.5135,351.1602
