"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
90,2,0,0,0,0.001060948,0,0.0001669069,0.0004263044,0.0001243042,0.000264075,7.146395E-05,0.0001313582,0.0001573066,5.385015E-13,0,8.439901E-05,0.0001388147,9.885718E-05,0.0001204358,0.0001218298,0.0001161059,9.576669E-05,6.799667E-05,5.602738E-05,9.356069E-05,2.698309E-05,7.03344E-05,7.344716E-05,3.506995E-05,6.640861E-05,1.898321E-05,0,2.446178E-05,2.980629E-05,0,4.08526E-05,6.317739E-05,0,4.628064E-05,3.374308E-05,7.283751E-06,4.069959E-05,9.006218E-06,1.368361E-05,0,1.25972E-05,2.06426E-05,0,3.887882E-06,1.10955E-05,1.904864E-05,4.940788E-06,1.485842E-05,3.339377E-06,1.361314E-05,5.54585E-06,9.977911E-06,1.887454E-05,7.182327E-06,2.535845E-05,3.906919E-06,1.155783E-06,1.093186E-06,4.099693E-06,6.373446E-06,1.753524E-05,3.880504E-07,1.140177E-06,1.292278E-05,0,4.452571E-06,3.366422E-06,6.829832E-06,1.050576E-06,4.986234E-06,9.489665E-07,8.88111E-07,2.514678E-06,2.991521E-06,4.961145E-06,9.357823E-06,9.673943E-06,1.013043E-06,8.760208E-09,6.78438E-07,0,7.881573E-08,4.25912E-07,1.176232E-06,9.352929E-06,6.464147E-07,4.873225E-07,8.41508E-06,1.725601E-07,3.648991E-06,2.150119E-06,5.772076E-06,3.238513E-06,1.272524E-07,4.55463E-07,2.227077E-06,2.647682E-07,0,2.503988E-07,1.130513E-06,6.956526E-07,1.260949E-07,1.784648E-08,6.545073E-07,3.205609E-07,6.460343E-07,2.420217E-08,4.728318E-07,2.404459E-08
91,2,0.0005893838,0.0002508214,0,0.0006330234,0.0007329692,0.0005095563,0.0005953832,0.0003759085,0.0001770346,0.0002373551,0.0001842083,0.0001858586,0.0001306877,4.980443E-05,3.713087E-05,3.110084E-05,0.0001355451,4.594913E-06,4.788961E-05,7.693066E-05,4.492345E-05,5.771063E-05,5.610757E-05,0.0001732267,7.299815E-05,5.096847E-05,1.481461E-06,6.318488E-05,1.842402E-05,3.640905E-05,3.234866E-05,3.181881E-05,2.020266E-05,0,1.035272E-05,2.849083E-05,1.615768E-05,1.001672E-05,1.872556E-05,5.404062E-05,3.672163E-05,7.887522E-06,1.947183E-05,8.404342E-06,2.644558E-05,4.772671E-06,6.981484E-06,1.12243E-05,3.528922E-06,0,8.892707E-06,1.519915E-05,5.651946E-10,6.478919E-06,4.093643E-06,2.288454E-05,8.81663E-06,7.997915E-06,2.096412E-06,1.460952E-05,4.500856E-06,2.818701E-06,7.756491E-06,3.838284E-06,4.316414E-07,1.190429E-05,3.566981E-07,5.811984E-06,1.798568E-05,3.569345E-06,4.315732E-06,3.188675E-07,2.330271E-06,1.012896E-05,0,8.785129E-07,8.038065E-07,0,2.573995E-06,0,3.710283E-06,1.143028E-05,1.873787E-06,6.656371E-09,3.924389E-06,0,8.584205E-07,0,3.953063E-06,8.212565E-06,7.145154E-07,8.150449E-07,6.899951E-07,4.59519E-07,3.579812E-06,1.289452E-07,1.881859E-06,1.460106E-06,0,1.027835E-07,1.589471E-06,1.649054E-07,2.405469E-06,2.022295E-07,8.858573E-07,7.393522E-07,7.644715E-07,1.723639E-07,7.104539E-07,0,6.385837E-07,1.669376E-07,1.443539E-07
92,2,0.0003062433,0.0005406828,0.001110893,0,0.0001872845,0.0004748051,0.0001496705,0.000377356,9.278229E-05,0.0002501991,0.0001349887,0.0004176097,0.0002034578,0.0001447803,4.413602E-05,6.587546E-05,2.901089E-05,0.0002193742,2.629018E-06,0.0002047364,7.48302E-05,7.955966E-05,5.589481E-05,3.655608E-05,5.888627E-05,2.618602E-05,7.539175E-05,3.630371E-05,6.553539E-05,8.017127E-05,1.716378E-05,0,0,7.233856E-05,1.273339E-05,0,3.890081E-05,2.668967E-05,1.15942E-05,1.071399E-05,2.6437E-05,2.937637E-05,6.619586E-06,3.921294E-06,0,5.366124E-06,4.579449E-06,5.506719E-06,0,1.715855E-05,8.159189E-06,0,2.184875E-05,1.430018E-05,3.354436E-06,3.290035E-05,1.066207E-05,1.530155E-11,2.802406E-10,1.121669E-05,1.607524E-05,5.32695E-06,3.479992E-06,1.437617E-05,4.40705E-06,4.003928E-07,1.085631E-05,1.433681E-06,8.966915E-06,2.330527E-05,0,4.758352E-06,3.121919E-06,4.127724E-06,8.937553E-06,5.732269E-07,4.82229E-07,3.600434E-06,3.281562E-06,2.374678E-06,2.027119E-06,9.325168E-06,5.337965E-06,2.716181E-06,3.034442E-09,4.532095E-06,1.936827E-06,5.209793E-07,0,3.891091E-07,7.320441E-06,3.614217E-07,4.488883E-07,4.394225E-08,9.916742E-08,0,3.044669E-09,1.641028E-06,6.393288E-06,1.343336E-07,0,0,1.477667E-07,1.296929E-06,5.490245E-08,9.16737E-07,1.353881E-06,2.495449E-07,3.274015E-09,5.38909E-07,2.965113E-07,5.774848E-07,5.964882E-08
93,2,0.0006550216,0.0005330916,0.0002206842,0.0005772573,0.0001694508,4.336332E-10,0.0004206325,0.0001272945,0.0001060986,9.506574E-10,0.0001509857,0.0003085548,4.579827E-05,8.301868E-05,8.020929E-05,0,3.935726E-05,8.200379E-05,0.0001407443,3.450966E-07,7.246356E-05,6.771064E-05,4.407104E-05,9.807614E-06,6.803711E-05,4.646769E-05,1.021268E-05,9.347931E-05,1.764503E-05,4.644072E-05,1.108241E-11,6.242547E-07,8.418434E-12,4.531338E-05,2.561727E-05,1.189162E-05,8.798642E-06,2.340319E-05,3.679235E-06,4.597636E-05,1.288021E-05,1.693252E-05,1.23024E-05,5.692805E-06,0,5.987065E-06,1.803931E-05,4.205126E-06,8.918489E-06,1.484223E-05,1.708243E-05,3.179296E-06,5.422457E-06,1.695427E-05,1.402216E-05,0,5.173278E-06,0,7.982437E-09,0,1.272113E-06,1.555657E-05,2.031581E-06,1.397565E-10,6.24547E-06,7.15125E-06,9.028548E-06,8.539062E-06,5.531778E-06,0,8.470874E-06,4.357175E-06,2.15708E-06,2.887266E-07,2.197616E-06,1.742671E-06,8.809621E-07,3.517645E-06,0,2.258447E-06,1.725065E-06,1.162578E-06,2.064013E-06,8.179984E-06,6.566751E-07,4.229259E-06,7.577245E-07,6.992769E-07,7.305077E-07,0,1.114704E-09,9.035735E-06,3.593876E-06,1.090149E-06,6.443719E-06,5.376965E-07,1.27949E-07,5.606411E-06,6.158288E-06,7.267252E-06,1.361353E-07,2.43716E-06,6.233181E-08,6.249468E-08,9.369538E-08,1.39092E-08,7.757179E-07,3.584435E-07,1.279716E-07,5.809844E-10,3.953395E-07,2.921045E-07,1.817202E-07
94,2,0,0.0008488202,0.0002276144,0.0003978102,0.0003314739,0.0004587356,0.000121922,0.0002158103,0.0002199081,0.0001900482,0.0001497149,0.0002741007,0.0001574255,4.24126E-05,4.259859E-05,0.0001144887,0,4.201914E-05,0,7.390153E-05,3.527366E-05,0.0001546705,0.0001199849,0.0001178837,2.704248E-05,3.538935E-05,4.839321E-05,2.402151E-05,5.57826E-05,3.548147E-05,3.585693E-05,1.483737E-05,6.057596E-07,3.65368E-05,3.509202E-05,3.106401E-05,1.070925E-05,2.301495E-05,1.724111E-05,1.27026E-05,2.661764E-05,1.298202E-05,1.390157E-05,4.422853E-05,1.406448E-05,0,1.407057E-05,1.323869E-05,3.889377E-06,2.515311E-05,9.64531E-06,3.779021E-05,5.360157E-10,2.928635E-05,8.615142E-06,3.454776E-06,0,9.556236E-10,0,3.393446E-06,0,1.009212E-06,8.611493E-06,1.576855E-06,8.544654E-06,0,1.187082E-05,6.437468E-06,5.936733E-06,0,8.736242E-06,6.023633E-06,2.131765E-06,2.298564E-06,1.161014E-06,4.833521E-06,4.022529E-06,1.163626E-05,3.79895E-07,8.361212E-07,3.299568E-06,2.202331E-06,3.419355E-06,1.764605E-06,5.27952E-06,4.790788E-07,5.000613E-10,2.519816E-06,0,2.053688E-06,2.48233E-06,5.516033E-06,1.250013E-05,5.924575E-06,7.888913E-07,5.85778E-07,2.109969E-07,9.252154E-06,2.286778E-09,1.422824E-07,4.952175E-06,4.833023E-06,2.260117E-06,5.350348E-08,2.429077E-06,0,1.402714E-07,7.174709E-07,9.267324E-08,1.22325E-06,0,3.628455E-07,2.054389E-07
95,2,0,0.001215878,0.0002467763,0.0005978334,0.000676929,0.00042823,2.688135E-09,0.0001229882,9.311344E-05,9.638844E-05,0.0002485192,6.863786E-05,8.087224E-10,9.454505E-05,4.016457E-05,9.226823E-05,0.0001003316,3.936041E-05,3.672225E-05,2.488805E-05,6.445985E-05,8.429281E-09,7.100451E-05,0.0001694329,5.454517E-05,2.004137E-05,5.970773E-05,6.530486E-05,5.102442E-05,2.670533E-05,8.828336E-05,5.68445E-05,0,5.876828E-07,0,6.961622E-05,1.24847E-05,2.088813E-05,1.487409E-05,8.614793E-06,8.416976E-06,5.137981E-05,6.346874E-06,2.649629E-05,5.508792E-05,2.556054E-05,1.032536E-05,1.308892E-05,0,2.338188E-05,1.820185E-05,2.31693E-05,3.297887E-05,1.14061E-05,7.893257E-06,1.124228E-05,6.474482E-06,1.782991E-06,4.46784E-06,3.866385E-05,8.713552E-06,0,1.127136E-05,8.781178E-06,1.449532E-06,2.645042E-06,8.00643E-10,1.101577E-05,4.850088E-06,8.274132E-06,9.510983E-07,0,1.199039E-05,1.083408E-06,6.745084E-07,1.370531E-07,0,5.345967E-07,3.89216E-07,8.138423E-07,3.000762E-06,6.810379E-06,3.326747E-06,3.001293E-06,6.784408E-07,6.900307E-06,2.159108E-07,1.087168E-06,3.742654E-06,0,4.059468E-07,7.141853E-06,7.148128E-10,5.396238E-06,3.002892E-06,5.917283E-06,5.983922E-06,5.051778E-07,7.309307E-06,9.926249E-08,8.72754E-06,3.244851E-06,1.773901E-07,1.249578E-07,6.242169E-07,1.249043E-06,5.565036E-07,1.40097E-06,6.652847E-07,1.281748E-07,7.034464E-07,3.370829E-08,4.400692E-07
96,2,0.0007586046,0.0009517338,0.0002697567,0.0002031046,0.0005205289,0.0001433136,0.0001252629,0.0003665316,0.0001021393,0.0002656855,6.467891E-05,0.0003431052,4.815065E-05,0.0001202545,0.000237821,0.0001307467,0.0001155809,3.68091E-05,7.329065E-05,0,0,0.0001092467,0.0001024857,4.91911E-05,0.0001866096,4.987519E-05,3.422946E-05,1.536907E-07,7.046221E-05,3.498351E-05,3.217926E-05,3.827363E-05,3.171096E-05,0,3.284387E-05,1.481406E-05,0,3.778723E-05,7.753125E-06,1.539978E-05,0,1.202103E-05,5.108343E-05,0,1.235436E-05,6.944157E-06,5.410649E-06,0,5.031314E-06,0,2.667038E-05,0,2.976851E-06,2.706826E-05,6.474188E-06,1.002901E-05,1.210784E-05,1.593332E-05,3.001004E-06,1.454947E-05,2.673656E-05,2.49013E-06,0,6.472047E-07,2.728259E-06,1.031878E-05,1.05845E-05,2.427013E-06,6.275785E-06,4.703998E-06,1.773826E-05,9.011684E-07,2.018337E-06,5.712627E-06,2.48864E-14,1.455489E-06,1.76194E-06,0,3.86513E-07,4.884723E-06,3.239638E-06,2.990784E-06,1.136624E-05,3.647466E-06,9.302035E-11,2.724311E-06,4.951146E-06,5.653883E-07,2.494305E-07,1.215488E-06,0,2.837935E-06,0,2.693559E-07,2.567822E-06,1.412131E-06,9.008446E-07,3.67243E-06,2.883482E-08,8.317007E-06,8.227398E-08,6.333391E-06,2.227617E-06,5.170978E-06,2.22757E-06,0,0,1.121742E-06,1.108942E-07,6.453917E-07,3.440254E-07,7.945412E-07,8.797016E-09
97,2,0.000371767,0.0009715545,0.0002639649,0.0006770717,0,0.000743944,0,0.000325429,0.0003056407,8.323186E-05,0.000204943,0.0002538322,0.0001051791,0.0001081048,0.0001055722,0.0001359091,0.0001330784,7.808147E-05,3.239558E-05,3.657829E-05,0.0001025955,3.870246E-05,5.472297E-05,2.943398E-05,4.55943E-05,8.178054E-05,2.322856E-05,4.8346E-05,7.773481E-05,4.464116E-05,3.274118E-05,4.338874E-05,3.101569E-05,6.507518E-05,2.746625E-05,3.988266E-07,0,7.216957E-05,1.390946E-05,5.85979E-06,6.093861E-06,1.396402E-05,2.550336E-05,1.454438E-05,0,1.098311E-09,0,5.151821E-06,6.879381E-06,2.672006E-05,5.159839E-06,0,2.441674E-05,4.110853E-06,1.361345E-05,5.75465E-06,1.368823E-05,1.969148E-05,2.224708E-06,2.967038E-06,1.548112E-05,1.649335E-05,3.256923E-06,1.029586E-05,2.138377E-05,2.295818E-06,2.311023E-06,1.917745E-06,0,4.787752E-06,1.366244E-05,7.843943E-06,1.230086E-06,5.418603E-06,1.200187E-05,8.409165E-06,1.410728E-06,1.99626E-08,7.269971E-06,6.013948E-07,1.129675E-05,1.767035E-06,0,1.146076E-06,1.33068E-06,2.812756E-06,5.166575E-06,4.055515E-06,1.888827E-06,2.203815E-06,1.034267E-06,1.259726E-10,2.557703E-06,2.109316E-06,2.035151E-06,3.36816E-06,7.257736E-06,1.477033E-06,1.313732E-06,2.711044E-08,3.250353E-06,0,8.697188E-06,1.971277E-06,2.314146E-06,1.921295E-06,1.256062E-10,1.566903E-07,2.175383E-06,1.821071E-13,9.020105E-07,2.64901E-08,7.338425E-07
98,2,0.0003559785,0,0.0008031211,0.0002345082,0,0.0001651343,0.0006444031,0.0001003769,0.0002622806,0.0002569227,8.453374E-05,0.0001741157,4.679504E-05,0.0001157766,0.0002253824,5.447419E-05,0.0002299652,8.198305E-05,2.897129E-05,3.011344E-05,2.924796E-05,9.993793E-05,3.338446E-13,4.312998E-05,2.67406E-05,0.0001109347,4.417282E-05,1.866597E-05,2.142023E-05,7.72744E-05,3.502992E-05,6.535342E-05,8.238899E-05,6.113331E-06,4.912922E-05,0,2.456195E-05,1.068272E-05,3.685104E-05,3.674938E-05,1.007985E-05,6.319335E-06,1.289799E-05,2.851279E-05,1.220879E-05,0,1.548963E-05,1.009514E-05,2.577799E-05,2.59784E-05,1.929348E-05,8.287703E-06,5.71515E-06,9.371854E-06,0,2.52346E-05,2.361542E-06,1.113282E-05,1.799207E-05,7.125762E-06,2.800964E-06,1.710093E-05,2.563308E-05,1.261646E-06,2.188444E-05,1.062191E-06,1.536866E-06,3.06317E-06,3.860533E-06,1.786436E-06,4.761428E-06,8.544096E-06,3.361526E-06,1.771364E-06,4.403322E-06,5.717428E-06,9.418676E-07,5.484388E-06,1.856085E-08,1.425311E-06,1.258269E-06,4.727631E-06,0,4.770916E-07,7.646615E-06,5.174184E-07,3.740872E-06,0,2.829872E-06,2.483658E-07,2.350916E-06,1.13805E-06,0,2.805165E-06,5.084375E-07,0,2.666105E-06,4.786328E-06,9.160368E-06,4.660868E-07,6.828114E-08,1.001508E-05,9.072887E-07,9.574915E-06,2.503938E-07,4.195536E-06,1.528871E-06,0,9.744942E-08,1.13523E-06,3.940755E-08,9.288436E-07,8.560549E-08
99,2,0.0003364592,0.0006101676,0,0.0006958841,0,0.0001647633,0.0001351017,0.0002269581,9.513344E-05,7.540113E-05,5.548199E-05,0,9.649908E-05,7.794463E-05,9.248944E-06,0.0001295424,4.585936E-05,8.242679E-05,3.747497E-05,0.0001191968,6.21178E-05,5.433706E-05,0,7.828229E-05,0.0001015216,2.181279E-05,6.781166E-05,5.385661E-05,2.517874E-05,2.218318E-05,2.448549E-05,8.034668E-07,3.814078E-05,5.546666E-05,6.349952E-05,1.259859E-05,2.389957E-05,6.808456E-05,0,9.031239E-06,5.378725E-05,1.872886E-05,3.022209E-05,4.966812E-06,4.512601E-06,1.798655E-05,1.795934E-05,3.114089E-05,3.72245E-06,3.240067E-05,7.079708E-06,4.716183E-05,1.069992E-05,2.954282E-05,1.448637E-05,1.24019E-05,2.193141E-05,1.232933E-05,1.359609E-05,8.641279E-06,2.973717E-06,0,3.311277E-07,3.730031E-06,2.450279E-05,7.128859E-06,6.719332E-06,2.058713E-06,3.064499E-09,0,0,2.012182E-06,1.311292E-05,7.293465E-06,0,1.147463E-05,2.810534E-06,8.456827E-07,2.96562E-06,4.168709E-07,4.586842E-07,1.912051E-06,3.419627E-07,8.700565E-07,8.226895E-07,6.340927E-06,1.8294E-06,9.389055E-06,0,2.101367E-06,4.091084E-06,3.649429E-06,3.757641E-06,4.989102E-06,2.803112E-06,0,3.302885E-07,1.878282E-07,4.423248E-07,3.290384E-06,1.432408E-07,8.65821E-07,1.750289E-06,7.050507E-08,5.87169E-06,6.813726E-08,2.217911E-06,0,0,0,9.802931E-07,4.604982E-07,3.708754E-07
100,2,0.000317173,0.0008753408,0.0002674782,0.000216457,0.000425573,0.0001511466,0.0001624336,0.0003295348,0.0003125351,0.000290065,0.0001233412,0.0001986366,0.0001068184,0,6.859833E-05,0.0001606076,5.180203E-05,0.0001402229,0,6.618859E-05,9.441761E-05,0.0001605633,0.0001124348,0,1.866485E-05,5.127732E-05,2.919833E-05,2.5682E-05,3.696218E-05,0,2.896815E-05,2.998225E-05,2.452619E-05,1.697074E-05,3.871853E-05,4.133867E-05,1.221911E-05,8.394657E-06,9.395445E-05,0,2.399863E-05,8.00045E-05,4.047063E-05,4.124763E-05,1.770198E-05,1.590766E-05,5.112434E-06,1.804922E-05,8.242969E-06,9.882197E-06,0,3.51285E-05,2.831218E-05,0,3.142485E-05,3.588615E-06,2.203524E-06,5.798375E-06,1.430818E-05,3.363247E-06,9.845082E-06,5.57748E-06,1.149469E-05,1.339682E-05,6.841107E-07,1.500507E-05,8.236932E-06,5.083396E-06,3.197551E-06,1.122468E-06,4.995477E-06,1.59936E-06,0,1.692477E-05,3.801692E-06,1.295743E-06,0,4.722167E-06,4.878984E-07,4.271468E-06,8.906217E-07,4.644737E-06,1.453256E-06,2.496912E-06,0,0,2.543553E-06,1.123546E-06,2.284371E-07,7.317239E-06,0,1.955505E-07,1.871875E-07,4.602565E-10,2.216642E-06,1.413084E-06,5.221711E-11,3.944122E-07,7.962856E-07,8.359148E-07,6.01409E-06,2.893255E-09,1.013831E-07,1.788814E-06,1.237208E-07,2.930729E-06,7.669855E-09,0,6.302367E-06,6.0401E-08,1.043221E-07,7.187702E-07,2.407095E-07
101,2,0.0009007098,0,0.0005100886,0.0002261966,0,0.0001805256,0.0002755217,0.0003412165,0.0002815152,0.0005577438,0.0001212566,0.0001102874,5.410895E-05,0,4.979349E-05,5.51962E-05,0.0001161881,9.207147E-05,0.0001582841,8.860586E-05,3.911648E-05,5.292107E-05,5.439226E-05,0.000111679,3.384148E-05,0,2.748534E-05,5.978086E-05,3.557714E-05,0,0,0,5.901456E-05,3.707027E-05,4.951972E-05,4.45904E-05,7.104902E-05,1.132009E-05,0,3.975675E-05,3.51481E-05,0,1.55666E-05,3.201454E-05,3.958771E-05,6.414761E-05,3.413549E-05,8.618887E-06,4.044469E-10,3.872344E-06,0,3.625147E-05,1.983991E-05,7.196779E-06,1.454341E-05,1.791879E-05,7.17895E-14,1.385544E-05,2.786316E-07,1.345431E-05,0,1.462991E-05,1.030549E-06,9.275901E-10,1.829912E-05,3.235554E-06,1.085925E-14,1.649996E-05,4.039186E-06,7.911044E-07,1.892774E-06,5.631532E-06,4.729139E-06,4.049565E-06,6.645252E-06,3.671045E-06,5.081093E-13,0,1.035416E-06,8.839386E-06,2.650956E-06,7.637764E-06,2.875069E-07,5.281669E-07,6.765341E-06,4.390676E-07,0,6.187043E-07,3.737241E-06,1.391087E-06,0,0,3.551481E-07,1.422491E-07,2.68871E-10,1.650451E-06,1.58229E-06,4.83127E-06,3.028394E-07,8.052747E-07,5.056724E-06,9.230956E-06,1.034584E-07,2.632406E-06,1.644484E-06,0,6.429282E-08,6.431515E-06,2.303322E-07,3.121593E-06,2.689153E-07,1.153967E-07,7.669357E-08
102,2,0.0002887728,0,0.00023831,0.0006538156,0,0.0003528296,0.0001530748,0,0.0001942848,0.0002222989,0.0001977258,0.0002476729,0.0002959823,9.529828E-05,4.938864E-05,0.0001009102,3.873819E-05,0.0001481493,0.0002189551,8.77803E-05,3.385852E-05,0,4.692354E-05,7.995521E-05,0,4.936189E-05,0.0001280783,2.99659E-05,5.165373E-05,6.980616E-08,4.461512E-05,4.263522E-05,1.660603E-05,4.563246E-05,2.150723E-13,3.868741E-05,5.535822E-05,4.651802E-05,2.725253E-05,2.247833E-05,6.460465E-05,0,3.094948E-05,1.368604E-05,8.413326E-06,3.636784E-05,5.105182E-06,2.164145E-05,0,1.039317E-05,2.305587E-05,0,5.516406E-06,1.486944E-05,1.570074E-05,8.232438E-06,6.29503E-06,0,2.692587E-06,2.501739E-06,6.734846E-06,1.447388E-05,0,4.243174E-06,3.148093E-06,3.780836E-06,6.156216E-07,1.31858E-05,2.331194E-06,7.72309E-07,0,2.966915E-06,4.71891E-06,7.675585E-06,5.638296E-07,5.432135E-06,1.076355E-06,0,0,3.447508E-06,2.515603E-06,7.303096E-07,5.15812E-06,2.570166E-07,2.610095E-07,8.608842E-06,2.306828E-06,2.50132E-06,5.738942E-07,4.912356E-06,4.555793E-06,0,2.608173E-07,0,1.610776E-06,4.491211E-07,1.075208E-06,4.386393E-13,9.841233E-07,0,8.50912E-07,2.610943E-07,3.968637E-06,0,7.785194E-08,1.153785E-06,2.69614E-06,4.366613E-06,4.731801E-06,0,2.31658E-06,7.154101E-08,0
103,2,0.0002860463,0.0005043332,0.001356744,0,0.0007492006,0.0001907956,0.000157989,0.0002669915,0.000593633,0.0001627451,0.0002083284,0,0.0001152529,0.0001539268,4.326753E-05,3.667555E-05,3.723632E-05,3.251352E-05,4.559747E-05,7.38091E-05,0.0001042289,4.216284E-05,2.132528E-05,5.531685E-05,2.193026E-05,2.252874E-05,0,8.682311E-05,2.098008E-05,3.34984E-05,5.866048E-08,5.286785E-05,3.233679E-05,1.701192E-05,1.026483E-05,3.466654E-05,5.449861E-05,5.826661E-05,3.714088E-05,2.247938E-05,1.284459E-05,4.140598E-05,0,1.901832E-05,2.019314E-05,8.412647E-06,2.047799E-05,1.578106E-05,2.349785E-05,5.412883E-06,1.445507E-05,3.064362E-05,0,8.775721E-06,1.021916E-05,2.456134E-06,2.176359E-05,1.161743E-05,0,2.152776E-06,2.605393E-07,1.732264E-05,7.981403E-06,8.812552E-06,6.773265E-07,5.48972E-06,3.242058E-06,1.192987E-05,1.024542E-06,2.456913E-06,4.952361E-06,6.584822E-07,1.313853E-06,2.824851E-06,5.867314E-06,5.719718E-06,3.299121E-06,5.349702E-06,5.584002E-07,6.028959E-08,1.281568E-06,5.005231E-06,2.880176E-06,4.451782E-06,7.784838E-06,2.42674E-07,8.580044E-06,2.538365E-07,0,5.325148E-07,2.69155E-10,5.707495E-06,2.190098E-06,9.687913E-07,5.703965E-07,4.418067E-07,2.044961E-10,1.062832E-06,7.680601E-07,0,0,3.362493E-09,4.745053E-06,3.259921E-06,6.153988E-06,1.449986E-07,1.15443E-06,0,1.931841E-06,4.848476E-06,7.187932E-07,2.670846E-06,6.322716E-08
