"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
78,2,2.941176E-13,8.632195E-09,6.592726E-08,7.487046E-07,0,2.804957E-06,2.291927E-06,2.376375E-06,1.012181E-05,1.053324E-05,1.284759E-05,1.04476E-05,1.666753E-05,0,7.14676E-05,0.005361728,0.0001821743,6.337367E-05,0.001418017,0.004950696,0.002598593,0.002075934,0.004017468,0.001869767,0.005471047,0.003892887,0.002115214,0,0.007266077,0.003250914,0.006623836,0.002708259,0.002625911,0.003984371,0.01663667,0.005764554,0.002698413,0.001462086,0.003957862,0.01136161,0.01589796,0.0008155599,0.003841219,0.01950249,0.04360411,0.003725886,0.0389329,0.02425849,0,0.01293227,0.009581003,0.08863792,0,0.0008341346,0,0.009093568,0.0008077532,0.006338795,0.007064704,0,0.004398495,0.09731896,0.02228513,0.001730845,0.009861325,0.1281099,0.02397308,0,0.006540934,0.007331443,0.004639599,0.03270883,0.03337941,0.02110412,0.01797658,0,0.007117527,0.01411611,0.3131522,0.03887276,0.009956538,0.01701621,0.01395089,0.008735262,0.003042042,0.00823142,0.01931306,0.01538435,0,0.05531062,0.01184461,0.04154978,0,0.04450414,0.03456477,0.01203099,0.02018996,0.1795303,0.03136798,0.0283892,0.017226,0.00257437,0.004865226,0,0,0.04662825,0.1200375,0.007064715,0.1027007,0.02690333,0.05318907,0.02157436,0.01157648
79,2,1.470588E-13,2.097862E-08,1.488731E-06,1.694458E-06,2.113715E-06,2.460058E-06,6.441165E-07,1.135419E-05,8.052496E-06,1.571065E-05,1.842446E-05,2.990536E-05,4.674437E-05,0.0001252689,0.00199464,0.001216162,0.006519166,0.001657126,0.001191186,0.001204002,0.007053783,0.003974148,0.001004183,0.003078096,0.002829792,0.0172138,0.004299353,0.005947311,0.00248955,0.008036456,0.01192178,0.01520726,0.008493351,0.01217438,0.005112658,0.02935128,0.004188139,0.011976,0.01869263,0.002266553,0.04606044,0.06081152,0.004912175,0.01870295,0.0200419,0.0303066,0.02134198,0.04492851,0.00784848,0.007061941,0.002150941,0.02041932,0.08453307,0.004616647,0.01329764,0.009250307,0.009892585,0.00653344,0.06081824,0.02581994,0.02487051,0.002724122,0.1111645,0.008146649,0.02266974,0.05582973,0.2356083,0.01681699,0.03933545,0.03068348,0.01870928,0.02760931,0.01577234,0.03244269,0.0350182,0.00694148,0.01468826,0.02228343,0.03144838,0.3651263,0.06929971,0.0209104,0.005687726,0.02076943,0.02645515,0.01471505,0.03846601,0.0188911,0.01880699,0,0.05845216,0.01633515,0.02512349,0.006447758,0.06851462,0.02129015,0,0.01018129,0.2140776,0.01755719,0.02491443,0.02473476,0.04936411,0.01463211,0.05978822,0.03497839,0.0436876,0.1410897,0.0196899,0.09181313,0.04557354,0.05732421,0.07917755
80,2,0,3.560933E-08,0.00517712,0.0006928631,0.004344744,0.00209857,0.05918512,6.177965E-06,5.914532E-06,0.1297003,6.739149E-06,0.02375106,2.213628E-05,0.0001786149,0.000207658,0.0005107406,0.0004616809,0.0171883,0.0009970277,0.000134967,0.00102508,0.006942009,0.02360384,0.002375925,0.006206664,0.001585523,0.02709119,0.002645703,0.00240241,0.002995932,0.006708851,0.006270062,0.03939705,0.002762301,0.003267895,0.008088616,0.06890418,0,0.008265484,0.002204128,0.003888866,0.04872123,0.01624228,0.01559848,0.007579328,0.01437213,0.01534629,0.02193704,0.0371838,0.01218296,0.02512544,0.008270333,0.01560311,0.003662525,0.01420956,0.009800475,0.009236758,0.01236881,0.01150416,0.008148674,0.02215146,0.006135647,0.01960428,0.1927832,0.001393104,0.009448297,0.01939783,0.211559,0.02006544,0.004056706,0.02536609,0.02278315,0.01198828,0.009941814,0.04848422,0.07343537,0.01387943,0,0,0.0296434,0.3245156,0.04589828,0.003364882,0,0.01938806,0.01285931,0,0.01378775,0.01264977,0.01806612,0.01434144,0.05110564,0,0.01916681,0.001310757,0.01952026,0.009129905,0.001396914,0.007583634,0.01779583,0.01762409,0.1375083,0.0183397,0.02791228,0.01189904,0,0.005270672,0.02953581,0.1342974,0.01415805,0,0.03626033,0.0708322
81,2,0,0,0,0,0.001835691,0.004803516,0.001905181,0.006743362,0,1.136823E-05,0.008188923,5.95789E-06,0.07665593,0.0004413047,6.176554E-05,0.001487767,0.000745009,0.0008781534,0.01483043,0,0.0005696296,0.001084588,0.03666398,0.02782177,0.002441547,0.002454495,0.003266699,0.02653354,0.001800921,0.0007330248,0.003201467,0.002523872,0.0008484463,0.03524029,0.01318635,0.001910423,0.005066009,0.06144181,0.002491105,0.005394368,0.004231357,0.00333169,0.03515671,0.004682381,0.01536667,0.0005146221,0.01321786,0.006856836,0.01770188,0.003972825,0.007324291,0.02059203,0.01074561,0.003462583,0.009317547,0,0.006063109,0.009486469,0.002541813,0.01050348,0.0227494,0.006188595,0.009545867,0.0129944,0.2283116,0.001444076,0.003529171,0.02379955,0.2064837,0.0117546,0,0.01108871,0.007551566,0.01338381,0.01376483,0.03263839,0.186613,0.01066527,0.01704136,0,0.02804173,0.01661788,0.01749395,0.00784154,0.021412,0.02726628,0.01937497,0.004780687,0.01830311,0.005930559,0.03591808,0,0.03873284,0.01658623,0.02102386,0.001393807,0.02220909,0.006537275,0.01621844,0.006955737,0.2321988,0.01604069,0.005109199,0.01668924,0.01684345,0.01243072,0.01259241,0.00552318,0.004754312,0.1226809,0.002713409,0.0158562,0.01266504
82,2,4.411765E-13,1.905318E-08,4.635115E-07,1.53816E-06,1.343048E-06,0.00346754,0.003192373,0.004514019,0.01129643,4.760883E-06,1.488944E-05,2.159369E-05,7.765219E-06,0.0585341,0.001820335,0.0002442558,0.0005143678,0.00142379,0,0.01314542,0.0002824632,0.001065614,0.0003007085,0.03947243,0.004373461,0.002099771,0.006128318,0.007261536,0.02215739,0.006102039,0.00371691,0,0.01322352,0.005603421,0.003066559,0.001435015,0.004689515,0.009170197,0.05661198,0.001496963,0.005341993,0,0.0009790317,0.03477723,0.005304988,0.0256818,0.0005558248,0.03073475,0.01244913,0.01379556,0.008966814,0.004227658,0.07906353,0.004534923,0.02701661,0.01704229,0,0.006254335,0.01607681,0,0.01841762,0.0152048,0.008721693,0.005813903,0,0.3524478,0.001479172,0.01523342,0.01112504,0.06317691,0.02805725,0.01601707,0.0007917942,0,0.01857553,0.01741479,0.002761613,0.1578666,0.01293302,0.02514321,0,0.007107049,0.01810758,0.03541382,0,0.05013676,0.03242255,0.01064803,0.02776641,0.01653764,0.01341741,0.003445342,0.01393621,0.03543604,0.002856567,0.02812191,0.004823311,0.01148528,0.0205282,0.02046454,0.02396475,0.2824757,0.02355569,0.004855026,0.01785536,0.01482307,0.003800115,0.02913537,0.009179406,0.005067012,0.001086708,0.004034152,0
83,2,2.941176E-13,4.642078E-08,7.983693E-08,0.0001391466,5.192381E-07,1.643908E-06,2.377275E-06,3.648336E-06,4.841997E-06,0.01588059,0,0,7.477976E-06,0.0006887204,0.07683173,0.001898528,0.003314844,0.000834188,0.001886738,0.0008401566,0.0003207278,0.007688021,0.001229789,0.0007434507,0.04255558,0.0003991564,0.007165248,0.003429906,0.006007477,0.01991099,0,0.002431857,0.002384129,0.0009301371,0,0.0009664196,0.002023169,0.01300159,0.01435287,0.001609578,0.001361988,0.004253058,0.002911627,0.006922028,0.05020651,0.004560206,0.02500145,0.001324148,0.0214413,0.002609866,0.01734788,0.04365711,0.01255682,0.1383583,0.0128764,0.003496838,0.02603984,0,0.001684272,0.01553347,0.006761887,0.01696924,0.02988666,0.01229964,0.01156156,0.007586396,0,0.0026031,0.007809801,0,0.1378683,0.03545212,0.01856373,0.002577499,0.02653934,0.004974226,0.01366905,0.01498208,0.1390652,0.012904,0.00257408,0.01170034,0.01282876,0.303679,0.03247792,0.01078184,0.02051446,0.09009208,0.03084266,0.04404017,0.02137726,0,0.02630472,0,0.03956933,0.03846926,0,0.05622388,0.04098525,0.007600376,0,0.02481057,0.02871186,0.02467849,0.003739387,0.01828478,0.02356837,0.009586494,0.0009880402,0.007547221,0.001603328,0.01560229,0.01172275
84,2,1.470588E-13,0,2.324438E-07,2.077382E-07,0,3.817448E-06,0.003330933,7.229877E-06,1.585267E-06,9.721734E-06,0.02217252,1.623252E-05,2.891729E-05,0.009168053,0.001583306,0.06165665,0.002204695,0.004766396,0.00116924,0.0004718906,0.0003697654,0.001269799,0.003906484,0,0.0008270441,0.0371782,0.0005325975,0.002229977,0.004715208,0.008925081,0.01820139,0.002821207,0.004633605,0.002460248,0.01537174,0,0.007028785,0.006779036,0.0005538109,0.002615934,0.0005903888,0.001901617,0.004612154,0,0,0.00243162,0.004464999,0.01287913,0.0005200829,0.02147255,0,0.01014251,0.0473452,0.004056342,0.008048637,0.02242713,0.002735962,0.02849144,0.002101166,0.002701393,0.00686981,0.008186992,0.04081086,0.03164956,0.009726026,0.009107047,0.002062497,0.001093049,0.00976186,0.003400197,0.01030693,0.1284054,0.001154066,0.03877049,0.003890223,0.009929595,0.008367327,0.001427533,0.001889481,0.2263347,0.01191387,0.001349367,0.03340705,0.005646768,0.02575925,0.01525957,0.03653583,0.02323532,0.1008531,0,0,0.00816669,0,0.02847388,0.007116434,0.04167126,0.04838426,0.003114224,0.01515565,0.0140022,0.001806589,0.04968747,0.0315528,0.01154199,0.02886581,0.003634971,0.01337254,0.08900312,0.002147669,0,0.02013942,0.01397761,0
85,2,1.470588E-13,8.719909E-09,0,4.070965E-07,9.449269E-07,8.768392E-07,3.50075E-06,8.087881E-06,0,1.428328E-05,1.677952E-05,0.02911175,1.913946E-05,3.352661E-05,0.0002402269,0.0008948359,0.1184517,0.003156241,0.008112077,0.000950225,0.0006255258,0.0003364638,0,0.0002869381,0.0002148717,0.0005767319,0.02898897,0.0007662936,0.002984236,0.004771951,0.01330354,0.0009227999,0.0003403414,0.001813348,0.00679125,0.000814215,0,0.007182277,0.0007228659,0.0006218968,0.007968594,0.005441658,0.002914078,0.004200642,0.02001846,0,0.03849143,0.01291291,0.0283489,0.002775973,0.03275257,0.007431575,0.01348261,0.03844126,0.01489745,0.007322729,0.0351943,0.006355833,0.04603464,0,0.01096942,0.01135352,0,0,0.01193958,0.01220056,0.009259833,0,0.0120711,0.01877694,0.001150047,0,0.1327642,0.01855332,0.02869383,0.03317785,0.003924673,0.02353008,0.01091514,0.004317609,0.2292664,0.02613505,0.003482783,0.029048,0.02502787,0.02341665,0.02474257,0.01547509,0.01965723,0.1204826,0.01120727,0.07065327,0.01059341,0.03975783,0.02278337,0.003590571,0.07360941,0.0348916,0.01484274,0.008836001,0.01179157,0.03265852,0.0107899,0.007534099,0.001679303,0.008136166,0,0.01928749,0.04268921,0.012011,0.03140571,0,0.02171135
86,2,0,7.336121E-09,1.001962E-07,4.004738E-07,5.304325E-07,3.232619E-06,2.504082E-06,5.703397E-06,3.558673E-06,0,6.458655E-06,1.612663E-05,0.03730815,0.01868931,4.344411E-05,0.0002386527,0.0328862,0.03586178,0.01303105,0.0009552481,0.002284085,0,0.0003061873,0.008515241,0.001125169,0,0.001202815,0.03195565,0.005554762,0.002805062,0.005458247,0.01442043,0.0003963157,0.001554291,0,0.000530066,0.005365556,0.004641523,0,0.001774966,0.006614011,0.000787682,0.006496787,0.002237224,0.004925729,0,0.003240438,0.03269135,0.004069912,0.01079641,0.01561042,0.09531646,0,0.02276066,0.02570425,0.02998408,0.02037253,0.03314332,0.001034168,0.0626417,0,0.0344575,0.0007490705,0.001932363,0.03397881,0.0187711,0.05044227,0.005697287,0.005312077,0.03422914,0.02243832,0.001908636,0.007485812,0.1445113,0,0.0121079,0.04789484,0.01011057,0.01337307,0.01284917,0.00838091,0.2114147,0.001827901,0.004861795,0.0344644,0.03438175,0.006158248,0.01161179,0,0.01708997,0.07240105,0.01490911,0.06147187,0.007282451,0.05562055,0.01970541,0.001404295,0.04981063,0.001572925,0.02101049,0.0277552,0.01150853,0.02232349,0.02104831,0.008000506,0.004905947,0.003370368,0,0.01781249,0.02298996,0.03784033,0.02587535,0
87,2,0,2.198277E-08,4.331814E-07,4.316512E-07,1.797906E-06,1.529053E-06,1.026434E-06,1.703696E-06,9.072824E-06,2.15679E-05,0,1.942837E-05,3.801723E-05,0.04246277,0.0006503653,0.0008433823,0.001828747,0.003610391,0.06317462,0.0005516205,0.001303184,0.002852095,0.0005006592,0.0004823754,0.008570922,0.0006725622,0,0.0005777578,0.03208361,0,0,0.01043221,0.007992485,0.009051037,0,0.0005970749,0.005845522,0.001309616,0.007358769,0.001062107,0.0149641,0.008520477,0.002922464,0.008688494,0,0.004993764,0.002013579,0.009888069,0.03353945,0.01508156,0.00211139,0.0186831,0.1225,0.00388845,0.02850644,0.01187967,0.01115777,0.03096812,0.04232652,0.00475589,0.06858924,0.003238548,0.01533936,0.0006941324,0.002466313,0.003623781,0.01523742,0.03129946,0.05103885,0,0.08748685,0.02339222,0,0,0.1008282,0.02500555,0,0.004321664,0.03039938,0.02495354,0.006566414,0.004051752,0.2085478,0.03873655,0.007308747,0.01873897,0.06595179,0.0525507,0.01085078,0.001124742,0.01537889,0.06453275,0.03480898,0.01324388,0.006997265,0.0226088,0.03349696,0,0,0.009070052,0.0381944,0.01883296,0.06195943,0.01180813,0.04716919,0.001703459,0.00912065,0.007602821,0.009508649,0,0.08109163,0.02655604,0.01257039
88,2,2.941176E-13,0,0,3.713369E-07,0,0,4.728934E-06,7.395817E-06,0,6.899859E-06,1.126202E-06,0,1.724194E-05,0.0001091389,0.04860554,0.0003987781,0.0005566725,0.0001060314,0.002647788,0.07989192,0.00434272,0.001644279,0.003328749,0.000196268,0.004479923,0.003089859,0.003207977,0.0004660068,0.0003061702,0.03494956,0.001992407,0,0.01555449,0.003972223,0.00708823,0,0.001385553,0.004601807,0.009030065,0.0169036,0.003245069,0.007626552,0.008247756,0.003591157,0,0,0,0.0009408555,0.001557714,0.0317218,0.01370132,0.004693946,0.02234174,0.1088387,0,0.01373362,0.006353281,0.01350599,0.01061959,0.04279947,0.01165065,0.0499004,0.003311779,0.01085938,0.006116445,0.01588187,0.0009928579,0.01118458,0.011057,0.02145164,0.00173392,0.1106866,0.003694724,0.005613673,0.005930007,0.09314218,0.03131684,0.001409733,0.01324601,0.001826794,0.02605214,0.005837488,0.01382126,0.01796717,0.02204408,0.003978371,0.01079336,0.02371943,0.004605701,0.01503232,0.01110772,0.01971991,0.06848936,0.03485765,0,0,0.01094035,0.01167054,0.002919921,0,0.001837742,0.008134992,0.0194518,0.01943753,0.03260695,0,0.00499627,0.004079222,0.01491268,0,0.02351475,0.02364322,0.04062914
89,2,0,8.232629E-09,6.561875E-07,7.454689E-07,8.767067E-07,2.375613E-06,0,3.751655E-06,4.601163E-06,2.574503E-05,1.285786E-05,0.002082753,7.351438E-06,1.920603E-05,0.0001673984,0.05499247,0.001319767,0.0001466457,0.0008619821,0.003188569,0.0004895342,0.003830146,0.003682441,0.005051748,0.0004075833,0.001219449,0.004186833,0.003030743,0,0,0.03251078,0.001899646,0.001851058,0.01347482,0.004783012,0.0003629823,0.001512923,0.00158036,0.004578894,0.008198447,0,0.003476125,0.001521595,0.000999674,0.003422906,0.002736341,0.01159729,0.003334726,0.003427353,0,0.02539273,0.01075419,0.005731754,0.003475665,0.1035082,0.006079032,0.01020816,0.01781714,0.005332257,0.01565275,0.04127376,0.001132219,0.009359045,0.002974198,0.01394049,0.01630218,0.01599192,0.001082388,0.009740898,0.007633617,0.02942446,0.0009527487,0.001311297,0.03443247,0.004699888,0.004569731,0.09080411,0.03911307,0.00158253,0.04435789,0.02510935,0.053315,0.02809005,0.01880509,0.003873908,0.05773228,0.01745372,0.01411651,0.04578947,0.005495732,0.02499146,0.01055065,0.001847188,0.05551643,0.01933351,0.01090386,0.01805549,0.02059529,0.02277181,0.005446836,0.01271354,0.001971191,0.007607259,0.03204114,0.009626646,0.06126781,0.00563783,0.0874573,0.004215205,0.01106817,0,0.03078561,0.0263405
90,2,0,0,0,1.287043E-06,0,6.30314E-07,4.70703E-06,1.891521E-06,1.022152E-05,1.748795E-06,1.374105E-05,1.906265E-05,0.01777822,0,0.0001644377,0.0008392788,0.06380007,0.0003864284,0.0007220316,0.0007207766,0.01251072,0.0003551724,0.007047404,0.003622607,0.002285312,0.003871126,0.001611694,0.004502808,0.002396719,0.002382875,0,0.02907178,0.0002874688,0,0.01298366,0.00527285,0,0.009247436,0.004486531,0.002401599,0.01873056,0.005923361,0.001158954,0,0.001053963,0.003972257,0,0.001684663,0.005894661,0.009914565,0.006988185,0.03429815,0.001680594,0.002230746,0.005614107,0.1163905,0.004138552,0.008954989,0.01536962,0.01628232,0.002344248,0.0375551,0.00138565,0.003703924,0.00216637,0.008579582,0.007069252,0.004204493,0,0.001081441,0.02144697,0.00840236,0.00855,0.001193154,0.03380767,0.01196206,0.03610362,0.09733797,0.01672071,0.002761093,0.03522455,0.002844585,0.04899609,0.005295554,0,0.01413796,0.01546452,0.01952928,0.01801199,0.05450788,0.004478924,0.03424346,0.02383654,0.008340092,0.05843841,0.03100574,0.00152124,0.005079144,0.009960605,0.008542608,0.01107299,0,0.007582804,0.01239953,0.009192609,0.0109795,0.0550012,0.01157149,0.07814024,0.01024642,0.01289602,0.005399188,0.008764639
91,2,2.941176E-13,1.316218E-08,0,6.911282E-07,2.266377E-06,4.450238E-06,6.087307E-06,7.566824E-06,8.240373E-06,1.49423E-05,1.258625E-05,2.011085E-05,2.95028E-05,0.000250518,3.606594E-05,0.0002856091,0.0007441293,0.000698665,0.0001302203,0.0007332821,0.0001952592,0.004316396,0.00256193,0.006066639,0.006574086,0.005242512,0.004807688,0.001749136,0.001789419,0.003898573,0.0002599671,0.0002927956,0.02784275,0,0.000938905,0.007840253,0.007213823,0.005467008,0.0006457671,0.009738567,0.001066183,0.02177637,0.0004997508,0.006313061,0.006873685,0.007922028,0.006082747,0.0006873794,0.002000003,0,0.001290345,0.007245565,0.04089991,0.001557508,0.008780846,0.01365632,0.1233556,0.0008817991,0.002830449,0.0150336,0.03254767,0.01577939,0.01172057,0.002556609,0.002692238,0.0292985,0.01040219,0.001104962,0.02263196,0.001249635,0.002789438,0.006027079,0.01227676,0.0143623,0,0.0253826,0.009279936,0,0.09133057,0,0.01366362,0.009112567,0.007707694,0.04717535,0.01019766,0,0.03933362,0,0.09254541,0.04195801,0.0525335,0.02142599,0.02637404,0.006381856,0.0149102,0.06310601,0.02321563,0.02454573,0,0.008936075,0.007250683,0.03567586,0.001000092,0.02303954,0.02807875,0.03424238,0.006379168,0.06634725,0.02296249,0,0.02558742,0.04114825,0.01973756
92,2,1.470588E-13,4.128075E-08,5.811245E-07,0,4.525795E-07,2.219611E-06,9.749858E-07,8.87793E-06,3.292239E-06,1.212426E-05,1.103984E-05,5.940981E-05,3.554326E-05,0.0009219676,0.0004494665,9.933307E-05,0.0004714239,0.003163049,0.0007039136,0.003506918,0.0004849368,0.0006533487,0.01030155,0.003905305,0.004430383,0.01346123,0.02202161,0.01481957,0.002040322,0.002546672,0.008677835,0,0,0.02613412,0.006197483,0,0.01052077,0.003648182,0.001214013,0.0007817018,0.009789491,0.001393129,0.02459854,0.001496801,0,0.003554563,0.002693756,0.02034989,0,0.00447096,0.000645923,0,0.01801127,0.0401235,0.0008652133,0.03373069,0.008400156,0.09933594,0.004931163,0.01243256,0.002004402,0.03313449,0.0171247,0.02827602,0.008456052,0.002667771,0.002019273,0.01599243,0.004310602,0.02304567,0,0.01781358,0.01364245,0.008776311,0.01983853,0.005664655,0.0272454,0.004557856,0.01792513,0.08827795,0.00411019,0.002904143,0.022066,0.004563777,0.04545445,0.006196172,0.03409081,0.0362973,0,0.1828487,0.03085416,0.04225829,0.006955338,0.01053851,0.01282013,0,0.05970901,0.02707836,0.02812916,0.01190704,0,0,0.03309487,0.001377359,0.01052906,0.02161068,0.05214052,0.005251531,0.009123357,0.02291157,0.004852084,0.01415086,0.03362842
93,2,2.941176E-13,1.099291E-08,1.632043E-07,8.174944E-07,5.67378E-07,4.716383E-07,3.933037E-06,2.666006E-06,2.919976E-06,2.781197E-06,1.752833E-05,3.362611E-05,1.151346E-05,6.539755E-05,3.796124E-05,0,0.001249435,0.000552298,0.004333862,0.08226296,0.002780699,0.001787434,0.0001176473,0.01123366,0.002621076,0.006666951,0.01295257,0.002559485,0.04139163,0.003173488,0.0003499448,0.00563044,0.000628031,0.006610968,0.02324796,0.001140314,0.00116297,0.0145315,0.002321837,0.005130579,0.001830277,0.01346113,0.0009421816,0.02286344,0,0.0105873,0.01238922,0.002796863,0.06714728,0.001121661,0.0204739,0.002579804,0.01163984,0.01138599,0.04500684,0,0.00545323,0,0.1755407,0,0.002344016,0.01406414,0.03336797,0.004190827,0.01429891,0.03092388,0.000829876,0.01717089,0.01575472,0,0.04037932,0.001068626,0.02247814,0.006215035,0.01422029,0.01536523,0.01893441,0.190765,0,0.003604465,0.08300629,0.02056884,0.0196086,0.008510888,0.004520218,0.04556658,0.01824347,0.02887569,0.04665985,0,0.1639254,0.01224623,0.1246044,0.1321755,0.04537066,0.002831875,0.008280641,0.06504776,0.02404885,0.01361754,0.002744792,0.001350023,0.00791589,0.02619451,0.01655802,0.01361723,0.01117228,0.04420786,0.03367446,0.001754998,0.00997945,0.01246889,0.04350956
94,2,0,2.301386E-08,8.129111E-08,4.968657E-07,1.194872E-06,6.326544E-06,1.195366E-06,3.095149E-06,4.421756E-06,4.288016E-06,1.249225E-05,0.0008962194,2.063989E-05,0.0001353833,6.922582E-05,0.00209749,0,6.498895E-05,0,0.004056367,0.01779417,0.002324354,0.005732902,0.003098888,0.00645752,0.01004629,0.001998906,0.004791144,0.001438114,0.0437903,0.002482584,0.002167159,0.005300689,0.003196281,0.008781418,0.03956243,0.001255013,0.000312501,0.0122066,0.006725733,0.001139626,0.002784056,0.01489187,0.002589783,0.01997228,0,0.002052778,0.0006599274,0.002737085,0.09393927,0.0007197998,0.02956554,0.003905479,0.002720539,0.01720226,0.03952651,0,0.00159183,0,0.2482805,0,0.003663895,0.003785016,0.03115052,0.0008234377,0,0.02992176,0.003394227,0.005859307,0,0.0007426913,0.02277352,0.02456972,0.01358263,0.02558195,0.01466998,0.0008361578,0.00173179,0.1984459,0.009211002,0.006789426,0.1022399,0.009420878,0.02460101,0.03153389,0.01744973,0.04819203,0.0186128,0,0.04932034,0.0200243,0.1576966,0.004535955,0.1293248,0.01312307,0.05032875,0.02244201,0.01559256,0.05026676,0.009860344,0.05456915,0.02182785,0.001357222,0.007312663,0.02825622,0,0.0299161,0.001679717,0.03727423,0.004043822,0,0.006339829,0.006024209
95,2,0,5.36684E-08,1.120628E-07,4.14794E-07,5.727925E-06,2.532897E-06,1.401254E-06,1.364455E-06,1.982347E-06,4.8789E-06,1.256452E-05,8.229149E-06,0.0009902791,6.444231E-05,0.0007997163,0.001019672,0.003727186,0.001856905,0.0007567995,0.0001608237,0.003795067,0.02908934,0.001891494,0.003711277,0.001896043,0.004580826,0.01146917,0.003746853,0.009299696,0.001936069,0.04902353,0.00658186,0,0.005242092,0,0.006863198,0.033709,0.007678754,0.002521822,0.00232088,0.007741105,0.005653154,0.001107272,0.015142,0.008426247,0.04206557,0.005258558,0.0007444185,0,0.009169462,0.08491272,0.001332382,0.007661972,0.01666281,0.02127127,0.003988583,0.04781451,0.02231507,0.01566212,0.01143504,0.3098569,0,0.00427025,0.001132641,0.03330653,0.004320773,0.02049466,0.02872789,0.003323978,0.02964783,0.004379517,0,0.03230496,0.01449834,0.002992987,0.006463296,0,0.009920486,0.007983064,0.1716574,0.0180274,0.005658944,0.07945109,0.00126596,0.0168167,0.023725,0.004025257,0.04665874,0.09698118,0,0.02126221,0.008627245,0.1414166,0.01549278,0.1270052,0.005688044,0.02494949,0.002453551,0.002860436,0.08136571,0.03735235,0.05036889,0.006087562,0.02854451,0.006290788,0.001557927,0.008217189,0.01625733,0.00661904,0.04510299,0.01311375,0.008333331,0.05734215
