"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
47,2,0.05994558,0.05109927,0.04803368,0.04697372,0.0395223,0.03658491,0.03053941,0.02610986,0.02403242,0.02111244,0.01753422,0.01451154,0.0132879,0.01227305,0.01086393,0.01013214,0.009050288,0.008582945,0.006930924,0.006753933,0.005593061,0.004990997,0.004268478,0.003555863,0.003427507,0.00300181,0.002693664,0.002396032,0.002275789,0.002174918,0.001718601,0.00173117,0.001501481,0.001432761,0.001294269,0.001200425,0.00106254,0.000951393,0.0009446605,0.0009022857,0.0008055698,0.0008587501,0.0007702992,0.0007510277,0.000727447,0.0007363014,0.0006134395,0.0007004352,0.0006922408,0.0006888866,0.0007823402,0.000766122,0.000782805,0.0008446185,0.000812227,0.0009165001,0.0009645874,0.0009410065,0.0008897534,0.001018109,0.00103485,0.001093305,0.001223483,0.001216904,0.001392998,0.001493002,0.001679572,0.001728281,0.001766951,0.002004434,0.002262246,0.003065018,0.002651461,0.002541084,0.002280423,0.002075666,0.002029348,0.001990289,0.001694356,0.001793797,0.001549848,0.001467574,0.001421797,0.001241353,0.001229292,0.00110766,0.0009912656,0.0009246682,0.0008730863,0.0008095517,0.0007291994,0.0006456046,0.0006211626,0.000617158,0.0005322408,0.0005398734,0.0004778363,0.0004300826,0.0004224947,0.0003500789,0.0003522147,0.0002991333,0.0002932737,0.0002754716,0.0002411998,0.0002192343,0.0002266476,0.0001912435,0.0001846708,0.0001714017,0.0001618388,0.0001343931,0.0001262154,0.0001129916,0.0001106945,0.0001022814,9.218157E-05,8.412792E-05,7.757609E-05,7.278959E-05,6.642684E-05,6.132096E-05,5.837671E-05,5.577693E-05,4.863459E-05,4.445007E-05,4.349018E-05,3.897146E-05,3.721484E-05,3.352647E-05,3.093255E-05,2.624947E-05,2.6342E-05,2.254532E-05,2.046178E-05
48,2,0.06238265,0.05575303,0.04802072,0.04474792,0.04244255,0.03612174,0.0327393,0.02819085,0.023908,0.02158153,0.01949448,0.016305,0.01328322,0.01291705,0.01152595,0.01034392,0.009461007,0.008741496,0.007989688,0.006572974,0.006520056,0.005229197,0.004885273,0.004021926,0.00339376,0.003232,0.002848842,0.002526955,0.002340636,0.002166829,0.00206405,0.001657784,0.001671416,0.001451057,0.001369938,0.001265383,0.001102668,0.001022494,0.0009467466,0.0008826485,0.0008590672,0.0007641834,0.000795152,0.0007346785,0.0006974092,0.0006929828,0.0006950943,0.0005970008,0.0006729289,0.0006547472,0.0006517092,0.0007396625,0.0007540145,0.0007570668,0.0008054691,0.0007805047,0.0008675298,0.0008884962,0.0008964608,0.0008912439,0.0009809723,0.00099248,0.001062102,0.001162103,0.001148082,0.001374186,0.001458488,0.001562321,0.001671291,0.001695702,0.001876265,0.002115399,0.002954748,0.002583573,0.002415993,0.002175823,0.001953079,0.001940833,0.001955197,0.001610294,0.001678531,0.001459191,0.00136946,0.001376554,0.001171975,0.001151788,0.001068032,0.0009571359,0.0008868537,0.0008295542,0.0007797311,0.0007078585,0.0006238922,0.0005979736,0.0005931162,0.0004952318,0.0005125356,0.0004568367,0.0004115086,0.0003933578,0.0003333962,0.0003361116,0.0002861302,0.000280447,0.0002571155,0.0002341202,0.0002116701,0.0002123929,0.0001875267,0.0001749137,0.0001596592,0.000151462,0.0001313348,0.0001220225,0.0001107522,0.0001049146,9.679376E-05,8.785855E-05,8.310104E-05,7.469481E-05,6.927045E-05,6.21508E-05,5.72083E-05,5.698406E-05,5.378565E-05,4.755542E-05,4.218337E-05,4.061705E-05,3.690603E-05,3.488992E-05,3.18229E-05,2.888176E-05,2.564146E-05,2.562541E-05,2.139855E-05
49,2,0.06628998,0.0587996,0.05150339,0.04516632,0.04130556,0.03960497,0.03337816,0.03079768,0.02615565,0.02188877,0.0195743,0.0177098,0.01549603,0.01306724,0.01244737,0.01127578,0.009773159,0.008955588,0.008267621,0.007610224,0.006378074,0.006330729,0.004948853,0.004511989,0.003808981,0.003283315,0.003124394,0.00276135,0.002395801,0.002228522,0.002083655,0.001965894,0.001591512,0.001576763,0.001393713,0.00132582,0.001193884,0.001083785,0.0009835861,0.0009068433,0.0008495435,0.0008273208,0.0007046672,0.0007698301,0.0007190098,0.000685137,0.0006595496,0.0006423544,0.0005720071,0.0006444962,0.0006213556,0.0006404778,0.0007372263,0.0007215944,0.000697513,0.0007692289,0.0007502955,0.0008333161,0.0008830362,0.0008549558,0.0008359193,0.0009536645,0.0009460423,0.001025361,0.001108255,0.001110283,0.001275453,0.001415029,0.001473961,0.001611161,0.001626185,0.001804673,0.002026131,0.002756868,0.002389487,0.002321972,0.002095992,0.001916162,0.001807114,0.001880166,0.001570418,0.001597797,0.001409166,0.001361188,0.001327967,0.001154938,0.00111619,0.001034154,0.00088764,0.0008474495,0.0008136847,0.0007635383,0.0006759927,0.0006154529,0.0005653803,0.0005524516,0.0004794349,0.000497987,0.0004317409,0.0003981834,0.0003718214,0.0003174356,0.0003180318,0.0002740732,0.0002624911,0.0002423102,0.0002286555,0.0002053957,0.0002079259,0.0001752126,0.0001680965,0.0001541187,0.0001460872,0.0001239007,0.0001162028,0.0001047347,9.963753E-05,9.023506E-05,8.634719E-05,7.814746E-05,7.234838E-05,6.594949E-05,5.888603E-05,5.662666E-05,5.220958E-05,5.156776E-05,4.589061E-05,4.068587E-05,3.87155E-05,3.553722E-05,3.371902E-05,3.060705E-05,2.789212E-05,2.430899E-05,2.434176E-05
50,2,0.06599611,0.06154349,0.05550867,0.04730238,0.04068888,0.03817137,0.03637078,0.03116314,0.02870261,0.02437429,0.0202489,0.01812784,0.01621125,0.01469155,0.01249695,0.01201222,0.01065598,0.009433136,0.008610386,0.00767786,0.007277022,0.006087833,0.006031896,0.004730028,0.004267977,0.003621166,0.003151624,0.003004348,0.002657219,0.002396372,0.002128658,0.002010124,0.001850631,0.001509378,0.00149809,0.00129396,0.001246011,0.001126899,0.001030438,0.0008984203,0.0008555471,0.0008392724,0.000786712,0.0006925286,0.000727005,0.0006713926,0.0006565966,0.0006270892,0.0006232283,0.000557332,0.0006201235,0.0005937497,0.0006036452,0.0006911146,0.0006801799,0.00068822,0.0007311921,0.0007098988,0.0007589146,0.0008266235,0.0008190375,0.0008342379,0.0009131085,0.0008881065,0.0009897371,0.001061522,0.00104663,0.001243081,0.001354193,0.001380863,0.001502864,0.001520565,0.001730668,0.001938733,0.002624071,0.002229407,0.002245095,0.00200392,0.00180726,0.00172626,0.001809343,0.001513347,0.001546201,0.001360847,0.001299004,0.001279664,0.001120291,0.001084504,0.0009773974,0.0008554357,0.0007946175,0.0007649681,0.0007076499,0.0006362232,0.0005780189,0.0005526766,0.0005363012,0.0004467034,0.000475448,0.0003959623,0.0003801293,0.0003498008,0.0003076675,0.000300639,0.0002573297,0.0002628914,0.0002305589,0.0002127921,0.0001963161,0.0001937935,0.0001722152,0.0001594011,0.000140918,0.0001403867,0.0001190287,0.0001110572,9.961707E-05,9.639403E-05,8.868811E-05,8.088277E-05,7.609062E-05,6.706952E-05,6.480094E-05,5.613219E-05,5.364725E-05,4.985361E-05,4.853846E-05,4.31953E-05,3.889353E-05,3.678583E-05,3.393283E-05,3.194908E-05,2.915237E-05,2.57039E-05,2.33254E-05
51,2,0.06630424,0.0624214,0.05738245,0.05074232,0.04521956,0.03835565,0.03518461,0.03245661,0.02821943,0.0270219,0.02229212,0.01892398,0.01655956,0.01525875,0.01418861,0.01184425,0.01115341,0.009976414,0.008848677,0.008188449,0.007524033,0.006882232,0.005914084,0.005728052,0.004430777,0.00405039,0.003535409,0.003011631,0.002834082,0.002518925,0.002214677,0.001981268,0.001907705,0.001819836,0.001417725,0.001423294,0.001272704,0.001189497,0.00108666,0.0009734017,0.0008818757,0.0008348504,0.0008092559,0.0007582608,0.0006827409,0.0007002679,0.0006489694,0.0006129211,0.0006041778,0.0006113338,0.0005400439,0.0005889705,0.0005469136,0.0005913941,0.0006409318,0.0006620716,0.0006438298,0.0006828704,0.0006783733,0.0007368104,0.000760881,0.0007532544,0.0007975664,0.0008465679,0.0008546491,0.0009139082,0.001006404,0.00102424,0.001183963,0.00128348,0.00134604,0.001447377,0.001413991,0.001658009,0.001875575,0.002526285,0.00221736,0.00212943,0.001922672,0.001757777,0.00168367,0.001681564,0.00142885,0.001478178,0.001287433,0.001279216,0.001200238,0.001026448,0.001007146,0.0009789118,0.0007962222,0.0007513739,0.0007195055,0.0006803947,0.0006311306,0.0005598291,0.0005125182,0.0005010107,0.0004323871,0.0004398463,0.0003900082,0.0003581,0.0003324588,0.0002903153,0.0002936757,0.0002443372,0.0002422979,0.0002197058,0.0001965224,0.0001914031,0.0001845657,0.0001605956,0.0001546147,0.0001335928,0.000131459,0.000112208,0.0001058815,9.744133E-05,9.290472E-05,8.490459E-05,7.859488E-05,7.100014E-05,6.633234E-05,6.089541E-05,5.237365E-05,5.273584E-05,4.693187E-05,4.521299E-05,4.045526E-05,3.731503E-05,3.523865E-05,3.26089E-05,3.044818E-05,2.647045E-05,2.477426E-05
52,2,0.06891537,0.06248993,0.0572156,0.05172605,0.04785693,0.04028193,0.03545659,0.03217508,0.03003247,0.02560916,0.0248563,0.02097256,0.01768622,0.01593325,0.01493708,0.01338527,0.01139993,0.01099266,0.009525445,0.008317937,0.007816739,0.007097319,0.006715355,0.005618574,0.005465452,0.004217054,0.003908663,0.003488607,0.002973096,0.002770596,0.002362902,0.00212883,0.001922963,0.00182674,0.001703427,0.001336731,0.001388649,0.001195358,0.001127393,0.001031111,0.0009440395,0.0008489562,0.0007915397,0.0007821267,0.0007169881,0.0006538397,0.0006709961,0.0006268619,0.0005779113,0.0005642057,0.0005843719,0.0004986034,0.0005554681,0.0005140275,0.0005601538,0.0006331117,0.0006335905,0.0006251868,0.0006770982,0.0006523921,0.0007112794,0.0007460823,0.0007166854,0.0007534793,0.0008219798,0.0008098795,0.0009052714,0.000990267,0.000958828,0.001149282,0.001215772,0.001296936,0.001384883,0.001383026,0.001618259,0.001802456,0.002368911,0.002118341,0.002048632,0.001836131,0.001685517,0.001588024,0.001579052,0.001370899,0.001400627,0.0012282,0.001226097,0.00112933,0.0009972022,0.0009800137,0.0009171826,0.0007847833,0.0007317897,0.0007108248,0.0006582221,0.0005933752,0.0005206431,0.0004942623,0.0004790777,0.0004234721,0.0004163141,0.0003779361,0.0003429929,0.0003207003,0.0002801489,0.0002840306,0.0002316336,0.0002320764,0.0002156388,0.0001856839,0.0001787831,0.0001802189,0.0001490552,0.0001453883,0.0001300455,0.0001267664,0.0001053944,0.000101904,9.391756E-05,8.946001E-05,8.041855E-05,7.481553E-05,6.765186E-05,6.155503E-05,5.956115E-05,5.128613E-05,4.972218E-05,4.579632E-05,4.450477E-05,3.782739E-05,3.501258E-05,3.398314E-05,3.021946E-05,2.887065E-05,2.523583E-05
53,2,0.07297258,0.06420774,0.05800027,0.05258724,0.04831512,0.04507348,0.03758747,0.03249229,0.02969893,0.02841992,0.02344837,0.02302456,0.01925248,0.01679803,0.01516127,0.01421557,0.01271455,0.01111309,0.01032119,0.009333396,0.00793267,0.007317335,0.006735252,0.006356579,0.005429598,0.005273162,0.004068858,0.003804578,0.003332211,0.002847899,0.002711059,0.002239875,0.002043412,0.00186917,0.001764303,0.001631811,0.001264271,0.001312033,0.001122724,0.001093652,0.000984633,0.0009089466,0.0008212789,0.0007518836,0.0007256488,0.0006903491,0.0006033855,0.0006452309,0.0006101528,0.0005498425,0.0005267099,0.0005577254,0.0004733383,0.0005221361,0.0005074992,0.0005445115,0.0006055807,0.0006046048,0.0005987391,0.0006430838,0.0006129227,0.0007088443,0.0006820819,0.0006898059,0.0007211692,0.0007719278,0.0007902627,0.0008826983,0.0009178564,0.0009230801,0.001114038,0.001137458,0.001237615,0.00134905,0.001341456,0.001549175,0.001745522,0.002275249,0.002040785,0.001976707,0.001716036,0.001580915,0.001566851,0.001517264,0.00130982,0.001275305,0.001157864,0.001150717,0.001086103,0.0009509866,0.0008894275,0.000878123,0.0007557704,0.000702391,0.0006745208,0.0006383974,0.0005833024,0.0005003099,0.0004707467,0.0004665918,0.0004032924,0.0003931401,0.0003645026,0.0003249006,0.0003051192,0.000265483,0.0002666988,0.00021726,0.0002246048,0.0002062234,0.0001774833,0.0001721017,0.0001684151,0.000143285,0.0001360329,0.0001265043,0.0001210564,0.0001050947,9.705655E-05,8.848248E-05,8.441826E-05,7.704572E-05,7.075183E-05,6.487327E-05,6.05607E-05,5.486375E-05,4.821394E-05,4.768225E-05,4.338024E-05,4.184827E-05,3.784867E-05,3.356317E-05,3.265565E-05,2.908465E-05,2.789666E-05
54,2,0.06740608,0.06724029,0.05985381,0.05417385,0.0480059,0.04445351,0.03970195,0.03394017,0.03025048,0.02805929,0.02704338,0.02170311,0.02068185,0.01858989,0.01576933,0.0141059,0.01360526,0.01216195,0.01042745,0.009812008,0.009099567,0.007767317,0.007117135,0.006404539,0.005993083,0.004957042,0.004964928,0.003941364,0.003613428,0.003145463,0.002716036,0.002553198,0.002164571,0.001946867,0.001779928,0.001634998,0.001557148,0.001249873,0.001283372,0.001096483,0.001051486,0.0009651998,0.0008543071,0.00076027,0.0007154492,0.0006994675,0.0006656039,0.0005839275,0.000607601,0.0006017173,0.0005228583,0.0005140369,0.0005287832,0.0004478327,0.0004838568,0.0004809373,0.000532993,0.0005509101,0.0005769413,0.0005816158,0.0006239031,0.0005834542,0.0006730865,0.0006657664,0.0006610525,0.0006896366,0.0007478335,0.000764209,0.0008354277,0.0008929842,0.0008633175,0.001056668,0.001050633,0.001173046,0.001256978,0.001281706,0.001469883,0.001637811,0.00219592,0.001974042,0.001859607,0.001656972,0.001514514,0.001475064,0.001502935,0.001242704,0.001198265,0.001141812,0.001104412,0.001040721,0.0009393143,0.0009113505,0.0008516298,0.0007342325,0.0006759461,0.0006482839,0.0006140686,0.0005501477,0.00048684,0.0004461058,0.0004356871,0.0003762967,0.0003824464,0.0003475368,0.000315538,0.0003006033,0.000250931,0.0002492536,0.0002118858,0.0002121859,0.0001977138,0.0001755905,0.000163274,0.0001639788,0.0001358559,0.0001318058,0.0001209991,0.0001156545,0.0001010374,9.31603E-05,8.430961E-05,8.141212E-05,7.20922E-05,6.913245E-05,6.305207E-05,5.764974E-05,5.336593E-05,4.777347E-05,4.695622E-05,4.289238E-05,4.034102E-05,3.512629E-05,3.248781E-05,3.123148E-05,2.85423E-05
55,2,0.07074936,0.06345359,0.06144456,0.0537241,0.04893789,0.04435244,0.04022641,0.03637324,0.0310319,0.02803123,0.02578015,0.02417107,0.02026054,0.01944515,0.01764914,0.01516989,0.01366725,0.01276678,0.01180547,0.009850654,0.009340827,0.008607187,0.007358741,0.007024766,0.006269416,0.005876495,0.004848452,0.004700305,0.00378303,0.003494056,0.002940255,0.002673709,0.002532036,0.002070299,0.001884258,0.001702779,0.001585147,0.001526136,0.001185729,0.00121614,0.001077244,0.001007264,0.000918301,0.0008180672,0.0007213092,0.0006840228,0.0006774429,0.0006348062,0.00055374,0.0005881503,0.0005501708,0.0005063063,0.0005007632,0.0005049934,0.0004571165,0.0004813071,0.0004601695,0.0004995891,0.00055074,0.0005508308,0.0005460789,0.0006126238,0.0005456111,0.0006269091,0.000660249,0.0006306816,0.0006552585,0.0007393378,0.0007430601,0.0007807994,0.0008560291,0.0008245384,0.0009936878,0.001005373,0.001130138,0.00120861,0.001206727,0.001394134,0.001575281,0.002101482,0.001862142,0.001774572,0.001585816,0.001434681,0.001407087,0.001416312,0.001196175,0.001162813,0.001078362,0.001047224,0.001019948,0.0009137118,0.0008398932,0.0007884071,0.0006895799,0.0006466608,0.0006027352,0.0005790911,0.0005269903,0.0004609501,0.0004296388,0.0004169356,0.000359478,0.0003751617,0.0003289235,0.0003034153,0.0002800532,0.00023845,0.0002388387,0.0002103045,0.0002033962,0.0001888086,0.0001694913,0.0001567802,0.00015702,0.0001295108,0.0001243901,0.0001155525,0.0001107752,9.279783E-05,8.880019E-05,8.041479E-05,7.713974E-05,6.975855E-05,6.662714E-05,6.049949E-05,5.282231E-05,5.063924E-05,4.555866E-05,4.428097E-05,4.108716E-05,3.683008E-05,3.398741E-05,3.13741E-05,2.946168E-05
56,2,0.07371807,0.06708364,0.05644112,0.05814607,0.0491925,0.04534736,0.04055497,0.03572829,0.03452189,0.02871214,0.02548289,0.02373458,0.02187698,0.01930326,0.01871963,0.01687037,0.01457291,0.01305109,0.01228018,0.01107483,0.009628206,0.008833004,0.00842436,0.007064763,0.006740462,0.005932664,0.005642388,0.004538287,0.004569483,0.003689614,0.003285008,0.002823025,0.002496386,0.002388125,0.001970797,0.00177104,0.00160733,0.001488992,0.001420278,0.001167399,0.001141206,0.001030703,0.0009784199,0.000874147,0.0007898299,0.0006875664,0.0006496217,0.0006580979,0.0006042487,0.0005324134,0.0005593436,0.0005290708,0.0004738754,0.0004764308,0.0004862777,0.0004296836,0.0004576611,0.0004395786,0.0004785875,0.0005353427,0.0005244587,0.0005151192,0.0005644143,0.0005404491,0.0005957181,0.0006190015,0.000607914,0.00061543,0.0006820239,0.0007163319,0.000746902,0.0008179928,0.0007756758,0.0009495743,0.000937909,0.001087493,0.001142173,0.001138985,0.001309834,0.001516138,0.001984896,0.001773341,0.001772565,0.001533771,0.001382936,0.00131995,0.001366129,0.001168428,0.001113462,0.001015267,0.001007171,0.000953875,0.0008589926,0.0008367212,0.0007567416,0.0006620613,0.0006102282,0.0006033643,0.0005650024,0.0004988766,0.0004402786,0.0004257315,0.0003996375,0.0003476526,0.0003557314,0.0003096123,0.0002836563,0.0002681473,0.0002334881,0.000235437,0.00019593,0.0001970293,0.0001774843,0.0001575602,0.0001534617,0.0001490034,0.0001239114,0.0001207053,0.0001104573,0.0001078932,8.974653E-05,8.567598E-05,7.766619E-05,7.402748E-05,6.693546E-05,6.218965E-05,5.738967E-05,5.204333E-05,4.859831E-05,4.313239E-05,4.14376E-05,4.024993E-05,3.548726E-05,3.282694E-05,3.007235E-05
57,2,0.07533582,0.0698928,0.05977425,0.05183045,0.05266167,0.04541577,0.04252173,0.03802057,0.03342294,0.03192108,0.02657025,0.02254507,0.02152622,0.02063239,0.01825337,0.01799024,0.01569567,0.01397512,0.01248469,0.01176587,0.01082705,0.009254741,0.008304624,0.008237568,0.006640401,0.006463178,0.005732081,0.005288684,0.004409176,0.004339145,0.00359108,0.003147491,0.002676439,0.002327247,0.002285504,0.001906749,0.001670794,0.001528002,0.001402833,0.001375548,0.001149118,0.001122546,0.000974324,0.0009394318,0.0007996358,0.0007493473,0.0006755334,0.0006128828,0.0006287303,0.0005719145,0.0005063841,0.0005263795,0.000508444,0.000455596,0.0004507736,0.0004672648,0.0004154448,0.0004447489,0.0004215052,0.0004635387,0.0005151511,0.0004964825,0.0005028611,0.0005315007,0.0005047553,0.0005833427,0.000605686,0.0005859057,0.0005816667,0.000671436,0.000677943,0.0007215841,0.0007665871,0.0007500343,0.0009117059,0.0009029694,0.001058091,0.001127685,0.001145348,0.001275042,0.001478938,0.00189056,0.001689851,0.00167243,0.001443187,0.001329056,0.001291585,0.001282573,0.001111298,0.001111672,0.0009856722,0.0009916927,0.0009097963,0.0008122375,0.0007763385,0.0007396538,0.0006448783,0.0005765156,0.0005817985,0.0005327067,0.0004873941,0.000424398,0.0004122941,0.0003888763,0.0003294684,0.0003369355,0.0003069976,0.0002725657,0.0002577629,0.0002256412,0.0002204889,0.0001857681,0.0001857302,0.0001720824,0.0001513221,0.0001447511,0.0001387556,0.0001238248,0.0001121647,0.0001067394,0.0001019835,8.437751E-05,8.23866E-05,7.370818E-05,7.105246E-05,6.447804E-05,5.847539E-05,5.689151E-05,5.064722E-05,4.591365E-05,4.102752E-05,4.105995E-05,3.811965E-05,3.388269E-05,3.142306E-05
58,2,0.07614105,0.07047375,0.06215543,0.05659749,0.04798912,0.04812045,0.04143108,0.03855612,0.03482347,0.03056881,0.02892658,0.02408404,0.02141137,0.02039836,0.01959082,0.01754048,0.01735478,0.01498001,0.01339923,0.01223781,0.01155308,0.01050963,0.008737692,0.008152324,0.007810573,0.006476295,0.006063096,0.005642463,0.004994167,0.004204033,0.004004302,0.003370367,0.003050729,0.002575121,0.002281665,0.002190045,0.001871329,0.001645393,0.001481984,0.001371807,0.00125945,0.001050335,0.001074336,0.000936602,0.0008993132,0.0007530813,0.0007264605,0.0006372508,0.0005972446,0.0005994947,0.0005471609,0.000478718,0.0005227264,0.0004774636,0.0004541695,0.0004371719,0.0004616272,0.0003892294,0.0004179685,0.0003906716,0.0004367747,0.0004832323,0.0004885388,0.0004706125,0.0005085244,0.0004750805,0.0005514317,0.0005925341,0.0005466884,0.000578408,0.000655679,0.0006633996,0.0006835535,0.0007309282,0.0007189029,0.0008734544,0.0008714353,0.001020408,0.001098951,0.001097217,0.001237591,0.001418216,0.001834628,0.001674908,0.001562496,0.001393543,0.001254707,0.001234186,0.001216495,0.001060262,0.001068916,0.0009709186,0.0009212393,0.0008781934,0.000790853,0.0007414206,0.0006944209,0.0006224126,0.0005675314,0.0005494368,0.0005174378,0.0004571405,0.0004060582,0.0003975941,0.0003649597,0.0003216612,0.0003271415,0.0002904455,0.0002611445,0.0002472173,0.0002154403,0.0002091112,0.0001807287,0.0001779741,0.0001632588,0.0001436663,0.0001416958,0.0001349375,0.0001195938,0.0001116213,9.94131E-05,9.635006E-05,8.219974E-05,7.676942E-05,7.162604E-05,6.64351E-05,6.044749E-05,5.687283E-05,5.499579E-05,4.847103E-05,4.328256E-05,3.946981E-05,3.844517E-05,3.706589E-05,3.35878E-05
