"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass by region"
"Region 1 area km2",46657.5737708939
"Number of cells",136

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
238,0.007066655,0.007631523,0.0009676568,0.10718,0.01699629,0.1934118,0.01007792,0.00312699,3.270597,0.002896413,0.3650658,0.01428822,0.0734936,0.00162096,0.02046993,0.03377718,0.03645429,0.01554046,0.2179698,0.003757489,0.02841164,0.02967142,0.01871606,0.01120284,0.003707555,0.004528788,0.02997071,0.092463,0.1569341,0.3407452,0.1956737,0.0009572853,0.0001052298,0.008700544,0.008580051,0.01931756,0.0002321254,3.82039E-05,0.006835882,0,3.124601E-05,0.1064996,0.01087694,0.0373391,0.0449118,4.072066,1.849747,4.028328,1.440951,4.486944,1.46415,1.076991,0.01888143,5.53861,41.7305,3.425853,0.2540448,0.2496976,0.01435855,0.1812539,2.668527,6.268814,3.316151,2.213509,16.15162,17.10914,46.67541,32.00467,7.605308,82.12512,3.406326,9.510958,5.989683,0.6608015,21.1838,30.48349,0.3259189,46.41092,33.48162,18.6134,393.3921,252.9477,469.2178
239,0.00712512,0.007664068,0.0009673763,0.1080341,0.01704209,0.1940214,0.01015721,0.003035739,3.40035,0.002927981,0.3629605,0.01419804,0.07226485,0.00163475,0.02023151,0.0333604,0.03663608,0.01575178,0.2161943,0.003789211,0.02859092,0.02940342,0.01858368,0.01140481,0.003618937,0.004817563,0.02993865,0.09205423,0.1569824,0.3382209,0.1941918,0.0009587471,0.0001054578,0.008727352,0.008467411,0.01942568,0.0002324979,3.821199E-05,0.006850396,0,2.804619E-05,0.1065923,0.0110761,0.03695371,0.04461566,4.05367,1.832465,4.0233,1.445172,4.504923,1.460999,1.077385,0.0187773,5.510441,40.51487,3.454329,0.2506106,0.2733316,0.01364147,0.1899914,2.701015,6.229419,3.308895,2.304089,16.26272,17.58339,47.10175,35.49649,8.294674,83.69489,3.298633,9.195127,5.983642,0.6563564,22.60106,28.78002,0.3266108,49.64058,36.31147,20.52392,396.1663,244.6901,470.8907
240,0.007200476,0.007695514,0.000967254,0.109519,0.01709079,0.1938059,0.01034142,0.002891575,3.432835,0.002909523,0.3607662,0.01411118,0.06896346,0.001668279,0.02033963,0.03264112,0.03685981,0.01625346,0.2185026,0.003820423,0.02850677,0.02920719,0.01832784,0.01148437,0.003746091,0.005129745,0.03018199,0.09271791,0.1576786,0.3366455,0.1948134,0.000959724,0.0001057005,0.008731187,0.008361021,0.01953615,0.0002328638,3.832534E-05,0.006864209,0,2.333991E-05,0.1066369,0.01119074,0.03617379,0.04444322,4.053606,1.823573,4.027047,1.460434,4.578989,1.461977,1.078368,0.01872761,5.496919,38.99316,3.528488,0.2501264,0.3149095,0.01309864,0.2037649,2.710478,6.332595,3.346534,2.472483,16.3496,18.2809,47.62627,39.10599,8.723886,78.46808,3.161437,9.255242,5.960039,0.6447096,21.67414,28.55211,0.3275724,48.41512,31.84237,17.10991,367.6535,242.3863,482.3606
241,0.007208521,0.007530872,0.0009673265,0.1092507,0.01689405,0.1901573,0.0102312,0.002706525,3.358953,0.002806511,0.3495083,0.01338138,0.06235651,0.001702158,0.01989216,0.03123691,0.03584608,0.01625598,0.2170403,0.00376465,0.02789741,0.02844446,0.01759451,0.01084775,0.00345307,0.005311472,0.02988227,0.09236582,0.1574668,0.3225425,0.1884068,0.0009133406,0.0001017534,0.008450561,0.008165201,0.0189442,0.0002250771,3.655073E-05,0.006561548,0,2.723865E-06,0.1037935,0.0109883,0.0344197,0.04208929,4.016218,1.762807,3.934278,1.433346,4.582394,1.417934,1.042821,0.018044,5.339679,36.44371,3.526978,0.2513964,0.3501075,0.01229155,0.2124118,2.668086,6.247776,3.359951,2.598822,16.09839,17.57148,46.64332,40.21701,8.350738,70.7584,2.877532,8.203204,5.339812,0.5963458,19.29356,29.44718,0.3224703,46.40016,31.58973,17.60702,350.9537,238.4877,475.837
242,0.005939501,0.006429068,0.000967683,0.09264503,0.0148307,0.1577304,0.008871393,0.001830672,2.387059,0.002331853,0.2863283,0.01174012,0.04728264,0.00121696,0.01835638,0.0277014,0.03205465,0.01390629,0.1772533,0.002932255,0.02112264,0.02178203,0.01392121,0.008691262,0.002884548,0.003896781,0.0221293,0.069971,0.1221262,0.2851382,0.1785937,0.0007564218,8.554783E-05,0.007105092,0.006562963,0.01484698,0.0001826031,3.084363E-05,0.005385625,0,2.910603E-06,0.08543867,0.009623881,0.02676249,0.03723284,3.446799,1.477949,3.235849,1.170998,3.773809,1.161308,0.8501494,0.01460441,4.397035,29.476,2.909846,0.2521146,0.323071,0.009533839,0.1833251,2.093501,5.104259,2.686685,2.268938,12.94557,15.25624,38.24298,33.80849,6.706142,53.5207,2.299795,6.626682,4.28271,0.4829896,15.19209,28.10752,0.2763395,46.08413,35.82425,21.94298,367.2324,240.0811,466.4243
243,0.00557125,0.006165024,0.0009659201,0.08854632,0.01435981,0.1504398,0.008591139,0.002150891,2.26885,0.002272802,0.2862226,0.01150022,0.04338767,0.01092063,0.01810264,0.02771165,0.03132356,0.01379694,0.1708855,0.002866874,0.02092694,0.02177977,0.01378389,0.00858172,0.002851521,0.003961514,0.02228872,0.07120829,0.1243927,0.2805542,0.1803298,0.0007180491,8.189296E-05,0.006793719,0.006193778,0.01382097,0.000174576,2.97886E-05,0.005135235,0,2.714437E-06,0.08089995,0.009486319,0.0245142,0.03668746,3.298994,1.417619,3.068547,1.113629,3.630227,1.113489,0.8034946,0.0139076,4.174252,27.82575,2.837177,0.254127,0.3399245,0.008669047,0.185773,2.048533,4.924277,2.581481,2.306557,12.3551,15.44363,37.07332,34.30081,6.863917,49.57504,2.439554,6.903025,4.550159,0.5241138,14.31417,29.27839,0.2676344,49.23127,37.68385,22.28623,386.4451,236.0069,483.2355
244,0.005462266,0.006118789,0.0009632694,0.08757368,0.01419915,0.1488711,0.008501406,0.002082605,2.161463,0.002355007,0.2842373,0.0115579,0.04337011,0.009467326,0.0180139,0.02824523,0.03120241,0.01410264,0.1696912,0.002780808,0.02085106,0.02182802,0.01366312,0.008595839,0.002834168,0.003937976,0.02244353,0.07194655,0.1259248,0.2800637,0.1774444,0.0007068024,8.104548E-05,0.006690642,0.006113033,0.01352909,0.0001757205,3.001365E-05,0.005141501,0,2.215328E-06,0.07985862,0.009674414,0.02370076,0.037086,3.258796,1.413013,3.036327,1.101233,3.585221,1.105198,0.793169,0.0138234,4.128128,27.47758,2.903418,0.2570075,0.3593181,0.008266901,0.1938786,2.078007,4.922043,2.620609,2.376164,12.30233,16.30474,37.20275,36.44526,7.46939,48.64945,2.816964,8.066978,5.376316,0.585532,14.32813,36.00904,0.2669044,54.81313,39.5435,22.43459,408.2977,238.4201,480.183
245,0.005350629,0.006075537,0.0009602139,0.08639774,0.0141496,0.1491645,0.008432399,0.002134335,2.057396,0.002254621,0.2749846,0.01168072,0.04463804,0.008520668,0.01772476,0.02764149,0.03133818,0.01407014,0.1666699,0.002679976,0.02075856,0.02188106,0.0133764,0.008438802,0.002716446,0.003799052,0.0226771,0.07151773,0.1261183,0.2747156,0.1787891,0.000702512,8.089199E-05,0.006685318,0.006127996,0.01306318,0.0001743273,2.986113E-05,0.005088661,0,2.469232E-07,0.07966595,0.009725245,0.02348526,0.03752908,3.222235,1.415719,3.03796,1.087984,3.535249,1.106839,0.789034,0.01381604,4.126587,27.99207,3.035301,0.2604563,0.3633825,0.007992927,0.199313,2.086353,4.891318,2.665027,2.359904,12.30925,17.3141,37.34129,37.7525,7.549113,47.94557,3.44031,9.42771,6.380094,0.6387668,14.90101,47.19015,0.2707201,60.56633,39.46066,22.18866,443.4985,259.2477,448.458
246,0.004618982,0.005849679,0.0009573205,0.08056218,0.01355193,0.1370723,0.007778758,0.001739976,1.687915,0.002097096,0.2481634,0.01133258,0.04405399,0.00728224,0.01638132,0.02597662,0.03022391,0.01263975,0.1474603,0.002333284,0.01798107,0.01925821,0.01187823,0.007476012,0.00257702,0.003048419,0.01934997,0.0620275,0.1108608,0.2459577,0.1655333,0.0006604163,7.767833E-05,0.00629079,0.005496543,0.01194266,0.0001670318,2.923926E-05,0.004908212,0,1.284335E-05,0.07508188,0.009249829,0.02134923,0.03690027,2.980089,1.34191,2.831208,0.9934146,3.140832,1.028481,0.7494398,0.01256716,3.850607,27.17879,2.911629,0.2647228,0.3239756,0.007138066,0.1819657,1.860146,4.429164,2.330391,2.038889,11.07852,16.50279,34.21919,34.18573,6.456559,44.03735,3.876834,9.559094,7.338746,0.6140606,15.10505,50.12114,0.2558613,65.27686,39.90295,23.53145,469.4862,293.9894,416.7164
247,0.003980493,0.005298988,0.0009547169,0.07126922,0.0123163,0.1236755,0.007014733,0.001600487,1.394143,0.002002811,0.2257296,0.01072516,0.03975327,0.005461399,0.0158468,0.02319832,0.02774663,0.01094705,0.1307775,0.002094392,0.0159788,0.01769307,0.01088014,0.006512945,0.002285268,0.00267971,0.01723731,0.05465614,0.09873672,0.2306529,0.158484,0.0006024813,7.044827E-05,0.005719547,0.005017174,0.01075025,0.000148272,2.584033E-05,0.004359161,0,2.853521E-05,0.06823593,0.008305577,0.0192595,0.03461554,2.639187,1.227049,2.564864,0.8881837,2.61218,0.9391188,0.6809725,0.0115242,3.50466,26.53748,2.747597,0.2671633,0.2712761,0.006659276,0.1595699,1.787863,4.024916,2.098577,1.714299,10.16615,15.59595,31.20338,31.64435,5.478003,43.45785,3.33331,9.371237,7.863451,0.5961715,17.43084,42.3188,0.2386271,71.29475,42.52093,26.06149,487.7639,320.4475,416.1706
248,0.00352915,0.004850867,0.0009514514,0.06429566,0.0116953,0.1170205,0.006331582,0.001671311,1.380473,0.001932793,0.2117391,0.01004078,0.03731781,0.004725251,0.01303893,0.02211009,0.02599029,0.009724034,0.1218519,0.002144377,0.01569305,0.01723658,0.01032216,0.006271304,0.002067746,0.002639337,0.01686004,0.05294127,0.09527817,0.2167732,0.1481638,0.0005681897,6.762345E-05,0.005413924,0.004824503,0.0100899,0.0001375579,2.382892E-05,0.004058257,0,4.888791E-05,0.06420255,0.007359065,0.01824447,0.03227504,2.3911,1.138225,2.387172,0.8199778,2.422806,0.9057279,0.6332714,0.0110544,3.296732,26.92456,2.722679,0.2675468,0.2393177,0.006403269,0.1416103,1.851721,3.890993,2.059894,1.530072,10.09507,15.75651,30.39177,32.75271,5.374033,46.96216,2.92993,9.392991,7.339015,0.6568075,22.76131,43.82833,0.234372,80.75079,44.88214,26.12354,514.8121,323.5173,444.5213
249,0.001587267,0.002436088,0.0009503042,0.03142346,0.006902419,0.05869667,0.003028404,0.001098681,0.8466782,0.0009674585,0.0948428,0.00429989,0.02174866,0.003705571,0.005432453,0.01077919,0.01141148,0.0045853,0.06233416,0.001531609,0.008112497,0.007760452,0.004177655,0.002435744,0.0008108459,0.001777199,0.009569711,0.02940843,0.04417343,0.07447118,0.04271476,0.000266013,4.059004E-05,0.002732678,0.003110178,0.007246034,7.159275E-05,1.254703E-05,0.002097509,0,4.348013E-05,0.03341797,0.003389332,0.01059747,0.01293484,1.215208,0.5674953,1.258879,0.4654811,1.609385,0.4736794,0.3390885,0.005630954,1.681903,13.56695,1.56425,0.2260431,0.1335631,0.004215956,0.07554275,1.015026,1.833709,1.496304,0.8820202,5.521211,7.573936,16.01683,21.15366,3.308965,28.03001,1.529112,4.468146,3.114007,0.3687223,20.95566,42.77085,0.1032165,92.82668,52.79364,36.76445,551.0169,350.3088,461.8145
250,0.001104022,0.001549574,0.0009450075,0.0218425,0.004787495,0.04431541,0.002142924,0.001241771,0.844853,0.001101408,0.08479814,0.00285848,0.01387619,0.01335586,0.005307768,0.009903741,0.007456323,0.003237227,0.04749702,0.001627632,0.008005142,0.006973028,0.00366734,0.002106665,0.0007942732,0.001706954,0.008867513,0.02750903,0.04155285,0.06543905,0.04354702,0.0001848539,2.950196E-05,0.001927145,0.002351561,0.005442204,4.902875E-05,8.575246E-06,0.0014192,0,2.465815E-06,0.02334923,0.002230986,0.008017628,0.008005245,0.8720306,0.3958819,0.9349949,0.3410031,1.382567,0.3614287,0.2266963,0.004434586,1.240753,10.81669,1.288083,0.2122126,0.1115797,0.003849722,0.06210617,0.8845813,1.410155,1.2437,0.6945956,4.517473,9.32992,12.87768,25.61502,4.879152,23.86157,2.356793,8.341796,6.203404,0.626368,26.38087,52.97854,0.0807969,106.049,48.37014,26.97681,543.7375,349.4728,561.6456
251,0.0009729001,0.001369656,0.0009375135,0.01959856,0.0043746,0.04171742,0.001953045,0.001558592,0.8693768,0.001169449,0.0816207,0.00248897,0.01239941,0.01192065,0.004732523,0.009173295,0.006753027,0.00315018,0.0452669,0.001636549,0.008007153,0.006671901,0.003583001,0.001988803,0.0007412856,0.001870339,0.009039072,0.02768988,0.04204912,0.06256688,0.0423395,0.0001681048,2.715294E-05,0.00177358,0.002110099,0.005299882,4.678508E-05,8.486383E-06,0.001382854,0,2.393957E-06,0.02128813,0.002079699,0.007199679,0.00702977,0.7825881,0.3650913,0.866333,0.3280857,1.36667,0.3506219,0.2011285,0.00431955,1.154911,10.19242,1.432435,0.2118711,0.1356635,0.00405133,0.07099332,1.014231,1.532073,1.233523,0.7114099,4.603284,12.54516,13.21714,36.11628,7.619793,24.78872,3.616145,11.74505,9.165602,0.8930583,36.50015,69.52177,0.08154094,111.7813,36.61917,18.10564,467.1923,356.6835,544.3968
252,0.0009463918,0.001331328,0.000929204,0.01919412,0.004281593,0.04102861,0.001950153,0.001484751,0.8946293,0.00123028,0.07955214,0.002401952,0.01161397,0.01100833,0.004509096,0.008706088,0.006652739,0.003401737,0.04793002,0.001676742,0.008081412,0.006559113,0.003506107,0.001986765,0.0006935524,0.002087773,0.009365635,0.02803482,0.04356886,0.06118633,0.04289198,0.0001620983,2.683319E-05,0.001728434,0.001980931,0.005421359,4.815919E-05,9.068109E-06,0.001450829,0,5.416933E-06,0.02099019,0.002142045,0.006858236,0.006912371,0.7604836,0.371134,0.8879998,0.3460852,1.395131,0.3572383,0.1948179,0.004386329,1.174921,9.779438,1.872059,0.2134145,0.1906848,0.004394204,0.09558432,1.197315,1.774629,1.28516,0.7620586,4.740302,15.53546,14.23138,50.85566,10.65096,27.11336,5.69015,13.10458,12.58173,1.125551,59.21554,95.50625,0.08196751,109.2679,26.97147,12.67961,377.3221,387.2352,427.6537
253,0.0009583041,0.001340824,0.0009206993,0.01954001,0.004256273,0.04124552,0.002004991,0.001469172,0.8888203,0.00131258,0.07764668,0.00240353,0.01117668,0.01053064,0.004305652,0.008217191,0.006785816,0.003951663,0.05489803,0.001858091,0.008157547,0.006394245,0.003507862,0.001859935,0.0006521494,0.002353031,0.009609255,0.02955455,0.04456512,0.06143984,0.04286243,0.0001597967,2.700683E-05,0.001713123,0.001883536,0.005594221,5.045605E-05,9.852275E-06,0.001530346,0,0.000168219,0.02132129,0.00230685,0.006710332,0.007064458,0.7677016,0.3939945,0.9719868,0.380607,1.44771,0.3773551,0.1963832,0.004640383,1.266293,9.703125,2.633822,0.2144905,0.2825597,0.004794192,0.1369399,1.408999,2.10134,1.363007,0.8143858,4.893915,17.32925,15.96187,69.93528,13.16091,29.16496,7.019986,13.44477,18.69117,1.313994,82.03503,90.14819,0.08177929,98.61149,21.08458,10.00307,294.9196,421.0579,337.87
254,0.0009796555,0.001371471,0.0009123399,0.02014771,0.004269306,0.04192708,0.002080195,0.001495018,0.8498009,0.001615576,0.07588977,0.002471301,0.01084559,0.008444428,0.006021275,0.007695634,0.007160314,0.004854094,0.0676263,0.00198974,0.008246121,0.006535671,0.00341267,0.00180498,0.0006864166,0.002438838,0.01028861,0.03140694,0.04570024,0.06206118,0.04303467,0.0001594641,2.745407E-05,0.001713292,0.001808674,0.00577647,5.307639E-05,1.058848E-05,0.00161366,0,4.215767E-06,0.02207536,0.002507609,0.006640703,0.007371577,0.7869498,0.4275867,1.109563,0.4280119,1.515171,0.4153612,0.2014367,0.005145208,1.438413,9.884276,3.718044,0.2156435,0.4197366,0.005189088,0.1986495,1.638904,2.478996,1.453394,0.8644333,5.059399,18.12577,18.18273,87.28119,13.49003,30.28624,5.442387,9.644198,15.44151,1.405486,110.7389,54.04282,0.08101513,87.50042,21.91167,10.87213,260.3803,405.068,314.1132
255,0.001000185,0.001412301,0.0009043596,0.02086845,0.004292613,0.04303646,0.002156867,0.001587098,0.7924262,0.001887467,0.07357489,0.002584395,0.010714,0.008477128,0.005862158,0.007257841,0.007791071,0.006341814,0.08590427,0.002272493,0.008503927,0.006603905,0.003419887,0.001803448,0.000648412,0.002517032,0.01104568,0.03260236,0.04775504,0.0628915,0.04328103,0.0001602919,2.806372E-05,0.001722563,0.001756149,0.005955358,5.59922E-05,1.155564E-05,0.001702009,0,1.503548E-06,0.02308932,0.002767461,0.006699012,0.007785073,0.8130136,0.4711529,1.291368,0.4849601,1.602298,0.4760223,0.2086059,0.005957873,1.687696,10.40745,4.874383,0.2176996,0.58068,0.005588765,0.2748003,1.883582,2.913673,1.54301,0.9046821,5.234149,18.61883,19.7841,93.46417,11.27387,31.54759,2.719319,5.048927,6.080038,1.217467,140.0593,29.67463,0.08038943,78.48825,26.0296,12.91421,267.5351,350.2193,356.908
256,0.001015814,0.001459956,0.0008968713,0.02167641,0.00431738,0.04452419,0.002238929,0.001793618,0.7335988,0.002241798,0.07223342,0.002736398,0.01138451,0.008546849,0.005687482,0.00697569,0.008580252,0.007771477,0.1018701,0.002612951,0.008851714,0.006734903,0.003459162,0.001758437,0.0006367784,0.002572416,0.01187331,0.03344689,0.05005647,0.06546177,0.04252365,0.0001622221,2.88364E-05,0.001743829,0.00172696,0.00613052,5.928942E-05,1.256381E-05,0.001800923,3.439904E-10,3.280667E-06,0.02423086,0.003057896,0.006932026,0.008279654,0.8413377,0.5227321,1.483904,0.5424514,1.701788,0.552917,0.2172414,0.006960187,1.985562,11.36528,5.812862,0.2209618,0.7228487,0.005949262,0.3438961,2.112824,3.62695,1.624177,0.925915,5.441528,19.17546,20.53929,88.36661,8.61364,32.26592,1.27827,2.840731,2.232009,0.8730024,123.6583,19.92813,0.08044297,72.56847,27.97702,13.51854,291.6506,295.9626,449.6263
257,0.001025694,0.001512767,0.0008899884,0.02247067,0.004341973,0.04608381,0.002343355,0.002031309,0.679361,0.002766678,0.07239796,0.002922258,0.01253021,0.008586312,0.005476668,0.00678793,0.00940574,0.008598869,0.1119245,0.002976925,0.009131275,0.007071067,0.003495793,0.001742168,0.0005895015,0.0025946,0.01234599,0.0340056,0.05267784,0.06840562,0.04219854,0.0001653981,2.979174E-05,0.001778351,0.001722991,0.006301725,6.29986E-05,1.353569E-05,0.001913629,2.093764E-07,2.027606E-06,0.02541948,0.00331909,0.007343221,0.008819629,0.868635,0.5784771,1.659177,0.591987,1.800982,0.6327679,0.2266864,0.007995261,2.286556,12.72796,6.458272,0.224842,0.8209693,0.006298056,0.3924649,2.299648,4.544039,1.694025,0.9275507,5.655267,19.60014,20.76054,77.46936,6.780997,32.6297,0.8430305,2.163546,1.410528,0.5986681,88.18163,18.37955,0.08071286,68.70795,28.53357,13.73388,313.2765,255.703,542.667
258,0.001030147,0.001569433,0.0008836988,0.02312866,0.004366491,0.04752547,0.002442195,0.002278412,0.6339422,0.003351472,0.07264943,0.003134952,0.0137153,0.008345703,0.005395739,0.006545103,0.01015785,0.008780883,0.1175433,0.003229834,0.009722679,0.007529336,0.003550383,0.00176949,0.000583284,0.002435112,0.01285836,0.03394977,0.05405795,0.07371983,0.04300214,0.0001699706,3.093318E-05,0.001827231,0.001743513,0.006467829,6.707199E-05,1.443682E-05,0.002039443,0,3.255972E-06,0.02659474,0.003527523,0.007858554,0.009362143,0.8931021,0.6340073,1.806014,0.6248911,1.881605,0.7050558,0.2363719,0.008951409,2.558693,14.60548,6.830225,0.2288364,0.862105,0.006713541,0.4122458,2.424117,5.411985,1.752937,0.902532,5.875963,19.83936,20.79969,65.31094,5.796504,33.45199,0.7653246,2.104077,1.290188,0.44632,58.06414,20.18746,0.08094359,68.56903,29.09825,15.00576,329.6778,228.6411,598.0999
259,0.0009693821,0.001604077,0.0008781496,0.02281538,0.004329203,0.04545741,0.002490613,0.002259648,0.520186,0.003627034,0.07103727,0.003328335,0.01410431,0.007744614,0.005316217,0.006236148,0.01053139,0.008170406,0.1155888,0.003128921,0.009474806,0.006876397,0.003483848,0.001735586,0.0005898878,0.001926097,0.01151838,0.02805348,0.04786029,0.07400739,0.04240461,0.0001676729,3.135276E-05,0.001791502,0.001599818,0.005902985,6.976393E-05,1.50548E-05,0.002141748,0,0.000169424,0.02617601,0.003575332,0.008082832,0.009768985,0.8720785,0.6545265,1.82932,0.6136275,1.729084,0.7143847,0.2379042,0.009087826,2.655532,15.8271,6.656593,0.2326159,0.8236689,0.006882757,0.390869,2.324219,5.644366,1.412401,0.7708752,5.446238,19.40384,19.07182,52.58972,5.105212,33.07298,0.7944036,2.366303,1.393988,0.3571536,37.18859,23.83005,0.07717353,71.92311,33.08134,18.76276,360.3329,216.9848,598.2019
260,0.0007610487,0.001554596,0.000873256,0.02025787,0.004167157,0.0392463,0.002243796,0.001769685,0.3420248,0.003234057,0.06251228,0.003351845,0.01401352,0.006278803,0.004178603,0.005802037,0.01008245,0.006783187,0.09871139,0.002611145,0.008204241,0.005980423,0.003029982,0.001502219,0.000521725,0.001298568,0.009253669,0.02238408,0.03954256,0.06700005,0.03994498,0.0001585998,3.089802E-05,0.001648718,0.001420064,0.005135903,7.073655E-05,1.532764E-05,0.002178549,0,4.713325E-06,0.02341821,0.003313233,0.006935816,0.009706717,0.7691796,0.6109136,1.617904,0.5396495,1.50778,0.6384545,0.2183353,0.008406632,2.377294,15.04279,5.515979,0.2355502,0.6792732,0.006989518,0.319062,2.029272,4.922681,1.165147,0.6546683,4.740103,17.68369,16.41087,37.84959,4.371674,29.46193,0.8895552,2.831709,1.67541,0.2931193,22.71398,30.29366,0.07398931,80.00645,37.79031,24.03506,391.266,229.0199,560.8188
261,0.0005866461,0.001438568,0.0008684082,0.0174385,0.004063638,0.03588018,0.001913973,0.001233383,0.2676013,0.002315834,0.05617744,0.00313204,0.01376127,0.001451366,0.006139261,0.005129907,0.009126591,0.005248609,0.07696523,0.001636653,0.007739356,0.00580002,0.002666869,0.001461258,0.00057381,0.0008236007,0.008545502,0.01996444,0.03381778,0.06090651,0.03873392,0.0001522226,3.022487E-05,0.00157186,0.001315298,0.004941809,6.895189E-05,1.500226E-05,0.002128322,0,0.0001518845,0.02134091,0.002927328,0.005632965,0.00920244,0.6588618,0.5419843,1.281093,0.440664,1.306137,0.5363449,0.1915308,0.006946977,1.947181,13.88853,3.91344,0.2371561,0.4684004,0.007261292,0.2315785,1.483206,3.343935,1.121958,0.5999352,4.364589,15.65667,13.85615,26.61077,3.737833,25.77689,1.213814,3.420838,2.118996,0.2805747,16.36018,40.85668,0.07160202,92.55133,43.20712,29.48601,418.3813,249.8913,523.5582
262,0.0005254773,0.00143241,0.000862681,0.01668642,0.00405147,0.03531748,0.00183289,0.001193268,0.2837031,0.002177108,0.05797967,0.003135514,0.01450063,0.0009687856,0.006076061,0.005069437,0.008942716,0.004859132,0.07079084,0.001539655,0.008004287,0.006111835,0.002695274,0.001421124,0.0005347012,0.0007596483,0.00840238,0.01976289,0.03365838,0.06186255,0.03894037,0.0001535747,3.064592E-05,0.001574325,0.001300126,0.004926777,7.026807E-05,1.527382E-05,0.002180006,0,7.164133E-06,0.02101755,0.00289303,0.005255576,0.009157234,0.6228702,0.5243648,1.188492,0.4153665,1.266009,0.5196109,0.1842907,0.006656589,1.870842,14.04214,3.359833,0.2367309,0.4017927,0.007754311,0.2096295,1.395765,3.01258,1.136661,0.6041996,4.437897,16.17013,14.14835,27.48717,5.062586,27.3381,2.340357,5.129747,3.9718,0.3848496,17.14191,71.08949,0.07307421,107.4299,42.82573,27.51829,422.9468,284.0031,492.6148
263,0.0004999114,0.001470848,0.0008568858,0.01679886,0.004064292,0.03552071,0.001887592,0.001154878,0.3179751,0.001954478,0.05841469,0.003278577,0.01424215,0.0008492803,0.006254811,0.004847966,0.009102698,0.005210899,0.07260296,0.001559027,0.008436872,0.006499339,0.002771075,0.001418903,0.0005024395,0.0007184682,0.00839166,0.01978314,0.03352837,0.06236057,0.03937977,0.0001581298,3.147885E-05,0.001601695,0.001321186,0.004994679,7.325352E-05,1.591937E-05,0.002277687,0,4.677406E-06,0.02134074,0.003045796,0.005170467,0.009366626,0.6154804,0.5329421,1.20219,0.4253097,1.287027,0.5321102,0.1859872,0.006802863,1.921949,14.26936,3.25706,0.2359069,0.4033316,0.008381799,0.2197717,1.460486,3.104116,1.1722,0.6477084,4.62434,17.67815,15.50829,34.74987,7.300331,32.31668,5.46308,8.527349,8.363065,0.5729447,21.54564,111.9056,0.07524811,119.6969,36.74881,21.26778,382.9314,349.1498,443.4254
