"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass by region"
"Region 1 area km2",46657.5737708939
"Number of cells",136

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
107,0.006699366,0.008639445,0.001097093,0.09827465,0.02449947,0.1943669,0.01280254,0.00390733,2.89666,0.002822319,0.1198401,0.01625908,0.09463245,0.001509895,0.02131103,0.02561446,0.03689352,0.01722308,0.2063059,0.003828938,0.03060917,0.0344514,0.02639772,0.01743281,0.005341025,0.005405153,0.03404455,0.1063072,0.199526,0.3729726,0.2285406,0.001025724,0.0001059562,0.009027998,0.008562773,0.02035684,0.0002373957,3.67633E-05,0.0066084,0,2.86657E-08,0.1062452,0.01223542,0.03671937,0.04740299,4.347313,1.760973,3.96479,1.435439,4.03799,1.421482,0.6602743,0.01238088,5.60581,42.09414,3.496773,0.248524,0.3046894,0.7894194,0.2538879,2.914832,6.295306,3.327629,2.552507,17.60229,19.85954,49.20411,39.961,8.857561,79.63531,3.246683,9.732784,5.655042,0.7114224,22.68129,36.32787,0.3813462,57.18621,35.72313,19.39487,515.1699,279.1405,455.1796
108,0.006727133,0.008606952,0.001089894,0.09865804,0.02427002,0.1941525,0.0128439,0.003754693,2.933149,0.002776562,0.1221169,0.01622402,0.09128826,0.001610777,0.02125697,0.02520883,0.03700814,0.01789684,0.2098225,0.0038904,0.03050886,0.03438313,0.02647514,0.01747957,0.005415122,0.005942241,0.03424431,0.1087684,0.2020775,0.3706081,0.2309543,0.001024569,0.0001057677,0.0090008,0.008496054,0.02036987,0.0002369165,3.676095E-05,0.00660219,0,0,0.1064312,0.01235632,0.03619326,0.04736326,4.350791,1.761055,3.971567,1.458237,4.098757,1.425126,0.6608841,0.01249079,5.606276,40.81457,3.61125,0.2456059,0.3529507,0.7917526,0.2722243,3.076918,6.52682,3.386264,2.764856,18.17159,19.87909,50.22064,44.67534,9.086269,82.0772,2.950754,8.723434,5.171657,0.7042884,24.81506,33.96441,0.3813824,51.5567,29.56288,15.54843,451.3434,274.3477,455.3391
109,0.006763664,0.008576744,0.00108282,0.09942956,0.02406157,0.1939129,0.01289291,0.003620691,2.893731,0.00282345,0.1227604,0.01620226,0.08844557,0.001697742,0.02111588,0.0257273,0.0371497,0.01858949,0.2159243,0.00395315,0.03037642,0.03449911,0.0266591,0.01733626,0.005386299,0.006424558,0.03489875,0.113192,0.2062111,0.3682697,0.2285587,0.001024007,0.0001056644,0.008974011,0.008521847,0.0204023,0.0002366231,3.686297E-05,0.006599572,0,3.971168E-05,0.1066193,0.01245189,0.03554401,0.04750304,4.378907,1.773605,3.989728,1.483938,4.191668,1.431188,0.6616803,0.01266004,5.617929,39.64316,3.76002,0.2428782,0.4111298,0.7823917,0.2927757,3.152321,6.836558,3.501951,2.99086,18.45131,19.13432,50.83723,47.23394,8.831322,81.65777,2.585172,7.153094,4.371907,0.6510399,25.29908,31.72915,0.3748701,44.27457,25.91154,13.73609,382.8367,258.7993,446.3262
110,0.006799296,0.008548483,0.001075827,0.1002794,0.02386534,0.1938675,0.01287378,0.003523636,2.793454,0.002740318,0.1226636,0.01619479,0.08656009,0.001802556,0.02099691,0.02555922,0.03725083,0.01937469,0.2228015,0.004007827,0.03034483,0.03452339,0.02656678,0.01741295,0.005464395,0.006703953,0.03558343,0.1176534,0.2100135,0.3668977,0.2294842,0.001023714,0.0001056482,0.008949553,0.008584097,0.02045099,0.0002364902,3.685327E-05,0.006600582,0,0,0.1068302,0.01262845,0.03492505,0.04778263,4.420905,1.794436,4.01341,1.506681,4.287811,1.437644,0.6631089,0.0128742,5.64075,38.77856,3.888927,0.2402285,0.4659213,0.7649938,0.3107685,3.160824,7.128495,3.642016,3.183527,18.31967,17.97053,50.96255,47.20038,8.328259,79.39191,2.300103,5.886474,3.689643,0.5781008,23.85728,29.05756,0.363526,39.36299,27.05613,14.72039,355.4579,239.2106,431.0437
111,0.006824656,0.008521885,0.001068875,0.1008216,0.02367734,0.1944231,0.01277785,0.003480111,2.664779,0.002718495,0.12366,0.01620271,0.08602454,0.001886239,0.02092914,0.02554679,0.03729698,0.02029512,0.2290332,0.003978292,0.03026846,0.03479832,0.0265607,0.01730275,0.005387873,0.006685779,0.03622219,0.1214444,0.2133909,0.3658587,0.2314345,0.001023731,0.0001057147,0.008931812,0.008657794,0.02051024,0.0002365017,3.705893E-05,0.006604572,0,0,0.107034,0.01292481,0.03456313,0.04814276,4.465619,1.817978,4.036411,1.524228,4.365872,1.44389,0.6647823,0.01310761,5.667215,38.36608,3.961024,0.2377836,0.5024011,0.7473321,0.3226551,3.107575,7.307047,3.766977,3.304619,17.87966,16.96266,50.68303,44.97635,7.775977,75.63822,2.139256,5.361842,3.329324,0.5162731,21.41778,26.2984,0.3520797,37.17053,30.95102,17.16304,365.342,222.6913,424.9951
112,0.006834053,0.008496778,0.001061917,0.1008798,0.02349326,0.1958019,0.01263585,0.003482776,2.535375,0.002801661,0.1243603,0.01622309,0.08753029,0.001932474,0.02103133,0.02547753,0.03729983,0.02098399,0.2323039,0.003986223,0.02989818,0.03493348,0.02618778,0.01746108,0.005383192,0.006425604,0.03650965,0.1235324,0.216368,0.3662828,0.2325548,0.001024073,0.0001058381,0.008928546,0.008726703,0.02057375,0.0002366236,3.726154E-05,0.006610473,0,3.424369E-07,0.1072329,0.01320563,0.03456312,0.04851174,4.502595,1.838789,4.0542,1.534063,4.414864,1.449535,0.6661395,0.0133282,5.689115,38.39688,3.970304,0.2357908,0.5130105,0.7344605,0.326561,2.997248,7.329744,3.846022,3.340429,17.31974,16.46081,50.17107,41.56197,7.317212,70.51762,2.088329,5.558164,3.30305,0.480597,18.79367,24.64174,0.3443396,36.67189,33.95784,18.91763,390.8573,213.3317,437.6453
113,0.006826774,0.00847305,0.001054808,0.1003069,0.02330758,0.1970064,0.01248399,0.00354571,2.421741,0.002833666,0.1252368,0.01624954,0.09113495,0.001945796,0.02092276,0.02583487,0.03729985,0.02087162,0.2305371,0.00395676,0.02974672,0.03502633,0.0261016,0.01737433,0.005365205,0.006045097,0.03632477,0.1238575,0.2167169,0.3660825,0.2332577,0.001024738,0.0001059757,0.008948378,0.008781319,0.02063569,0.0002368037,3.742957E-05,0.006617208,0,1.15894E-06,0.1074775,0.013262,0.0350678,0.04882365,4.525443,1.852853,4.064615,1.528697,4.429697,1.453466,0.6668051,0.01352523,5.702178,39.15271,3.925638,0.2343472,0.4860039,0.7261924,0.3198887,2.84752,7.194644,3.867855,3.245867,16.79879,16.38533,49.48304,37.08688,6.85874,65.17623,2.120268,6.138502,3.479878,0.4697353,16.47084,24.91384,0.3420459,37.60916,35.83493,20.01693,422.6135,210.9932,460.2123
114,0.006802497,0.008450605,0.001047784,0.09928364,0.02311991,0.1975308,0.01231701,0.003653545,2.349324,0.002957509,0.1262704,0.01627751,0.09383598,0.001911879,0.02087738,0.02573977,0.0373041,0.02014953,0.2271192,0.003895814,0.02952381,0.03521449,0.02608759,0.01723002,0.005398662,0.005587049,0.03591724,0.1217186,0.2156987,0.3682474,0.2349373,0.001025722,0.0001060946,0.008983692,0.00881148,0.02069007,0.000237021,3.75403E-05,0.006623683,0,3.246322E-06,0.1076681,0.01305993,0.03590175,0.04901912,4.526487,1.856744,4.06551,1.513054,4.394154,1.454422,0.6664618,0.01368475,5.70015,40.71481,3.838032,0.2332054,0.4240502,0.7214474,0.3030293,2.697062,6.938044,3.828677,3.018936,16.38579,16.56949,48.69122,32.24778,6.395576,61.33652,2.237089,6.88665,3.773384,0.4800061,14.90414,27.13474,0.3444697,39.8257,37.07664,20.72917,452.5719,215.1402,479.3782
115,0.006767191,0.008429485,0.001040931,0.09808102,0.02293031,0.1976014,0.01214609,0.003773219,2.340782,0.002997197,0.1280164,0.01630335,0.09525802,0.001833527,0.02086736,0.02551698,0.03730235,0.01919411,0.2231165,0.003851211,0.02955032,0.0350966,0.02598255,0.01725303,0.005441177,0.005190034,0.03496184,0.1182201,0.2135161,0.3711531,0.2335352,0.001027084,0.0001061611,0.009023842,0.008814475,0.0207302,0.0002372466,3.756945E-05,0.006628999,0,0,0.1077486,0.01270494,0.03679051,0.04905157,4.501291,1.848447,4.055929,1.493565,4.313461,1.451712,0.6649396,0.01378616,5.680633,42.41162,3.717488,0.2317737,0.3558505,0.7194666,0.282774,2.589864,6.62224,3.736559,2.752828,16.13674,16.92117,48.01587,28.95622,6.234867,60.36745,2.450548,7.690502,4.166214,0.5091348,14.36849,30.3272,0.3496898,44.05304,39.62437,22.35452,489.0376,224.6446,483.9285
116,0.006728908,0.00840957,0.001034276,0.09692967,0.02273995,0.1973361,0.01196416,0.003884481,2.407823,0.002978418,0.1287252,0.01632597,0.09632318,0.001755283,0.02095415,0.02536712,0.03728822,0.01819899,0.218617,0.003833252,0.02958599,0.03517786,0.02587458,0.01740447,0.005488706,0.004875081,0.03382117,0.1142022,0.2098598,0.3737115,0.2324836,0.001028792,0.0001061578,0.009064884,0.008796486,0.02075371,0.0002374593,3.743441E-05,0.006632853,0,1.67555E-06,0.1077455,0.01230594,0.03752001,0.0489359,4.45527,1.830156,4.038867,1.472378,4.202416,1.446862,0.662496,0.01383075,5.646592,43.7977,3.587039,0.2295727,0.2996354,0.722036,0.2643069,2.552904,6.31039,3.616904,2.518253,16.14111,17.56911,47.67868,27.86869,6.418279,62.64096,2.745198,8.686814,4.699258,0.5579013,15.04435,34.22689,0.3582642,49.38666,40.99886,23.0065,521.4456,240.6154,475.1361
117,0.006654708,0.008278184,0.001028019,0.09489331,0.02236349,0.1941523,0.0115869,0.003887498,2.535635,0.002918326,0.128211,0.01590712,0.09406781,0.00169555,0.02116961,0.02513303,0.0367904,0.01692287,0.2090151,0.003749432,0.02904144,0.03445307,0.02513156,0.01689526,0.005250539,0.004669976,0.03203359,0.1084254,0.2035786,0.3646151,0.2261718,0.001007432,0.0001035447,0.008947372,0.008553731,0.02018912,0.000233853,3.644307E-05,0.006474675,0,8.887661E-06,0.1056348,0.01185632,0.03668409,0.04752611,4.345218,1.767774,3.941281,1.412733,4.039421,1.408217,0.6495325,0.01329487,5.480567,43.5005,3.362655,0.226504,0.2581038,0.715799,0.2459488,2.534417,5.862418,3.45376,2.338831,16.21065,17.92902,46.79147,28.72598,6.848512,66.32041,2.994255,9.259266,5.096155,0.6039658,16.58035,38.14906,0.3676518,54.15485,40.95902,23.17359,537.6083,260.5949,457.9981
118,0.006533185,0.008153459,0.001021834,0.09343169,0.02193306,0.1912123,0.0112803,0.003856303,2.699297,0.002830631,0.1270707,0.01538447,0.09328138,0.001680272,0.02008548,0.02435701,0.03592395,0.01623945,0.2004088,0.003768405,0.02921207,0.03404293,0.02508587,0.01687646,0.005200922,0.004795219,0.03129553,0.1057685,0.2007196,0.3625281,0.2204438,0.0009854949,0.00010113,0.008823634,0.008426697,0.02000719,0.0002296413,3.562875E-05,0.006350811,0,4.589669E-06,0.1041308,0.01166441,0.03599994,0.04597237,4.253792,1.713953,3.861311,1.381497,3.948349,1.382991,0.6391069,0.01303367,5.34936,42.08188,3.244478,0.2233264,0.2528307,0.7085307,0.2402664,2.631049,5.667247,3.348561,2.347975,16.67109,18.37129,46.94309,33.03777,7.812729,72.07838,3.213342,9.690938,5.498729,0.6619658,18.97244,39.77608,0.3706993,57.59682,39.37752,21.9918,539.7792,278.0618,448.2922
119,0.006519135,0.008115518,0.001015815,0.09345917,0.02170394,0.190465,0.01127921,0.00374281,2.818834,0.00283417,0.1290241,0.01530462,0.0901865,0.001687504,0.02027626,0.02427084,0.03581353,0.01654357,0.1994898,0.003832213,0.02932204,0.03367848,0.02538644,0.01647301,0.005196713,0.005191538,0.03090033,0.1061267,0.1994525,0.3606508,0.2178892,0.0009801956,0.0001003915,0.008785154,0.00839185,0.01994486,0.0002286445,3.535733E-05,0.006316694,0,4.152861E-06,0.1038242,0.01175676,0.0354998,0.04561404,4.223301,1.696617,3.844473,1.389237,3.945601,1.378761,0.6355304,0.01299942,5.30411,40.73863,3.267694,0.2209111,0.2802236,0.7116824,0.2506034,2.825454,5.736074,3.322311,2.502869,17.33517,18.84672,47.96647,39.06573,8.694689,78.95042,3.213217,9.537676,5.580642,0.7078686,22.12752,37.00638,0.3741608,58.01087,36.29974,19.91048,521.7635,284.5656,449.868
120,0.006466288,0.007964549,0.001010101,0.09260876,0.02120058,0.1858026,0.01110772,0.003634074,2.848441,0.002777546,0.1279974,0.01473582,0.08197113,0.001744985,0.02026916,0.02352291,0.03497027,0.01655672,0.1977569,0.003837051,0.02860926,0.03276578,0.02414037,0.01493329,0.004778097,0.005699705,0.03056961,0.1061305,0.1948965,0.3465317,0.2085094,0.0009450421,9.708176E-05,0.00850578,0.008139993,0.01908438,0.0002232394,3.443359E-05,0.006151761,0,6.571672E-07,0.1012058,0.011612,0.03394165,0.04398882,4.161793,1.648701,3.76142,1.369215,3.986068,1.337245,0.6238385,0.01250614,5.155406,38.44294,3.262274,0.2194755,0.3144619,0.6835341,0.2576892,2.920136,5.737524,3.270573,2.654093,17.66302,18.02598,47.6337,42.70217,8.625569,82.09448,2.771033,8.121692,4.875183,0.6808521,24.91731,32.24355,0.3685035,52.97342,30.2156,16.34279,456.6056,277.9171,457.6076
121,0.006494049,0.007923198,0.001004153,0.09363356,0.02103806,0.1848267,0.01115794,0.003515821,2.838953,0.002859391,0.1288738,0.01463491,0.07777271,0.002622331,0.020264,0.02372858,0.03496737,0.01707336,0.202822,0.003912281,0.02846071,0.03254046,0.02402767,0.01493057,0.004771839,0.006194897,0.03145258,0.1107741,0.198806,0.3450235,0.2110555,0.0009381187,9.642914E-05,0.008432104,0.008118364,0.01888438,0.0002223759,3.439596E-05,0.006129273,0,2.510777E-09,0.1007883,0.01166061,0.03299422,0.04386836,4.182058,1.654135,3.762913,1.384074,4.092185,1.335633,0.6236781,0.01254355,5.149162,37.13153,3.392679,0.2186803,0.3681321,0.6709177,0.2757874,2.985785,6.037729,3.351871,2.862705,17.88139,17.43913,47.92197,45.18029,8.449297,80.86964,2.472131,6.914571,4.407966,0.6383274,25.63336,30.59298,0.360992,46.66089,26.43236,14.10805,385.8481,257.3412,460.0211
122,0.006526199,0.007504696,0.0009986098,0.09168424,0.01901263,0.1803495,0.01105197,0.00327668,2.742025,0.002667661,0.1216882,0.0143412,0.0680398,0.001980441,0.02023212,0.02345474,0.03392309,0.01712671,0.2059223,0.004783222,0.02768662,0.03117406,0.02299496,0.01436926,0.00475928,0.006239614,0.0309302,0.1107177,0.197451,0.3403963,0.2099196,0.0009095868,8.150173E-05,0.008059397,0.007612233,0.01673795,0.0001944575,2.782167E-05,0.005180094,0,1.348231E-07,0.09583327,0.0112672,0.03188841,0.04291413,4.166294,1.606308,3.711064,1.331031,4.061113,1.294682,0.5863336,0.01238606,5.042976,35.85828,3.396638,0.07190157,0.3953957,0.6339691,0.286892,2.91751,6.163122,3.196679,2.874911,17.25557,16.17101,46.30272,44.3508,7.871228,73.71101,2.363567,5.919325,3.969828,0.5733554,22.95494,31.93877,0.3449862,42.90964,27.80455,15.40331,358.34,239.5891,441.2223
123,0.006564333,0.007419759,0.0009919398,0.09225096,0.01863138,0.1803384,0.01098621,0.00324294,2.639037,0.002677327,0.1236033,0.01425908,0.06555016,0.002614593,0.02020887,0.02369314,0.03385684,0.01785561,0.2114953,0.004676934,0.02721386,0.0310703,0.02268089,0.01433582,0.004655403,0.006185998,0.03171178,0.1135806,0.2006951,0.3413647,0.206349,0.000904121,7.92978E-05,0.007989587,0.007533674,0.01642236,0.0001899269,2.686524E-05,0.005040113,0,1.938884E-07,0.09516523,0.01143649,0.03139686,0.04303232,4.199223,1.6178,3.725506,1.335855,4.121459,1.294999,0.5821431,0.0125559,5.06341,35.41382,3.486738,0.04178269,0.4289068,0.6169065,0.2987869,2.855221,6.334122,3.257107,2.956431,16.69488,15.67903,45.79966,42.98386,7.743416,67.75562,2.598658,5.898724,4.207367,0.5402774,19.72265,33.02727,0.3329488,42.08102,31.55361,17.5141,367.6923,231.1125,428.2488
124,0.006589899,0.007399884,0.0009847092,0.0928752,0.01856514,0.181841,0.01089463,0.003254406,2.529213,0.00269776,0.1246249,0.01421686,0.06553945,0.002562006,0.02006774,0.02392198,0.03395923,0.01848979,0.21489,0.004572935,0.02710584,0.03038096,0.02232334,0.01422011,0.00461531,0.005882442,0.03215637,0.1146426,0.2025948,0.3452196,0.2052984,0.0009045051,7.959722E-05,0.00799004,0.007529411,0.01645461,0.0001901888,2.698558E-05,0.005055517,0,4.052994E-07,0.09531158,0.01169151,0.03129752,0.04334161,4.232413,1.637977,3.74987,1.345645,4.165821,1.304283,0.5835162,0.01279411,5.10493,35.47611,3.561346,0.04070334,0.4452159,0.6087965,0.3055577,2.776015,6.369985,3.335185,2.987963,16.1298,15.81555,45.52314,42.00748,7.799752,63.21107,2.800468,6.620252,4.96151,0.5421214,17.61077,30.55815,0.3255097,42.64439,34.36936,19.06323,392.9601,230.088,430.1441
125,0.006529558,0.007336523,0.000977275,0.09233155,0.01836726,0.1818409,0.0107167,0.003241874,2.394573,0.002693184,0.124546,0.01418411,0.06690396,0.002439906,0.01986358,0.02394077,0.03394959,0.01830545,0.2120763,0.004408997,0.02667289,0.02978365,0.02194132,0.01404561,0.00454565,0.005428175,0.03172302,0.111809,0.1998374,0.3445496,0.2069022,0.0008970274,7.947501E-05,0.007968673,0.00744489,0.01648153,0.0001888396,2.695373E-05,0.005034745,0,1.522865E-06,0.09489024,0.01170094,0.03135468,0.0436108,4.221098,1.64493,3.745497,1.334882,4.118116,1.305305,0.5799479,0.01293966,5.104162,35.99429,3.588544,0.03955451,0.4290048,0.6022753,0.3019851,2.651535,6.207303,3.331223,2.876192,15.48793,16.2739,44.72488,40.22741,7.450975,59.49422,2.718936,7.153739,4.97662,0.563263,17.64112,29.45863,0.3223812,43.92065,36.06063,20.17709,424.8006,231.7189,443.0431
126,0.006382152,0.007221315,0.0009698642,0.09073986,0.01803892,0.1798178,0.01041587,0.003320321,2.31658,0.002734521,0.1233256,0.01395827,0.066508,0.002326407,0.0195952,0.02344327,0.03358053,0.01737768,0.2061836,0.004296098,0.02616902,0.02879524,0.02100803,0.01342121,0.004459861,0.004920328,0.03110879,0.1070642,0.1953432,0.3278191,0.2019759,0.0008753494,7.837793E-05,0.007862322,0.007305419,0.01631222,0.000184988,2.659298E-05,0.004942433,0,3.65951E-06,0.09347979,0.01138443,0.03143238,0.04312273,4.165173,1.629205,3.705782,1.303472,4.048177,1.29309,0.5716603,0.0129307,5.04691,36.97509,3.554637,0.03837865,0.3808942,0.5945106,0.2870897,2.506986,5.909224,3.278408,2.631158,14.93884,16.74879,43.47284,37.51993,6.713697,56.97144,2.620401,7.602774,4.947101,0.5826275,18.97688,29.35417,0.3216299,45.73294,37.41465,20.99849,455.1968,235.5783,459.5823
127,0.006280913,0.007108606,0.0009624768,0.08913544,0.01769301,0.1774612,0.01012099,0.003428682,2.309353,0.002776985,0.1238509,0.01366604,0.0647583,0.002210285,0.01960872,0.02330827,0.03310785,0.01622505,0.200028,0.004216494,0.02602286,0.02811291,0.02003704,0.01273514,0.004239094,0.004532672,0.03019059,0.1019006,0.1921662,0.3282079,0.1982524,0.0008476279,7.668186E-05,0.007743268,0.007144682,0.01605837,0.0001819306,2.61088E-05,0.00482792,0,6.030197E-06,0.09182937,0.01094769,0.03154441,0.04231526,4.09803,1.603299,3.658358,1.268214,3.970786,1.276578,0.5629094,0.01283327,4.96893,37.96607,3.466782,0.03710134,0.3257909,0.5864421,0.2681192,2.396057,5.589264,3.179086,2.361385,14.61378,17.29658,42.30246,35.54753,6.207889,56.44949,2.542758,7.904389,4.858125,0.602896,19.79485,31.39277,0.323191,49.41165,40.20466,22.57205,491.7498,242.5977,469.5022
128,0.006244332,0.007077357,0.000955085,0.08834387,0.01755388,0.1767961,0.009945052,0.003577298,2.381711,0.002785158,0.1267094,0.01354502,0.06479351,0.002072762,0.01963433,0.02344481,0.03304702,0.01530955,0.1956977,0.004178063,0.02611345,0.0277288,0.01990137,0.01265526,0.00411707,0.004266699,0.02963984,0.09715872,0.1904313,0.3304886,0.1949558,0.0008442819,7.640604E-05,0.007735685,0.007053913,0.01602778,0.0001824405,2.60195E-05,0.004806966,0,6.805618E-07,0.09137336,0.01060881,0.03192102,0.04196404,4.047875,1.589543,3.641279,1.250553,3.88521,1.27496,0.5593129,0.01290217,4.939236,39.18561,3.429264,0.03642277,0.289232,0.5900156,0.2542854,2.386282,5.39924,3.082751,2.154022,14.67774,18.31427,41.97662,34.97277,6.28695,58.98668,2.671663,8.407628,4.762084,0.6390224,22.05788,35.16579,0.330796,54.53794,41.70214,22.95237,524.0077,254.4142,475.4463
129,0.00613212,0.006685931,0.000948138,0.08482546,0.01623987,0.1708967,0.009481046,0.003588605,2.501981,0.002617411,0.118354,0.01254758,0.05376178,0.0016099,0.01961557,0.02287162,0.03096108,0.01368984,0.1848135,0.003530319,0.02566259,0.02712592,0.01848357,0.01115613,0.003678637,0.00408696,0.02828799,0.09002267,0.1815417,0.3181688,0.1857641,0.0008009888,6.645371E-05,0.007361567,0.006702883,0.01438539,0.0001584779,2.035165E-05,0.003931682,0,1.407298E-09,0.0864096,0.009713016,0.03102206,0.03826432,3.902863,1.473561,3.49683,1.164089,3.722336,1.20919,0.5287967,0.01231634,4.696765,38.76519,3.128775,0.02685375,0.2309354,0.5703224,0.2304692,2.358666,4.935856,2.897554,1.956525,14.70104,17.96119,40.52657,33.92337,6.510953,62.77725,2.877327,8.76514,5.008695,0.6540116,22.69747,37.34188,0.3330357,59.366,41.93433,23.58283,539.3313,269.9747,474.7549
130,0.006116953,0.006615807,0.0009406773,0.08445842,0.01584217,0.1695655,0.009383944,0.003600962,2.66108,0.002583336,0.1228611,0.01240315,0.05132955,0.001568626,0.0198956,0.02267138,0.03054287,0.01319733,0.1792848,0.003510789,0.0258177,0.02717109,0.01853459,0.01105905,0.003629176,0.004259014,0.02794142,0.08800297,0.1796452,0.3167081,0.1868891,0.0007883665,6.384088E-05,0.007275259,0.006561891,0.01404606,0.0001538458,1.927158E-05,0.003776968,0,6.133565E-07,0.08502715,0.009595352,0.03066059,0.03762789,3.850406,1.444523,3.471819,1.149895,3.660004,1.195808,0.5209643,0.01218996,4.623035,38.18886,3.118971,0.02399535,0.2349765,0.5725387,0.2328505,2.485393,4.845023,2.817591,1.966657,15.1809,19.1499,41.01542,37.80261,7.643221,68.46636,3.180701,9.556561,5.825387,0.7161724,23.98512,38.33114,0.3400792,62.82071,40.00924,21.59421,539.7974,281.1769,474.8727
131,0.006145968,0.006638815,0.0009333197,0.08535634,0.01564675,0.1691154,0.00947922,0.003508032,2.778723,0.002512168,0.1248761,0.01250599,0.05008169,0.001610116,0.01982624,0.02272513,0.03056066,0.01355836,0.1796456,0.003489501,0.02597326,0.02672331,0.01832914,0.01114668,0.003532958,0.004592425,0.02800801,0.08708057,0.1811664,0.3160369,0.1884082,0.0007848325,6.309921E-05,0.00723353,0.006494551,0.01410867,0.0001556658,1.971526E-05,0.003848826,0,1.057543E-06,0.08475631,0.009755283,0.03031315,0.037924,3.841868,1.447734,3.49335,1.17328,3.680468,1.196817,0.5209709,0.01224911,4.620767,37.13106,3.261228,0.02345685,0.2751408,0.5784298,0.2511009,2.673936,4.978416,2.814192,2.105314,15.77528,20.33679,42.04795,43.68902,8.732754,72.5615,3.228697,9.673392,6.055516,0.7588086,25.63747,38.54552,0.3439254,63.07957,36.66486,19.35216,519.9692,285.7277,468.9048
132,0.006195189,0.006667977,0.0009261505,0.08665171,0.01557769,0.1690668,0.009617285,0.003412638,2.824083,0.002395139,0.1268648,0.01262403,0.04906201,0.001675624,0.01989401,0.02251295,0.03080478,0.01430254,0.1844094,0.003439596,0.02610938,0.02639216,0.01813846,0.01109386,0.003587743,0.005047526,0.02829847,0.08922268,0.1827372,0.3156348,0.1873018,0.0007847212,6.324866E-05,0.007216487,0.006482517,0.01425038,0.0001588567,2.043274E-05,0.003966015,1.186867E-06,1.033289E-06,0.08506014,0.009938451,0.0298577,0.03841709,3.859368,1.464801,3.530398,1.208309,3.761926,1.206477,0.5234176,0.01243516,4.659617,35.99554,3.47684,0.0237186,0.33273,0.583276,0.2762083,2.840455,5.244965,2.883804,2.299258,16.32763,20.84444,43.03435,48.80051,9.084497,74.74781,2.995109,8.641601,5.414532,0.7520421,27.83466,38.47129,0.3438427,57.82621,30.0669,15.47409,453.6506,283.5744,458.4278
133,0.00625335,0.006696893,0.0009191848,0.08820162,0.01555377,0.1693431,0.009768659,0.003319402,2.797898,0.002307468,0.1295131,0.01275875,0.04824601,0.00178122,0.01995989,0.0225952,0.03113817,0.01512647,0.1922846,0.003373349,0.02641483,0.02616255,0.01802504,0.01102762,0.003600014,0.005468685,0.02907585,0.09300348,0.1851094,0.3162373,0.1867725,0.0007864741,6.385813E-05,0.007210848,0.006517469,0.01441475,0.0001624521,2.121816E-05,0.004096054,0,1.020352E-06,0.08569732,0.01012453,0.02935059,0.03904353,3.897815,1.493626,3.58179,1.247476,3.871911,1.222991,0.5279613,0.01275461,4.733713,35.00669,3.73153,0.0243425,0.4012312,0.5806612,0.3050434,2.958963,5.595696,3.017923,2.505222,16.61406,20.61114,43.79471,52.29314,8.979876,75.43683,2.741347,7.161123,4.612034,0.7048754,28.98326,37.15995,0.3380741,50.70805,26.27646,13.65674,383.599,271.3612,438.9123
