"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,112
Timestep, Region,"king mackerel juv"_0,"king mackerel juv"_1,"king mackerel juv"_2,"king mackerel juv"_3,"king mackerel juv"_4,"king mackerel juv"_5,"king mackerel juv"_6,"king mackerel juv"_7,"king mackerel juv"_8,"king mackerel juv"_9,"king mackerel juv"_10,"king mackerel juv"_11,"king mackerel adult"_12,"king mackerel adult"_13,"king mackerel adult"_14,"king mackerel adult"_15,"king mackerel adult"_16,"king mackerel adult"_17,"king mackerel adult"_18,"king mackerel adult"_19,"king mackerel adult"_20,"king mackerel adult"_21,"king mackerel adult"_22,"king mackerel adult"_23,"king mackerel adult"_24,"king mackerel adult"_25,"king mackerel adult"_26,"king mackerel adult"_27,"king mackerel adult"_28,"king mackerel adult"_29,"king mackerel adult"_30,"king mackerel adult"_31,"king mackerel adult"_32,"king mackerel adult"_33,"king mackerel adult"_34,"king mackerel adult"_35,"king mackerel adult"_36,"king mackerel adult"_37,"king mackerel adult"_38,"king mackerel adult"_39,"king mackerel adult"_40,"king mackerel adult"_41,"king mackerel adult"_42,"king mackerel adult"_43,"king mackerel adult"_44,"king mackerel adult"_45,"king mackerel adult"_46,"king mackerel adult"_47,"king mackerel adult"_48,"king mackerel adult"_49,"king mackerel adult"_50,"king mackerel adult"_51,"king mackerel adult"_52,"king mackerel adult"_53,"king mackerel adult"_54,"king mackerel adult"_55,"king mackerel adult"_56,"king mackerel adult"_57,"king mackerel adult"_58,"king mackerel adult"_59,"king mackerel adult"_60,"king mackerel adult"_61,"king mackerel adult"_62,"king mackerel adult"_63,"king mackerel adult"_64,"king mackerel adult"_65,"king mackerel adult"_66,"king mackerel adult"_67,"king mackerel adult"_68,"king mackerel adult"_69,"king mackerel adult"_70,"king mackerel adult"_71,"king mackerel adult"_72,"king mackerel adult"_73,"king mackerel adult"_74,"king mackerel adult"_75,"king mackerel adult"_76,"king mackerel adult"_77,"king mackerel adult"_78,"king mackerel adult"_79,"king mackerel adult"_80,"king mackerel adult"_81,"king mackerel adult"_82,"king mackerel adult"_83,"king mackerel adult"_84,"king mackerel adult"_85,"king mackerel adult"_86,"king mackerel adult"_87,"king mackerel adult"_88,"king mackerel adult"_89,"king mackerel adult"_90,"king mackerel adult"_91,"king mackerel adult"_92,"king mackerel adult"_93,"king mackerel adult"_94,"king mackerel adult"_95,"king mackerel adult"_96,"king mackerel adult"_97,"king mackerel adult"_98,"king mackerel adult"_99,"king mackerel adult"_100,"king mackerel adult"_101,"king mackerel adult"_102,"king mackerel adult"_103,"king mackerel adult"_104,"king mackerel adult"_105,"king mackerel adult"_106,"king mackerel adult"_107,"king mackerel adult"_108,"king mackerel adult"_109,"king mackerel adult"_110,"king mackerel adult"_111,"king mackerel adult"_112
67,1,9.955826E-11,5.483391E-06,4.202312E-05,0.0001347594,0.0003071362,0.0005685344,0.0009329139,0.001422406,0.002013973,0.002716426,0.003685758,0.004613833,0.005783309,0.06276033,0.1141538,0.1673184,0.2155783,0.268812,0.3404811,0.4032386,0.5064809,0.5708463,0.6761041,0.7684103,0.843325,0.909932,1.032017,1.072084,1.239115,1.29506,1.369051,1.476046,1.57418,1.679925,1.805507,1.85085,1.954712,2.087833,2.141092,2.285177,2.326141,2.423265,2.577204,2.620741,2.726589,2.941578,2.999316,3.023587,3.083113,3.355436,3.261329,3.432351,3.443993,3.663269,3.757879,3.68394,3.81794,3.965025,3.959849,3.994392,4.191329,4.121522,4.275752,4.335604,4.450668,4.626704,4.583061,4.660213,4.723559,4.765713,4.727391,5.095735,5.096661,5.134668,5.206246,5.117823,5.115674,5.375685,5.369763,5.375587,5.342425,5.593462,5.568454,5.675376,5.608142,5.680999,5.803748,5.827006,5.872459,6.01728,6.045718,6.236815,6.030134,6.141037,5.947714,6.130156,6.081143,6.294211,6.241867,6.099249,6.358791,6.240081,6.423273,6.305348,6.45522,6.409688,6.367805,6.565444,6.358202,6.574295,6.721056,6.780253,7.072521
68,1,9.970532E-11,5.373716E-06,4.123733E-05,0.0001356407,0.0003012137,0.0005687883,0.0009260079,0.001399644,0.00200916,0.002710158,0.003524089,0.004665364,0.005729996,0.07306933,0.1333205,0.1928314,0.2513078,0.3041283,0.36058,0.4378852,0.5087709,0.6108583,0.6822218,0.7857062,0.8800883,0.9630055,1.023749,1.149347,1.194263,1.356904,1.420587,1.506606,1.609021,1.708696,1.821991,1.936885,1.980619,2.080808,2.209297,2.259218,2.412522,2.468074,2.544103,2.719537,2.749501,2.869114,3.074518,3.242041,3.148126,3.217588,3.489536,3.404804,3.557666,3.580623,3.795833,3.860972,3.803963,3.934235,4.153658,4.107714,4.115253,4.32621,4.231305,4.393717,4.469695,4.56283,4.753794,4.691225,4.780408,4.827647,4.886938,4.860944,5.215023,5.198545,5.216769,5.317445,5.235948,5.214169,5.497661,5.466326,5.507627,5.454195,5.691978,5.675289,5.806244,5.737559,5.827866,6.006237,5.908278,5.93226,6.081,6.118869,6.325161,6.112769,6.218339,6.036575,6.225112,6.154792,6.371738,6.307884,6.184669,6.454571,6.365474,6.536687,6.387245,6.539056,6.449255,6.441463,6.635061,6.465661,6.64117,6.78944,7.301017
69,1,9.985238E-11,5.374271E-06,4.175612E-05,0.0001314499,0.0002991867,0.0005593104,0.0009248699,0.001387538,0.001974975,0.00273236,0.003519803,0.004449502,0.005742667,0.08218775,0.1595098,0.2235666,0.2897949,0.3535953,0.4161665,0.4771566,0.5660776,0.6385099,0.7479975,0.8214734,0.9276286,1.02811,1.120627,1.172138,1.325519,1.345662,1.516228,1.582979,1.6858,1.786901,1.889687,2.003816,2.118162,2.159022,2.259869,2.404645,2.452491,2.619028,2.667982,2.738612,2.946866,2.954885,3.097714,3.283365,3.42563,3.333133,3.41469,3.720213,3.624479,3.759162,3.787848,4.007331,4.055879,4.013742,4.15375,4.377144,4.324527,4.355873,4.554591,4.434147,4.588543,4.676332,4.765673,4.989465,4.897964,4.993937,5.014938,5.07745,5.037483,5.409866,5.412687,5.432547,5.510723,5.397269,5.42401,5.685253,5.640277,5.70599,5.798684,5.854272,5.860203,6.046532,5.93129,6.037153,6.107311,6.081645,6.09018,6.274407,6.292967,6.481499,6.300931,6.400567,6.270689,6.456374,6.371521,6.565295,6.5144,6.387028,6.639171,6.6025,6.726571,6.594829,6.736971,6.617826,6.631407,6.767383,6.646655,6.836242,7.475924
70,1,9.999945E-11,5.477215E-06,3.99596E-05,0.0001322201,0.0003042086,0.0005508715,0.0009106642,0.001391293,0.001964801,0.002660178,0.003550814,0.004430985,0.005484494,0.09105629,0.1726887,0.2598145,0.3285129,0.4029778,0.4698754,0.5402777,0.6150762,0.7145839,0.7845711,0.9071544,0.9904271,1.097783,1.187095,1.293552,1.343991,1.509948,1.535662,1.708687,1.771628,1.878839,2.00027,2.092527,2.222749,2.339344,2.379203,2.490553,2.631268,2.677657,2.847363,2.879974,2.978853,3.185846,3.199636,3.340301,3.523249,3.672309,3.543902,3.666351,3.925645,3.861015,3.995827,4.035583,4.283715,4.298896,4.257219,4.428355,4.638475,4.573404,4.618185,4.800768,4.683676,4.822961,4.93664,5.023951,5.227802,5.152473,5.245974,5.246638,5.32693,5.280947,5.661536,5.68146,5.714372,5.772799,5.641085,5.6588,5.890427,5.929211,5.958263,6.081657,6.137058,6.10283,6.298796,6.182575,6.326643,6.36864,6.306032,6.331937,6.754255,6.51775,6.758671,6.541975,6.680468,6.520471,6.715937,6.582056,6.895028,6.731918,6.644831,6.922904,6.841914,7.043639,6.841383,6.968397,6.841299,6.875281,6.980615,6.87493,7.585297
71,1,9.999945E-11,5.269638E-06,4.049786E-05,0.0001313161,0.0002916626,0.0005630986,0.0008915412,0.001377164,0.00196842,0.002669025,0.00346416,0.004477193,0.005465382,0.08698814,0.1807905,0.2640661,0.3603957,0.4317499,0.5205563,0.5889181,0.6556013,0.7456503,0.8554243,0.9265924,1.055877,1.146639,1.246519,1.349016,1.459689,1.500005,1.68356,1.700239,1.89134,1.956372,2.080984,2.185841,2.290601,2.405553,2.526669,2.564037,2.682833,2.819848,2.876461,3.048697,3.093037,3.194366,3.37838,3.398366,3.553916,3.723805,3.875975,3.748566,3.894995,4.154942,4.080948,4.192297,4.236285,4.482915,4.517597,4.500403,4.640143,4.862072,4.804322,4.870321,5.03267,4.890033,5.03141,5.157763,5.237977,5.454201,5.347039,5.48284,5.44967,5.544716,5.470746,5.888199,5.855668,5.943593,6.002798,5.841514,5.86202,6.133272,6.163029,6.186039,6.280359,6.334315,6.309921,6.512083,6.400712,6.549698,6.579518,6.493527,6.539605,6.931432,6.763072,6.976003,6.740561,6.92619,6.735665,6.961511,6.806409,6.949539,6.95386,6.867957,7.127792,7.101485,7.218058,7.053447,7.198587,7.051578,7.055456,7.227248,7.584863
72,1,9.955826E-11,5.103379E-06,4.078964E-05,0.0001331776,0.0002929245,0.0005404856,0.0009141596,0.001350928,0.001956822,0.002650402,0.003468194,0.004394981,0.005549416,0.0784981,0.1607985,0.2586086,0.3445273,0.4494977,0.5159156,0.6144109,0.6837379,0.7543337,0.8473849,0.9686012,1.041757,1.171301,1.269987,1.370546,1.479255,1.590007,1.619434,1.815599,1.825624,2.046061,2.09044,2.234991,2.319314,2.437125,2.559448,2.657595,2.748878,2.816818,2.956942,3.016948,3.174383,3.239897,3.327409,3.537731,3.544163,3.699519,3.879934,4.01128,3.88772,4.050242,4.275618,4.219262,4.343019,4.374914,4.614216,4.651816,4.620304,4.786351,4.9955,4.946633,5.02806,5.181852,5.075227,5.144651,5.28524,5.345755,5.579309,5.480663,5.590767,5.55207,5.678796,5.584995,6.015114,5.985774,6.071485,6.095521,5.966112,5.985446,6.243647,6.25673,6.295568,6.391573,6.441108,6.421244,6.591067,6.526366,6.644799,6.705587,6.594862,6.630276,7.054632,6.857792,7.039431,6.828506,6.998179,6.890094,7.072572,6.914169,6.995341,7.050025,6.991616,7.169278,7.22012,7.319099,7.192183,7.311429,7.067699,7.179513,7.734381
73,1,9.999945E-11,5.267579E-06,3.970656E-05,0.0001284558,0.0002957887,0.0005466718,0.000892281,0.001377594,0.001906025,0.002666714,0.003459256,0.00443773,0.005452702,0.06796493,0.1429395,0.2260176,0.3265647,0.4110211,0.5204449,0.5864039,0.686164,0.7579935,0.8309749,0.9299281,1.057573,1.125031,1.251281,1.360042,1.456821,1.563455,1.676987,1.692252,1.894929,1.904411,2.130805,2.166713,2.30973,2.400437,2.517111,2.653153,2.734699,2.805688,2.906582,3.013831,3.104718,3.246859,3.333571,3.395626,3.605136,3.60619,3.772685,3.93216,4.072008,3.958578,4.092998,4.315088,4.275057,4.382823,4.413621,4.662239,4.619541,4.645223,4.83784,5.063083,4.992858,5.049163,5.217865,5.085257,5.14252,5.357364,5.372603,5.600406,5.477615,5.57185,5.569869,5.697174,5.620448,6.012458,5.965922,6.059541,6.110186,5.968705,5.960952,6.229033,6.258165,6.322962,6.407316,6.421028,6.420589,6.568267,6.482563,6.636632,6.674129,6.590613,6.604298,6.991797,6.893255,7.0247,6.808744,6.978245,6.894584,7.057639,6.877425,7.072118,7.011978,7.018495,7.170322,7.190703,7.296939,7.150619,7.297158,7.016216,7.468558
74,1,9.970532E-11,5.270875E-06,4.072484E-05,0.0001298554,0.0002928325,0.0005550254,0.0009055373,0.001356738,0.001972872,0.01160265,0.003508026,0.004414489,0.005521379,0.05555795,0.1204412,0.1955101,0.2788987,0.3786575,0.4605295,0.5753474,0.641025,0.7434977,0.8107228,0.8797266,0.9833104,1.121663,1.178618,1.29924,1.406619,1.502292,1.610639,1.724167,1.745403,1.933785,1.960975,2.172318,2.211534,2.334285,2.437906,2.54672,2.678897,2.751392,2.807762,2.92979,3.033952,3.10013,3.258079,3.346103,3.400289,3.619412,3.620254,3.772481,3.941118,4.051075,3.913869,4.083415,4.278917,4.240541,4.359526,4.386398,4.628131,4.571168,4.629647,4.823546,5.017981,4.940314,4.994138,5.162437,5.048188,5.097253,5.296729,5.304786,5.540821,5.371922,5.472868,5.497622,5.619351,5.621481,5.928303,5.886793,5.955786,5.999842,5.913773,5.886025,6.126425,6.150091,6.19578,6.306768,6.336987,6.314875,6.406981,6.3756,6.548541,6.525459,6.419559,6.455095,6.845731,6.788507,6.885349,6.653396,6.83844,6.74859,6.948642,6.75888,6.909261,6.901062,6.906165,7.030776,7.069347,7.187483,7.051049,7.163812,7.148047
75,1,9.985238E-11,5.381637E-06,4.170135E-05,0.0001355999,0.0002957153,0.0005543094,0.0009132362,0.001376727,0.001954623,0.002683658,0.01163472,0.004477004,0.005487424,0.05058074,0.09990362,0.1662296,0.2375979,0.3221594,0.4362248,0.5019733,0.614904,0.6773673,0.783229,0.8441558,0.9231138,1.017831,1.170754,1.207959,1.321201,1.43216,1.528466,1.633451,1.73986,1.758914,1.947232,1.965491,2.172385,2.206711,2.334095,2.435492,2.524966,2.651764,2.729706,2.812987,2.93054,3.014656,3.076653,3.251087,3.32562,3.353755,3.595678,3.582247,3.711118,3.883214,3.994021,3.865836,4.02398,4.178298,4.178649,4.314314,4.289001,4.562773,4.485668,4.536585,4.712928,4.911882,4.828529,4.879182,5.081092,4.944664,4.986829,5.194925,5.18733,5.434502,5.267745,5.337096,5.421325,5.5095,5.485763,5.838723,5.713491,5.831737,5.91442,5.776144,5.739131,5.953711,5.988592,6.044953,6.136867,6.20588,6.136216,6.220559,6.22318,6.403167,6.391212,6.289382,6.27309,6.764902,6.606742,6.708775,6.498053,6.65187,6.52743,6.900398,6.576165,6.700929,6.708456,6.699955,6.843952,6.895748,6.965232,6.835049,7.195394
76,1,9.999945E-11,5.311628E-06,4.066994E-05,0.0001317229,0.0002975771,0.0005467664,0.0009100166,0.001389768,0.001968727,0.00267071,0.003527428,0.01185729,0.005570936,0.04700007,0.09389675,0.1416869,0.2079381,0.2759611,0.3627098,0.4734233,0.5459214,0.6525306,0.7138532,0.8159336,0.8729277,0.9536782,1.05059,1.20045,1.232798,1.349361,1.453676,1.54207,1.632357,1.75636,1.762752,1.951617,1.969883,2.161995,2.202549,2.32375,2.420201,2.508662,2.630393,2.704852,2.776564,2.893116,2.968663,3.045399,3.199761,3.268475,3.281343,3.534332,3.519358,3.652679,3.811645,3.925881,3.829705,3.949437,4.109977,4.075759,4.221106,4.180898,4.461308,4.370096,4.434865,4.59967,4.780445,4.691316,4.77556,4.957538,4.819484,4.859437,5.05489,5.052226,5.275681,5.109261,5.197229,5.313814,5.361922,5.336362,5.66317,5.559227,5.661437,5.758989,5.608214,5.554348,5.804805,5.82593,5.866662,5.958297,6.024475,5.959157,6.075899,6.058493,6.211267,6.177608,6.091998,6.07738,6.549985,6.395372,6.47919,6.281759,6.449221,6.329518,6.534789,6.364834,6.504565,6.538246,6.4938,6.617085,6.647787,6.747139,6.873551
77,1,9.985238E-11,5.607733E-06,4.186856E-05,0.0001297513,0.0002972642,0.0005527037,0.0008980798,0.001371275,0.001962296,0.002673878,0.003493882,0.004488789,0.01227438,0.04388675,0.08816206,0.1356195,0.1821026,0.2490982,0.3150442,0.4003376,0.5108129,0.584832,0.6835435,0.743957,0.8465139,0.9018922,0.9833943,1.078462,1.22568,1.250138,1.367442,1.480237,1.560782,1.657772,1.771266,1.767365,1.967508,1.964485,2.149323,2.187945,2.301729,2.413553,2.495546,2.589813,2.677048,2.74691,2.837859,2.939035,3.003269,3.160474,3.2092,3.266558,3.490021,3.450001,3.578217,3.724855,3.843651,3.754431,3.879527,4.021101,4.006924,4.167547,4.090073,4.361089,4.2857,4.332887,4.4996,4.679421,4.616373,4.638047,4.836755,4.68226,4.730699,4.934367,4.942951,5.12997,4.968651,5.06316,5.164696,5.21671,5.206277,5.489385,5.433583,5.482681,5.613863,5.43244,5.406336,5.642644,5.66571,5.705443,5.784399,5.855971,5.750184,5.9229,5.893475,6.020619,5.987261,5.89998,5.891303,6.339667,6.224866,6.291674,6.112275,6.268938,6.116648,6.3143,6.162907,6.406107,6.316898,6.29133,6.405118,6.478183,6.797419
78,1,9.970532E-11,5.37116E-06,4.060365E-05,0.000131382,0.0002933344,0.0005487202,0.0009089592,0.001349045,0.001935635,0.002643793,0.003504858,0.004434513,0.005531576,0.0550868,0.08956229,0.1328926,0.1826569,0.2299456,0.2996836,0.362627,0.4462912,0.5525431,0.6317399,0.7315437,0.7827289,0.8928795,0.9411979,1.031351,1.116336,1.258381,1.285204,1.402997,1.526801,1.597325,1.692616,1.803863,1.790133,1.991966,1.980182,2.16188,2.203764,2.325425,2.418278,2.485168,2.567375,2.67697,2.752062,2.822595,2.948949,2.980263,3.135494,3.203139,3.244947,3.471105,3.431592,3.541972,3.695295,3.826904,3.709378,3.8305,3.96313,3.969861,4.103596,4.028272,4.303997,4.209392,4.228663,4.452047,4.604523,4.528946,4.566463,4.733414,4.608278,4.645151,4.838859,4.879952,5.032781,4.86672,4.976137,5.044601,5.105566,5.09952,5.358572,5.334187,5.385722,5.496267,5.322086,5.282722,5.544071,5.537094,5.56915,5.649779,5.735741,5.649909,5.754919,5.787389,5.860037,5.870096,5.788943,5.772096,6.152105,6.084161,6.158643,6.013305,6.103117,5.987977,6.149051,6.014472,6.144385,6.168509,6.157507,6.267106,6.552732
79,1,9.985238E-11,5.231298E-06,4.055193E-05,0.0001262048,0.0002911699,0.0005317444,0.0008955621,0.001362223,0.001892457,0.002596868,0.003423236,0.004388077,0.005442699,0.05552374,0.1067577,0.1460024,0.1936719,0.2439953,0.2937738,0.3635607,0.4292573,0.5150745,0.6241996,0.7034657,0.7963417,0.8473377,0.9712254,1.010385,1.102501,1.190124,1.31809,1.353536,1.476533,1.598217,1.662521,1.757242,1.869089,1.839624,2.046136,2.040431,2.219555,2.261834,2.382412,2.453554,2.540786,2.626417,2.717938,2.797781,2.881309,2.984648,3.028048,3.159366,3.255298,3.274018,3.504534,3.457915,3.58372,3.7251,3.801363,3.710454,3.82805,3.984029,3.974162,4.162062,4.010373,4.286752,4.203954,4.236697,4.428072,4.595419,4.51905,4.539065,4.741948,4.609784,4.622302,4.842281,4.860431,4.998223,4.840696,4.944601,5.00543,5.080731,5.09649,5.313067,5.287316,5.359702,5.413373,5.297372,5.275255,5.504589,5.515335,5.530025,5.645649,5.695089,5.598009,5.743534,5.76157,5.828849,5.803854,5.766132,5.726871,6.068519,5.993443,6.09128,5.910487,6.010279,5.953178,6.069462,5.946673,6.092309,6.09887,6.097673,6.45616
80,1,9.999945E-11,5.10902E-06,0.005571921,0.0113896,0.007190955,0.01580484,0.004988728,0.09450234,0.03220494,0.1686415,0.04536012,0.1373976,0.0807732,0.06419758,0.122747,0.1795774,0.2204617,0.2737626,0.3315718,0.3795494,0.4497206,0.5249081,0.6115878,0.7160203,0.8026766,0.8955014,0.9475232,1.08648,1.117887,1.216896,1.298034,1.442279,1.472773,1.603773,1.736638,1.773744,1.894572,1.991291,1.959706,2.176684,2.156683,2.332676,2.418983,2.504346,2.578951,2.648608,2.754633,2.826817,2.933418,2.98784,3.090529,3.123092,3.261964,3.457268,3.377405,3.633332,3.563397,3.693809,3.853259,3.963732,3.812013,3.961571,4.063719,4.062963,4.274519,4.102824,4.438492,4.306345,4.329911,4.548657,4.702816,4.610717,4.634006,4.837691,4.682868,4.740871,4.903889,4.96061,5.102547,4.945149,5.045836,5.112329,5.209733,5.176445,5.374357,5.392642,5.462762,5.506314,5.396756,5.372626,5.559227,5.586835,5.619636,5.737409,5.781253,5.715506,5.802373,5.831031,5.884205,6.077556,5.826042,5.79901,6.112748,6.062233,6.139921,6.030571,6.068499,6.009988,6.112252,5.989269,6.232221,6.163686,6.52843
81,1,9.999945E-11,0.0001733159,3.995304E-05,0.01640907,0.01616866,0.009737928,0.0301479,0.0738831,0.1096232,0.05882114,0.3155659,0.09316948,0.1021783,0.1480294,0.1399366,0.205699,0.2712946,0.3161848,0.3823639,0.4499932,0.4924962,0.5605818,0.6478934,0.7362189,0.8389205,0.9453801,1.029708,1.085553,1.23695,1.259539,1.380658,1.45829,1.614796,1.641236,1.765919,1.918395,1.942705,2.066014,2.164628,2.132741,2.350758,2.333474,2.529579,2.602569,2.695743,2.766186,2.824234,2.949897,3.005653,3.164606,3.184277,3.295721,3.310795,3.466331,3.642859,3.594156,3.848083,3.737181,3.907621,4.067427,4.144373,4.008336,4.199871,4.262154,4.279536,4.476827,4.283932,4.623013,4.461055,4.519692,4.75273,4.912857,4.809354,4.817386,5.027697,4.866767,4.930596,5.093113,5.139683,5.277012,5.141975,5.570296,5.328255,5.401833,5.328349,5.565848,5.557136,5.641841,5.682897,5.608103,5.535645,5.735553,5.755871,5.783956,5.901464,5.985574,5.894211,5.960052,5.987678,6.076896,6.017588,6.012394,6.19979,6.276591,6.230597,6.308324,6.199687,6.230615,6.209329,6.276116,6.158399,6.380255,6.839493
82,1,9.955826E-11,5.130524E-06,0.0001922064,0.0001244408,0.01509803,0.01497837,0.0149684,0.02795271,0.06789029,0.1005826,0.05453369,0.2957335,0.08618905,0.1913675,0.2255556,0.2299106,0.303854,0.3729847,0.4287871,0.5011645,0.5818083,0.6222984,0.6925426,0.7883721,0.9059162,0.990445,1.100429,1.192971,1.257977,1.408444,1.424932,1.560942,1.630026,1.799508,1.867868,1.977334,2.109387,2.142952,2.2709,2.377712,2.328804,2.564686,2.555128,2.738085,2.807171,2.925447,2.992085,3.017668,3.171135,3.246198,3.399731,3.401722,3.557081,3.553061,3.677675,3.859622,3.853042,4.114145,3.954894,4.147916,4.317154,4.392596,4.242902,4.447214,4.527416,4.49925,4.737903,4.498882,4.877418,4.839965,4.736991,4.975266,5.18078,5.047582,5.046517,5.258014,5.115122,5.194298,5.328573,5.38074,5.507815,5.401054,5.767208,5.56529,5.656606,5.536613,5.789917,5.82559,5.840977,5.946185,5.81235,5.825188,5.952856,5.980278,6.030671,6.107777,6.234411,6.137166,6.172429,6.243699,6.297642,6.263957,6.206016,6.418155,6.521963,6.457774,6.545352,6.426616,6.455337,6.450796,6.612147,6.390344,7.108926
83,1,9.970532E-11,5.121365E-06,4.146087E-05,0.0001266144,0.0002845394,0.0140077,0.02005523,0.02142582,0.0375735,0.06263409,0.0925386,0.05084052,0.2704842,0.1588078,0.2567885,0.3060994,0.3160848,0.4046437,0.4757077,0.5366004,0.6323303,0.7002944,0.7456406,0.8171766,0.9250187,1.053917,1.123803,1.248387,1.356235,1.415289,1.580997,1.590899,1.734612,1.80964,1.970159,2.034766,2.157685,2.295992,2.327248,2.511099,2.581996,2.518212,2.751726,2.763697,2.92551,3.004383,3.144562,3.173192,3.2314,3.378433,3.444144,3.576958,3.577339,3.774063,3.753546,3.923639,4.069952,4.088953,4.346511,4.168523,4.330449,4.533966,4.633297,4.456375,4.663512,4.74779,5.034033,4.97026,4.692161,5.094749,5.026543,4.917651,5.165883,5.384593,5.222904,5.250292,5.478538,5.29564,5.405653,5.537341,5.627386,5.682952,5.577687,5.670587,5.787559,5.892145,5.765842,6.008445,6.031586,6.030191,6.168626,6.018558,6.008682,6.14832,6.171128,6.199398,6.329397,6.419466,6.318395,6.378797,6.476988,6.497705,6.679713,6.392967,6.592444,6.714756,6.608006,6.745166,6.679627,6.662119,6.622286,6.783712,7.057055
84,1,9.985238E-11,5.145082E-06,3.887187E-05,0.0001276037,0.000415243,0.0005252202,0.00980863,0.01877168,0.02016586,0.03504134,0.0580057,0.08539554,0.04767046,0.3106115,0.2207908,0.3618703,0.378077,0.3944209,0.4864096,0.5630283,0.63008,0.7298971,0.8013737,0.8546334,0.9175236,1.037142,1.162417,1.245003,1.363107,1.473782,1.53953,1.699016,1.719711,1.877438,1.923127,2.103053,2.143963,2.290368,2.439743,2.47026,2.627556,2.728609,2.655659,2.884433,2.904844,3.103748,3.138764,3.293881,3.306389,3.367669,3.495392,3.601749,3.726601,3.734026,4.026803,3.898046,4.04681,4.180398,4.214346,4.475409,4.291237,4.447786,4.646786,4.751464,4.590356,4.79864,4.871346,5.103331,5.096734,4.78888,5.200155,5.141082,5.054395,5.269381,5.531089,5.349801,5.377964,5.597602,5.417225,5.505292,5.636967,5.749748,5.769042,5.675029,6.03466,5.923276,5.984458,5.884435,6.099056,6.169492,6.154757,6.273715,6.089814,6.09585,6.261902,6.27505,6.274661,6.422954,6.549934,6.428393,6.477059,6.552352,6.596691,6.756751,6.490673,6.662264,6.797237,6.622696,6.821963,6.784782,6.725707,6.68317,7.289766
85,1,9.985238E-11,5.239433E-06,4.108444E-05,0.0001269314,0.0002883591,0.0006522445,0.0008734678,0.01921631,0.01778832,0.01919992,0.03291589,0.05401907,0.07913587,0.1041519,0.3598662,0.2741906,0.4072658,0.434595,0.4562452,0.5522853,0.6314958,0.7037359,0.8058807,0.8767496,0.9263911,0.9909669,1.117635,1.239647,1.317315,1.436486,1.546001,1.620961,1.781716,1.803444,1.956498,2.015792,2.183192,2.21033,2.369092,2.513243,2.530256,2.67621,2.800846,2.723643,2.933508,2.962623,3.130159,3.188553,3.355855,3.364384,3.409258,3.521096,3.655253,3.786339,3.781018,4.065103,3.937948,4.082324,4.219913,4.252334,4.508742,4.316567,4.498069,4.706426,4.788152,4.612924,4.83536,4.906636,5.069067,5.106436,4.789084,5.230773,5.14829,5.040064,5.31588,5.525502,5.357852,5.379199,5.596304,5.414437,5.487091,5.627121,5.744463,5.750379,5.666035,6.004611,5.909568,5.992239,5.880229,6.06606,6.142618,6.08222,6.252267,6.022953,6.097134,6.243784,6.234278,6.266854,6.378067,6.528391,6.403305,6.411262,6.578618,6.578386,6.704534,6.4577,6.60232,6.734078,6.608432,6.762885,6.712827,6.712585,6.954586
86,1,9.999945E-11,5.343702E-06,4.04548E-05,0.0001311453,0.0002922832,0.0005413238,0.001000584,0.001341578,0.01819973,0.01708437,0.01854423,0.03122941,0.05061682,0.1194245,0.1487462,0.3934495,0.2849257,0.5103656,0.4660025,0.5133824,0.5976837,0.6792019,0.7500038,0.8467553,0.917465,0.9712833,1.034426,1.161711,1.291178,1.356927,1.476146,1.58099,1.659366,1.819215,1.837952,1.990243,2.043239,2.207404,2.240072,2.390858,2.525904,2.553407,2.683714,2.814675,2.737767,2.967917,2.963311,3.140733,3.196047,3.371449,3.340324,3.413963,3.504145,3.628547,3.771943,3.767036,4.011309,3.921115,4.047614,4.169279,4.220198,4.452539,4.294254,4.45634,4.629508,4.723366,4.547024,4.777617,4.854183,4.965118,5.037767,4.727466,5.158283,5.0632,4.989926,5.267553,5.438598,5.256289,5.312451,5.51632,5.319204,5.403471,5.561083,5.657667,5.64039,5.595547,5.922034,5.814312,5.896155,5.785247,5.971753,6.035996,5.988841,6.142649,5.890954,6.006075,6.13645,6.145126,6.170806,6.2464,6.392692,6.282404,6.297176,6.457097,6.442408,6.556936,6.33424,6.465589,6.601851,6.491442,6.588339,6.587916,6.901315
