"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
48,0,9.999945E-11,1.316463E-05,8.981991E-05,0.0003117044,0.0006591118,0.001254765,0.002044613,0.0029895,0.004791052,0.006206441,0.007853341,0.01066437,0.01355203,0.01591357,0.01786876,0.02135704,0.0231817,0.02667425,0.02877235,0.03328662,0.03524395,0.03861783,0.04202827,0.04520343,0.05054718,0.05367959,0.05813126,0.07259943,0.07418966,0.07355922,0.08423822,0.08893479,0.09113206,0.1197292,0.1023,0.09847254,0.1036439,0.1075489,0.1111528,0.1196373,0.1206827,0.1275562,0.1286095,0.1336122,0.1376504,0.1427835,0.1480835,0.154196,0.1585105,0.1603583,0.1645406,0.1681824,0.1736493,0.1780397,0.1811069,0.1849973,0.1925417,0.1964568,0.1992551,0.2047182,0.2041346,0.2114512,0.2138042,0.2204298,0.2284309,0.2308684,0.2351878,0.2334659,0.2447265,0.2498572,0.2544381,0.2510662,0.2523014,0.2628248,0.266863,0.2677948,0.269,0.2706054,0.275338,0.2801777,0.2880118,0.2888705,0.2935243,0.2937274,0.2983103,0.3047135,0.3024713,0.3079433,0.3083811,0.3110862,0.316943,0.3219413,0.3237218,0.3263628,0.324831,0.3274929,0.3252294,0.3324972,0.3344496,0.3385378,0.3413905,0.3401011,0.3481458,0.3428105,0.3489033,0.3531471,0.3494894,0.3524817,0.3521848,0.3614873,0.3683161,0.3630884,0.3618461,0.3676722,0.373854,0.3643125,0.3716841,0.3686621,0.3735012,0.3731382,0.3762959,0.3877747,0.380188,0.3754328,0.3819577,0.3815042,0.3795453,0.3795253,0.3970086,0.3906836,0.3947403,0.3922121,0.3964531,0.395081,0.4060996
49,0,9.999945E-11,1.129364E-05,8.763377E-05,0.0002747812,0.0006735332,0.001196903,0.002001915,0.002965907,0.004191502,0.006311573,0.00790702,0.009683634,0.01280769,0.01500732,0.01751869,0.0196977,0.02333877,0.02537783,0.02903106,0.03147356,0.03601644,0.03823598,0.041676,0.04532204,0.04854355,0.05405202,0.05735949,0.06198198,0.07580265,0.07778542,0.07844594,0.08797769,0.09282961,0.09530806,0.1220718,0.1062317,0.1034316,0.1092582,0.1128012,0.1163101,0.1248237,0.1257723,0.1328918,0.1339164,0.1389905,0.1431175,0.1485821,0.1538919,0.1596491,0.1641342,0.1660265,0.1702163,0.1738807,0.179295,0.1837401,0.1867367,0.1905293,0.1981707,0.2021546,0.2050658,0.2102001,0.2097788,0.216924,0.2195257,0.226042,0.2341658,0.2362514,0.2405276,0.2387938,0.2504935,0.2553727,0.2599412,0.2566835,0.2578318,0.2687524,0.2724108,0.2733365,0.2746502,0.2759342,0.2807729,0.2853655,0.2937794,0.2944669,0.2988323,0.2990631,0.303532,0.3099998,0.3074821,0.3129624,0.3134513,0.3167434,0.3219963,0.3271775,0.3285585,0.330896,0.3299663,0.3323969,0.329816,0.3372389,0.3389385,0.3434192,0.3457701,0.3450039,0.3531144,0.3474784,0.3538563,0.3576333,0.3539082,0.3570198,0.3567402,0.3657821,0.3732622,0.3675614,0.3661261,0.3723341,0.3785693,0.3680151,0.3757002,0.3727181,0.3777606,0.3772604,0.3801504,0.3918708,0.3843155,0.3796124,0.3854668,0.3852798,0.3835246,0.3833648,0.4016269,0.3949962,0.3987345,0.3958589,0.4001203,0.4112087
50,0,9.999945E-11,1.02843E-05,8.374164E-05,0.0002779257,0.0005970569,0.00121523,0.001924141,0.002982213,0.004086738,0.005563162,0.008039592,0.009818343,0.01176364,0.01434115,0.01669637,0.0194294,0.02185541,0.02562774,0.0279004,0.03167807,0.03442996,0.03901684,0.04160694,0.04499979,0.04887714,0.05216251,0.05794209,0.06125406,0.06601001,0.07925991,0.08162417,0.08262903,0.09202532,0.09707479,0.09978504,0.1248254,0.1104727,0.1085534,0.1144032,0.1181423,0.1217744,0.1302878,0.1310179,0.1384733,0.1394627,0.1445291,0.1490268,0.1545117,0.1598185,0.1652137,0.1699538,0.1718871,0.1761458,0.1798972,0.1850706,0.1896639,0.1926025,0.1959671,0.2040947,0.2079429,0.2109483,0.2159216,0.2155055,0.2225628,0.2254134,0.2315942,0.240188,0.2419416,0.2458392,0.2443932,0.2563938,0.2609849,0.2654235,0.2625147,0.263475,0.2748575,0.2782423,0.2790033,0.2802523,0.2815884,0.2863311,0.2909544,0.3000647,0.3000108,0.3043755,0.3046086,0.3091895,0.3154948,0.3127482,0.3179303,0.3188647,0.3255585,0.3271869,0.3328748,0.3333748,0.3359453,0.3351493,0.3373583,0.3346717,0.3420806,0.3438062,0.348719,0.3505535,0.3500027,0.3584172,0.3521997,0.3613551,0.3621985,0.3587889,0.3617717,0.3612492,0.3702167,0.3781925,0.3723868,0.3706929,0.3770265,0.383492,0.3716516,0.3801858,0.376883,0.3821247,0.3814554,0.3846173,0.3965048,0.388649,0.3839432,0.3890028,0.389165,0.3881727,0.3871866,0.4062262,0.3992313,0.4032613,0.3998616,0.4181221
51,0,9.999945E-11,1.034534E-05,7.797611E-05,0.0002574708,0.0006020701,0.001096902,0.001942566,0.002840629,0.00414189,0.005392735,0.00712676,0.009976072,0.01190218,0.0133982,0.01613305,0.01866904,0.02158555,0.02425296,0.02822793,0.03070211,0.03460488,0.03768834,0.04228158,0.04519283,0.0486278,0.05276038,0.056059,0.06214703,0.06540142,0.07031193,0.08308424,0.08580019,0.08709382,0.09624939,0.1015249,0.1045106,0.1278519,0.1148238,0.1139091,0.1196875,0.1239725,0.1273601,0.1359157,0.1365491,0.1441531,0.1453439,0.1501985,0.1558987,0.1605256,0.1659838,0.1709985,0.1760987,0.1779992,0.1820548,0.1862228,0.1908635,0.1956628,0.1987044,0.2017419,0.2103183,0.2139053,0.2191694,0.2215867,0.2214278,0.228305,0.2316383,0.2373725,0.24624,0.2479181,0.2514061,0.2501608,0.2623501,0.2667536,0.2709533,0.2682042,0.2692213,0.28097,0.2841976,0.284739,0.2857613,0.287406,0.2921677,0.2964586,0.3062521,0.3058369,0.3101078,0.3101601,0.3148473,0.3210942,0.3179322,0.3230251,0.3241812,0.3313341,0.3324744,0.3385171,0.3383576,0.3408954,0.3405984,0.3424702,0.3391272,0.34723,0.3486986,0.3538933,0.3555781,0.3552301,0.3637532,0.3569401,0.3665945,0.3673823,0.3638238,0.3667408,0.3660527,0.3747399,0.383434,0.3770213,0.3756751,0.3816992,0.3880333,0.3760084,0.3849206,0.381057,0.3867649,0.3860523,0.3896171,0.4012694,0.3930269,0.3885572,0.3927512,0.3932642,0.392971,0.3913342,0.410959,0.4041095,0.4078476,0.4150558
52,0,9.999945E-11,9.998013E-06,7.535508E-05,0.0002360075,0.0005747769,0.001083071,0.001777837,0.002849195,0.003949865,0.00548072,0.006837343,0.008879256,0.01205018,0.01358986,0.01526113,0.01818411,0.02089345,0.02402856,0.02689897,0.03106298,0.0337286,0.03782674,0.04120265,0.04571106,0.0490608,0.05247347,0.05682647,0.06008744,0.06654875,0.06981256,0.07475166,0.08717334,0.0902213,0.0917692,0.1006235,0.1061086,0.1093674,0.1310729,0.1194696,0.1195672,0.1252356,0.1298759,0.1330978,0.1417777,0.1422082,0.1500264,0.1512405,0.1585042,0.1618929,0.1665945,0.1719388,0.176802,0.1820928,0.1841506,0.1880458,0.1925468,0.1970269,0.2017659,0.2047903,0.2074893,0.2167095,0.2199315,0.2249465,0.2271599,0.2272699,0.2344203,0.2377811,0.2433047,0.2526004,0.2538574,0.2571316,0.2561283,0.268526,0.2724401,0.2768891,0.2740485,0.275003,0.2874863,0.2901857,0.2903327,0.2915384,0.2930888,0.2983139,0.3021058,0.312455,0.311473,0.3158612,0.3158703,0.3205016,0.3265913,0.3234166,0.3283652,0.3295778,0.3369452,0.3379959,0.344,0.3430688,0.3462999,0.3463471,0.3474083,0.3437892,0.3524079,0.3535584,0.3588636,0.3610136,0.3603315,0.3688731,0.3620363,0.3715102,0.3723531,0.3685566,0.3717686,0.3707969,0.3795302,0.388529,0.381849,0.3805011,0.3864284,0.3927525,0.3802276,0.3896592,0.3853557,0.3911605,0.3907483,0.3945816,0.4062194,0.3970927,0.3932618,0.3966721,0.3975054,0.3980673,0.3954252,0.4158277,0.4089331,0.4237109
53,0,9.999945E-11,9.978562E-06,7.468916E-05,0.0002362556,0.0005209664,0.00104229,0.001746183,0.002635407,0.003963043,0.005259278,0.007040263,0.00848207,0.01080177,0.01372305,0.01553128,0.01735557,0.02048962,0.02333113,0.02669284,0.02979392,0.03413693,0.03700294,0.04123723,0.04481244,0.04938986,0.05313119,0.05653265,0.06105468,0.06429988,0.07110318,0.07439099,0.07937501,0.09142241,0.0949605,0.09657028,0.1051735,0.1108107,0.114443,0.1346274,0.1240831,0.1252102,0.1306226,0.1358709,0.1389647,0.1475024,0.1478359,0.1558133,0.1572196,0.1640386,0.1676769,0.1725477,0.1780738,0.1826235,0.1881404,0.1902948,0.1940323,0.1989014,0.2031394,0.207872,0.2107148,0.2132324,0.2232132,0.2259295,0.2308873,0.2326155,0.2331209,0.2402676,0.2437213,0.2491885,0.2584539,0.2596924,0.2628123,0.2622048,0.2741148,0.2779869,0.2825559,0.2798563,0.281039,0.2936201,0.2959429,0.2958901,0.2970741,0.2988067,0.3044729,0.3077401,0.3181855,0.3191793,0.3214967,0.3213473,0.3258902,0.3321328,0.3288157,0.3337984,0.3347538,0.341942,0.3433275,0.3492167,0.3479594,0.3514802,0.3518178,0.3521229,0.3486171,0.3574861,0.3585477,0.3639915,0.3658032,0.365343,0.3739613,0.3669417,0.3765385,0.3774946,0.3733076,0.3764206,0.3756669,0.3840437,0.39361,0.3863155,0.3849221,0.3911881,0.3974027,0.3844033,0.3941057,0.3896921,0.395625,0.3952317,0.3991235,0.4108068,0.4009396,0.3980383,0.4006315,0.4015125,0.4029935,0.3993008,0.4202934,0.4252132
54,0,9.999945E-11,9.598957E-06,7.304415E-05,0.0002290316,0.0005194339,0.0009422263,0.0016781,0.00257046,0.003681548,0.005249206,0.006712332,0.008749492,0.01029261,0.01260311,0.01567533,0.01771679,0.01962334,0.02303084,0.02601331,0.02964209,0.03282696,0.03744501,0.04050484,0.04480794,0.04869298,0.05322831,0.0574002,0.06071788,0.0653821,0.06863233,0.07575632,0.07923811,0.08405507,0.0957314,0.09973232,0.1015424,0.1097064,0.1157179,0.1195345,0.1382332,0.1287773,0.1307885,0.1361841,0.1416695,0.1447911,0.1531996,0.1537848,0.1617416,0.163234,0.1697541,0.1734351,0.1785553,0.1839816,0.1881409,0.1941459,0.1961548,0.2001431,0.2052498,0.2090725,0.2139661,0.2166681,0.2188366,0.2293234,0.2319797,0.2366877,0.2379842,0.2386553,0.2461962,0.249578,0.2547173,0.2641659,0.2654353,0.2684833,0.2683419,0.2796389,0.2834624,0.2879403,0.2854188,0.2868339,0.2996986,0.3017326,0.3015662,0.3025956,0.304392,0.3103293,0.3132258,0.3238147,0.324082,0.3271085,0.3267129,0.3310941,0.3372596,0.33417,0.3392498,0.3397609,0.3468556,0.348589,0.3542039,0.3528991,0.3564322,0.357058,0.3568176,0.3534461,0.3623231,0.3633275,0.3689859,0.3705648,0.3702951,0.378771,0.3715215,0.381452,0.3825233,0.3778759,0.380803,0.3801919,0.3884064,0.3984334,0.3902725,0.3890284,0.3959059,0.4019054,0.3885606,0.3983444,0.393704,0.3998215,0.3997733,0.4034026,0.4149787,0.4048416,0.4026036,0.4046072,0.405733,0.4075489,0.4031033,0.4357164
55,0,9.999945E-11,8.875838E-06,7.042952E-05,0.0002274817,0.0005004989,0.0009473306,0.001506402,0.002463282,0.003606229,0.004865193,0.006692254,0.008290036,0.01055916,0.01207667,0.0146347,0.01789587,0.02009923,0.02213043,0.02578426,0.02888994,0.03279123,0.03611661,0.0408974,0.04421014,0.04859028,0.05271002,0.05734459,0.06182908,0.06506935,0.0699788,0.07309292,0.08054785,0.08417179,0.0887447,0.1001614,0.10453,0.1065696,0.1145346,0.1206499,0.1246792,0.141979,0.1335286,0.1364888,0.1418116,0.147535,0.1505887,0.1591187,0.1595472,0.1673563,0.169162,0.1755666,0.1791464,0.184276,0.1897687,0.1935817,0.2000616,0.2019463,0.2060233,0.2112487,0.2150108,0.2197223,0.2224738,0.2244137,0.2353217,0.2380368,0.2422305,0.2432373,0.2439809,0.2519376,0.2554611,0.2599031,0.2696268,0.2713544,0.2741961,0.2741965,0.2850515,0.2888555,0.2932871,0.2906431,0.2925391,0.3055071,0.3073855,0.3068521,0.3076704,0.3097481,0.315858,0.3187532,0.329058,0.3290521,0.3324474,0.3316358,0.3355851,0.3420978,0.3390212,0.3441749,0.344767,0.3516324,0.3538519,0.3588147,0.3574122,0.3609986,0.3621391,0.3616371,0.3579952,0.3671041,0.3680806,0.3732857,0.3750868,0.3748308,0.3831729,0.3756743,0.3859244,0.3875132,0.382574,0.3848845,0.3844622,0.3925609,0.4023834,0.3939898,0.3931154,0.400695,0.4059806,0.3926049,0.4024861,0.3974972,0.4039622,0.403665,0.4074837,0.4189782,0.4090043,0.4067566,0.4085675,0.4096283,0.4114279,0.4177002
56,0,9.999945E-11,9.100017E-06,6.853976E-05,0.000225912,0.0004986174,0.0009134763,0.001533356,0.002246846,0.003397638,0.004773629,0.006192103,0.008270342,0.009981775,0.01240321,0.01410794,0.01690774,0.02037024,0.02270883,0.02483394,0.02874975,0.03197079,0.03606769,0.03954248,0.04456018,0.04803909,0.0525953,0.05690281,0.06159681,0.06633057,0.06963608,0.07453157,0.07764022,0.08535946,0.08924054,0.09349152,0.1046184,0.109295,0.1116884,0.1194755,0.1257506,0.1296971,0.1459492,0.1384004,0.1421949,0.1475079,0.1531999,0.1563008,0.1648921,0.1653409,0.1728932,0.1750938,0.1813563,0.1848069,0.1900891,0.1952422,0.1990854,0.2057748,0.2076461,0.2119259,0.2171241,0.2208443,0.225356,0.2281665,0.2298024,0.2409214,0.2438601,0.2476219,0.2484194,0.2491346,0.2575959,0.2614208,0.2650025,0.275085,0.2766916,0.2796036,0.2801783,0.2902937,0.2938983,0.298634,0.2961863,0.2980041,0.3109341,0.3126594,0.3118721,0.3124672,0.3146552,0.3212394,0.3234128,0.3338702,0.3336008,0.3377999,0.3363087,0.3399299,0.3465885,0.3436185,0.348779,0.3492601,0.3559482,0.3589025,0.3633592,0.3615986,0.3655102,0.3665584,0.3658797,0.3624828,0.3714093,0.3724635,0.3774568,0.37889,0.3791989,0.3872764,0.379251,0.3901038,0.3919567,0.3865087,0.3889166,0.3886938,0.3966207,0.406462,0.3976738,0.3972704,0.4053961,0.4102994,0.3961466,0.4065449,0.400986,0.4078967,0.4070439,0.411469,0.4227074,0.4128476,0.410806,0.4120019,0.4130009,0.4262576
57,0,9.999945E-11,8.265101E-06,6.578001E-05,0.0002072517,0.0004915519,0.000907962,0.001465686,0.002244165,0.003123044,0.004469128,0.006119714,0.007656833,0.01002866,0.01183399,0.01446087,0.01638579,0.01942468,0.02299292,0.02549601,0.02775173,0.03189755,0.0351957,0.03948472,0.04308673,0.04839153,0.05195631,0.05675268,0.06126343,0.06602012,0.07097425,0.07426445,0.07921858,0.08232834,0.09034582,0.0944073,0.09837244,0.1092093,0.1141706,0.1167105,0.1242434,0.1309145,0.1348569,0.150061,0.1434887,0.147989,0.1531981,0.1587128,0.1618328,0.1706846,0.1711521,0.1783507,0.1809801,0.186895,0.1901956,0.1958948,0.2009713,0.2046116,0.211497,0.2132316,0.2176553,0.2231077,0.2265088,0.2306673,0.2336661,0.2352762,0.2464471,0.2497321,0.2529503,0.253652,0.2542296,0.2630281,0.2669864,0.2700168,0.2804334,0.2821231,0.2847118,0.2857334,0.2952906,0.2989175,0.3036844,0.3014716,0.3034014,0.3157834,0.3180843,0.3166717,0.3171269,0.3194308,0.3265229,0.3281733,0.3383932,0.3380478,0.3428946,0.3411601,0.34444,0.3510507,0.3482841,0.3534709,0.3539255,0.3600017,0.3639292,0.3676099,0.3659735,0.3696933,0.3713867,0.3697438,0.3668106,0.3758911,0.3767535,0.3812876,0.3826171,0.3832999,0.3915333,0.3828226,0.3940736,0.3960482,0.3901485,0.3929784,0.3924747,0.4000373,0.4104964,0.4007131,0.4012343,0.4134832,0.4139108,0.399366,0.4104606,0.4044956,0.4115561,0.410644,0.4151032,0.4260717,0.4165694,0.41418,0.4148837,0.4272693
58,0,9.999945E-11,7.733163E-06,6.007502E-05,0.0002069524,0.0004518238,0.0009018304,0.001451079,0.002161283,0.003104945,0.004169864,0.005723726,0.007596056,0.009278404,0.01190471,0.01393824,0.01673646,0.01889279,0.02217943,0.02585405,0.02850926,0.03085137,0.03530411,0.03866544,0.0430632,0.04679309,0.05241216,0.05606359,0.06107211,0.06569753,0.07062288,0.07569151,0.07897147,0.08410387,0.0870647,0.09541091,0.09968212,0.1032887,0.1139287,0.1190158,0.1216891,0.129179,0.1362264,0.1402156,0.1542125,0.1488029,0.1537132,0.158977,0.1641399,0.1673729,0.1765748,0.176604,0.1837128,0.1864438,0.1925318,0.1957833,0.2017293,0.206881,0.2102128,0.2172455,0.2185344,0.2232469,0.2288303,0.2319629,0.2360937,0.2389672,0.2408865,0.2519,0.2553932,0.2585301,0.2588659,0.2591794,0.2682129,0.2725229,0.2749856,0.2858295,0.2873987,0.2898575,0.2915124,0.3005505,0.3039142,0.3087101,0.3067902,0.3085682,0.3207206,0.3231974,0.321452,0.3219464,0.3242464,0.3314681,0.3329434,0.3427774,0.3422191,0.3477678,0.3454957,0.3487643,0.3558116,0.3528982,0.3576574,0.3579963,0.363948,0.3687267,0.3718023,0.3704528,0.3741052,0.3760835,0.3736985,0.3709129,0.3798749,0.380911,0.3845187,0.3859976,0.3868665,0.3954345,0.3865327,0.397756,0.39971,0.39325,0.3962639,0.3960972,0.4035431,0.4141846,0.404103,0.4046768,0.4208649,0.4167765,0.4027125,0.4141686,0.407688,0.4147708,0.4140784,0.4187531,0.4295064,0.4194504,0.4178211,0.4291165
59,0,9.999945E-11,8.072672E-06,5.672756E-05,0.0001968075,0.0004588296,0.0008425413,0.001476803,0.002159409,0.00299048,0.004119678,0.005331416,0.007138412,0.009236835,0.01119055,0.01405394,0.01629307,0.01928884,0.02164634,0.0252399,0.02901432,0.03179309,0.03425033,0.03898489,0.04238763,0.04684251,0.05080003,0.05662594,0.06039646,0.06565254,0.07039601,0.07550244,0.08078001,0.08393054,0.08922051,0.09208969,0.1007201,0.1050103,0.108599,0.1190586,0.1240437,0.1269602,0.134474,0.1416585,0.1456998,0.1587719,0.1540846,0.1596712,0.164931,0.1698383,0.1731472,0.1825006,0.1822461,0.1896772,0.192285,0.1983456,0.2013938,0.2074838,0.2128665,0.21582,0.2228933,0.2239573,0.2291662,0.2347892,0.2378433,0.2418335,0.2448215,0.2465128,0.2576673,0.2612929,0.2640354,0.2643349,0.2643968,0.2735501,0.2781388,0.2803743,0.2912073,0.2927833,0.2953848,0.2972246,0.3058108,0.3089913,0.3140133,0.312127,0.3138666,0.3260149,0.3286535,0.3265959,0.3272871,0.3294362,0.3368075,0.3381869,0.3474605,0.3464543,0.3526109,0.3502858,0.3534775,0.3605551,0.357886,0.3622074,0.3624841,0.3679214,0.3740375,0.3760231,0.3752788,0.3782701,0.3806794,0.3777768,0.3748701,0.3842454,0.3852515,0.3881701,0.3901127,0.3911732,0.3990489,0.3905987,0.4020765,0.4036915,0.3966614,0.399751,0.3997428,0.4072707,0.4184476,0.4076883,0.4085219,0.424598,0.4203113,0.4062519,0.4184093,0.4112329,0.4179665,0.4180893,0.4227831,0.4331358,0.4226958,0.4335324
60,0,9.999945E-11,7.595692E-06,6.096263E-05,0.0001844152,0.0004362657,0.0008391868,0.001376209,0.002216388,0.003006453,0.004001543,0.005315899,0.006704824,0.008725192,0.01117215,0.01332887,0.01646687,0.01887784,0.02210153,0.02466167,0.02854383,0.03246846,0.0353422,0.03791824,0.04286806,0.04636679,0.05078328,0.0550876,0.06110977,0.06494905,0.070502,0.07528885,0.08059296,0.08601674,0.08900042,0.09474566,0.0972746,0.1062469,0.1105117,0.1141129,0.1243508,0.1293207,0.1324528,0.1399951,0.1474445,0.1513564,0.1635168,0.1595482,0.1657216,0.1709026,0.1756892,0.1790838,0.1886025,0.1880935,0.195648,0.1980172,0.2044673,0.2070657,0.2135356,0.2187353,0.2216358,0.2287303,0.2294992,0.2352095,0.2405486,0.2437898,0.2478139,0.2506959,0.2522531,0.2634896,0.2670997,0.2696414,0.2699923,0.2698011,0.2789148,0.2837395,0.2857985,0.2968567,0.298177,0.3008533,0.3027862,0.3115489,0.3142796,0.3193094,0.3174227,0.3189634,0.3311597,0.3341148,0.3313039,0.332329,0.3347598,0.342278,0.3437012,0.3521644,0.3510298,0.3576003,0.3550502,0.3580904,0.3655524,0.3627485,0.3667606,0.3668369,0.3718196,0.3789373,0.3806944,0.380181,0.3819877,0.3851831,0.3818791,0.3793085,0.3884699,0.3898698,0.3921733,0.3944337,0.3956351,0.4028898,0.3945303,0.4064057,0.4073313,0.4006058,0.4032832,0.4034827,0.4114067,0.422267,0.4112651,0.4123475,0.4279588,0.4235176,0.4094277,0.422991,0.4148386,0.4215746,0.4221087,0.4268373,0.4365925,0.4375118
61,0,9.999945E-11,8.266395E-06,6.23065E-05,0.0001913198,0.0004169203,0.0008091036,0.001377454,0.002074498,0.003133654,0.004059969,0.00520813,0.006701279,0.00818679,0.0107305,0.0133556,0.01571196,0.01916139,0.02172251,0.02520678,0.02792909,0.03210831,0.03619589,0.03912488,0.04176595,0.04701336,0.05058879,0.05497031,0.05953849,0.06579223,0.06966621,0.07550538,0.08037841,0.08589546,0.09136662,0.09432124,0.1005599,0.102616,0.1117916,0.116081,0.1197016,0.1296817,0.1348212,0.1381426,0.1457543,0.1534565,0.1572652,0.1685255,0.1652791,0.1717909,0.1772856,0.1816867,0.1850818,0.1946229,0.1940855,0.203002,0.2038987,0.2104422,0.2127182,0.2198873,0.2246203,0.2274527,0.2348538,0.2351698,0.2412174,0.2465098,0.2499343,0.2539734,0.2568009,0.2580274,0.2693796,0.2730591,0.2751077,0.2755459,0.2751216,0.2844737,0.2893999,0.2914303,0.3028574,0.3035142,0.306154,0.3083139,0.3168062,0.319572,0.3248428,0.3228312,0.3237511,0.3367681,0.3393688,0.3360496,0.3370658,0.3400239,0.3479178,0.3490028,0.3570451,0.3556992,0.3628472,0.3600159,0.3630567,0.3705396,0.3675137,0.3712564,0.3715386,0.3759026,0.3837579,0.3851134,0.384686,0.3862527,0.3897533,0.3862401,0.3836526,0.3931975,0.3946242,0.3960951,0.3987441,0.4002191,0.4069048,0.3986533,0.410997,0.411479,0.4045847,0.4073747,0.4071258,0.4154521,0.4265078,0.4150186,0.4164459,0.431268,0.427366,0.4129577,0.4274808,0.4189318,0.4247137,0.4260389,0.4313307,0.4518223
