"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
83,2,5.191162E-11,3.021303E-06,2.465343E-05,7.246677E-05,0.0001603939,0.0004739075,0.0005107817,0.0007572353,0.002649359,0.001744529,0.004747821,0.002520307,0.003504007,0.005064644,0.007293462,0.007743155,0.01014314,0.01173909,0.01299021,0.01724736,0.0182663,0.02211015,0.02280774,0.02565213,0.02957841,0.03166534,0.03383324,0.03786258,0.04021998,0.04376818,0.05174212,0.05351301,0.05359739,0.05743335,0.06004966,0.06348799,0.06733365,0.068066,0.07526966,0.0829801,0.07734786,0.08761039,0.0899249,0.08672427,0.09254924,0.1006806,0.1039975,0.09029107,0.105595,0.1092369,0.1144964,0.1216058,0.1244115,0.1298254,0.1295479,0.140823,0.1425439,0.1433801,0.1344551,0.1490175,0.1476137,0.1443778,0.1491528,0.1522527,0.1684974,0.1595042,0.1613572,0.1658219,0.1680112,0.1806778,0.1823476,0.1857495,0.1828821,0.1926179,0.1856786,0.191069,0.201357,0.2025692,0.1879315,0.1831027,0.207024,0.2020778,0.2038103,0.203256,0.2037222,0.22155,0.2218159,0.2247043,0.227275,0.2202478,0.2263223,0.2420817,0.2262599,0.2247586,0.2247292,0.2376262,0.2519993,0.2444263,0.2392802,0.2499065,0.2537856,0.2505466,0.245348,0.2510503,0.2427596,0.2698738,0.260908,0.2649855,0.2702774,0.2713373,0.2824449,0.261001,0.2752124,0.2904262,0.28631,0.2961462,0.2745481,0.2921456,0.2829299,0.2806827,0.2959639,0.2834909,0.2844866,0.2865778,0.2790271,0.2944417,0.2967233,0.2938106,0.3048008,0.2871899,0.2773905,0.3064607,0.2970917,0.3009641,0.310327
84,2,5.279396E-11,2.753333E-06,2.667649E-05,7.595056E-05,0.0001617437,0.000315128,0.0006445707,0.0007507472,0.001086735,0.00287495,0.002198625,0.005022954,0.003083382,0.004736673,0.006633668,0.008819422,0.009720189,0.01193021,0.01409185,0.01507383,0.01959018,0.02080199,0.02511718,0.02577249,0.02781428,0.03322046,0.0359802,0.03638374,0.04091369,0.04384732,0.04523152,0.05485312,0.05675615,0.05660271,0.06110166,0.06539365,0.0686237,0.0733802,0.0720336,0.08139759,0.08562171,0.07993535,0.08941516,0.09232929,0.09453012,0.09985152,0.1057989,0.1078948,0.09237058,0.1115181,0.1165348,0.111607,0.126406,0.129204,0.1320562,0.1313739,0.144359,0.147414,0.1480343,0.1370037,0.14882,0.1508783,0.1482804,0.1546171,0.1585134,0.1705018,0.1648134,0.1598693,0.1695179,0.1685888,0.1808294,0.1889454,0.1943027,0.1920114,0.1915523,0.1850749,0.1936338,0.2111316,0.2087288,0.2036442,0.1876008,0.217007,0.2048836,0.2107237,0.2097522,0.2075944,0.2262733,0.2278382,0.2279031,0.2277973,0.2208169,0.2324843,0.2458559,0.2268862,0.22666,0.2283757,0.2418095,0.2545551,0.2474063,0.2431671,0.2490884,0.251397,0.247453,0.2482039,0.2544922,0.245275,0.2695235,0.2614794,0.269197,0.28176,0.2699243,0.2841409,0.2610826,0.2767307,0.298262,0.2879477,0.2947995,0.28193,0.288602,0.2896436,0.2901416,0.2946421,0.2969708,0.2863109,0.2963218,0.2956889,0.3067768,0.3046828,0.2939566,0.3101532,0.3013988,0.2882192,0.3065366,0.2975717,0.3014973
85,2,5.411747E-11,3.131374E-06,2.51683E-05,7.40396E-05,0.000177041,0.0003002833,0.0005108,0.0008692277,0.00202295,0.001504567,0.003316846,0.005383582,0.005545507,0.004842434,0.006782795,0.008500048,0.01098488,0.01183704,0.0141879,0.01657988,0.01782249,0.02319156,0.02319865,0.02853688,0.02865101,0.03061819,0.03619811,0.03962466,0.04046519,0.04458009,0.04854156,0.04938478,0.05845315,0.05986609,0.0600924,0.06368227,0.06947239,0.07113149,0.07495426,0.07651156,0.08501159,0.0872883,0.08629148,0.09594172,0.09815924,0.09844796,0.1010229,0.109191,0.1110156,0.09611385,0.1166757,0.1157052,0.11889,0.1331875,0.1341045,0.1367337,0.1369964,0.150961,0.1521052,0.1505384,0.1456489,0.1522564,0.1540734,0.1527665,0.1614856,0.1635513,0.1730595,0.1665013,0.1648433,0.1775486,0.1781219,0.1848201,0.1936495,0.1977137,0.1912598,0.1988395,0.1964245,0.1962719,0.2167254,0.2126509,0.2060752,0.1941068,0.2128523,0.2112039,0.205436,0.2068888,0.2125719,0.226546,0.2288498,0.2278433,0.2363718,0.2310474,0.2285369,0.2455304,0.2275901,0.2314665,0.2276964,0.2491121,0.2485086,0.2470452,0.2443454,0.2481047,0.254215,0.2522642,0.2485442,0.2596826,0.2478625,0.2716248,0.267713,0.2737882,0.2818581,0.2794824,0.285584,0.2620459,0.2859215,0.30094,0.2860113,0.2987948,0.278786,0.2993014,0.2893273,0.2861133,0.3002111,0.2972724,0.2892945,0.3004656,0.290393,0.3032048,0.3072339,0.2903297,0.3054565,0.2950711,0.2825168,0.3100084,0.3177668
86,2,5.191162E-11,2.967454E-06,2.379977E-05,7.542026E-05,0.0001614379,0.0003301853,0.0004924904,0.0008046664,0.001220526,0.002304625,0.001953186,0.00553016,0.005780012,0.007017612,0.006415685,0.008604886,0.0101585,0.01275428,0.0140684,0.01702565,0.01946286,0.01973895,0.02554968,0.02575608,0.03118803,0.03149168,0.03382223,0.0395252,0.04146556,0.04341869,0.04800081,0.05123818,0.0527283,0.06340491,0.06226752,0.06270646,0.06763954,0.07261089,0.07554684,0.0767079,0.08051592,0.08845912,0.09291275,0.09320599,0.1013064,0.1037241,0.1037713,0.104895,0.1155436,0.115001,0.1005778,0.1228091,0.122783,0.1214367,0.1344956,0.1399913,0.1431317,0.1365091,0.1564424,0.1526078,0.1549572,0.148868,0.1599856,0.1605036,0.1543882,0.1665588,0.1672802,0.1793259,0.1649684,0.16592,0.1824477,0.1823716,0.1910795,0.1974939,0.2042951,0.1968172,0.2036881,0.1992235,0.2079123,0.211812,0.2158915,0.2166818,0.1945652,0.2183444,0.2125152,0.2105966,0.2088141,0.2138547,0.2324277,0.2326266,0.2303555,0.2339545,0.2347059,0.2332328,0.2509572,0.2264462,0.2323405,0.2357475,0.2536618,0.2488689,0.2525045,0.2470921,0.2598027,0.2627231,0.2524477,0.259788,0.2626917,0.2504258,0.267486,0.2684563,0.274796,0.2834003,0.2859259,0.2895593,0.2626135,0.2849918,0.3033362,0.3004034,0.3057322,0.2803316,0.2965921,0.2894978,0.2935747,0.2980588,0.2944683,0.2854092,0.3050109,0.2991864,0.3046902,0.31968,0.3029287,0.3030669,0.301964,0.2864845,0.3176312
87,2,5.661743E-11,2.731897E-06,2.21508E-05,7.792724E-05,0.0001623677,0.0003040755,0.0005376186,0.0007445129,0.00104783,0.00157754,0.002775079,0.002525477,0.005917107,0.007373385,0.008820171,0.008233659,0.01067713,0.01209548,0.01525858,0.01633068,0.02008872,0.02177906,0.02246681,0.02816753,0.02848891,0.03451951,0.03450454,0.03672313,0.04286516,0.04588276,0.04655738,0.04932794,0.05339851,0.05554745,0.06636067,0.06395466,0.06612714,0.07212642,0.07678646,0.07741155,0.08053683,0.08495036,0.09133635,0.09633224,0.09753684,0.107162,0.1072446,0.1074881,0.1087382,0.1205648,0.1206547,0.1040055,0.1233332,0.1245285,0.126732,0.1441405,0.1433479,0.1459679,0.144879,0.1598638,0.1562719,0.164504,0.1506915,0.1641622,0.1615033,0.1629055,0.1685445,0.173984,0.1826533,0.1741773,0.1718573,0.1850787,0.18446,0.1941873,0.1993979,0.2092083,0.2031232,0.1993933,0.1967374,0.2142738,0.2121987,0.2134972,0.2157202,0.1936194,0.219253,0.2210219,0.2122739,0.2092586,0.2235613,0.231857,0.2391574,0.2278455,0.2340218,0.2394464,0.2323124,0.2543534,0.2325215,0.2400922,0.238295,0.2576106,0.2575973,0.2542208,0.2506211,0.2644844,0.2649645,0.2617284,0.2667728,0.2648423,0.2496002,0.2748339,0.2740381,0.2758152,0.2836648,0.291265,0.3048042,0.2700605,0.2803134,0.3047109,0.2966443,0.3097617,0.2845726,0.2961934,0.2891757,0.2917997,0.3046236,0.2896911,0.2906458,0.3015237,0.2982526,0.3062034,0.319373,0.3082195,0.3144369,0.3118078,0.2982056
88,2,5.308808E-11,2.881919E-06,1.96676E-05,7.126673E-05,0.0001768255,0.000302841,0.0005302391,0.0008167903,0.00114887,0.001506731,0.001986895,0.003140275,0.003173957,0.007172776,0.008959837,0.01032637,0.01030122,0.01285375,0.01441555,0.01742775,0.0189256,0.02222045,0.02521522,0.02553369,0.03153965,0.03140707,0.03818493,0.03674478,0.04010548,0.04511141,0.04833433,0.04953691,0.05303119,0.05780349,0.06054807,0.07169777,0.06930113,0.07017198,0.07616401,0.08186402,0.08036283,0.0877419,0.09031176,0.09566557,0.09835828,0.1001987,0.1123842,0.1111408,0.1121005,0.1116762,0.1231002,0.1235019,0.108017,0.1263733,0.129016,0.1298489,0.1478641,0.148788,0.1511335,0.1513933,0.1672798,0.161296,0.1659297,0.1490358,0.1692803,0.1689584,0.1634752,0.1761085,0.1789324,0.1845392,0.1811062,0.1838406,0.190982,0.1845094,0.202383,0.2034689,0.2096927,0.2057194,0.2002028,0.2045045,0.2154017,0.2133555,0.21511,0.2199761,0.1979547,0.2231508,0.2330081,0.2174544,0.2173809,0.2270529,0.2373836,0.237649,0.2374612,0.2411102,0.2452999,0.2338133,0.2605993,0.237349,0.2523281,0.2472925,0.2603788,0.2573853,0.2651913,0.2486716,0.2698912,0.2660817,0.2671889,0.2637832,0.2676077,0.2611135,0.2766699,0.2763096,0.2864335,0.2882035,0.2888865,0.3071338,0.275298,0.2843664,0.3072601,0.295255,0.3129129,0.2909844,0.3042777,0.2923841,0.2904503,0.3049073,0.2992647,0.2959267,0.3013143,0.3059756,0.3152522,0.3201299,0.3096387,0.3148921,0.3224718
89,2,5.426452E-11,2.572139E-06,2.23678E-05,6.602988E-05,0.0001662595,0.0003272434,0.0004886367,0.0007954558,0.00113738,0.001457354,0.002021196,0.0023898,0.003837653,0.00464818,0.007201463,0.00883744,0.01229394,0.01266185,0.01487809,0.01672442,0.02006274,0.02155372,0.02532328,0.02805416,0.02827812,0.03449735,0.03337424,0.0416824,0.04065036,0.04383368,0.04955336,0.05334532,0.05355631,0.05669017,0.06320678,0.06587116,0.07578395,0.07433292,0.07449605,0.07864735,0.08173153,0.08393764,0.09232485,0.09473363,0.1014188,0.1026996,0.1077274,0.1159423,0.1124425,0.1167125,0.1149352,0.1273366,0.1285257,0.1123264,0.1292171,0.1348859,0.1351699,0.1490644,0.1556552,0.1572015,0.1468423,0.1682855,0.1622355,0.1652744,0.156154,0.1774123,0.1695259,0.163882,0.1790332,0.1823114,0.1876444,0.1848233,0.1823394,0.1898366,0.1937933,0.2025666,0.2052011,0.2159468,0.206847,0.2112018,0.2120558,0.219232,0.2198822,0.2146401,0.2302388,0.20885,0.2315025,0.2341124,0.2239769,0.2236227,0.2285396,0.2431068,0.2316683,0.2452573,0.2457418,0.2474943,0.2420748,0.2617105,0.2449582,0.2472683,0.2467622,0.2620303,0.2574982,0.2751308,0.2529405,0.2661937,0.2772676,0.2663507,0.2723965,0.2667344,0.2663849,0.2856873,0.2730819,0.2847258,0.2929946,0.3008928,0.3081092,0.2701604,0.2979668,0.3181258,0.3071135,0.3269359,0.2946957,0.3071489,0.303277,0.2841335,0.3063796,0.3037333,0.2840077,0.3036153,0.3158437,0.3168919,0.3179152,0.3023855,0.318851
90,2,5.529392E-11,2.951261E-06,1.916561E-05,6.755851E-05,0.0001482291,0.0002997862,0.0005277108,0.0007356693,0.00110785,0.00144955,0.001954173,0.00252083,0.003027373,0.005382369,0.00623039,0.009929668,0.01100006,0.01447989,0.01487558,0.01773103,0.01896475,0.02233803,0.02409896,0.02870297,0.03079974,0.03087184,0.0382851,0.03602519,0.04544907,0.04691386,0.04769559,0.05422172,0.05747144,0.05674493,0.06230403,0.06838323,0.06858276,0.08116949,0.07753815,0.07928197,0.08439369,0.08621006,0.08992762,0.09703918,0.0974642,0.1083968,0.1053749,0.1113372,0.1199529,0.1164218,0.1257122,0.1211218,0.128791,0.1304099,0.1152439,0.13625,0.1401416,0.1387964,0.154535,0.15706,0.1573764,0.1510153,0.1733644,0.1672643,0.1722218,0.1633621,0.1842562,0.1748243,0.1697308,0.1838805,0.1797021,0.1921312,0.1928002,0.1861301,0.1951982,0.1966449,0.2054427,0.2118394,0.2172955,0.2062484,0.2143978,0.2184652,0.2281721,0.2294764,0.225102,0.2277561,0.2132661,0.2310559,0.2349931,0.2307699,0.2190437,0.238257,0.2477573,0.2412016,0.2472133,0.2534673,0.257271,0.2504955,0.2713844,0.251363,0.2520437,0.2539435,0.2679797,0.2617235,0.2741852,0.2517819,0.2659575,0.285209,0.2675358,0.2807128,0.271762,0.2649845,0.2858088,0.2835577,0.285032,0.2953112,0.3056689,0.3104323,0.2793538,0.2971782,0.3108503,0.3065738,0.3237919,0.2982327,0.3115115,0.3052193,0.2942606,0.3102848,0.3120184,0.285627,0.3010746,0.3209476,0.3120197,0.3283899,0.3209959
91,2,5.573509E-11,2.760253E-06,2.189118E-05,6.541107E-05,0.0001517853,0.000283407,0.0004707505,0.0007962224,0.001034036,0.0014972,0.002015772,0.00242837,0.003050115,0.004720692,0.007262815,0.007835086,0.01071076,0.01323298,0.01494321,0.01724839,0.02001256,0.02136962,0.0250103,0.02721815,0.03154754,0.03424256,0.03515452,0.04246878,0.03877078,0.04999781,0.04906647,0.05012537,0.05767419,0.06098861,0.06019385,0.06529766,0.07198539,0.07307369,0.08502319,0.08233278,0.08435316,0.08959088,0.09258679,0.09038004,0.1039141,0.1022645,0.1107803,0.108946,0.1180249,0.1229406,0.1218379,0.1269897,0.1229707,0.1364121,0.1318636,0.1216684,0.1417094,0.1442936,0.1408433,0.1629951,0.1581317,0.1654917,0.1569665,0.183964,0.1731791,0.1799903,0.1650686,0.1852285,0.1765959,0.1702584,0.1956017,0.1895321,0.1954884,0.1963959,0.1898523,0.1977314,0.2015529,0.2075991,0.2152569,0.2237897,0.2096525,0.2212057,0.2191545,0.2252596,0.234891,0.221214,0.2316681,0.2177216,0.2403336,0.2451305,0.2363261,0.2290722,0.2445769,0.2510424,0.2412724,0.2558868,0.2553727,0.2624308,0.2536753,0.2691897,0.2421954,0.2561062,0.2535701,0.2657657,0.2665191,0.2767525,0.2635353,0.2748436,0.283706,0.2747599,0.2816335,0.2866596,0.2644444,0.2961298,0.2842146,0.2886564,0.2969825,0.3096136,0.3110965,0.2804056,0.2948986,0.3172415,0.3113245,0.3265514,0.3053688,0.301202,0.3026052,0.3087128,0.3174832,0.307531,0.3004115,0.3056109,0.3176067,0.3164332,0.3367566
92,2,5.014695E-11,2.826838E-06,2.092971E-05,6.89368E-05,0.0001544592,0.0002794327,0.0004786539,0.0007108605,0.001111725,0.001379462,0.002004969,0.002561548,0.00299764,0.004764053,0.006544402,0.009153867,0.009875715,0.01250935,0.0156077,0.01748413,0.01919896,0.02747443,0.02461869,0.02732839,0.02973921,0.03424454,0.03845183,0.03800795,0.04621862,0.04258209,0.05380822,0.05402976,0.05447456,0.05941218,0.06493777,0.06168406,0.06982512,0.07425059,0.07645104,0.08857489,0.08766037,0.08641604,0.09335533,0.09544894,0.09547604,0.1053472,0.1023384,0.1150208,0.1132761,0.118251,0.1291165,0.1228214,0.1288353,0.1262959,0.1392718,0.1357312,0.1278719,0.1435951,0.1464638,0.143841,0.168515,0.1606077,0.1716436,0.1652841,0.1883242,0.1780572,0.1787418,0.1730437,0.1906989,0.1888002,0.1730906,0.1990839,0.1942449,0.1963926,0.1972722,0.1959617,0.2027427,0.2109487,0.2105223,0.2239639,0.2197173,0.2126473,0.2257918,0.2307533,0.2324326,0.2365505,0.2347448,0.2348974,0.2144467,0.2447983,0.2420341,0.2378049,0.2359936,0.2484661,0.2556797,0.2429865,0.2558283,0.2571529,0.2630846,0.2548628,0.276459,0.2471303,0.2651989,0.2625054,0.2717703,0.2688927,0.278147,0.261432,0.275882,0.2922967,0.2795843,0.283815,0.2862181,0.2705262,0.3004508,0.2898279,0.2870906,0.2976804,0.3134832,0.3163895,0.2780471,0.2975619,0.3187743,0.3028129,0.3235831,0.2925227,0.3114559,0.3088031,0.2936351,0.3133708,0.3100686,0.3057531,0.3164581,0.3129038,0.3284191
93,2,5.088223E-11,2.387063E-06,2.156909E-05,6.336116E-05,0.0001545479,0.0002674092,0.0004321328,0.0007049804,0.0009754617,0.00150741,0.001838933,0.002419905,0.00310987,0.004804195,0.006472622,0.008357344,0.0111134,0.01190476,0.01494484,0.0182775,0.0200945,0.02175186,0.02551475,0.0279036,0.03021927,0.03273885,0.0371351,0.04084401,0.0405,0.04842612,0.04636177,0.05698916,0.0542412,0.05802821,0.06453218,0.06822594,0.06664547,0.07406005,0.07951045,0.08073377,0.09104346,0.09039337,0.09049226,0.09531391,0.09843118,0.1008198,0.1107759,0.1067315,0.1213427,0.1162678,0.1209906,0.1319064,0.1292218,0.1336368,0.1307117,0.1452043,0.1408635,0.1268563,0.1472105,0.153191,0.1459849,0.1691171,0.1677526,0.1751328,0.1635929,0.1879549,0.1832174,0.1826893,0.1746244,0.1937552,0.1881343,0.1767509,0.1991465,0.1991297,0.1992678,0.2010294,0.1974558,0.2019939,0.2104297,0.2111867,0.2221419,0.2196518,0.2213138,0.2282265,0.2302628,0.2408012,0.2434797,0.232344,0.2323559,0.2148645,0.2498626,0.2425598,0.2367881,0.2338359,0.2504356,0.2540168,0.2476631,0.2536469,0.2630617,0.2626887,0.2562137,0.2839634,0.2463972,0.2629878,0.258568,0.2697124,0.2721904,0.2775736,0.2669796,0.2812736,0.2863787,0.2728395,0.2788827,0.2871064,0.2690197,0.3008614,0.3005761,0.2861084,0.2924664,0.3073804,0.3153541,0.2842843,0.2950985,0.3245434,0.3027843,0.3280519,0.2995501,0.3081846,0.3097949,0.3031344,0.3155465,0.308407,0.2983981,0.32284,0.3235556
94,2,5.632331E-11,2.552602E-06,0.0003280391,0.001482045,0.006655083,0.003027233,0.0101917,0.003781277,0.008471467,0.009964065,0.01329604,0.01318314,0.03160783,0.004923672,0.006608684,0.008245537,0.01021092,0.01374326,0.01390999,0.01751778,0.02080822,0.02272371,0.0241954,0.03234847,0.03059939,0.03248788,0.03520236,0.04045985,0.04490538,0.04493595,0.05315253,0.04977488,0.06096275,0.05979675,0.06284166,0.06776375,0.07312869,0.07295306,0.07931252,0.08405671,0.08452133,0.09203796,0.09723351,0.09470279,0.1034458,0.1071478,0.1048101,0.1124505,0.1126579,0.1241632,0.1225747,0.1293489,0.1392488,0.1321053,0.1353645,0.1328208,0.1478831,0.1422462,0.1350271,0.1552867,0.1583579,0.1496905,0.1757549,0.1722543,0.1766359,0.1714071,0.1925759,0.1824193,0.1871979,0.1798389,0.1959884,0.1875163,0.179806,0.2006821,0.2020976,0.2066507,0.2036905,0.201856,0.2032696,0.2226479,0.2146189,0.2238946,0.2274983,0.227705,0.2310659,0.2362537,0.2421915,0.2475217,0.2371639,0.2291258,0.2220922,0.2536148,0.2423165,0.2362961,0.2374089,0.2487936,0.2596152,0.2529131,0.2547451,0.2671166,0.2698001,0.2636939,0.2849642,0.2441376,0.2621647,0.2651696,0.2785154,0.2825088,0.2811461,0.2722072,0.2870874,0.2889175,0.272507,0.2832167,0.2852473,0.2723176,0.3006453,0.2973461,0.2924702,0.2927199,0.318091,0.3199984,0.2912058,0.2965884,0.3244527,0.3118936,0.3331948,0.3094108,0.3054558,0.3101105,0.3074197,0.3135653,0.3120471,0.307372,0.3288585
95,2,5.220574E-11,2.869925E-05,2.057292E-05,0.0003922494,0.001607462,0.009820221,0.01380593,0.009734035,0.005672893,0.008453163,0.01066125,0.01796065,0.01307281,0.02879442,0.006728066,0.008829627,0.01023926,0.01224261,0.01570132,0.01638802,0.02023358,0.02380689,0.02594428,0.02756023,0.03391229,0.03308743,0.03631684,0.03877164,0.0433666,0.04697144,0.0476033,0.05704093,0.0527961,0.06554896,0.06301951,0.06655835,0.07252678,0.07622977,0.07724141,0.08489065,0.0881828,0.089618,0.09478332,0.09662639,0.0992934,0.1040414,0.1112717,0.108702,0.1163271,0.1184871,0.1304809,0.1267201,0.1289807,0.1436361,0.1381534,0.1400817,0.1367966,0.1581015,0.1429587,0.1404003,0.1561031,0.1654362,0.1576295,0.1790596,0.1761471,0.1755976,0.171242,0.1981976,0.1821853,0.1852169,0.1820425,0.2043787,0.1934924,0.1824864,0.2083731,0.2076827,0.2106228,0.2114252,0.2081898,0.2038393,0.216524,0.2194246,0.2294638,0.2255738,0.2334582,0.2383179,0.2416427,0.239857,0.2481183,0.2456741,0.2332455,0.2172864,0.2606553,0.2462517,0.2408829,0.2411058,0.2588583,0.2678793,0.2618806,0.2620775,0.2683857,0.2682421,0.2686561,0.2816712,0.2483879,0.2703657,0.2688987,0.2764578,0.2846685,0.285451,0.2763619,0.282929,0.2869422,0.2815571,0.2798027,0.2926238,0.2657234,0.3051736,0.2964185,0.2977303,0.3050499,0.3171224,0.3212382,0.292785,0.3028031,0.330246,0.3191577,0.333822,0.3088193,0.2988987,0.3207754,0.3041803,0.3274876,0.3150229,0.3057118
