-999	1	1	3929.7772515017	0.1
1985	1	1	3257.99386297563	0.1
1986	1	1	3037.512979887	0.1
1987	1	1	5322.89829427059	0.1
1988	1	1	4773.87967619856	0.1
1989	1	1	3256.6014441767	0.1
1990	1	1	2845.25927789437	0.1
1991	1	1	4936.52152489167	0.1
1992	1	1	4009.38731615632	0.1
1993	1	1	3831.40764392915	0.1
1994	1	1	3985.81294905604	0.1
1995	1	1	3063.07635461141	0.1
1996	1	1	3407.0613287925	0.1
1997	1	1	3298.25220855475	0.1
1998	1	1	2993.24843174684	0.1
1999	1	1	3213.38948842207	0.1
2000	1	1	3190.01214618029	0.1
2001	1	1	3196.60703804609	0.1
2002	1	1	2393.76011697484	0.1
2003	1	1	3136.65124056087	0.1
2004	1	1	3674.43126625241	0.1
2005	1	1	2942.75251997696	0.1
2006	1	1	1325.26321701903	0.1
2007	1	1	808.043571753211	0.1
2008	1	1	1721.18577468622	0.1
2009	1	1	2471.98354646356	0.1
2010	1	1	2901.98005247467	0.1
2011	1	1	2645.74166354185	0.1
2012	1	1	3676.11486663003	0.1
2013	1	1	2573.32660443179	0.1
2014	1	1	1627.52607137147	0.1
2015	1	1	3889.36864764746	0.1
2016	1	1	2092.21675627277	0.1
2017	1	1	3080.30314975886	0.1
2018	1	1	3545.05065493981	0.1
2019	1	1	2588.84778837258	0.1
2020	1	1	2963.55250253759	0.1
-9999	0	0	0	0
